id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value
1219674572,10,49,1,1,6,5rurqie3qt1qav9ir5mkqinn,1,22.3,36.1,2019-01-27T12:33:17.571Z,2019-01-27T12:33:18Z,,,,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
2006839734,11,4,1,1,9,5rurqie3qt1qav9ir5mkqinn,1,31.8,29.6,2019-01-27T12:33:20.306Z,2019-01-27T12:33:28Z,1270165346,13,,1766913064,152,,1399030237,285,,2009834115,265,,1521388035,233,17,1425754053,56,Back,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
1721284519,17,4,1,1,9,bsbugp9qfasrrtg55bf7evvwv,0,68.2,70.4,2019-01-27T12:33:20.306Z,2019-01-27T12:33:28Z,1566517975,13,,1610081590,265,,1713490125,286,,1580633815,56,Left,1668727184,152,,1563711449,233,11,,,,,,,amnb211255557h5z7snm33h79,R. Allen,,,,,,,,,,,,,,,,,,,,,,,
2130808540,12,1,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,30,33,2019-01-27T12:33:32.444Z,2019-01-27T12:33:36Z,1829345065,1,,1900519859,140,59.1,1547248910,213,5.7,1387664656,141,6.1,1286453547,152,,1329202114,5,,1474470590,212,35.6,1577393937,56,Right,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1893195949,13,1,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,65.3,7.3,2019-01-27T12:33:36.520Z,2019-01-27T12:33:38Z,1781368843,212,8.7,1280617233,141,14.7,1820046730,56,Right,1617190488,140,58.5,2078328498,213,2.5,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
1187961636,14,1,1,1,27,5rurqie3qt1qav9ir5mkqinn,1,59.6,16.4,2019-01-27T12:33:38.341Z,2019-01-27T12:33:40Z,1487606902,56,Right,1753804353,213,5.7,2022276976,212,12.6,1668354513,141,6.8,1841620862,140,69.9,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,
1074830207,15,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,69.8,5.5,2019-01-27T12:33:40.549Z,2019-01-27T12:33:44Z,2092827718,213,0.3,1409536653,212,9.4,1804467287,56,Right,1829682365,140,78.3,1857566172,141,9.7,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
1908791746,16,1,1,1,32,5rurqie3qt1qav9ir5mkqinn,1,77.6,6.5,2019-01-27T12:33:44.530Z,2019-01-27T12:33:47Z,1299342472,141,20.7,1967416191,140,71.0,1511674000,213,2.2,1409533517,212,11.9,1822509817,56,Right,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
1260016384,17,61,1,1,36,5rurqie3qt1qav9ir5mkqinn,0,75.4,31.6,2019-01-27T12:33:47.381Z,2019-01-27T12:33:47Z,1110573374,56,Center,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
1999735269,18,1,1,1,37,bsbugp9qfasrrtg55bf7evvwv,0,15,66.3,2019-01-27T12:33:48.500Z,2019-01-27T12:33:49Z,1403188853,213,4.6,1746321005,212,8.0,2124467006,141,54.6,1246048175,56,Back,1575375916,140,14.5,,,,,,,,,,abak1ddvoaaei83ad7wk3zqol,J. Potter,,,,,,,,,,,,,,,,,,,,,,,
1173043187,18,1,1,1,38,5rurqie3qt1qav9ir5mkqinn,1,86.7,50.9,2019-01-27T12:33:49.701Z,2019-01-27T12:35:40Z,1096103831,56,Center,1711672158,154,,1707890258,213,3.1,1578965721,140,75.2,1463772074,141,50.9,1378559223,212,12.1,1625792288,210,,,,,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,1,,,,,,,,,,,,,,,,,,,,,,
1093108439,19,15,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,81.8,50.1,2019-01-27T12:33:51.640Z,2019-01-27T12:35:40Z,1629252782,22,,1700512665,147,51.4,1767613040,18,,1523331876,154,,1624631116,82,,1136577600,72,,1670195251,146,89.5,1733088397,29,,6679bfd6bjylogbe4ebese85x,K. McCabe,,1863445564,56,Center,1157530697,55,18,2067996957,328,1139072916,233,19,,,,,,,,,,,
1488458490,19,10,1,1,40,bsbugp9qfasrrtg55bf7evvwv,1,15,46.6,2019-01-27T12:33:51.740Z,2019-01-27T12:35:41Z,2092594171,94,,1113134555,233,19,1255539276,56,Back,,,,,,,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,
1698508395,20,1,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,77,76,2019-01-27T12:33:56.166Z,2019-01-27T12:33:58Z,2062321889,141,86.2,1209008243,212,17.8,1925108009,140,92.6,1503486930,56,Left,1935883445,213,0.4,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,
1181058141,21,1,1,1,47,5rurqie3qt1qav9ir5mkqinn,1,92.6,86.2,2019-01-27T12:33:58.790Z,2019-01-27T12:34:58Z,1288939693,56,Center,1256395478,22,,1521467160,155,,2007743175,212,29.3,1931959310,2,,2137424938,140,87.2,1296800678,210,,2094746109,213,4.5,8kmne7pn10uwqe6g1kc4w69cl,K. Veje,,1201585298,141,43.9,1340396787,154,,,,,,,1,,,,,,,,,,
1635128158,22,16,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,89.4,46.3,2019-01-27T12:34:01.190Z,2019-01-27T12:34:58Z,1646629300,102,52.8,1778762421,29,,1554391031,133,,1950456154,154,,2077217120,17,,2031829025,55,21,2067344353,231,49.5,2047332198,22,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,1541715875,103,3.2,1707542155,56,Center,1577831859,76,1277494390,72,,,1245364057,230,98.5,,,,,,,
1101445166,20,1,1,2,40,bsbugp9qfasrrtg55bf7evvwv,1,50.2,50,2019-01-27T12:34:51.840Z,2019-01-27T12:34:56Z,1853558329,141,67.9,2120946541,56,Back,1328641519,279,G,1117347998,213,2.4,2093174204,140,37.6,1603665324,212,18.0,,,,,,,8lhwl2mbtvfxbd8gmp33twq1h,F. Williams,,,,,,,,,,,,,,,,,,,,,,,
1851989366,21,1,1,2,44,bsbugp9qfasrrtg55bf7evvwv,1,37.6,67.9,2019-01-27T12:34:56.246Z,2019-01-27T12:34:58Z,1380055929,213,4.5,1230276855,212,22.9,2087415781,56,Back,1327188256,140,33.3,1398005551,141,34.9,,,,,,,,,,amnb211255557h5z7snm33h79,R. Allen,,,,,,,,,,,,,,,,,,,,,,,
1168512030,22,1,1,2,47,bsbugp9qfasrrtg55bf7evvwv,0,39.9,31.5,2019-01-27T12:34:58.463Z,2019-01-27T12:34:59Z,1214631810,140,62.6,1634377393,213,5.9,2034411589,141,16.8,1184513870,56,Right,1395465616,212,25.8,1918659123,155,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,
1561616050,23,8,1,2,49,5rurqie3qt1qav9ir5mkqinn,1,33.8,83.8,2019-01-27T12:35:00.871Z,2019-01-27T12:35:01Z,1473139097,56,Back,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,
1345184041,367,1,1,2,50,5rurqie3qt1qav9ir5mkqinn,0,38.6,61.8,2019-01-27T12:35:01.273Z,2019-01-27T13:28:22Z,1268343134,212,5.3,1890930453,140,43.2,1764756562,141,65.1,1676323683,213,0.4,1167105029,56,Back,,,,,,,,,,3ki0ckpv13k6am75k1q7nujqi,A. Kuyken,,,,,,,,,,,,,,,,,,,,,,,
1760053833,24,1,1,2,52,5rurqie3qt1qav9ir5mkqinn,0,37.8,71.1,2019-01-27T12:35:03.273Z,2019-01-27T13:28:34Z,1206839599,56,Back,2035235612,155,,1320993481,213,4.3,1172769104,212,7.7,1938704215,141,60.9,1587711856,140,34.7,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
1619981145,23,1,1,2,53,bsbugp9qfasrrtg55bf7evvwv,1,60.3,42.1,2019-01-27T12:35:04.767Z,2019-01-27T12:35:07Z,1441039908,213,3.1,1332437137,141,42.2,2054576865,56,Back,1356732909,140,48.8,1135334618,212,12.1,1646415408,3,,,,,,,,7grp6mb5milt6wp91mdoti7rp,L. Bruton,,,,,,,,,,,,,,,,,,,,,,,
1324003432,24,1,1,2,55,bsbugp9qfasrrtg55bf7evvwv,1,48.8,42.2,2019-01-27T12:35:07.230Z,2019-01-27T12:35:10Z,1790582876,213,2.2,1803403538,140,40.6,1629921292,56,Back,1482345034,212,14.1,1852115165,141,58.7,,,,,,,,,,87ann5tlunyp4nzahpl5wqoyd,R. Furness,,,,,,,,,,,,,,,,,,,,,,,
1309045470,25,1,1,2,59,bsbugp9qfasrrtg55bf7evvwv,1,51.5,67.9,2019-01-27T12:35:10.799Z,2019-01-27T12:35:13Z,1448603402,140,61.2,1640565771,56,Center,1384318971,141,56.0,1594592283,213,5.6,1457704780,212,13.0,,,,,,,,,,abak1ddvoaaei83ad7wk3zqol,J. Potter,,,,,,,,,,,,,,,,,,,,,,,
1267105933,26,1,1,3,2,bsbugp9qfasrrtg55bf7evvwv,1,61.2,56,2019-01-27T12:35:13.663Z,2019-01-27T12:35:15Z,1741004205,56,Center,1371142480,141,37.7,1809622733,213,4.1,1655199204,140,53.4,1444059285,212,14.9,,,,,,,,,,7grp6mb5milt6wp91mdoti7rp,L. Bruton,,,,,,,,,,,,,,,,,,,,,,,
2012053135,27,1,1,3,4,bsbugp9qfasrrtg55bf7evvwv,1,56.1,33,2019-01-27T12:35:15.567Z,2019-01-27T12:35:18Z,1202677366,213,0.9,1466666675,56,Center,1991730095,140,65.8,1765503189,141,50.4,1209523431,212,15.6,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,
1393147901,25,4,1,3,6,5rurqie3qt1qav9ir5mkqinn,0,33,51.3,2019-01-27T12:35:17.401Z,2019-01-27T12:35:19Z,1823554673,233,28,1220680358,13,,1212916805,285,,1838969478,56,Back,1630105314,152,,1374038062,265,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,
1875419117,28,4,1,3,6,bsbugp9qfasrrtg55bf7evvwv,1,67,48.7,2019-01-27T12:35:17.401Z,2019-01-27T12:35:19Z,1619246468,286,,1782819259,13,,1534058362,233,25,1124221897,265,,1242269910,152,,1320469063,56,Center,,,,,,,8lhwl2mbtvfxbd8gmp33twq1h,F. Williams,,,,,,,,,,,,,,,,,,,,,,,
1516683801,29,1,1,3,30,bsbugp9qfasrrtg55bf7evvwv,1,65.8,50.4,2019-01-27T12:35:42.160Z,2019-01-27T12:35:48Z,1346885856,141,7.7,1074647622,5,,1331591970,56,Right,1892431693,212,35.1,1853553945,213,5.3,1215320901,152,,1687588650,140,84.6,1186263338,1,,8lhwl2mbtvfxbd8gmp33twq1h,F. Williams,,,,,,,,,,,,,,,,,,,,,,,
1813985833,30,1,1,3,36,bsbugp9qfasrrtg55bf7evvwv,0,87.4,25,2019-01-27T12:35:47.273Z,2019-01-27T12:35:50Z,2128164434,213,1.4,1323524604,212,21.4,1336177220,56,Center,1807756098,141,56.1,1462318761,140,90.3,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,
1102491346,26,12,1,3,40,5rurqie3qt1qav9ir5mkqinn,1,11.2,40.4,2019-01-27T12:35:51.707Z,2019-01-27T12:35:54Z,1174326304,213,0.2,2121259096,140,32.7,2075810666,56,Back,1237924790,212,23.2,1546288481,141,48.1,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,
1570796411,27,49,1,3,43,5rurqie3qt1qav9ir5mkqinn,1,32.8,43,2019-01-27T12:35:54.653Z,2019-01-27T12:35:55Z,,,,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
2120797116,28,3,1,3,43,5rurqie3qt1qav9ir5mkqinn,0,32.7,41.4,2019-01-27T12:35:55.930Z,2019-01-27T12:35:59Z,1378662074,56,Back,2146406663,285,,1877705486,233,31,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
2130974311,31,7,1,3,43,bsbugp9qfasrrtg55bf7evvwv,1,67.3,58.6,2019-01-27T12:35:55.103Z,2019-01-27T12:35:59Z,2143751498,233,28,2111138581,56,Center,1316322354,286,,,,,,,,,,,,,,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,
1788482834,32,49,1,3,47,bsbugp9qfasrrtg55bf7evvwv,1,69.8,74.1,2019-01-27T12:35:58.913Z,2019-01-27T12:35:59Z,,,,,,,,,,,,,,,,,,,,,,,,,amnb211255557h5z7snm33h79,R. Allen,,,,,,,,,,,,,,,,,,,,,,,
1073965433,33,1,1,3,47,bsbugp9qfasrrtg55bf7evvwv,1,69.8,74.1,2019-01-27T12:35:59.490Z,2019-01-27T12:36:00Z,1653897957,56,Center,2065319520,212,2.8,1590385338,141,72.4,1882499543,140,67.4,1107485288,213,3.6,,,,,,,,,,amnb211255557h5z7snm33h79,R. Allen,,,,,,,,,,,,,,,,,,,,,,,
1986195654,34,50,1,3,48,bsbugp9qfasrrtg55bf7evvwv,1,65.6,70.7,2019-01-27T12:35:59.954Z,2019-01-27T12:36:27Z,1779940491,56,Center,1115336399,233,29,1207464061,286,,,,,,,,,,,,,,,,,87ann5tlunyp4nzahpl5wqoyd,R. Furness,,,,,,,,,,,,,,,,,,,,,,,
1734851510,29,7,1,3,48,5rurqie3qt1qav9ir5mkqinn,1,34.4,29.3,2019-01-27T12:35:59.964Z,2019-01-27T12:36:01Z,2082691011,56,Back,2061994625,285,,1521768667,233,34,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
