id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value
2039500524,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2019-01-27T12:21:21.245Z,2019-01-27T12:35:32Z,1968489093,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",1792524848,30,"5op3c93qca8mh67vkwrb3tvpx, b4q51nzxmgax7on17s1wpx5ud, b3i5okqaspq6w7w456ab4cxjp, 87ann5tlunyp4nzahpl5wqoyd, elelvar8kyxwpfqzwr1v00b85, abak1ddvoaaei83ad7wk3zqol, 5vzr4dly8xl2hhybhel0comol, 8lhwl2mbtvfxbd8gmp33twq1h, 108a89xbf1b28xj9oze2oxk9h, 7grp6mb5milt6wp91mdoti7rp, amnb211255557h5z7snm33h79, 9suedxn974tkwr7tfp05fcnh1, d22z3s84b3lansikunko3vsgl, dltovemexu20xdg1ff55b1ed, oglnehsfaa00qllsysut7aad, 6dgcji5tks2ninrirba2mvgt1, ow682hjmi5jlps8jujzmvs6i, yryrpvnz6vinthb55e0lkut",1842414426,59,"1, 11, 3, 7, 5, 22, 18, 4, 19, 10, 8, 9, 16, 2, 6, 17, 30, 15",2051478328,130,3,2130253433,197,5141,1384906673,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1276693087,194,96494,1151960132,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,
1469405721,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-01-27T12:21:27.514Z,2019-01-27T12:29:43Z,1965349410,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",2003342562,30,"czmpp6e2oo276u9prac16le51, 5m2ilglr6tlmgs2d4qzk5wno5, 6679bfd6bjylogbe4ebese85x, 16gnoas9x34hm887omkmeee39, egt40316gg12vn8a4mbax3kr9, 6zaowm8oua2nzpobekogff1lh, dqpv2janh4g4qkiqx7h7vs8gl, 3ki0ckpv13k6am75k1q7nujqi, wupxscyf4x7rsjidpmp0wnv9, 3sn815dsm0i0rnw9nigjyb0et, 8kmne7pn10uwqe6g1kc4w69cl, 1bgf6fem5s6mvhmi3tyb4x756, 3xnfnzrw6optq8l2qzx2t5045, w751k9p25kmtsveitxdlz6j9, 28yvc8jmyyfavb0hetafjdadx, dfz9914613wdb44a5xa87cvoq, 3539ai0d63d8hiq0e1nrptb3e, 1ml8cchguannz8cd0yfbgpbhm",2109881922,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1556364774,197,723,1108450619,130,13,1882392073,194,96380,1520567037,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",1700690038,59,"18, 10, 15, 3, 16, 6, 20, 24, 11, 23, 2, 27, 4, 1, 7, 29, 30, 31",,,,,,,,,,,,,,,,,,,,,,,,,
1773866840,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2019-01-27T12:32:11.273Z,2019-01-27T12:32:11Z,2142233755,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429650319,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-01-27T12:32:11.273Z,2019-01-27T12:32:11Z,1162957312,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114974713,3,1,1,0,1,bsbugp9qfasrrtg55bf7evvwv,1,50,50,2019-01-27T12:32:12.273Z,2019-01-27T12:34:45Z,1659124243,212,16.2,1446920748,140,56.2,1354747917,56,Center,1952720858,279,S,1684791766,141,71.8,1636514802,213,1.2,,,,,,,8lhwl2mbtvfxbd8gmp33twq1h,F. Williams,,,,,,,,,,,,,,,,,,,,,,,
1685331630,4,61,1,0,2,bsbugp9qfasrrtg55bf7evvwv,1,56.2,71.8,2019-01-27T12:32:13.273Z,2019-01-27T13:27:20Z,1797777883,56,Center,,,,,,,,,,,,,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,
1630308067,5,1,1,0,5,bsbugp9qfasrrtg55bf7evvwv,1,54.1,93.5,2019-01-27T12:32:16.288Z,2019-01-27T12:32:18Z,1696425134,212,28.6,2132119765,213,3.7,1769793681,140,31.1,1535027933,141,70.9,1855305183,56,Back,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,
1920783378,6,1,1,0,6,bsbugp9qfasrrtg55bf7evvwv,1,31.1,70.9,2019-01-27T12:32:18.232Z,2019-01-27T12:32:22Z,2123872207,141,33.6,2074320780,212,25.4,1307355738,213,4.7,1115799594,56,Back,1171343784,140,30.5,,,,,,,,,,abak1ddvoaaei83ad7wk3zqol,J. Potter,,,,,,,,,,,,,,,,,,,,,,,
1415483064,7,1,1,0,11,bsbugp9qfasrrtg55bf7evvwv,1,33.8,33.6,2019-01-27T12:32:22.336Z,2019-01-27T12:32:25Z,1766851869,56,Back,1505254284,141,27.3,1202832048,140,41.8,1859826631,213,5.8,1385240509,212,9.4,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,
2142964275,8,1,1,0,13,bsbugp9qfasrrtg55bf7evvwv,0,42.4,27.1,2019-01-27T12:32:24.928Z,2019-01-27T12:32:30Z,1795701135,212,57.1,1462223079,1,,1226492511,155,,1347258338,213,6.2,1697419955,141,24.1,2080357508,56,Center,1914001019,140,96.7,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,
1719477371,3,52,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,3,76.3,2019-01-27T12:32:31.980Z,2019-01-27T12:32:31Z,,,,,,,,,,,,,,,,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,
1076246640,4,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,8.4,64,2019-01-27T12:32:32.607Z,2019-01-27T12:32:36Z,2083154758,56,Back,1812411453,140,24.3,1943199358,141,26.8,1286895746,213,5.3,1903555379,287,,1620086036,212,30.3,1500828232,123,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,
1742885901,5,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,30.9,29.1,2019-01-27T12:32:37.960Z,2019-01-27T12:32:41Z,1268162854,56,Back,1248700217,140,46.3,2122930504,213,0.6,1829165630,141,46.1,2117340663,212,19.9,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1854388847,9,49,1,0,29,bsbugp9qfasrrtg55bf7evvwv,1,53,72.9,2019-01-27T12:32:40.761Z,2019-01-27T12:32:40Z,,,,,,,,,,,,,,,,,,,,,,,,,amnb211255557h5z7snm33h79,R. Allen,,,,,,,,,,,,,,,,,,,,,,,
1749309335,10,1,1,0,29,bsbugp9qfasrrtg55bf7evvwv,1,53,72.9,2019-01-27T12:32:40.921Z,2019-01-27T12:32:41Z,1762184037,212,4.3,1474128265,140,49.0,1990587148,213,2.9,1416572768,141,74.5,1547061494,56,Back,,,,,,,,,,amnb211255557h5z7snm33h79,R. Allen,,,,,,,,,,,,,,,,,,,,,,,
1263856655,6,61,1,0,29,5rurqie3qt1qav9ir5mkqinn,0,46.3,46.1,2019-01-27T12:32:41.128Z,2019-01-27T12:32:48Z,1523967972,56,Back,,,,,,,,,,,,,,,,,,,,,,3ki0ckpv13k6am75k1q7nujqi,A. Kuyken,,,,,,,,,,,,,,,,,,,,,,,
1551239643,11,1,1,0,30,bsbugp9qfasrrtg55bf7evvwv,1,49,74.5,2019-01-27T12:32:41.865Z,2019-01-27T12:32:45Z,1473863929,213,4.7,2019873047,56,Back,1485814365,141,57.6,1398945857,140,48.4,1260252541,212,11.5,,,,,,,,,,87ann5tlunyp4nzahpl5wqoyd,R. Furness,,,,,,,,,,,,,,,,,,,,,,,
1509754189,12,1,1,0,34,bsbugp9qfasrrtg55bf7evvwv,1,48.4,57.8,2019-01-27T12:32:45.553Z,2019-01-27T12:32:49Z,1581777594,213,5.3,1681395007,56,Center,1485285477,140,59.6,1588093863,212,21.6,1579574169,141,31.2,,,,,,,,,,5vzr4dly8xl2hhybhel0comol,J. Moore,,,,,,,,,,,,,,,,,,,,,,,
1459202864,13,1,1,0,38,bsbugp9qfasrrtg55bf7evvwv,0,61,28.2,2019-01-27T12:32:49.441Z,2019-01-27T12:32:50Z,1494965268,141,27.6,1866503469,140,85.5,1691340443,56,Center,1787360410,212,25.7,1575827948,213,6.3,,,,,,,,,,7grp6mb5milt6wp91mdoti7rp,L. Bruton,,,,,,,,,,,,,,,,,,,,,,,
1920990714,7,61,1,0,41,5rurqie3qt1qav9ir5mkqinn,0,17.3,80.6,2019-01-27T12:32:53.193Z,2019-01-27T12:32:53Z,1823294211,56,Back,,,,,,,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
2005382143,8,5,1,0,42,5rurqie3qt1qav9ir5mkqinn,0,13.4,101.8,2019-01-27T12:32:54.201Z,2019-01-27T12:33:00Z,1183663087,347,,1269176581,56,Back,1818664917,233,14,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1578758624,14,5,1,0,42,bsbugp9qfasrrtg55bf7evvwv,1,86.6,-1.8,2019-01-27T12:32:54.201Z,2019-01-27T13:01:08Z,1765318919,233,8,1403278242,347,,1375043551,56,Right,,,,,,,,,,,,,,,,7grp6mb5milt6wp91mdoti7rp,L. Bruton,,,,,,,,,,,,,,,,,,,,,,,
2019690134,15,1,1,0,59,bsbugp9qfasrrtg55bf7evvwv,1,88.8,0,2019-01-27T12:33:11.122Z,2019-01-27T12:33:15Z,1551116585,140,93.4,1773605298,212,25.0,1115936427,107,,1263355819,1,,2034860947,56,Center,1203244852,213,1.4,1150387650,141,34.0,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,
1171607871,16,61,1,1,2,bsbugp9qfasrrtg55bf7evvwv,0,93.6,34,2019-01-27T12:33:13.273Z,2019-01-27T12:33:17Z,1507955348,56,Center,,,,,,,,,,,,,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,
1654708470,9,12,1,1,3,5rurqie3qt1qav9ir5mkqinn,1,9.1,68.4,2019-01-27T12:33:14.971Z,2019-01-27T12:33:17Z,1418448093,140,22.3,1269653677,141,36.1,1812120507,212,26.0,1301090964,56,Back,1276724400,213,5.3,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,
