id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
1547579424,7,1,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,43.3,89,2018-09-20T13:13:05.681Z,2018-09-20T13:13:10Z,1142868045,56,Left,1678989248,141,96.3,1856911754,212,18.9,2144675914,140,60.7,1630524126,213,0.3,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1706477927,8,1,1,0,25,5rurqie3qt1qav9ir5mkqinn,0,69.9,86.8,2018-09-20T13:13:10.498Z,2018-09-20T13:13:10Z,2022337457,213,4.3,1226570576,212,2.0,2024185674,141,84.1,1325673893,140,69.1,1299492218,56,Left,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
1759802941,9,61,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,70,86.5,2018-09-20T13:13:12.890Z,2018-09-20T13:13:12Z,1515608521,56,Left,,,,,,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
2029416959,7,49,1,0,28,ewnp4j1j79y9gmqfborxzvp8r,1,30.3,17.9,2018-09-20T13:13:14.221Z,2018-09-20T13:13:14Z,,,,,,,,,,,,,,,,,,,,,,,,,9jrza1ttxz176owybk6i36pnu,M. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,
1439255557,8,1,1,0,29,ewnp4j1j79y9gmqfborxzvp8r,0,30,14.4,2018-09-20T13:13:15.189Z,2018-09-20T13:13:16Z,1310299727,141,11.7,1212363617,140,59.9,1926943386,213,6.2,1876603181,212,31.4,1792038785,56,Right,,,,,,,,,,9jrza1ttxz176owybk6i36pnu,M. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,
1600442426,10,49,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,41.4,88.3,2018-09-20T13:13:15.977Z,2018-09-20T13:13:16Z,,,,,,,,,,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,
1773443404,11,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,41.4,88.3,2018-09-20T13:13:16.110Z,2018-09-20T13:13:18Z,1919170406,140,52.3,1302821581,56,Left,1106450110,212,13.1,1699300218,141,97.8,1167586559,213,0.5,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,
1681429656,12,1,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,52.1,96.3,2018-09-20T13:13:18.890Z,2018-09-20T13:13:21Z,1584679096,140,37.5,2139458378,213,3.4,1978283811,141,90.3,1682938626,212,15.9,1681185005,56,Back,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1330275225,13,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,34.4,86.8,2018-09-20T13:13:21.458Z,2018-09-20T13:13:24Z,1636300942,213,3.8,1611356233,212,24.4,1211790771,140,15.6,1730467780,141,65.8,1754775169,56,Back,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,
1576716495,14,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,1,15.4,60.9,2018-09-20T13:13:24.874Z,2018-09-20T13:13:28Z,1746648014,140,23.8,1372699402,141,27.3,1418707797,56,Back,1449751455,213,5.1,1151821458,212,24.5,,,,,,,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,
1930425402,15,1,1,0,42,5rurqie3qt1qav9ir5mkqinn,1,31.2,24.3,2018-09-20T13:13:27.978Z,2018-09-20T13:13:32Z,1764864601,140,54.5,2067594778,213,5.8,1076499922,141,4.9,1483903740,212,27.8,1322538635,56,Right,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,
1573887928,16,1,1,0,47,5rurqie3qt1qav9ir5mkqinn,1,67,7.6,2018-09-20T13:13:32.490Z,2018-09-20T13:13:36Z,2095596471,141,2.6,1163451050,212,13.6,1484531449,56,Right,1713060796,140,79.5,1659397019,213,6.0,,,,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,
1746182742,17,1,1,0,50,5rurqie3qt1qav9ir5mkqinn,0,81.1,4.7,2018-09-20T13:13:36.980Z,2018-09-20T13:13:38Z,1783461138,56,Right,1517992964,212,12.6,1992189743,140,93.0,1880158961,141,7.4,1908867071,213,0.1,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
1602877816,9,12,1,0,53,ewnp4j1j79y9gmqfborxzvp8r,1,6.3,90.9,2018-09-20T13:13:39.156Z,2018-09-20T13:13:40Z,2004621599,213,1.3,1648361510,140,8.4,1721948226,212,7.9,1970211641,167,,1286054762,141,100.0,1231344693,56,Back,,,,,,,agqevl4jstey6ttz5pipieaxh,B. Horwood,,,,,,,,,,,,,,,,,,,,,,,,,,
1184327801,10,5,1,0,54,ewnp4j1j79y9gmqfborxzvp8r,0,8.3,102,2018-09-20T13:13:39.624Z,2018-09-20T13:13:56Z,1290760578,233,18,1535048177,56,Back,1331530852,347,,,,,,,,,,,,,,,,,agqevl4jstey6ttz5pipieaxh,B. Horwood,,,,,,,,,,,,,,,,,,,,,,,,,,
1347819725,18,5,1,0,54,5rurqie3qt1qav9ir5mkqinn,1,91.7,-2,2018-09-20T13:13:39.624Z,2018-09-20T14:03:34Z,1976310499,347,,1475442746,56,Right,1899176245,233,10,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
1126756950,19,1,1,1,10,5rurqie3qt1qav9ir5mkqinn,1,87.5,0,2018-09-20T13:13:55.626Z,2018-09-20T13:13:58Z,1502484691,56,Right,1998406719,140,82.0,1886369609,212,15.2,1353335726,107,,2033061197,213,2.0,2029882565,141,18.6,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,
1094137406,20,50,1,1,13,5rurqie3qt1qav9ir5mkqinn,1,75.8,15.7,2018-09-20T13:13:58.811Z,2018-09-20T13:14:03Z,1122344575,56,Right,1427806572,233,11,1193052588,286,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
1735025710,11,7,1,1,13,ewnp4j1j79y9gmqfborxzvp8r,1,24.2,84.3,2018-09-20T13:13:58.821Z,2018-09-20T13:14:02Z,1995829369,56,Back,1917237046,233,20,1229477591,285,,,,,,,,,,,,,,,,,10bzke6qefk3ajgynhy3bn561,E. Mason,,,,,,,,,,,,,,,,,,,,,,,,,,
1582967807,21,1,1,1,16,5rurqie3qt1qav9ir5mkqinn,1,71.1,29.5,2018-09-20T13:14:01.707Z,2018-09-20T13:14:06Z,1229590793,212,4.6,1303567251,56,Center,1975560861,141,28.2,1990962430,140,66.8,1607190454,213,3.3,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2073131629,12,49,1,1,16,ewnp4j1j79y9gmqfborxzvp8r,1,28.8,86.2,2018-09-20T13:14:02.260Z,2018-09-20T13:14:02Z,,,,,,,,,,,,,,,,,,,,,,,,,10bzke6qefk3ajgynhy3bn561,E. Mason,,,,,,,,,,,,,,,,,,,,,,,,,,
1705118395,13,1,1,1,17,ewnp4j1j79y9gmqfborxzvp8r,0,28.8,86.2,2018-09-20T13:14:02.389Z,2018-09-20T13:14:03Z,2135685924,140,35.3,1438845496,213,5.3,1898087598,212,11.7,1940407300,141,72.3,1607026259,56,Back,,,,,,,,,,10bzke6qefk3ajgynhy3bn561,E. Mason,,,,,,,,,,,,,,,,,,,,,,,,,,
1821412239,22,49,1,1,20,5rurqie3qt1qav9ir5mkqinn,1,67.5,32.8,2018-09-20T13:14:06.146Z,2018-09-20T13:14:06Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
1938879265,23,1,1,1,20,5rurqie3qt1qav9ir5mkqinn,1,67.5,32.8,2018-09-20T13:14:06.234Z,2018-09-20T13:14:07Z,2091418644,56,Center,1480463238,212,15.8,1702081026,141,55.8,1528955252,140,69.6,1666399212,213,1.4,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2006016679,24,1,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,70.2,55.7,2018-09-20T13:14:07.274Z,2018-09-20T13:14:15Z,1562022108,213,6.1,1541347051,56,Center,1371613598,140,93.0,1918061015,155,,1993156401,212,24.5,1622204235,141,47.9,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1952462605,14,4,1,1,28,ewnp4j1j79y9gmqfborxzvp8r,1,7.8,51.4,2018-09-20T13:14:13.419Z,2018-09-20T13:14:17Z,1739662099,152,,1573890663,56,Back,1323926433,13,,1972342565,294,,1456967739,233,25,1134577165,285,,,,,,,,b4sf206qxtrp5gusl35f7xgid,N. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,,
1087459882,25,4,1,1,28,5rurqie3qt1qav9ir5mkqinn,0,92.2,48.6,2018-09-20T13:14:13.419Z,2018-09-20T13:14:17Z,2061415745,286,,1950500814,13,,1372553126,56,Center,1197281551,294,,1615447015,233,14,1423790345,152,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
1305136459,15,1,1,1,54,ewnp4j1j79y9gmqfborxzvp8r,1,7.9,52.4,2018-09-20T13:14:39.948Z,2018-09-20T13:14:42Z,1416636064,141,74.5,1764604360,1,,1277113703,152,,1984976150,5,,2019942084,140,31.3,2111553035,213,0.5,1108027357,56,Back,1644519077,212,28.8,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,1378689393,157,,,,,,,,,,,,,,,,,,,,,,,,
2066332621,16,1,1,1,57,ewnp4j1j79y9gmqfborxzvp8r,0,31.3,74.5,2018-09-20T13:14:42.733Z,2018-09-20T13:14:43Z,1139402069,140,43.8,2100465039,56,Back,2085967126,212,13.5,1388400981,168,,1953411943,213,0.2,2014704069,141,79.4,1689239174,3,,,,,dbhhyaovwnnjjtej8p4fhjsnp,M. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
1617260204,26,49,1,1,58,5rurqie3qt1qav9ir5mkqinn,1,71.7,16.1,2018-09-20T13:14:43.739Z,2018-09-20T13:14:43Z,,,,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
1261175187,27,1,1,2,3,5rurqie3qt1qav9ir5mkqinn,1,89.1,12,2018-09-20T13:14:48.443Z,2018-09-20T13:14:50Z,1519171637,141,5.9,1362138584,140,77.7,1366670120,212,12.7,1816553158,213,3.5,1885747853,56,Right,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
1410866886,28,1,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,77.7,5.9,2018-09-20T13:14:50.835Z,2018-09-20T13:14:53Z,1314587656,140,76.0,1267602319,212,6.0,1313521361,56,Right,2061067157,213,1.9,1943356939,141,14.3,,,,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,
1813930630,29,1,1,2,7,5rurqie3qt1qav9ir5mkqinn,1,74.9,18.8,2018-09-20T13:14:53.179Z,2018-09-20T13:14:56Z,2090627733,212,6.3,1418680801,56,Center,1841991737,141,28.0,1379806896,213,1.5,1253306401,140,75.3,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
1779979182,30,1,1,2,11,5rurqie3qt1qav9ir5mkqinn,1,67.5,29.8,2018-09-20T13:14:56.755Z,2018-09-20T13:14:59Z,1605148850,56,Center,1387684339,212,13.7,1545312754,213,3.0,1186780533,140,54.6,2088870359,141,33.0,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
1381262430,31,1,1,2,13,5rurqie3qt1qav9ir5mkqinn,1,54.6,34,2018-09-20T13:14:59.147Z,2018-09-20T13:15:06Z,1988772616,141,92.1,1635651200,140,69.6,1141344307,155,,1807015545,1,,1471562623,213,1.2,2137548395,56,Left,1486892003,212,42.5,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2109417372,32,1,1,2,20,5rurqie3qt1qav9ir5mkqinn,0,83.1,84.1,2018-09-20T13:15:05.971Z,2018-09-20T13:15:06Z,2136856618,212,9.0,1434868886,56,Center,1966779513,213,4.4,1468783668,140,80.1,1518295076,141,71.7,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1818811472,17,8,1,2,22,ewnp4j1j79y9gmqfborxzvp8r,1,23,31.5,2018-09-20T13:15:07.396Z,2018-09-20T13:15:07Z,2121702598,56,Back,,,,,,,,,,,,,,,,,,,,,,agqevl4jstey6ttz5pipieaxh,B. Horwood,,,,,,,,,,,,,,,,,,,,,,,,,,
1583813623,33,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,82.5,59.3,2018-09-20T13:15:09.907Z,2018-09-20T13:15:11Z,1871605551,212,5.4,1446801425,56,Center,1763914030,213,4.1,1734867100,140,79.4,1109707356,141,53.0,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
1450238172,35,1,1,2,28,5rurqie3qt1qav9ir5mkqinn,1,78.7,51.5,2018-09-20T13:15:13.804Z,2018-09-20T13:15:15Z,1787894635,140,74.0,2036785164,213,4.4,1373571305,56,Center,2094373727,141,28.0,1411040704,212,16.7,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
1249295754,36,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,73.6,23.4,2018-09-20T13:15:15.516Z,2018-09-20T13:15:17Z,2119747929,141,8.5,1130927860,140,82.6,1475860855,56,Right,1346683247,213,5.5,2028147913,212,13.9,,,,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,
1509198019,37,1,1,2,32,5rurqie3qt1qav9ir5mkqinn,0,85.8,9.7,2018-09-20T13:15:17.324Z,2018-09-20T13:15:19Z,1787751046,155,,1389964921,286,,1835624925,2,,1417983975,236,,1305439036,233,18,1614930525,141,15.9,1800821264,56,Right,2001096170,213,1.3,3sn815dsm0i0rnw9nigjyb0et,B. Mead,1094479068,212,4.4,1288867167,140,87.1,,,,,,,,,,,,,,,,,,,,
1628922039,18,12,1,2,32,ewnp4j1j79y9gmqfborxzvp8r,1,13.6,88.4,2018-09-20T13:15:17.424Z,2018-09-20T13:15:19Z,1407832666,213,4.7,1776259283,185,,1122180240,233,37,1765136991,212,0,1291113954,56,Back,1121563850,141,88.4,1696790209,140,13.6,,,,dbhhyaovwnnjjtej8p4fhjsnp,M. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
1190281849,38,1,1,2,35,5rurqie3qt1qav9ir5mkqinn,1,73.3,19.5,2018-09-20T13:15:21.750Z,2018-09-20T13:15:23Z,1900901003,213,2.2,1276580642,141,31.6,1835820172,140,67.8,1197806890,212,10.1,2131962879,56,Center,,,,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,
2121572413,39,1,1,2,37,5rurqie3qt1qav9ir5mkqinn,1,67.8,33,2018-09-20T13:15:22.955Z,2018-09-20T13:15:26Z,1239230953,213,0.0,1620716869,140,72.8,1652506972,56,Center,2099647593,141,33.1,2086267586,212,5.3,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
1908125252,40,1,1,2,41,5rurqie3qt1qav9ir5mkqinn,1,73,33.7,2018-09-20T13:15:26.708Z,2018-09-20T13:15:27Z,1620472943,156,,1842771617,212,7.8,1232254767,213,2.2,1880010441,141,42.7,1764303982,140,68.4,1695645573,56,Center,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
1816211666,41,1,1,2,42,5rurqie3qt1qav9ir5mkqinn,1,68.8,48.2,2018-09-20T13:15:27.868Z,2018-09-20T13:15:30Z,1929419816,1,,1892482772,212,35.6,1711411831,141,94.4,1089393757,56,Left,1537101586,213,1.1,1655816069,140,84.8,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
1183462663,42,1,1,2,44,5rurqie3qt1qav9ir5mkqinn,0,83.5,92.7,2018-09-20T13:15:30.172Z,2018-09-20T13:15:33Z,1101827172,56,Center,1914459791,141,76.0,2097812448,212,12.6,1619149284,213,5.2,1975219151,140,88.6,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
1285626997,19,49,1,2,49,ewnp4j1j79y9gmqfborxzvp8r,1,10.4,31.8,2018-09-20T13:15:34.909Z,2018-09-20T13:15:34Z,,,,,,,,,,,,,,,,,,,,,,,,,8nw64rrnt30kuokt5un6sztn9,H. Short,,,,,,,,,,,,,,,,,,,,,,,,,,
1860840283,20,1,1,2,51,ewnp4j1j79y9gmqfborxzvp8r,0,5.4,13.8,2018-09-20T13:15:36.589Z,2018-09-20T13:15:38Z,1254769610,1,,2041237009,141,9.4,1589227308,236,,1882700928,286,,1410478493,140,9.8,1369326789,157,,2049512659,212,5.5,1716823329,56,Back,8nw64rrnt30kuokt5un6sztn9,H. Short,1697758243,233,43,1128326092,213,5.7,,,,,,,,,,,,,,,,,,,,
1887072524,43,74,1,2,51,5rurqie3qt1qav9ir5mkqinn,1,89.7,97.2,2018-09-20T13:15:36.835Z,2018-09-20T13:15:38Z,1627211086,233,20,1537936695,56,Left,1574321482,285,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
