id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value
2027502109,5,1,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,56.1,71.8,2018-10-14T13:00:43.390Z,2018-10-14T13:00:45Z,1360623960,213,4.6,1718359052,212,14.1,1890084712,141,51.2,1447753561,140,54.2,1928079306,56,Center,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2095458467,6,1,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,47,52.2,2018-10-14T13:00:45.455Z,2018-10-14T13:00:49Z,1514066980,213,4.0,2130912361,140,37.1,1676497634,56,Back,1125347051,141,35.2,1191135173,212,15.5,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
2019476587,7,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,0,39.9,28.3,2018-10-14T13:00:48.975Z,2018-10-14T13:48:36Z,2045298565,1,,1560589328,140,96.3,1743889880,155,,1668789229,212,59.3,2058472220,213,0.0,1913104785,56,Center,2025426590,141,31.8,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
1177692614,7,49,1,0,22,spi3g782q7m4evjxn1sv6cfa,1,3.7,72.7,2018-10-14T13:00:53.227Z,2018-10-14T13:00:53Z,,,,,,,,,,,,,,,,,,,,,,,,,apnae1pkhwjx0hwhg6x0rwst1,C. Telford,,,,,,,,,,,,,,,,,,,,,,,,,,
1743712955,8,1,1,0,24,spi3g782q7m4evjxn1sv6cfa,1,4.4,68.8,2018-10-14T13:00:54.835Z,2018-10-14T13:00:59Z,1415169894,140,18.3,1249199426,212,22.1,1083253451,213,5.4,1644646911,141,44.3,1404766757,56,Back,,,,,,,,,,apnae1pkhwjx0hwhg6x0rwst1,C. Telford,,,,,,,,,,,,,,,,,,,,,,,,,,
1396399496,9,1,1,0,28,spi3g782q7m4evjxn1sv6cfa,1,21.9,33.6,2018-10-14T13:00:59.251Z,2018-10-14T13:01:01Z,1533011337,56,Back,1811734264,213,5.9,1702387823,140,35.2,2053870881,141,24.7,1689898427,212,15.2,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,
1646808101,10,1,1,0,30,spi3g782q7m4evjxn1sv6cfa,1,35.2,24.7,2018-10-14T13:01:01.123Z,2018-10-14T13:01:04Z,1622216633,140,20.2,1129335357,212,21.3,1408642277,56,Back,1298924416,213,3.9,1836151871,141,3.7,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,
1756790312,11,1,1,0,34,spi3g782q7m4evjxn1sv6cfa,1,20,3.7,2018-10-14T13:01:04.291Z,2018-10-14T13:01:06Z,1822793375,212,13.8,1111511519,56,Back,1561113042,140,14.5,1577820068,213,2.0,1409738608,141,22.1,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
1776645934,12,1,1,0,36,spi3g782q7m4evjxn1sv6cfa,0,22.6,11.7,2018-10-14T13:01:06.483Z,2018-10-14T13:01:09Z,1431197711,56,Right,1775356310,1,,2014063416,140,66.6,1238386018,157,,1225703249,213,0.1,1507541960,212,46.4,1164506608,141,18.3,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,
1886820466,8,1,1,0,38,5rurqie3qt1qav9ir5mkqinn,0,39.4,76.4,2018-10-14T13:01:09.112Z,2018-10-14T13:48:54Z,1429425462,3,,1370600907,56,Back,1483546461,213,5.6,1817508909,141,66.3,1928118348,140,46.7,1583946218,212,10.3,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,
1822299988,13,1,1,0,41,spi3g782q7m4evjxn1sv6cfa,0,52,35.1,2018-10-14T13:01:11.419Z,2018-10-14T13:01:13Z,2033114877,141,21.6,1755762988,3,,1378530275,140,62.3,1822121725,213,5.6,2034735958,56,Center,1421567088,212,14.2,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
1157872985,9,1,1,0,42,5rurqie3qt1qav9ir5mkqinn,1,33,81.7,2018-10-14T13:01:13.311Z,2018-10-14T13:01:15Z,1600716739,212,20.6,1589342156,213,5.5,1171051188,141,61.1,1298621167,140,47.4,2038810106,56,Back,1944710861,3,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1257776453,10,1,1,0,44,5rurqie3qt1qav9ir5mkqinn,1,47.4,59.9,2018-10-14T13:01:15.271Z,2018-10-14T13:49:12Z,1441618661,141,57.6,1382543643,56,Back,1326331639,212,3.3,1757062415,156,,1532676780,140,44.6,2121634183,213,3.6,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
1867573016,11,49,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,45.3,59,2018-10-14T13:01:16.719Z,2018-10-14T13:01:17Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
1293990343,12,50,1,0,48,5rurqie3qt1qav9ir5mkqinn,1,50.8,66.6,2018-10-14T13:01:19.192Z,2018-10-14T13:01:21Z,2055543860,233,14,1804702475,286,,1594558441,56,Center,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2119186124,14,7,1,0,48,spi3g782q7m4evjxn1sv6cfa,1,49.2,33.4,2018-10-14T13:01:19.202Z,2018-10-14T13:01:21Z,2048335610,233,12,1219323508,285,,1920857772,56,Center,,,,,,,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,
1874093476,15,49,1,0,50,spi3g782q7m4evjxn1sv6cfa,1,46.6,27.9,2018-10-14T13:01:20.592Z,2018-10-14T13:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,
1747103629,16,1,1,0,57,spi3g782q7m4evjxn1sv6cfa,1,48.4,28.9,2018-10-14T13:01:27.307Z,2018-10-14T13:01:29Z,1766516947,140,40.8,2047339175,213,4.0,1280710919,212,12.0,2080114091,56,Back,1378083574,141,15.8,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,
1440892481,17,1,1,0,59,spi3g782q7m4evjxn1sv6cfa,1,41.3,15.8,2018-10-14T13:01:29.739Z,2018-10-14T13:01:33Z,1817489635,56,Back,2131227865,213,2.3,1806848566,141,46.9,2029435203,140,21.5,2125874107,212,29.7,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,
1328372969,18,1,1,1,3,spi3g782q7m4evjxn1sv6cfa,1,21.7,46.9,2018-10-14T13:01:33.531Z,2018-10-14T13:01:35Z,1714046355,212,19.7,1880154096,56,Back,1308227394,213,0.8,1965201853,140,34.3,1322070025,141,68.4,,,,,,,,,,apnae1pkhwjx0hwhg6x0rwst1,C. Telford,,,,,,,,,,,,,,,,,,,,,,,,,,
1311899289,19,1,1,1,7,spi3g782q7m4evjxn1sv6cfa,1,52,80.8,2018-10-14T13:01:38.990Z,2018-10-14T13:01:42Z,1798365763,212,15.9,1507031658,213,0.0,1381644364,141,81.2,1220296981,56,Left,1101731768,140,67.1,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,
2027887720,20,1,1,1,12,spi3g782q7m4evjxn1sv6cfa,1,58.8,84.2,2018-10-14T13:01:42.523Z,2018-10-14T13:01:44Z,1958631571,56,Back,1299659019,141,86.2,1568043311,212,11.1,1669526961,213,3.0,1653598720,140,48.3,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,
1668456179,21,1,1,1,14,spi3g782q7m4evjxn1sv6cfa,1,47.1,77.2,2018-10-14T13:01:44.811Z,2018-10-14T13:01:49Z,1805841428,141,58.1,1099590359,140,22.9,1645535989,212,28.5,1093131005,213,3.6,1715976981,56,Back,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,
1672865829,22,1,1,1,19,spi3g782q7m4evjxn1sv6cfa,0,25.5,50.6,2018-10-14T13:01:49.859Z,2018-10-14T13:02:01Z,2077424345,140,70.3,1768452907,157,,1337309119,212,59.1,1736810981,1,,1523003961,213,5.6,1761795561,56,Right,1302131464,141,0.0,,,,apnae1pkhwjx0hwhg6x0rwst1,C. Telford,,,,,,,,,,,,,,,,,,,,,,,,,,
1508554110,13,5,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,30,101.7,2018-10-14T13:01:55.129Z,2018-10-14T13:44:38Z,1535572951,56,Back,1227196399,347,,1989186273,233,23,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1325078699,23,5,1,1,24,spi3g782q7m4evjxn1sv6cfa,0,70,-1.7,2018-10-14T13:01:55.129Z,2018-10-14T13:02:08Z,1637232970,233,13,1410469076,56,Right,1742908554,347,,,,,,,,,,,,,,,,,apnae1pkhwjx0hwhg6x0rwst1,C. Telford,,,,,,,,,,,,,,,,,,,,,,,,,,
1472066793,14,1,1,1,37,5rurqie3qt1qav9ir5mkqinn,0,29.1,100,2018-10-14T13:02:07.456Z,2018-10-14T13:02:20Z,1731289372,212,28.8,2138236989,213,6.0,1169738460,140,55.3,1964145236,107,,1326508515,141,89.2,2115503356,1,,1524082446,56,Left,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,
1717095522,15,43,1,1,39,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-10-14T13:02:09.315Z,2018-10-14T13:02:34Z,1633772679,56,Back,1223114920,144,61,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
1589252823,24,49,1,1,41,spi3g782q7m4evjxn1sv6cfa,1,47.8,21.5,2018-10-14T13:02:11.827Z,2018-10-14T13:02:11Z,,,,,,,,,,,,,,,,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
1264666263,25,1,1,1,42,spi3g782q7m4evjxn1sv6cfa,1,46.9,22.1,2018-10-14T13:02:12.307Z,2018-10-14T13:02:18Z,1659905915,213,2.6,1237294569,56,Back,1973920013,212,30.0,1784174446,140,21.9,1403758727,141,43.4,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,
1367362087,27,1,1,1,49,spi3g782q7m4evjxn1sv6cfa,1,22.6,41.9,2018-10-14T13:02:20.148Z,2018-10-14T13:47:55Z,2020357035,140,47.8,2145625869,213,5.5,1701207340,155,,2018013566,212,37.4,1191942358,141,3.1,1992670939,1,,1441009521,56,Back,,,,apnae1pkhwjx0hwhg6x0rwst1,C. Telford,,,,,,,,,,,,,,,,,,,,,,,,,,
1615400959,28,1,1,1,51,spi3g782q7m4evjxn1sv6cfa,0,47.5,3.1,2018-10-14T13:02:21.971Z,2018-10-14T13:02:22Z,2068101714,56,Right,1275706567,140,57.6,1861339198,213,0.8,1347938389,212,15.5,1171089329,141,19.7,2069036837,3,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
1164270310,16,1,1,1,52,5rurqie3qt1qav9ir5mkqinn,0,43.4,79.9,2018-10-14T13:02:23.800Z,2018-10-14T13:02:24Z,1925577517,213,0.4,1686526673,141,85.7,2078059739,3,,1678149292,212,9.4,1275610073,140,51.5,1188406277,56,Left,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
1860166719,29,1,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,47.1,18.2,2018-10-14T13:02:25.220Z,2018-10-14T13:02:27Z,2115547258,140,52.0,1966287998,213,0.5,1765978111,212,5.8,2091175266,56,Center,1551896421,141,22.2,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
1352095427,17,45,1,1,56,5rurqie3qt1qav9ir5mkqinn,0,41.7,79.2,2018-10-14T13:02:27.293Z,2018-10-14T13:49:47Z,1738264409,56,Back,1139534968,285,,1476131482,233,30,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
1715291984,30,3,1,1,56,spi3g782q7m4evjxn1sv6cfa,1,58.3,20.8,2018-10-14T13:02:27.303Z,2018-10-14T13:02:29Z,1738383051,286,,1723609953,233,17,1394931146,56,Center,,,,,,,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,
1642513142,31,1,1,1,58,spi3g782q7m4evjxn1sv6cfa,1,62.3,21,2018-10-14T13:02:28.467Z,2018-10-14T13:02:32Z,1447156972,56,Right,1397112582,213,6.1,1895593174,140,83.0,1661341017,141,14.3,1670092671,212,22.2,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,
1220876677,32,1,1,2,2,spi3g782q7m4evjxn1sv6cfa,1,85.7,15.5,2018-10-14T13:02:32.411Z,2018-10-14T13:02:37Z,1578639585,56,Right,1562704325,141,16.7,1531199533,213,3.0,1287798650,212,6.0,1506981809,140,80.0,,,,,,,,,,8m3okb64mh1m7dfmp0km4wct1,F. Kirby,,,,,,,,,,,,,,,,,,,,,,,,,,
1827045191,33,1,1,2,6,spi3g782q7m4evjxn1sv6cfa,0,97.1,25,2018-10-14T13:02:37.155Z,2018-10-14T13:02:38Z,1895120753,212,11.6,1159108012,140,95.6,1591821317,141,41.9,2015147620,56,Center,1720761212,213,1.7,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,,,
2125467256,18,12,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,6,65.5,2018-10-14T13:02:38.315Z,2018-10-14T13:50:21Z,2079100282,212,2.4,1735971577,141,68.7,1965359298,56,Back,1220233450,140,7.0,2028058255,213,1.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
1473207612,34,61,1,2,9,spi3g782q7m4evjxn1sv6cfa,1,95.2,39.8,2018-10-14T13:02:39.605Z,2018-10-14T13:02:39Z,1720895398,56,Center,,,,,,,,,,,,,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,
1768072231,19,12,1,2,11,5rurqie3qt1qav9ir5mkqinn,1,4.3,76.4,2018-10-14T13:02:41.839Z,2018-10-14T13:50:27Z,1843649658,56,Back,1205613492,213,0.7,1754886654,141,88.6,1493817354,140,14.2,1216036709,212,13.3,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,
1657745202,35,1,1,2,12,spi3g782q7m4evjxn1sv6cfa,0,88.3,20,2018-10-14T13:02:42.852Z,2018-10-14T13:02:49Z,1665824406,56,Left,1438875283,140,98.2,2008953689,213,1.4,1289503021,2,,1916032410,155,,1676009133,1,,1796824852,212,52.5,1213011118,141,95.7,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
1424422674,20,49,1,2,19,5rurqie3qt1qav9ir5mkqinn,1,4.4,4.6,2018-10-14T13:02:49.487Z,2018-10-14T13:07:09Z,,,,,,,,,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,
2076616585,21,1,1,2,20,5rurqie3qt1qav9ir5mkqinn,1,6.1,4.7,2018-10-14T13:02:51.280Z,2018-10-14T13:07:11Z,2113696813,56,Back,1628025268,140,19.6,1428473098,213,0.5,1898742194,141,15.3,1364048675,212,15.9,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,
1218717298,22,1,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,18.4,18.2,2018-10-14T13:02:53.407Z,2018-10-14T13:02:58Z,2033101196,213,2.7,1871630929,140,6.0,1827061655,56,Back,1259570221,212,14.4,1799914566,141,27.1,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
1830407108,23,1,1,2,28,5rurqie3qt1qav9ir5mkqinn,1,6.1,27.6,2018-10-14T13:02:58.896Z,2018-10-14T13:50:55Z,1574195319,56,Back,1655920255,212,20.4,1997041177,140,3.1,1881682042,141,57.3,1572141752,213,1.7,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
1825655555,24,1,1,2,31,5rurqie3qt1qav9ir5mkqinn,1,3.6,57.2,2018-10-14T13:03:01.687Z,2018-10-14T13:03:03Z,1524515061,140,44.4,1928639496,213,0.5,1571970423,1,,2035008683,157,,1083063028,212,48.9,1606721015,141,92.0,2020212625,56,Back,,,,czmpp6e2oo276u9prac16le51,P. Peyraud-Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,
1528706178,25,61,1,2,33,5rurqie3qt1qav9ir5mkqinn,0,44.5,92,2018-10-14T13:03:03.839Z,2018-10-14T13:03:04Z,1976460811,56,Back,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
1151381216,36,61,1,2,37,spi3g782q7m4evjxn1sv6cfa,0,53.7,17.6,2018-10-14T13:03:08.200Z,2018-10-14T13:03:08Z,1272780476,56,Right,,,,,,,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,
1650229743,28,43,1,2,38,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-10-14T13:03:08.315Z,2018-10-14T13:51:10Z,1224454887,144,49,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
1536437756,26,1,1,2,39,5rurqie3qt1qav9ir5mkqinn,0,37,70.5,2018-10-14T13:03:09.961Z,2018-10-14T13:46:38Z,1849169133,140,38.8,2017267981,141,68.7,1363441019,233,37,1512894236,213,5.7,1421989833,286,,1719982436,212,2.3,1772760467,236,,1534227861,56,Back,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
1180873524,37,74,1,2,39,spi3g782q7m4evjxn1sv6cfa,1,57.1,22.8,2018-10-14T13:03:09.971Z,2018-10-14T13:03:11Z,1819525206,56,Center,2073474693,233,26,2059208626,285,,,,,,,,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,
