id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/11/value
2126911693,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-01-14T10:06:29.145Z,2019-01-14T10:06:29Z,1469187079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",1552306064,194,96380,1919126029,59,"18, 6, 15, 19, 16, 4, 17, 20, 11, 10, 23, 1, 2, 3, 24",1379832576,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5",1757163200,197,723,2128487519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1901560763,30,"czmpp6e2oo276u9prac16le51, 6zaowm8oua2nzpobekogff1lh, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, egt40316gg12vn8a4mbax3kr9, 3xnfnzrw6optq8l2qzx2t5045, 19npqca9guxs7p2yl5sbjmbx1, dqpv2janh4g4qkiqx7h7vs8gl, wupxscyf4x7rsjidpmp0wnv9, 5m2ilglr6tlmgs2d4qzk5wno5, 3sn815dsm0i0rnw9nigjyb0et, w751k9p25kmtsveitxdlz6j9, 8kmne7pn10uwqe6g1kc4w69cl, 16gnoas9x34hm887omkmeee39, 3ki0ckpv13k6am75k1q7nujqi",1918427858,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221753878,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2019-01-14T10:07:52.836Z,2019-01-14T10:07:53Z,1169366618,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",1077974685,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",1393812342,130,4,1482012414,197,735,1884930770,30,"9rwosl795t1spjfjt808ibv85, 2s15k44faiinj3gz5tswtv4d1, tjj9bi5fxsbn2xtdprqsaswl, amox5xqwe8gybft16wa7qbufp, anghujtc4achyb9mflowgg9n9, eincxi6xa1nrhr9qldtxboyqd, 7im1atd7ziav111a9o6mh9gid, drwlmmiguqz2mfzsh6gjmklx, ctzcuzproy4kwpa5wweruw3px, cij18xj0bx2zyx3mi9xwykn9x, 8le8qxc6oyr0kgn4x0aw1mo5x, aobk77cx9hxx5dkc1urqjwg5x, 9ohn9m84cy89huz745lirkted, 5shor8es56o12syt7wdllu385, 8m3okb64mh1m7dfmp0km4wct1, 4lshrw6i3uk9kx4kiutn06iuh, c7yhj2xdx8l773wfswykl9hat, apnae1pkhwjx0hwhg6x0rwst1",2056658489,59,"1, 3, 20, 5, 4, 16, 10, 24, 15, 22, 8, 6, 7, 11, 14, 21, 23, 28",1246165731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1928017085,194,96493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595313452,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2019-01-14T10:08:57.959Z,2019-01-14T10:08:58Z,1542097845,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252258290,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-01-14T10:08:58.500Z,2019-01-14T10:08:58Z,1524966104,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505943250,3,1,1,0,1,spi3g782q7m4evjxn1sv6cfa,1,50.2,50.1,2019-01-14T10:08:58.959Z,2019-01-14T10:09:12Z,1367284628,140,39.0,1873955574,279,S,2076047356,56,Back,1474549238,212,11.8,1421311891,213,3.1,1807211199,141,50.3,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,
1596785460,4,1,1,0,2,spi3g782q7m4evjxn1sv6cfa,1,40.5,45.1,2019-01-14T10:09:00.555Z,2019-01-14T10:09:02Z,1228215011,141,33.6,2012561727,212,8.2,1911724808,56,Back,1249524071,213,4.4,2117816077,140,38.0,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,
1993644430,5,1,1,0,4,spi3g782q7m4evjxn1sv6cfa,1,36.9,33,2019-01-14T10:09:02.291Z,2019-01-14T10:09:05Z,1148974982,140,26.5,1321293004,141,66.0,1143808137,56,Back,1366925434,213,2.0,1219894581,212,25.0,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,
1288214648,6,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,30.4,60,2019-01-14T10:09:05.107Z,2019-01-14T10:09:07Z,1246109327,140,27.2,1174175237,212,23.8,2097021707,56,Back,2074747788,213,4.6,1082413954,141,25.3,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,
1373337918,7,1,1,0,9,spi3g782q7m4evjxn1sv6cfa,1,28.3,32.4,2019-01-14T10:09:07.395Z,2019-01-14T10:09:11Z,1644428922,141,63.0,1342216604,212,20.8,1214855138,213,1.6,2134653721,140,27.2,2109482856,56,Back,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,
1102101333,8,1,1,0,15,spi3g782q7m4evjxn1sv6cfa,0,46.1,83.5,2019-01-14T10:09:13.332Z,2019-01-14T10:09:16Z,1831860062,56,Center,2051248411,1,,1844239174,212,46.5,1202057249,141,30.3,1126172898,140,73.9,1991113317,213,5.4,2102684366,155,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,
