id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
1489878615,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-01-07T10:06:20.324Z,2019-01-07T10:14:26Z,1135056301,59,"18, 17, 15, 19, 6, 4, 7, 20, 11, 10, 23, 28, 27, 1, 3, 16, 24",1966347057,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",2144035899,130,8,1732376834,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1485377241,194,96380,1200983439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",1798983856,30,"czmpp6e2oo276u9prac16le51, 19npqca9guxs7p2yl5sbjmbx1, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, 3xnfnzrw6optq8l2qzx2t5045, 28yvc8jmyyfavb0hetafjdadx, dqpv2janh4g4qkiqx7h7vs8gl, wupxscyf4x7rsjidpmp0wnv9, 5m2ilglr6tlmgs2d4qzk5wno5, 3sn815dsm0i0rnw9nigjyb0et, 1fbgnp4kng3l3qdbuu03wpbhm, 1bgf6fem5s6mvhmi3tyb4x756, w751k9p25kmtsveitxdlz6j9, 16gnoas9x34hm887omkmeee39, egt40316gg12vn8a4mbax3kr9, 3ki0ckpv13k6am75k1q7nujqi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607140129,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2019-01-07T10:10:19.156Z,2019-01-07T14:25:51Z,1591169147,197,5223,1185984592,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5",1891491161,130,4,2052869205,194,96370,1649878026,59,"1, 2, 11, 14, 5, 4, 12, 18, 9, 7, 15, 10, 13, 16",1916280983,30,"4vgx21i9mmnoud5h6px197f11, 5rj3vthrtst79mu39t2d7axud, 10ns8ha5l1b5q8c9u3fje8r11, emae9kwqajakaaotz351y9k9h, 4vjejwvr5b6lphpjmuc0wlsr9, 34vcol9n5hg1tv2v4tiq0et0q, cvuaoz9c41od4r0j3sajszsut, 4wxcmqp0m4dk4p2kbm6s628l, evby1gm2puzpuzrj54oel4iqd, f5j2zq9sslh38t8bhyifsjg89, 6038cudzzp36z0gsb621fp3sa, 7ojktcge2j6w04wy57692xcr9, 7e8f4kfwcucaj4239xz0rai1h, dql9au6ug0758bkx4p466da3u",1148292965,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0",2072448758,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
1750467215,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2019-01-07T10:10:37.480Z,2019-01-07T10:10:37Z,1740187732,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877246492,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-01-07T10:10:37.480Z,2019-01-07T10:10:37Z,1812605604,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480527825,3,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,50,50,2019-01-07T10:10:38.756Z,2019-01-07T10:10:40Z,1175759427,212,1.6,1084455407,213,5.5,1394137123,141,48.4,1353039127,279,S,1830833058,56,Center,1520417023,278,,1995675456,140,51.1,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
1911590229,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,51.1,48.4,2019-01-07T10:10:40.323Z,2019-01-07T10:10:42Z,1927330018,212,17.3,1620181107,141,60.3,1789252299,56,Back,1956280849,140,36.5,1627371142,213,2.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,
1404940766,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,35,61.1,2019-01-07T10:10:42.611Z,2019-01-07T10:10:44Z,1687760686,213,4.3,2008735818,140,30.4,1194917736,212,11.7,2057635469,56,Back,1904390287,141,45.5,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2073662472,6,1,1,0,6,5rurqie3qt1qav9ir5mkqinn,1,30.4,45.5,2019-01-07T10:10:44.347Z,2019-01-07T10:10:46Z,1733096425,141,63.1,1714684944,212,13.0,1635489956,56,Back,1159748948,140,35.3,1258398544,213,1.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
1106013406,7,1,1,0,9,5rurqie3qt1qav9ir5mkqinn,0,37.3,63,2019-01-07T10:10:46.547Z,2019-01-07T10:10:50Z,1963704016,213,0.7,1681471430,155,,1632142548,56,Left,1204547458,1,,1845460506,212,34.3,1683415159,141,95.3,1084970559,140,62.4,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
1375945558,3,1,1,0,11,cz26xwowfjp8ei14n9z2ac135,0,32,6.7,2019-01-07T10:10:48.521Z,2019-01-07T10:10:50Z,1984682990,213,6.0,1899542149,141,0.0,1376263279,3,,1906907525,212,16.3,1474764946,56,Back,1395324367,140,46.7,,,,,,,5rj3vthrtst79mu39t2d7axud,R. Percival,,,,,,,,,,,,,,,,,,,,,,,,,
1205365045,4,5,1,0,13,cz26xwowfjp8ei14n9z2ac135,0,45.8,-1.1,2019-01-07T10:10:50.516Z,2019-01-07T10:10:57Z,1632197827,347,,2114394509,233,8,2008468580,56,Back,,,,,,,,,,,,,,,,5rj3vthrtst79mu39t2d7axud,R. Percival,,,,,,,,,,,,,,,,,,,,,,,,,
1173285445,8,5,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,54.2,101.1,2019-01-07T10:10:50.516Z,2019-01-07T10:56:20Z,1548035625,56,Left,1197287383,233,4,1198395964,347,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2120170398,9,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,53.9,100,2019-01-07T10:10:56.493Z,2019-01-07T10:11:00Z,1987577565,140,65.2,2056852704,212,13.0,1261975183,107,,2007888348,56,Left,1624171292,141,93.0,1203514679,213,5.9,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,
