id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,assist
1899792317,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2019-05-14T15:51:32.645Z,2019-05-14T15:51:32Z,1808193199,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1825285825,194,14772,1477369419,30,"20ccu2ngcfo3cvczhzk682ju1, bo5e35lsptja0pnlvk1y38dex, 1cyzpbgl74lage7toh7f1tgb9, 8h7r4d4z2gjne58xwu3koiok5, 5vuw3lywsh90t394m8h6g5ihh, 5wjfxb57gtzmp7m29wotyafv9, aozm5rtnqkoutfk1mijjx7f11, dgkmt7f5k9oqruxzsi3x9em6t, 9e65qlc7dfjkajyhzhak8sc7p, 6nttp222bjmjbgol4xgck8yj9, 10d8jj5vwrmib55tth0isfvft, 2sqm0kt94mwo34oru6o16ydw5, 52w10pe7mkfv4twb2p2c5ugnp, c4tkrrhs6o8ii0wnmi5y66cwl, c705ailfiov40xwoysz0ggct1, 4rz247hboaqnxo1mbdiw3ctsl, 18kiz7s5jlyotkb4p0sbbxyol, 8evgc5zhtfnqatt15vr3ttwwl",1416188097,130,4,1340012488,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",1081582222,59,"26, 14, 3, 24, 6, 4, 8, 19, 11, 25, 15, 1, 9, 12, 17, 20, 22, 23",1786144414,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",1856086553,197,1154,,,,,,,,,,,,,,,,,,,,,,,,,
1273703930,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-05-14T15:51:42.694Z,2019-05-14T15:51:42Z,2038501269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",1182284081,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1592871887,59,"1, 17, 15, 20, 6, 16, 7, 22, 11, 10, 23, 4, 3, 9, 18, 24, 34",1119052203,130,8,1982108362,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",2036107538,30,"w751k9p25kmtsveitxdlz6j9, 19npqca9guxs7p2yl5sbjmbx1, 6679bfd6bjylogbe4ebese85x, dqpv2janh4g4qkiqx7h7vs8gl, 6zaowm8oua2nzpobekogff1lh, egt40316gg12vn8a4mbax3kr9, 28yvc8jmyyfavb0hetafjdadx, 8z3ceakcqfvv039p2fbm4rvmd, wupxscyf4x7rsjidpmp0wnv9, 5m2ilglr6tlmgs2d4qzk5wno5, 3sn815dsm0i0rnw9nigjyb0et, 3xnfnzrw6optq8l2qzx2t5045, 16gnoas9x34hm887omkmeee39, da8ymxqy00lunda8tq9oltuj9, czmpp6e2oo276u9prac16le51, 3ki0ckpv13k6am75k1q7nujqi, b0nghbl6lryahfln8n33mkwa2",2002801144,197,723,1987248940,194,96380,,,,,,,,,,,,,,,,,,,,,,,,,
1668869490,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2019-05-14T15:52:15.923Z,2019-05-14T15:52:16Z,1356050143,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422237375,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-05-14T15:52:15.923Z,2019-05-14T15:52:16Z,1128471072,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246660538,3,1,1,0,1,36tr17foeaf9ejjmt2txuoy3y,1,50,50,2019-05-14T15:52:16.923Z,2019-05-14T16:40:26Z,1089086213,212,6.8,2117100318,213,3.1,1245243764,141,50.3,1322699932,279,S,1378258460,56,Back,1778575672,140,43.5,1713219394,278,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,
1778215819,4,1,1,0,2,36tr17foeaf9ejjmt2txuoy3y,1,43.7,49.9,2019-05-14T15:52:18.604Z,2019-05-14T15:52:20Z,1898520413,141,35.4,1212483249,56,Back,1754756572,212,10.0,1525422398,140,45.3,1302833451,213,4.9,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
1342374910,5,1,1,0,4,36tr17foeaf9ejjmt2txuoy3y,1,43,37.4,2019-05-14T15:52:20.508Z,2019-05-14T15:52:23Z,1569755198,56,Back,1495942798,140,28.8,1959482815,213,3.3,1457712767,212,15.0,1643818999,141,34.6,,,,,,,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,,,
1369951097,6,1,1,0,7,36tr17foeaf9ejjmt2txuoy3y,1,28.8,34,2019-05-14T15:52:22.932Z,2019-05-14T15:52:26Z,1855863438,140,34.5,2036040017,56,Back,1695003840,141,50.6,2100410724,212,12.8,1675637895,213,1.1,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,
1939571191,7,1,1,0,10,36tr17foeaf9ejjmt2txuoy3y,1,33,54.9,2019-05-14T15:52:26.325Z,2019-05-14T15:52:29Z,1529309369,140,38.1,1420922505,56,Back,1283203762,213,1.3,1637870890,141,79.7,1543404285,212,17.7,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
1857574584,8,1,1,0,13,36tr17foeaf9ejjmt2txuoy3y,1,46.2,96.6,2019-05-14T15:52:29.396Z,2019-05-14T15:52:31Z,1344965007,140,53.4,2121929651,141,85.0,2067814905,213,5.5,2033885027,212,10.9,1674463426,56,Left,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
1947218910,9,1,1,0,15,36tr17foeaf9ejjmt2txuoy3y,1,46.4,83.8,2019-05-14T15:52:31.141Z,2019-05-14T15:52:33Z,1798507801,56,Back,1833687715,141,68.4,1077112819,213,4.1,1987619628,140,38.9,1920579471,212,13.1,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,
1980056448,10,1,1,0,17,36tr17foeaf9ejjmt2txuoy3y,1,36.7,66.7,2019-05-14T15:52:33.822Z,2019-05-14T15:52:35Z,1696242683,212,23.4,1403845031,140,15.8,1755361299,56,Back,1803482955,141,54.8,1796428531,213,3.5,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
1791361089,11,1,1,0,19,36tr17foeaf9ejjmt2txuoy3y,1,15.8,54.8,2019-05-14T15:52:35.846Z,2019-05-14T15:52:37Z,1091060288,140,20.8,1951263454,213,1.0,1992891724,212,10.5,1262302541,56,Back,1355671355,141,68.2,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,
1184982629,12,1,1,0,21,36tr17foeaf9ejjmt2txuoy3y,1,20.4,64.2,2019-05-14T15:52:37.613Z,2019-05-14T15:52:39Z,2123346043,140,32.3,1535748122,212,17.7,1432571634,141,45.8,1429041416,213,5.5,1571862080,56,Back,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,
1688262588,13,1,1,0,23,36tr17foeaf9ejjmt2txuoy3y,1,30.4,48.7,2019-05-14T15:52:39.589Z,2019-05-14T15:52:42Z,1860935919,141,16.2,1344030122,140,20.1,1271106449,213,4.3,1351610137,212,24.6,1933861925,56,Back,,,,,,,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,,,
1774050900,14,1,1,0,26,36tr17foeaf9ejjmt2txuoy3y,1,22.2,13.7,2019-05-14T15:52:42.829Z,2019-05-14T15:52:51Z,1517188639,1,,1429310483,141,3.7,1214234496,140,69.6,1475552138,56,Right,1825695372,212,50.2,1130469369,155,,1746330177,213,6.1,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,
1913770092,15,61,1,0,32,36tr17foeaf9ejjmt2txuoy3y,0,69.7,3.7,2019-05-14T15:52:47.923Z,2019-05-14T15:52:54Z,1914799170,56,Right,,,,,,,,,,,,,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,
1120423393,3,5,1,0,33,5rurqie3qt1qav9ir5mkqinn,1,29.8,101.6,2019-05-14T15:52:49.902Z,2019-05-14T15:53:04Z,1819784433,233,16,2115459513,56,Back,1743483892,347,,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1290777061,16,5,1,0,33,36tr17foeaf9ejjmt2txuoy3y,0,70.2,-1.6,2019-05-14T15:52:49.902Z,2019-05-14T16:39:09Z,1368267021,347,,1074344295,233,3,1208319560,56,Right,,,,,,,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,
2053881238,4,1,1,0,48,5rurqie3qt1qav9ir5mkqinn,1,27.5,100,2019-05-14T15:53:03.998Z,2019-05-14T15:53:09Z,2134046214,212,13.3,1693242452,56,Back,1135110447,141,91.8,1497122464,140,38.3,1118225419,107,,1110566542,213,5.7,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
2146922062,5,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,0,37.6,91.7,2019-05-14T15:53:08.878Z,2019-05-14T15:53:30Z,1118100211,168,,2098087403,213,0.7,1739047295,140,40.7,2056913027,56,Back,1946564861,212,4.2,1134253459,141,95.7,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
1993020454,17,49,1,0,53,36tr17foeaf9ejjmt2txuoy3y,1,55.4,11.3,2019-05-14T15:53:09.688Z,2019-05-14T15:53:09Z,,,,,,,,,,,,,,,,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
1980820083,18,1,1,0,54,36tr17foeaf9ejjmt2txuoy3y,1,55.9,11.1,2019-05-14T15:53:10.470Z,2019-05-14T15:53:12Z,1886892527,212,8.9,1375117545,213,6.0,1458161307,140,64.1,1832422720,56,Right,1566366268,141,8.0,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
2017293551,6,45,1,0,56,5rurqie3qt1qav9ir5mkqinn,0,33.2,88.7,2019-05-14T15:53:12.541Z,2019-05-14T16:33:32Z,1622023743,285,,1631084631,56,Back,1274588019,233,19,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,
2083206235,19,3,1,0,56,36tr17foeaf9ejjmt2txuoy3y,1,66.8,11.3,2019-05-14T15:53:12.551Z,2019-05-14T15:53:21Z,1128209785,56,Right,1969467665,233,6,1339975565,286,,,,,,,,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,
1523097245,20,1,1,0,56,36tr17foeaf9ejjmt2txuoy3y,1,64.2,8.2,2019-05-14T15:53:12.799Z,2019-05-14T15:53:14Z,1508292160,140,71.4,2049279597,141,17.6,1463637621,56,Right,1077461940,213,0.7,2099054484,212,9.9,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,
1946754583,21,1,1,0,58,36tr17foeaf9ejjmt2txuoy3y,0,71.4,17.6,2019-05-14T15:53:14.367Z,2019-05-14T15:53:15Z,2140107235,212,3.2,1266391854,141,14.1,1754164956,56,Right,1703951617,140,73.4,1516986476,213,5.4,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,
