id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,assist
1762739432,22,1,1,1,0,36tr17foeaf9ejjmt2txuoy3y,1,69.2,3.7,2019-05-14T15:53:16.760Z,2019-05-14T15:53:19Z,1508666682,140,80.5,2013794943,141,4.0,1713434924,213,0.0,1336590667,56,Right,2094717716,212,11.9,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,
2103386393,23,1,1,1,3,36tr17foeaf9ejjmt2txuoy3y,0,90,4.6,2019-05-14T15:53:19.767Z,2019-05-14T15:53:22Z,1355789003,212,24.0,1966511349,56,Center,1280240074,141,39.7,1448870270,2,,2100606393,213,1.5,1112591524,140,92.0,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,
1288550827,7,12,1,1,6,5rurqie3qt1qav9ir5mkqinn,1,8.7,63,2019-05-14T15:53:22.710Z,2019-05-14T15:53:24Z,1086532855,213,2.5,1581544340,140,0.0,1980243031,212,13.3,1565417146,167,,1620924534,141,74.5,1635005688,56,Back,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1094202506,8,6,1,1,7,5rurqie3qt1qav9ir5mkqinn,0,0,74,2019-05-14T15:53:23.338Z,2019-05-14T15:53:25Z,1341649442,233,24,1636238164,73,,1102132214,56,Back,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1624203411,24,6,1,1,7,36tr17foeaf9ejjmt2txuoy3y,1,100,26,2019-05-14T15:53:23.338Z,2019-05-14T16:39:18Z,1113853643,233,8,2011925165,75,,1349677281,56,Center,,,,,,,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,
1451613831,25,1,1,1,29,36tr17foeaf9ejjmt2txuoy3y,1,99.5,0.5,2019-05-14T15:53:45.562Z,2019-05-14T15:58:07Z,2124506414,140,94.0,1971367476,213,1.7,1441754691,56,Center,2026570595,225,,1091153149,141,51.8,2017431654,1,,2062712334,2,,2000351479,155,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,1247421642,6,1481760826,212,35.4,,,,,,,,,,,,,,,,,,
1744388679,54,61,1,1,30,36tr17foeaf9ejjmt2txuoy3y,1,87.8,53.6,2019-05-14T15:53:45.923Z,2019-05-14T15:58:05Z,1369978540,56,Center,,,,,,,,,,,,,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,
1469983678,26,1,1,1,31,36tr17foeaf9ejjmt2txuoy3y,0,91.6,49.1,2019-05-14T15:53:47.658Z,2019-05-14T15:58:53Z,1219445006,213,1.9,1117105418,212,8.1,1548763889,140,89.4,2133621228,141,60.5,2047455704,56,Center,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,
1403859793,9,49,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,12.1,42.5,2019-05-14T15:53:50.600Z,2019-05-14T15:53:50Z,,,,,,,,,,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1430388947,10,43,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-05-14T15:53:51.940Z,2019-05-14T15:53:53Z,2127483931,144,42,,,,,,,,,,,,,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1326855213,11,4,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,21.3,37.7,2019-05-14T15:53:51.694Z,2019-05-14T15:54:00Z,1582139270,233,27,1380432080,265,,1744604924,13,,2092635723,285,,1648047092,152,,1562868056,56,Back,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1493121827,27,4,1,1,35,36tr17foeaf9ejjmt2txuoy3y,0,78.7,62.3,2019-05-14T15:53:51.694Z,2019-05-14T15:53:54Z,1298798485,152,,1265695868,233,11,1292565462,265,,1830499944,286,,1168480791,56,Center,1449857416,13,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,
1931982802,12,1,1,1,47,5rurqie3qt1qav9ir5mkqinn,1,21.5,34.5,2019-05-14T15:54:03.486Z,2019-05-14T15:54:05Z,1813817487,141,65.1,2067998982,56,Back,1982249710,140,23.8,1383671910,213,1.5,1808635758,5,,1875972835,212,20.9,1857042920,152,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2055582480,13,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,23.8,65.1,2019-05-14T15:54:04.934Z,2019-05-14T15:54:07Z,1663651982,56,Back,1879150747,213,0.8,1552828146,212,8.7,1376064084,140,29.5,1094505250,141,74.4,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1839238739,14,1,1,1,51,5rurqie3qt1qav9ir5mkqinn,1,25.5,75.1,2019-05-14T15:54:07.350Z,2019-05-14T15:54:09Z,1258508235,140,16.8,2138748508,212,11.0,1681070039,56,Back,1133779713,141,66.0,1683947609,213,3.7,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,
1620235996,15,1,1,1,53,5rurqie3qt1qav9ir5mkqinn,1,16.8,63.7,2019-05-14T15:54:09.606Z,2019-05-14T15:54:12Z,2000527548,213,3.9,1690418579,140,8.0,1424814576,141,50.4,2088122480,56,Back,1426588493,212,12.9,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1562440052,16,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,8,50.4,2019-05-14T15:54:12.726Z,2019-05-14T15:54:14Z,1216423336,56,Back,1999158358,213,5.2,1800049511,140,20.1,1345316061,141,12.0,1277210899,212,29.0,,,,,,,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,,,
1366231227,17,1,1,1,58,5rurqie3qt1qav9ir5mkqinn,1,18.4,13.8,2019-05-14T15:54:14.422Z,2019-05-14T15:54:17Z,1340278871,140,23.7,1126926141,212,10.7,1956031169,213,1.0,1844323998,141,27.3,1308751639,56,Back,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1358629883,18,1,1,2,1,5rurqie3qt1qav9ir5mkqinn,1,23.3,21.3,2019-05-14T15:54:17.222Z,2019-05-14T15:54:19Z,1098700135,141,8.5,1379910350,140,17.3,1253419765,212,10.7,1113501759,56,Back,1959964871,213,4.1,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,
2138081281,19,1,1,2,3,5rurqie3qt1qav9ir5mkqinn,1,17,12,2019-05-14T15:54:19.814Z,2019-05-14T15:54:23Z,1635206056,56,Back,1472993142,141,20.1,1791930094,140,8.2,1746588698,213,2.6,1312478460,212,10.8,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1870091005,20,1,1,2,7,5rurqie3qt1qav9ir5mkqinn,0,7.1,15,2019-05-14T15:54:22.958Z,2019-05-14T15:54:24Z,2121994811,56,Back,1248028463,141,8.9,1577840655,140,34.5,1753150212,155,,1681674619,212,29.1,1962965368,213,6.1,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1709617428,28,8,1,2,10,36tr17foeaf9ejjmt2txuoy3y,1,56.2,94.1,2019-05-14T15:54:26.109Z,2019-05-14T15:54:26Z,1335874490,56,Left,,,,,,,,,,,,,,,,,,,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,,,
1823018808,21,5,1,2,11,5rurqie3qt1qav9ir5mkqinn,1,33,-1.7,2019-05-14T15:54:26.939Z,2019-05-14T16:39:09Z,1785190008,56,Back,2117646716,233,29,2070718292,347,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1515443384,29,5,1,2,11,36tr17foeaf9ejjmt2txuoy3y,0,67,101.7,2019-05-14T15:54:26.939Z,2019-05-14T15:54:39Z,1350412297,347,,1524174845,56,Left,2019916389,233,21,,,,,,,,,,,,,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,,,
1592075647,22,1,1,2,22,5rurqie3qt1qav9ir5mkqinn,1,30.1,0,2019-05-14T15:54:38.590Z,2019-05-14T15:54:40Z,2023233022,107,,1123869378,140,46.7,1707002614,56,Back,1584375794,212,17.8,1501470146,213,0.2,1828417708,141,4.3,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
1720570365,23,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,46.7,4.3,2019-05-14T15:54:40.454Z,2019-05-14T15:54:41Z,1450345205,212,11.3,1826921068,141,18.6,1493428391,140,41.2,1685810669,213,2.1,1514454374,56,Back,1610236248,156,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,
1467049555,24,1,1,2,26,5rurqie3qt1qav9ir5mkqinn,1,39.3,26.5,2019-05-14T15:54:42.254Z,2019-05-14T15:54:45Z,1628190411,213,1.7,1440669263,141,69.6,1341416274,140,35.1,2120064193,56,Back,1774368068,212,29.6,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
1278537790,25,1,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,35.1,69.6,2019-05-14T15:54:45.390Z,2019-05-14T15:54:49Z,1238259767,56,Back,1753518581,212,18.3,2054094420,213,1.0,1654669813,140,43.8,1632926414,141,92.9,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,
1714382906,26,1,1,2,33,5rurqie3qt1qav9ir5mkqinn,0,44.7,94.4,2019-05-14T15:54:49.460Z,2019-05-14T15:54:51Z,2076604951,56,Center,1602288337,140,69.5,2070365431,141,69.6,1561271169,212,31.0,2056143290,155,,1936389980,213,5.7,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
1336271512,30,1,1,2,36,36tr17foeaf9ejjmt2txuoy3y,0,33.6,30.9,2019-05-14T15:54:52.270Z,2019-05-14T15:54:59Z,1467524767,213,0.4,1220714048,212,31.2,1346209315,140,61.0,1334332355,1,,1485891268,56,Center,2002845953,157,,1381703914,141,48.8,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,
1837332115,31,44,1,2,39,36tr17foeaf9ejjmt2txuoy3y,0,62,47.4,2019-05-14T15:54:55.196Z,2019-05-14T16:34:21Z,1721773973,233,27,1478392374,286,,2052637600,56,Center,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,
1285360044,27,44,1,2,39,5rurqie3qt1qav9ir5mkqinn,1,38,52.6,2019-05-14T15:54:55.206Z,2019-05-14T15:54:59Z,1809222583,233,31,1305354105,285,,1966425860,56,Back,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1323527491,28,1,1,2,39,5rurqie3qt1qav9ir5mkqinn,0,37.1,54,2019-05-14T15:54:55.782Z,2019-05-14T15:54:56Z,1443072053,56,Back,1414188033,3,,1250829674,212,8.3,2081817073,213,0.3,1599729338,140,44.7,2112379233,141,57.2,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1893252259,32,50,1,2,42,36tr17foeaf9ejjmt2txuoy3y,1,60.6,35.2,2019-05-14T15:54:58.884Z,2019-05-14T15:55:01Z,2115779222,233,29,1665377347,286,,1571173267,56,Center,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,
1171938135,29,7,1,2,42,5rurqie3qt1qav9ir5mkqinn,0,39.4,64.8,2019-05-14T15:54:58.894Z,2019-05-14T15:55:00Z,1766128720,233,32,1659042971,285,,1391532955,56,Back,,,,,,,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,
1239046063,33,49,1,2,48,36tr17foeaf9ejjmt2txuoy3y,1,75.9,21.3,2019-05-14T15:55:04.390Z,2019-05-14T15:55:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6nttp222bjmjbgol4xgck8yj9,T. Wullaert,,,,,,,,,,,,,,,,,,,,,,,
