id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,assist,qualifier/14/id,qualifier/14/qualifierId
1390203118,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-02-23T19:08:01.532Z,2018-02-26T16:51:26Z,1728712255,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1404191439,130,4,1810325834,30,"w751k9p25kmtsveitxdlz6j9, 19npqca9guxs7p2yl5sbjmbx1, 6679bfd6bjylogbe4ebese85x, dqpv2janh4g4qkiqx7h7vs8gl, egt40316gg12vn8a4mbax3kr9, 16gnoas9x34hm887omkmeee39, 5m2ilglr6tlmgs2d4qzk5wno5, 28yvc8jmyyfavb0hetafjdadx, 3sn815dsm0i0rnw9nigjyb0et, 3beshocpsefo41ue002l0mx1x, da8ymxqy00lunda8tq9oltuj9, 8kpduocqm0cr5nt7v76vqc0r9, 6zaowm8oua2nzpobekogff1lh, 7e8f4kfwcucaj4239xz0rai1h, 9n2d2dv38kp2exb7z3xh2ykiy, 3ki0ckpv13k6am75k1q7nujqi, a1v4wcs80zp79nq6u2efnzgfd",1681998626,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",1534471741,59,"1, 18, 15, 20, 16, 3, 10, 21, 23, 17, 9, 2, 6, 13, 22, 26, 28",1099314154,197,723,1168147826,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",2125489087,194,96380,,,,,,,,,,,,,,,,,,,,,,,,
1866973658,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2018-02-23T19:11:01.661Z,2018-02-26T16:48:41Z,1342733638,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",1340687851,194,174346,1606457997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1739246037,130,4,1159133256,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",1078349910,197,726,1410281778,30,"4879hxo3l76ezzh653ivqf6j9, 6sq9uor68fca8nz7tes0vfdgp, 2rgi9p67p1vf384rkqvspum6t, z8vdz64bgqus4c85451nsrf9, 9bluldps4u93urd4x9p0xk4id, 8e7wbpcbwxvdz0fojwuyov3rp, e6s5iphbrws04dxrvw0xqd7f9, 8471w6ay5ndzkgy2g5ii26n6d, 7mnh4tu11ggamtweus78bbtg5, 3vbfpe1xg369v4jmvad7poel1, 8gxse7h6ucubo3weq7sp9dnf9, 7m4siglmj27pe2v7dm9f8thbd, 40drqeciuqe2j07g5cnc6xf55, 8ctokja53x311jvllpdh6v4yd, 6f8lpm5ckuv4z0tbur533qpxx, 1yw6wewg11jdd7yp4x7tzc3px, 8idr42aztvxbgxmkjh1v8f0lx",1475726252,59,"13, 26, 5, 12, 4, 6, 20, 17, 18, 21, 11, 28, 15, 1, 3, 8, 14",,,,,,,,,,,,,,,,,,,,,,,,
1589969121,2,43,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-02-23T19:32:02.115Z,2018-02-26T16:37:26Z,1361097949,144,32,557445989,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370229995,2,43,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2018-02-23T19:32:02.184Z,2018-02-26T16:37:24Z,1153004322,127,Left to Right,1546965795,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173610083,127,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2018-02-26T16:52:19.230Z,2018-02-26T16:52:19Z,1116918471,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119848645,152,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-02-26T16:52:19.230Z,2018-02-26T16:52:19Z,1161754556,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771959910,153,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.1,49.4,2018-02-26T16:52:19.578Z,2018-02-26T16:52:22Z,2057305946,279,S,1152118903,56,Back,1504079981,212,14.3,1757714375,140,36.6,2064767398,141,46.9,1581887813,213,3.3,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,
1940719638,154,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,38.4,49.4,2018-02-26T16:52:22.506Z,2018-02-26T16:52:27Z,1891450776,56,Back,1231253707,140,32.0,1589953333,213,1.8,2055084344,212,25.8,1768120327,141,86.0,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
1738732104,155,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,33.4,92,2018-02-26T16:52:27.450Z,2018-02-26T16:52:30Z,1922554768,56,Left,1664879884,141,94.2,2055645707,140,79.4,2045177741,1,,2141826108,213,0.0,2129849831,157,,1255382679,212,48.3,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1855539147,156,61,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,79.4,94.2,2018-02-26T16:52:30.566Z,2018-02-26T16:52:30Z,1920357940,56,Left,,,,,,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,
1502556542,129,5,1,0,13,7kt37xy93vjy6wac8vq6fqz3g,0,14.6,-1.6,2018-02-26T16:52:32.851Z,2018-02-26T17:00:21Z,1791498256,233,157,1763146556,56,Back,,,,,,,,,,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,
1333925619,157,5,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,85.4,101.6,2018-02-26T16:52:32.851Z,2018-02-26T16:52:45Z,1173612973,56,Left,1860524496,233,129,,,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,
