id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/14/id,qualifier/14/qualifierId
1285035473,187,43,1,0,9,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-02-12T17:15:42.975Z,2018-02-12T17:15:47Z,1627678480,213,0.3,1283391886,140,44.1,1168076952,56,Back,1111781267,141,11.6,1107738858,144,1,1194137254,212,13.9,,,,,,,3ojg1onnpowrf66cv42vxjlk9,H. Miles,,,,,,,,,,,,,,,,,,,,,,
1869177498,188,5,1,0,10,ewnp4j1j79y9gmqfborxzvp8r,1,31.2,-1,2018-02-12T17:15:43.881Z,2018-02-12T19:02:19Z,1794763473,56,Back,1494676395,233,227,,,,,,,,,,,,,,,,,,,3ojg1onnpowrf66cv42vxjlk9,H. Miles,,,,,,,,,,,,,,,,,,,,,,
1245023667,227,5,1,0,10,5rurqie3qt1qav9ir5mkqinn,0,68.8,101,2018-02-12T17:15:43.881Z,2018-02-12T17:15:53Z,1551573935,56,Left,1295189005,233,188,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1533876505,3,43,1,0,15,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-02-11T14:02:08.382Z,2018-02-12T17:12:56Z,1415028563,56,Left,1902537522,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055928447,3,43,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-02-11T14:02:08.382Z,2018-02-12T17:12:57Z,316839854,56,Left,111380217,144,5,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1996751580,189,1,1,0,18,ewnp4j1j79y9gmqfborxzvp8r,0,31.1,0,2018-02-12T17:15:52.247Z,2018-02-12T17:15:54Z,1459017377,1,,1832889309,212,26.9,1796852438,56,Right,1239994446,141,4.1,1141298621,213,0.2,1924933218,140,56.4,1282096165,107,,,,,3ojg1onnpowrf66cv42vxjlk9,H. Miles,,,,,,,,,,,,,,,,,,,,,,
1285450561,228,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,38.4,95.4,2018-02-12T17:15:55.101Z,2018-02-12T17:15:57Z,1289568447,141,85.9,1106519380,140,49.7,2042677301,56,Back,1902788442,213,5.8,1674339451,155,,1708065295,212,13.5,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1300619511,4,43,1,0,23,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-02-11T14:02:16.178Z,2018-02-12T17:12:56Z,2050759062,56,Left,1659912522,213,4.7,1359603056,212,0,483575994,107,0,1397866157,140,75.4,542673640,144,1,86723097,141,100.0,,,,3ojg1onnpowrf66cv42vxjlk9,H. Miles,,,,,,,,,,,,,,,,,,,,,,
1127128176,229,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,49.7,85.9,2018-02-12T17:15:57.405Z,2018-02-12T17:15:58Z,1776784325,213,3.3,1551993264,212,12.3,1209635822,140,38.1,1257507071,3,,1117739727,56,Back,1874366366,141,83.9,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,
1915622876,230,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,0,38,83.2,2018-02-12T17:15:58.197Z,2018-02-12T17:15:58Z,1697241275,213,0.5,1437115425,3,,1664186536,56,Back,2063630867,212,13.6,2017456195,141,92.0,2069944621,140,49.6,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
1977335293,190,1,1,0,25,ewnp4j1j79y9gmqfborxzvp8r,0,60.2,7,2018-02-12T17:15:58.266Z,2018-02-12T17:16:03Z,1877097989,56,Right,2128241044,140,65.5,1440167218,213,6.0,2019086784,212,5.7,1634648381,141,5.0,,,,,,,,,,1wkl61ju9uzl09rj9zz160b56,C. Buxton,,,,,,,,,,,,,,,,,,,,,,
1092523719,231,49,1,0,28,5rurqie3qt1qav9ir5mkqinn,1,32.5,96.2,2018-02-12T17:16:01.934Z,2018-02-12T17:16:02Z,,,,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1518186644,232,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,32.5,96.2,2018-02-12T17:16:02.266Z,2018-02-12T17:16:07Z,1803786549,56,Back,1227858917,213,3.9,1814317959,140,7.6,1270457848,141,62.1,1813748598,212,34.9,1404622100,1,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1516063601,233,1,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,7.6,62.1,2018-02-12T17:16:08.110Z,2018-02-12T17:16:09Z,1873542036,56,Back,1086372390,212,21.7,1264608117,213,5.2,1606378582,140,18.0,1320595246,141,34.5,,,,,,,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,,
1653261636,234,1,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,17.7,34.5,2018-02-12T17:16:09.230Z,2018-02-12T17:18:16Z,1668407333,56,Back,2127494525,212,13.4,1596872542,213,2.5,1645724834,140,7.6,1578082401,141,46.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
1565222482,235,1,1,0,37,5rurqie3qt1qav9ir5mkqinn,1,7.6,46.6,2018-02-12T17:16:11.290Z,2018-02-12T17:16:15Z,1735316869,213,6.2,2056362213,212,22.0,1213981056,140,28.4,1683460496,141,43.3,1592120950,56,Back,,,,,,,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,,
1542518430,192,55,1,0,41,ewnp4j1j79y9gmqfborxzvp8r,1,39,3.2,2018-02-12T17:16:14.266Z,2018-02-12T19:01:46Z,,,,,,,,,,,,,,,,,,,,,,,,,1wkl61ju9uzl09rj9zz160b56,C. Buxton,,,,,,,,,,,,,,,,,,,,,,
1286588124,236,2,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,34.8,47,2018-02-12T17:16:14.266Z,2018-02-12T17:16:31Z,1904763485,56,Left,2083236686,141,98.7,1221779311,7,6679bfd6bjylogbe4ebese85x,1078940527,140,59.8,1118225607,1,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
2097167351,191,43,1,0,47,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-02-12T17:16:21.390Z,2018-02-12T17:16:28Z,1450588754,56,Back,1430766961,144,5,,,,,,,,,,,,,,,,,,,1wkl61ju9uzl09rj9zz160b56,C. Buxton,,,,,,,,,,,,,,,,,,,,,,
1383699610,4,43,1,0,57,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-02-11T14:02:50.592Z,2018-02-12T17:12:55Z,2029205771,144,72,,,,,,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,
1269640696,193,1,1,1,1,ewnp4j1j79y9gmqfborxzvp8r,1,38.5,3.1,2018-02-12T17:16:35.175Z,2018-02-12T17:16:38Z,1931843685,5,,2010246340,140,67.0,1196976332,213,0.3,1104439733,56,Right,1265118182,141,17.3,1573112238,1,,1179083721,157,,2096946113,241,,3ojg1onnpowrf66cv42vxjlk9,H. Miles,1309912673,212,31.4,,,,,,,,,,,,,,,,,,,
1545426171,194,1,1,1,5,ewnp4j1j79y9gmqfborxzvp8r,1,67,17.4,2018-02-12T17:16:38.479Z,2018-02-12T17:16:41Z,2024075579,56,Center,2138604249,212,17.5,1248377681,213,1.3,1169347626,168,,2107948398,140,72.1,1692577137,3,,1146754603,141,41.9,,,,9uj496a8mzv2kt2u0qqoy3y09,E. Pusey,,,,,,,,,,,,,,,,,,,,,,
1661206407,195,1,1,1,8,ewnp4j1j79y9gmqfborxzvp8r,1,67.2,57.8,2018-02-12T17:16:41.654Z,2018-02-12T17:16:44Z,1841197661,141,69.4,1649157396,213,2.5,1548635223,140,56.3,1229797077,212,13.9,1628097161,56,Center,,,,,,,,,,35377g0ejiax5v41nvm2jljhl,K. Aldridge,,,,,,,,,,,,,,,,,,,,,,
2106641644,5,43,1,1,10,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-02-11T14:03:03.430Z,2018-02-12T17:12:54Z,1888820822,141,67.6,942046064,212,43.0,1704942740,1,0,688893354,144,1,1519452072,213,0.4,62948105,5,0,1146509219,241,0,1712379211,140,28.3,3ojg1onnpowrf66cv42vxjlk9,H. Miles,1251953651,56,Center,,,,,,,,,,,,,,,,,,,
1860726216,196,1,1,1,11,ewnp4j1j79y9gmqfborxzvp8r,0,56.3,68.7,2018-02-12T17:16:44.663Z,2018-02-12T17:16:46Z,1406922636,140,67.8,1570224128,212,32.1,1185635894,1,,1385119077,213,5.1,1092883847,155,,1698481348,141,25.0,1283282431,56,Center,,,,df6elo2vas642bo0qatrjxwbt,L. Burridge,,,,,,,,,,,,,,,,,,,,,,
1510909096,238,61,1,1,14,5rurqie3qt1qav9ir5mkqinn,0,27.5,81.7,2018-02-12T17:16:47.862Z,2018-02-12T17:16:48Z,1934850119,56,Back,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
2119547619,197,61,1,1,16,ewnp4j1j79y9gmqfborxzvp8r,0,68.3,31.5,2018-02-12T17:16:49.847Z,2018-02-12T17:16:49Z,1958939124,56,Center,,,,,,,,,,,,,,,,,,,,,,1wkl61ju9uzl09rj9zz160b56,C. Buxton,,,,,,,,,,,,,,,,,,,,,,
1835373688,239,49,1,1,17,5rurqie3qt1qav9ir5mkqinn,1,27.5,60.2,2018-02-12T17:16:50.766Z,2018-02-12T17:16:50Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,
2069999362,240,1,1,1,18,5rurqie3qt1qav9ir5mkqinn,1,27.2,56.4,2018-02-12T17:16:51.886Z,2018-02-12T17:16:55Z,1894893245,141,56.3,2142974311,213,3.1,2044358839,56,Back,1926050802,212,19.7,1557725738,140,8.4,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,
1476083619,241,1,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,8.5,57.3,2018-02-12T17:16:54.942Z,2018-02-12T17:17:01Z,2043428905,141,83.6,1673910725,56,Back,1980200588,140,21.2,1898800528,213,0.9,1204628640,212,22.3,,,,,,,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,,
1242561817,242,1,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,26.5,86.3,2018-02-12T17:16:57.918Z,2018-02-12T17:18:18Z,1542431760,141,76.0,1515851472,213,5.4,2103742052,56,Back,1253864732,212,8.8,1099835390,140,31.6,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,
1869445985,243,1,1,1,27,5rurqie3qt1qav9ir5mkqinn,1,32.6,71.4,2018-02-12T17:17:00.847Z,2018-02-12T17:17:03Z,1674657811,212,6.6,1093954004,213,5.3,1429162254,56,Back,1884598653,140,36.0,1477606630,141,63.3,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
1461563773,244,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,36,63.3,2018-02-12T17:17:02.935Z,2018-02-12T17:17:04Z,1981368574,213,1.5,2086922998,141,75.1,1286057793,212,8.0,1366372825,140,36.6,1664275495,56,Back,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,
1408685849,245,1,1,1,31,5rurqie3qt1qav9ir5mkqinn,1,40.2,64.3,2018-02-12T17:17:04.750Z,2018-02-12T17:17:09Z,1955108293,141,34.2,1517046990,56,Back,1543646355,213,4.3,1419548689,140,30.9,1257906576,212,22.7,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
1501797011,246,1,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,41.3,30.1,2018-02-12T17:17:09.214Z,2018-02-12T17:18:20Z,2051594447,213,0.1,1165738786,56,Center,1108761677,141,34.0,1714206666,140,62.2,1537233199,212,22.1,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
1850894712,247,3,1,1,38,5rurqie3qt1qav9ir5mkqinn,0,61.4,31.2,2018-02-12T17:17:11.861Z,2018-02-12T17:17:14Z,1784929056,286,,2137083761,233,198,1985557358,56,Center,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,
1794875834,198,7,1,1,38,ewnp4j1j79y9gmqfborxzvp8r,1,38.6,68.8,2018-02-12T17:17:11.871Z,2018-02-12T17:17:14Z,1287678126,56,Back,1893437390,285,,1873581803,233,247,,,,,,,,,,,,,,,,35377g0ejiax5v41nvm2jljhl,K. Aldridge,,,,,,,,,,,,,,,,,,,,,,
1995318814,199,49,1,1,39,ewnp4j1j79y9gmqfborxzvp8r,1,39,68.8,2018-02-12T17:17:12.711Z,2018-02-12T17:17:13Z,,,,,,,,,,,,,,,,,,,,,,,,,35377g0ejiax5v41nvm2jljhl,K. Aldridge,,,,,,,,,,,,,,,,,,,,,,
1283523160,200,1,1,1,41,ewnp4j1j79y9gmqfborxzvp8r,0,42.5,65.1,2018-02-12T17:17:14.447Z,2018-02-12T17:17:15Z,1667888467,212,19.5,1272326288,213,6.0,2049373268,140,60.5,1836728387,141,57.9,1556344847,56,Center,,,,,,,,,,35377g0ejiax5v41nvm2jljhl,K. Aldridge,,,,,,,,,,,,,,,,,,,,,,
1759007876,248,49,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,44.7,44.2,2018-02-12T17:17:18.310Z,2018-02-12T17:18:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
1752797144,249,1,1,1,46,5rurqie3qt1qav9ir5mkqinn,1,45.7,43.6,2018-02-12T17:17:19.615Z,2018-02-12T17:18:22Z,1184416675,141,72.1,1307465766,56,Back,1399086653,140,39.3,1235849717,212,20.5,1183492925,213,1.9,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
1832396943,250,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,43.4,82.3,2018-02-12T17:17:22.878Z,2018-02-12T17:17:27Z,1409234809,140,60.2,1910520448,212,20.2,1731275568,56,Left,2045935312,141,96.9,1738285487,213,0.5,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1127274908,251,1,1,1,53,5rurqie3qt1qav9ir5mkqinn,1,57,98.9,2018-02-12T17:17:27.158Z,2018-02-12T17:17:29Z,1197558112,212,13.0,1859168201,213,3.3,1940408765,140,44.7,2066316487,141,96.3,1644504649,56,Back,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,
1120525876,252,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,42,90.5,2018-02-12T17:17:29.534Z,2018-02-12T17:17:32Z,1148585893,213,4.7,1278907087,141,58.5,1215086107,140,42.3,1633232565,56,Back,1222715416,212,21.8,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1448213381,253,1,1,1,59,5rurqie3qt1qav9ir5mkqinn,1,44.4,49.6,2018-02-12T17:17:32.591Z,2018-02-12T17:17:36Z,1856984328,56,Right,1577036686,1,,1851459393,212,34.6,1337648202,140,62.2,1951583438,213,5.3,1126146720,141,6.7,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
2082024208,254,1,1,2,3,5rurqie3qt1qav9ir5mkqinn,1,68.6,12.3,2018-02-12T17:17:36.591Z,2018-02-12T17:17:38Z,1952111712,141,32.8,2028019099,56,Center,1455007174,213,1.3,2112469207,212,14.3,1989485029,140,71.7,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,
1566043209,255,1,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,71.7,32.8,2018-02-12T17:17:38.303Z,2018-02-12T17:17:39Z,1478154506,213,3.7,1383579158,156,,1685784518,212,6.3,1552056576,141,28.2,1851331015,140,66.5,1331793505,56,Center,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,
1930276213,256,1,1,2,7,5rurqie3qt1qav9ir5mkqinn,1,66.3,30.6,2018-02-12T17:17:40.510Z,2018-02-12T17:17:42Z,1400797084,140,57.6,1128152624,141,35.5,2020529380,213,2.8,1497295563,56,Center,1511874865,212,9.7,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,
1139469589,257,1,1,2,9,5rurqie3qt1qav9ir5mkqinn,1,58.8,41,2018-02-12T17:17:42.406Z,2018-02-12T17:17:47Z,1299577319,141,73.2,1487076433,56,Center,1643116245,213,1.7,1155452214,140,56.4,1630808101,212,22.0,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,
1382913326,258,61,1,2,12,5rurqie3qt1qav9ir5mkqinn,0,62.5,72.3,2018-02-12T17:17:45.266Z,2018-02-12T17:17:50Z,1995732227,56,Center,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1703661093,201,49,1,2,14,ewnp4j1j79y9gmqfborxzvp8r,1,32.3,40.1,2018-02-12T17:17:47.815Z,2018-02-12T17:17:47Z,,,,,,,,,,,,,,,,,,,,,,,,,1qy3lvs9b2obn70ogxi8nrpih,J. Jones,,,,,,,,,,,,,,,,,,,,,,
1631626649,202,1,1,2,15,ewnp4j1j79y9gmqfborxzvp8r,1,36,37.7,2018-02-12T17:17:49.200Z,2018-02-12T17:17:53Z,1216478912,212,14.0,1803675247,213,5.9,1716364495,56,Back,1604985632,141,29.2,1702432130,140,48.1,,,,,,,,,,1qy3lvs9b2obn70ogxi8nrpih,J. Jones,,,,,,,,,,,,,,,,,,,,,,
2039757306,203,50,1,2,20,ewnp4j1j79y9gmqfborxzvp8r,1,47.4,21.6,2018-02-12T17:17:53.871Z,2018-02-12T17:17:57Z,1824597010,286,,1797545609,56,Back,1458056176,233,259,,,,,,,,,,,,,,,,9uj496a8mzv2kt2u0qqoy3y09,E. Pusey,,,,,,,,,,,,,,,,,,,,,,
2137497415,259,7,1,2,20,5rurqie3qt1qav9ir5mkqinn,1,52.6,78.4,2018-02-12T17:17:53.881Z,2018-02-12T17:17:57Z,1903331369,285,,1265895918,233,203,2123264337,56,Left,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1268768461,260,49,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,46.1,96.8,2018-02-12T17:17:56.319Z,2018-02-12T17:17:56Z,,,,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
1241906131,261,1,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,46.1,96.8,2018-02-12T17:17:56.791Z,2018-02-12T17:17:58Z,1936064387,141,87.7,1676640917,213,3.7,1080339437,212,10.9,1986156388,140,37.6,1885031443,56,Back,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,
