id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/12/value,qualifier/11/value
1538926676,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2018-05-14T11:56:59.543Z,2018-05-14T11:57:01Z,2068775296,30,"2sqm0kt94mwo34oru6o16ydw5, 8evgc5zhtfnqatt15vr3ttwwl, 1cyzpbgl74lage7toh7f1tgb9, 8h7r4d4z2gjne58xwu3koiok5, 5vuw3lywsh90t394m8h6g5ihh, d9zt8e8lnk9a22we6o6wqyndh, aozm5rtnqkoutfk1mijjx7f11, c4tkrrhs6o8ii0wnmi5y66cwl, evby1gm2puzpuzrj54oel4iqd, c705ailfiov40xwoysz0ggct1, a9ds5lw4ekhfjzmlpax91mdw5, 7n19puu9d2kbrhtjmt2wk4tzp, 1dskcmzh9va7ky6369mlzxfpx, 3tot15elwrc9lz9ohha1z0ij9, 6flq1204p7494fm1ct06w6ket, bo5e35lsptja0pnlvk1y38dex, 18kiz7s5jlyotkb4p0sbbxyol, 20ccu2ngcfo3cvczhzk682ju1",1982685116,194,14772,1316816312,197,1154,2096814674,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",1772894717,130,4,1950707768,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",1646699810,59,"1, 23, 3, 24, 6, 5, 8, 12, 16, 17, 10, 2, 4, 7, 11, 14, 22, 26",1366573754,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,
1274944956,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-05-14T12:04:36.652Z,2018-05-14T12:42:59Z,1287371510,59,"1, 18, 3, 8, 6, 16, 20, 10, 11, 7, 23, 2, 9, 13, 15, 17, 28, 29",1097010152,197,723,1821891220,30,"w751k9p25kmtsveitxdlz6j9, 19npqca9guxs7p2yl5sbjmbx1, 16gnoas9x34hm887omkmeee39, 1dbhha29epjmo8g4xfm5taaj9, 6zaowm8oua2nzpobekogff1lh, egt40316gg12vn8a4mbax3kr9, dqpv2janh4g4qkiqx7h7vs8gl, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, 28yvc8jmyyfavb0hetafjdadx, 3sn815dsm0i0rnw9nigjyb0et, 8kpduocqm0cr5nt7v76vqc0r9, da8ymxqy00lunda8tq9oltuj9, 7e8f4kfwcucaj4239xz0rai1h, 6679bfd6bjylogbe4ebese85x, 3beshocpsefo41ue002l0mx1x, a1v4wcs80zp79nq6u2efnzgfd, 54hjbtj3pm6a4qruhfsz6z3zd",1653478419,194,96380,1991639836,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",1758874425,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1852016319,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",1541049588,130,4,,,,,,,,,,,,,,,,,,,,,,,
1374416567,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2018-05-14T12:15:14.257Z,2018-05-14T12:15:14Z,1102964820,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349879663,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-05-14T12:15:14.257Z,2018-05-14T12:15:14Z,2105154064,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049357880,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,49.9,50.6,2018-05-14T12:15:14.848Z,2018-05-14T12:15:18Z,1733790756,213,3.1,1517149785,56,Back,2003931544,279,S,2009384568,140,37.2,1758458635,141,50.6,1441540512,212,13.3,,,,,,,evby1gm2puzpuzrj54oel4iqd,J. Ross,,,,,,,,,,,,,,,,,,,,,
1166177401,4,1,1,0,3,36tr17foeaf9ejjmt2txuoy3y,1,37.2,50.6,2018-05-14T12:15:18.690Z,2018-05-14T12:15:19Z,1526256428,140,26.9,1185581336,141,60.6,1134312689,213,2.6,1847668605,212,12.8,1443083765,56,Back,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,
1460017473,5,1,1,0,5,36tr17foeaf9ejjmt2txuoy3y,1,26.9,60.6,2018-05-14T12:15:19.376Z,2018-05-14T12:15:21Z,1829698805,213,4.7,1782462250,140,25.7,1432217560,56,Back,1264275864,141,17.7,1877518123,212,29.2,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,
1319440039,6,1,1,0,7,36tr17foeaf9ejjmt2txuoy3y,1,25.7,17.7,2018-05-14T12:15:21.310Z,2018-05-14T12:15:25Z,1724397863,1,,1323250995,140,76.7,1255666826,141,9.2,1925908093,56,Right,1610150050,157,,1227085911,212,53.9,1246424668,213,6.2,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,
1395953264,7,1,1,0,11,36tr17foeaf9ejjmt2txuoy3y,0,76.7,9.2,2018-05-14T12:15:25.893Z,2018-05-14T12:15:26Z,1793676033,213,2.3,1558917464,3,,1935841774,212,7.0,1997306450,140,72.2,1177924763,56,Right,1442813702,141,16.7,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,
1964237425,3,49,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,25.2,87.1,2018-05-14T12:15:27.598Z,2018-05-14T12:15:57Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,
1527515873,4,1,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,19.8,82.7,2018-05-14T12:15:29.581Z,2018-05-14T12:15:54Z,1755721511,140,2.2,1562748470,56,Back,1512922797,213,3.7,1418057537,212,22.0,1599119612,141,65.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,
1964589857,6,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,0,2.2,65.1,2018-05-14T12:15:32.654Z,2018-05-14T12:15:35Z,1737893870,141,100.0,1701368481,1,,2136047269,157,,1953844437,56,Back,2030827520,140,34.1,1512035923,212,41.7,1244681093,213,0.6,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,
1200524844,7,5,1,0,20,5rurqie3qt1qav9ir5mkqinn,0,28.2,101.6,2018-05-14T12:15:35.600Z,2018-05-14T12:15:44Z,1585174321,233,8,1322772794,56,Back,,,,,,,,,,,,,,,,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,
1630229464,8,5,1,0,20,36tr17foeaf9ejjmt2txuoy3y,1,71.8,-1.6,2018-05-14T12:15:35.600Z,2018-05-14T12:35:51Z,1559155129,233,7,1220357147,56,Right,,,,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,
1148301498,9,1,1,0,29,36tr17foeaf9ejjmt2txuoy3y,1,77.8,0,2018-05-14T12:15:43.813Z,2018-05-14T12:15:49Z,2008212265,107,,1927931894,140,85.8,1218812205,141,10.7,1878665321,56,Right,1712518145,213,0.8,1834179591,212,11.9,,,,,,,8evgc5zhtfnqatt15vr3ttwwl,A. McManus,,,,,,,,,,,,,,,,,,,,,
1321425475,10,1,1,0,34,36tr17foeaf9ejjmt2txuoy3y,0,89.6,3.1,2018-05-14T12:15:49.125Z,2018-05-14T12:15:50Z,1213088643,155,,1082121753,56,Center,1848756539,212,23.2,1357646318,213,1.0,1249308794,2,,1216641158,141,32.1,1586004309,140,100.0,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,
1711367207,8,5,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,-1.4,67.4,2018-05-14T12:15:50.458Z,2018-05-14T12:35:51Z,1213475813,233,11,1981909914,56,Back,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,
1090192628,11,5,1,0,36,36tr17foeaf9ejjmt2txuoy3y,0,101.4,32.6,2018-05-14T12:15:50.458Z,2018-05-14T12:15:52Z,1829872920,233,8,1711408578,56,Center,,,,,,,,,,,,,,,,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,
1877478513,9,1,1,0,57,5rurqie3qt1qav9ir5mkqinn,0,4.2,43.7,2018-05-14T12:16:11.678Z,2018-05-14T12:16:13Z,1803391413,1,,1712510947,141,15.8,1332331195,74,,2128515212,140,30.1,1699232331,56,Back,1601333132,213,5.7,2090867624,124,,1655907376,212,33.2,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,
