id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist
1077228510,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-10-08T11:10:57.985Z,2017-10-08T11:29:47Z,1835486591,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",1710200075,59,"1, 25, 3, 8, 19, 5, 9, 6, 11, 21, 17, 2, 13, 14, 16, 18, 22, 23",1411375190,197,723,1853562492,30,"w751k9p25kmtsveitxdlz6j9, cavj1k0ukpd9c1ppg5ab4ycph, 16gnoas9x34hm887omkmeee39, 1dbhha29epjmo8g4xfm5taaj9, 8n2xsdc43sii4t0hsci397aad, 47myw1a3t04b3t14sn4x4mt3p, da8ymxqy00lunda8tq9oltuj9, 6zaowm8oua2nzpobekogff1lh, wupxscyf4x7rsjidpmp0wnv9, 28yvc8jmyyfavb0hetafjdadx, 3beshocpsefo41ue002l0mx1x, 8kpduocqm0cr5nt7v76vqc0r9, 7e8f4kfwcucaj4239xz0rai1h, 92k3ea1daqrl2ri1jn49v0vyt, egt40316gg12vn8a4mbax3kr9, 19npqca9guxs7p2yl5sbjmbx1, 9n2d2dv38kp2exb7z3xh2ykiy, 3sn815dsm0i0rnw9nigjyb0et",1368110705,130,8,1862768306,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1430894594,194,96373,1133697269,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
1405503240,1,34,16,0,0,9m7z1upwp3svfn611ejq7d36v,1,0,0,2017-10-08T11:12:12.492Z,2017-10-08T12:27:50Z,2130467012,194,171727,1790587497,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5",1077423892,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2135077270,197,734,1188416710,130,13,1122134260,59,"22, 12, 2, 21, 6, 3, 8, 20, 11, 7, 16, 5, 10, 17, 18, 19",1345310926,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",1191186067,30,"el8c138wsa0bnop68caop5uxh, 67nk9m4tqqwodh4mmdko5x90p, 5wtbp5lk9z9wykiu3mjjop785, bl6mkergo04815vpi73fgtwb9, 9jq5k7h3itkm7dnb8qw9vqvh1, dvvoff2dssapkar9vfrk7k05x, en5gss0im4eenrtt3zctkpm8l, 3n7kn75zu8eatv2vavfbi2l05, 10d8jj5vwrmib55tth0isfvft, d9cewkta4tz35v0p71n5mcvkl, 6dgcji5tks2ninrirba2mvgt1, 7cg87ih9yrpc5dkyzinj8yrpx, emyaq3f8kbforzqj8puyg8bmd, 2jwojltrp06sa8qloordtohrd, ed27z13z8afzyy7tnx1lfg549, 6i9of1wslfen7mn47n1noh7md",,,,,,,,,,,,,,,,,,,,,,,,,,,
1269708040,2,32,1,0,0,9m7z1upwp3svfn611ejq7d36v,1,0,0,2017-10-08T11:31:15.610Z,2017-10-08T11:31:15Z,1217348913,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551967479,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-10-08T11:31:15.610Z,2017-10-08T11:31:15Z,1945469334,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108230081,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50,50,2017-10-08T11:31:15.969Z,2017-10-08T11:31:18Z,2139498643,213,3.1,1376411634,140,42.5,1127226873,278,,1293234742,141,51.0,2015837632,56,Back,1596634092,279,S,1076548358,212,7.9,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
1084810820,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,0,42.5,51,2017-10-08T11:31:18.553Z,2017-10-08T11:31:21Z,2110585659,213,5.9,1852335265,1,,1091164242,212,42.9,1105906581,141,25.9,1379152901,56,Center,2024936266,157,,1630542057,140,80.0,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,
1329978991,3,1,1,0,5,9m7z1upwp3svfn611ejq7d36v,0,20.8,79.4,2017-10-08T11:31:20.843Z,2017-10-08T11:31:23Z,1606229106,3,,1810336074,212,12.7,1752908619,213,1.2,1610022111,56,Back,1826284394,141,96.5,1567214374,140,25.7,,,,,,,9jq5k7h3itkm7dnb8qw9vqvh1,D. Kerkdijk,,,,,,,,,,,,,,,,,,,,,,,,,
1999705313,5,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,76.5,3.8,2017-10-08T11:31:23.849Z,2017-10-08T11:31:26Z,1546328961,141,6.7,1758696764,213,3.0,2132054276,56,Right,1316849570,140,56.4,1672412656,212,21.2,,,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
1384352723,6,1,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,56.4,6.7,2017-10-08T11:31:26.417Z,2017-10-08T11:31:29Z,1871143450,155,,1298247155,140,79.2,1804336493,56,Right,1777223289,213,0.2,1752245869,141,15.6,1314396959,212,24.7,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,
1445266323,7,1,1,0,14,5rurqie3qt1qav9ir5mkqinn,0,81.2,14.4,2017-10-08T11:31:29.169Z,2017-10-08T11:32:03Z,1423183866,140,79.7,1818359255,212,4.5,1799995596,213,4.4,1796000666,56,Right,1159519644,141,8.2,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
