id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist
2009901383,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2018-04-24T17:47:06.630Z,2018-04-25T09:30:11Z,1639247846,194,5wjfxb57gtzmp7m29wotyafv9,2091039906,59,"1, 44, 22, 8, 5, 6, 36, 7, 11, 10, 18, 27, 23, 3, 19",1838894675,197,738,1358231729,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5",1739432037,130,8,1742816854,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",1386804998,30,"aohh57covgxl0b9qqg7y14a1h, 7gslai7b2mkllvzelqo0rknvt, c6k1w8sothxmc08dbhqjzp1w5, 7gmh6g5c39asg7gnthx1jxp79, 5wjfxb57gtzmp7m29wotyafv9, amox5xqwe8gybft16wa7qbufp, db7kxwjwf61skjzh62i2l13h1, cvuaoz9c41od4r0j3sajszsut, ctzcuzproy4kwpa5wweruw3px, dgkmt7f5k9oqruxzsi3x9em6t, dtug7lsozk7zdhf415pp3s25l, 6spinfzc1go7q5euom2apcdwq, c3gmslk5auqaktd5zij62ieol, ktri6gzihh89eiw1zsba9wwl, e39rl5n2uybgh0pmftd01e1nt",1769421180,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,
1074294875,2,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-04-24T17:49:21.816Z,2018-04-25T09:23:19Z,1951534186,30,"w751k9p25kmtsveitxdlz6j9, 19npqca9guxs7p2yl5sbjmbx1, 16gnoas9x34hm887omkmeee39, 1dbhha29epjmo8g4xfm5taaj9, 6zaowm8oua2nzpobekogff1lh, egt40316gg12vn8a4mbax3kr9, 6679bfd6bjylogbe4ebese85x, dqpv2janh4g4qkiqx7h7vs8gl, 3sn815dsm0i0rnw9nigjyb0et, 5m2ilglr6tlmgs2d4qzk5wno5, 28yvc8jmyyfavb0hetafjdadx, da8ymxqy00lunda8tq9oltuj9, 7e8f4kfwcucaj4239xz0rai1h, 3beshocpsefo41ue002l0mx1x, 3ki0ckpv13k6am75k1q7nujqi, a1v4wcs80zp79nq6u2efnzgfd, 54hjbtj3pm6a4qruhfsz6z3zd",1512139339,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",2003379563,130,8,2058291976,197,723,1118718363,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",1503195967,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2067137214,59,"1, 18, 3, 8, 6, 16, 15, 20, 23, 10, 21, 9, 13, 17, 26, 28, 29",1518079942,194,5m2ilglr6tlmgs2d4qzk5wno5,,,,,,,,,,,,,,,,,,,,,,,,,
2079394804,223,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2018-04-25T09:23:40.538Z,2018-04-25T09:23:40Z,1903372650,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601362908,261,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-04-25T09:23:40.538Z,2018-04-25T09:23:41Z,1736591039,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577319129,224,1,1,0,1,mjejb0x57ms54j9ry6s8njwh,1,49.7,50.7,2018-04-25T09:23:41.233Z,2018-04-25T09:23:42Z,1336876025,278,,2099719161,212,3.0,1965766105,140,47.0,2057624558,56,Back,1232861617,141,49.4,1504965835,213,3.4,1606156653,279,S,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,
1612981112,225,1,1,0,2,mjejb0x57ms54j9ry6s8njwh,1,47,49.4,2018-04-25T09:23:42.414Z,2018-04-25T09:23:44Z,1902386326,212,26.2,1338845795,213,5.2,1433241325,56,Right,1670995786,141,15.5,1139688311,140,58.9,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,
1536009013,226,1,1,0,3,mjejb0x57ms54j9ry6s8njwh,1,54.6,15.2,2018-04-25T09:23:44.342Z,2018-04-25T09:23:46Z,1594432753,140,39.5,1235854237,212,17.3,1143811096,141,5.0,2117868647,56,Back,2023646692,213,3.6,,,,,,,,,,db7kxwjwf61skjzh62i2l13h1,A. Hodson,,,,,,,,,,,,,,,,,,,,,,,
1209756852,227,1,1,0,6,mjejb0x57ms54j9ry6s8njwh,1,45.8,20.3,2018-04-25T09:23:46.606Z,2018-04-25T09:23:48Z,1706383739,56,Right,1517285503,213,5.5,1493315506,141,4.4,1714653255,140,55.7,1664223062,212,15.0,,,,,,,,,,7gslai7b2mkllvzelqo0rknvt,S. Murray,,,,,,,,,,,,,,,,,,,,,,,
1422187656,229,5,1,0,9,mjejb0x57ms54j9ry6s8njwh,1,52.2,-2,2018-04-25T09:23:49.662Z,2018-04-25T09:23:58Z,2042418516,233,263,1311472328,56,Right,,,,,,,,,,,,,,,,,,,db7kxwjwf61skjzh62i2l13h1,A. Hodson,,,,,,,,,,,,,,,,,,,,,,,
1815082397,263,5,1,0,9,5rurqie3qt1qav9ir5mkqinn,0,47.8,102,2018-04-25T09:23:49.662Z,2018-04-25T09:25:29Z,2070682253,233,229,1122473599,56,Back,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,
