id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2056431599,160,43,1,0,9,9m7z1upwp3svfn611ejq7d36v,1,0,0,2018-05-21T14:33:29.435Z,2018-05-21T14:33:49Z,1592829205,56,Back,1483291775,285,0,1732103631,144,3,,,,,,,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139553953,167,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,0,69.1,9.5,2018-05-21T14:33:30.603Z,2018-05-21T14:33:31Z,2064056347,56,Center,1446595105,140,79.6,1435792525,213,0.6,1916475798,3,,1169450016,212,13.6,1315454542,141,21.2,2113432397,168,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242714138,161,12,1,0,11,9m7z1upwp3svfn611ejq7d36v,1,20.6,72,2018-05-21T14:33:31.223Z,2018-05-21T14:33:32Z,1740704173,213,6.3,1721704349,56,Back,1224509583,212,10.5,1955822219,140,30.6,1943532540,15,,1362267759,141,71.8,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986298980,162,49,1,0,13,9m7z1upwp3svfn611ejq7d36v,1,30.3,70.8,2018-05-21T14:33:33.432Z,2018-05-21T14:33:33Z,,,,,,,,,,,,,,,,,,,,,,,,,d9cewkta4tz35v0p71n5mcvkl,C. Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867484937,163,1,1,0,13,9m7z1upwp3svfn611ejq7d36v,0,29.5,69.3,2018-05-21T14:33:33.808Z,2018-05-21T14:33:34Z,1150418669,213,0.3,1322513254,141,73.3,1806838441,212,9.9,2033999134,140,38.6,1846886082,56,Back,,,,,,,,,,d9cewkta4tz35v0p71n5mcvkl,C. Arthur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020896410,168,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,62.6,15.3,2018-05-21T14:33:37.680Z,2018-05-21T14:33:39Z,1935774651,213,1.0,1736771545,212,12.3,1135415105,141,30.3,1880122420,56,Center,1863516984,140,69.2,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247436543,169,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,0,63.4,40.3,2018-05-21T14:33:39.440Z,2018-05-21T14:33:39Z,1308545320,140,71.4,1578790690,213,0.8,2076486201,141,53.3,2004669961,56,Center,1753996550,212,12.2,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249891666,164,49,1,0,19,9m7z1upwp3svfn611ejq7d36v,1,29.5,35.5,2018-05-21T14:33:39.471Z,2018-05-21T14:33:39Z,,,,,,,,,,,,,,,,,,,,,,,,,emyaq3f8kbforzqj8puyg8bmd,O. Fergusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072918745,165,43,1,0,20,9m7z1upwp3svfn611ejq7d36v,1,0,0,2018-05-21T14:33:40.711Z,2018-05-21T14:42:54Z,1942664708,285,0,1297102257,56,Back,1884023886,144,3,,,,,,,,,,,,,,,,emyaq3f8kbforzqj8puyg8bmd,O. Fergusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406717596,166,61,1,0,23,9m7z1upwp3svfn611ejq7d36v,0,36.7,35.5,2018-05-21T14:33:43.407Z,2018-05-21T14:33:43Z,1946730764,56,Back,,,,,,,,,,,,,,,,,,,,,,emyaq3f8kbforzqj8puyg8bmd,O. Fergusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141803857,167,4,1,0,26,9m7z1upwp3svfn611ejq7d36v,1,43.2,41,2018-05-21T14:33:46.227Z,2018-05-21T14:33:51Z,1528765583,56,Back,1342556079,13,,1469810905,265,,2043133069,233,170,1787843552,286,,2144434934,152,,,,,,,,emyaq3f8kbforzqj8puyg8bmd,O. Fergusson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427019757,170,4,1,0,26,5rurqie3qt1qav9ir5mkqinn,0,56.8,59,2018-05-21T14:33:46.227Z,2018-05-21T14:33:52Z,1866782062,56,Center,1769119110,13,,1481271008,265,,1734627984,152,,1574069811,233,167,1794225448,285,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736890290,168,1,1,0,31,9m7z1upwp3svfn611ejq7d36v,1,41.9,39.2,2018-05-21T14:33:51.706Z,2018-05-21T14:33:55Z,1155379256,141,21.5,1980055188,56,Center,1822219901,213,5.5,1405411140,140,54.2,1172693390,152,,2028887635,212,17.7,1338714537,5,,,,,9jq5k7h3itkm7dnb8qw9vqvh1,D. Kerkdijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658529854,3,43,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-05-20T11:33:29.281Z,2018-05-21T14:08:45Z,2073616962,13,0,664661858,144,4,1852355587,152,0,127623127,56,Center,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388048040,3,43,1,0,32,9m7z1upwp3svfn611ejq7d36v,1,0,0,2018-05-20T11:33:29.281Z,2018-05-21T14:08:46Z,227148166,144,4,212244465,56,Center,152796739,152,0,1052497119,233,3,1230090523,13,0,703259635,286,0,,,,,,,3n7kn75zu8eatv2vavfbi2l05,J. Biesmans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557288052,169,1,1,0,35,9m7z1upwp3svfn611ejq7d36v,1,56.6,17.4,2018-05-21T14:33:55.816Z,2018-05-21T14:38:16Z,1506045855,56,Right,1457470451,141,4.0,1919505102,140,69.6,1438392247,213,5.7,1385063355,212,16.4,,,,,,,,,,en5gss0im4eenrtt3zctkpm8l,C. Humphrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199598064,171,45,1,0,37,5rurqie3qt1qav9ir5mkqinn,0,13.2,95.1,2018-05-21T14:33:57.557Z,2018-05-21T14:42:54Z,2087604710,56,Back,1360525230,285,,1132756000,233,170,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440927705,170,3,1,0,37,9m7z1upwp3svfn611ejq7d36v,1,86.8,4.9,2018-05-21T14:33:57.567Z,2018-05-21T14:33:59Z,1731671200,286,,1659236234,233,171,1227968546,56,Right,,,,,,,,,,,,,,,,5wtbp5lk9z9wykiu3mjjop785,L. Dykes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581948292,4,43,1,0,38,9m7z1upwp3svfn611ejq7d36v,1,0,0,2018-05-20T11:33:34.706Z,2018-05-21T14:08:45Z,1653263513,5,0,695704066,141,27.4,1843833142,56,Center,1782025694,140,46.4,1366487204,144,1,1028216257,241,0,1924414964,279,0,361564161,213,0.4,9jq5k7h3itkm7dnb8qw9vqvh1,D. Kerkdijk,108231040,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420122425,171,1,1,0,39,9m7z1upwp3svfn611ejq7d36v,0,95.7,8.3,2018-05-21T14:33:59.176Z,2018-05-21T14:34:02Z,2125674055,233,172,2070434673,212,6.9,2046741869,213,1.7,2133279285,56,Right,1310346833,140,94.6,1384162739,236,,1477772971,155,,1746203166,2,,5wtbp5lk9z9wykiu3mjjop785,L. Dykes,1617928635,286,,1131509826,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,
1317787615,172,12,1,0,39,5rurqie3qt1qav9ir5mkqinn,1,5.2,83.2,2018-05-21T14:33:59.276Z,2018-05-21T14:34:02Z,2131221210,141,83.2,1429214545,213,1.6,1362609204,212,0,1933687678,185,,1364189347,233,171,1293595176,140,5.2,1828510019,56,Back,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657092562,173,49,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,4.7,90.3,2018-05-21T14:34:03.275Z,2018-05-21T14:34:03Z,,,,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806293628,174,1,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,4.7,90.3,2018-05-21T14:34:03.403Z,2018-05-21T14:34:04Z,1522792183,212,16.0,1487669615,140,11.4,2005104257,141,69.1,1554892252,56,Back,1404766656,213,5.2,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860432913,175,1,1,0,44,5rurqie3qt1qav9ir5mkqinn,1,11.5,69.1,2018-05-21T14:34:04.467Z,2018-05-21T14:34:06Z,1864438283,212,9.9,1353035738,56,Back,2059576280,140,20.9,1842626713,141,69.7,1654867686,213,0.0,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385168432,176,1,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,22.4,76,2018-05-21T14:34:06.403Z,2018-05-21T14:34:07Z,1750921195,213,0.5,1264383677,212,16.7,1458943829,140,36.5,1091523266,141,87.5,2079184411,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895831876,177,1,1,0,47,5rurqie3qt1qav9ir5mkqinn,1,36.5,87.5,2018-05-21T14:34:07.683Z,2018-05-21T14:34:09Z,2031971688,140,25.9,1622296954,141,96.3,2143813961,212,12.6,1871079277,56,Back,1776804969,213,2.6,1449315720,156,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166544242,178,1,1,0,49,5rurqie3qt1qav9ir5mkqinn,1,25.9,96.3,2018-05-21T14:34:09.427Z,2018-05-21T14:34:12Z,1087095865,141,78.7,1588578591,56,Back,1925102534,213,4.8,1853658016,140,27.2,1115635534,212,12.0,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572348199,179,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,1,27.7,71.1,2018-05-21T14:34:12.187Z,2018-05-21T14:34:14Z,1629118598,56,Back,1561561171,140,30.9,1429426975,213,5.0,1290027086,141,52.4,1089693146,212,13.2,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321242822,180,1,1,0,54,5rurqie3qt1qav9ir5mkqinn,1,31.1,44.6,2018-05-21T14:34:14.683Z,2018-05-21T14:34:17Z,1337518149,141,7.4,1878993718,140,35.4,1667849358,213,4.9,1934432941,56,Back,1477566061,212,25.7,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965706138,181,1,1,0,57,5rurqie3qt1qav9ir5mkqinn,1,36.8,6.5,2018-05-21T14:34:17.636Z,2018-05-21T14:34:20Z,2094648214,56,Back,1691059116,212,10.7,1238665317,141,15.8,1101896596,140,45.0,1820538167,213,0.6,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960288146,182,1,1,0,59,5rurqie3qt1qav9ir5mkqinn,1,42.9,15,2018-05-21T14:34:19.780Z,2018-05-21T14:34:21Z,1599813722,213,4.4,1504805086,212,9.5,2100696755,56,Back,1651013357,140,40.2,1804503812,141,1.7,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606342421,183,43,1,1,1,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-05-21T14:34:21.203Z,2018-05-21T14:34:31Z,1770947870,56,Back,1311481571,144,7,1206677946,285,0,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494674858,184,1,1,1,1,5rurqie3qt1qav9ir5mkqinn,1,40.2,1.7,2018-05-21T14:34:21.220Z,2018-05-21T14:34:24Z,1969487844,213,2.6,2067504349,141,14.6,1855413169,212,16.3,1215014581,140,27.1,1534432940,56,Back,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861027306,185,1,1,1,4,5rurqie3qt1qav9ir5mkqinn,1,27.2,14.9,2018-05-21T14:34:24.371Z,2018-05-21T14:34:27Z,1451583803,141,61.4,1859556750,212,31.6,1798113385,56,Back,1764723570,213,1.6,1438064720,140,27.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695169797,186,1,1,1,7,5rurqie3qt1qav9ir5mkqinn,1,29.5,73.3,2018-05-21T14:34:27.723Z,2018-05-21T14:34:32Z,1558940477,212,18.9,1204719892,56,Back,1871191281,141,93.8,1496552085,140,41.6,1491129853,213,0.8,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761523364,187,1,1,1,12,5rurqie3qt1qav9ir5mkqinn,1,39.9,87.5,2018-05-21T14:34:32.682Z,2018-05-21T14:34:34Z,1963213182,56,Back,1811689801,140,37.3,1547741199,213,4.4,2086334510,212,9.4,1933558955,141,74.2,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688394708,188,1,1,1,14,5rurqie3qt1qav9ir5mkqinn,1,37.4,73.5,2018-05-21T14:34:34.459Z,2018-05-21T14:34:38Z,1916161353,141,46.7,1991437926,212,19.3,1822221986,213,5.1,1420767096,56,Back,2048944509,140,43.5,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156793973,189,1,1,1,18,5rurqie3qt1qav9ir5mkqinn,1,44.5,41.9,2018-05-21T14:34:38.147Z,2018-05-21T14:34:40Z,1554570331,212,15.0,1708653462,141,25.9,1920055816,140,34.6,1497322019,213,3.9,2093840483,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060587855,190,1,1,1,20,5rurqie3qt1qav9ir5mkqinn,1,35,25.9,2018-05-21T14:34:40.323Z,2018-05-21T14:34:42Z,1598576817,213,0.7,1749034279,140,51.4,1730630952,212,23.2,2116021434,141,48.8,1194241139,56,Center,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448295753,191,1,1,1,22,5rurqie3qt1qav9ir5mkqinn,1,53.4,50.9,2018-05-21T14:34:42.691Z,2018-05-21T14:34:44Z,1362478812,213,6.1,1162193567,141,47.6,1941670090,140,64.0,1940984449,212,11.4,1473800071,56,Center,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571755464,192,1,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,64,47.6,2018-05-21T14:34:44.347Z,2018-05-21T14:34:46Z,1933311093,140,55.1,1597883450,212,14.2,1810282095,56,Center,1811676715,213,4.0,1321169082,141,31.9,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201629001,193,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,1,57.9,29.1,2018-05-21T14:34:46.331Z,2018-05-21T14:34:48Z,1616354930,140,67.6,1107227603,141,25.3,1714154347,213,6.0,1634914458,56,Center,1279043026,212,10.5,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052020586,194,1,1,1,28,5rurqie3qt1qav9ir5mkqinn,0,67.6,25.3,2018-05-21T14:34:48.131Z,2018-05-21T14:34:50Z,2107587147,141,0.0,1950955176,213,4.9,1710830281,140,70.5,1599442014,212,18.6,2005602427,56,Right,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944408153,172,5,1,1,30,9m7z1upwp3svfn611ejq7d36v,1,25.8,101.6,2018-05-21T14:34:50.303Z,2018-05-21T14:42:46Z,1769972474,56,Back,1426165819,233,195,,,,,,,,,,,,,,,,,,,3n7kn75zu8eatv2vavfbi2l05,J. Biesmans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890610950,195,5,1,1,30,5rurqie3qt1qav9ir5mkqinn,0,74.2,-1.6,2018-05-21T14:34:50.303Z,2018-05-21T14:35:00Z,1971268295,233,172,1701173965,56,Right,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650779119,4,43,1,1,37,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-05-20T11:34:33.417Z,2018-05-21T14:07:05Z,242232675,144,5,60286602,56,Right,,,,,,,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892246096,5,43,1,1,37,9m7z1upwp3svfn611ejq7d36v,1,0,0,2018-05-20T11:34:33.417Z,2018-05-21T14:07:15Z,506399031,144,5,647058897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652821681,6,43,1,1,40,9m7z1upwp3svfn611ejq7d36v,1,0,0,2018-05-20T11:34:36.936Z,2018-05-21T14:07:06Z,35124449,213,1.6,867836368,107,0,255798522,140,74.7,1912893963,144,1,207684249,56,Right,1177141994,141,0.0,178443533,212,0,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516840144,173,1,1,1,40,9m7z1upwp3svfn611ejq7d36v,0,30.8,100,2018-05-21T14:34:59.993Z,2018-05-21T14:35:01Z,1659579849,141,92.1,1495543516,213,6.1,1247694792,140,63.6,1982372844,56,Left,1660395255,1,,1841868717,212,35.1,1486846376,107,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108877106,196,8,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,36.2,4.9,2018-05-21T14:35:00.827Z,2018-05-21T14:35:00Z,2050979892,56,Back,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113628891,197,49,1,1,41,5rurqie3qt1qav9ir5mkqinn,1,36.5,6.1,2018-05-21T14:35:01.475Z,2018-05-21T14:35:01Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221935227,198,1,1,1,41,5rurqie3qt1qav9ir5mkqinn,1,36.5,6.1,2018-05-21T14:35:01.619Z,2018-05-21T14:35:05Z,1109656511,141,2.8,1501634600,56,Back,1076383307,213,5.8,1354026008,212,4.9,1949542955,140,40.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
