id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value
1224461600,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-04-23T14:04:30.781Z,2018-04-23T14:10:44Z,2102314895,59,"13, 18, 15, 8, 6, 16, 17, 20, 9, 21, 23, 1, 3, 10, 11, 26, 28, 29",1098434371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",2083530010,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",1885356614,197,725,1738683824,194,96373,1268283289,30,"7e8f4kfwcucaj4239xz0rai1h, 19npqca9guxs7p2yl5sbjmbx1, 6679bfd6bjylogbe4ebese85x, 1dbhha29epjmo8g4xfm5taaj9, 6zaowm8oua2nzpobekogff1lh, egt40316gg12vn8a4mbax3kr9, 3beshocpsefo41ue002l0mx1x, dqpv2janh4g4qkiqx7h7vs8gl, da8ymxqy00lunda8tq9oltuj9, 28yvc8jmyyfavb0hetafjdadx, 3sn815dsm0i0rnw9nigjyb0et, w751k9p25kmtsveitxdlz6j9, 16gnoas9x34hm887omkmeee39, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, 3ki0ckpv13k6am75k1q7nujqi, a1v4wcs80zp79nq6u2efnzgfd, 54hjbtj3pm6a4qruhfsz6z3zd",1941778386,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1471339084,130,6,,,,,,,,,,,,,,,,,,,,,,,,
1967169452,1,34,16,0,0,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-04-23T14:07:19.449Z,2018-04-23T15:11:24Z,1442683555,59,"1, 19, 2, 9, 16, 5, 27, 3, 6, 24, 8, 22, 7, 13, 15, 18, 28",1509213252,194,170912,2011325698,30,"czz8zqjv03gdbbxiadp90pq6t, 7o2dix1tkybkr4d2d95yl9v1m, 9parlijxpxnfis96jwy9p37bp, 5edq3whmws0xn7ae295bwwj4l, 4hxc6g5svwyhulsg4tg5jaitx, b4sf206qxtrp5gusl35f7xgid, 553m6zmz6s3c0xdhhr503xmtx, df6elo2vas642bo0qatrjxwbt, a1654m0k2rptsqkxj96s955n9, 1wkl61ju9uzl09rj9zz160b56, 1qy3lvs9b2obn70ogxi8nrpih, avi9mj1qz9ihh89gek7x76g6i, 6lvxvecxhnto4tuvctcedlu5l, e92cz3r5uemkojs8wi0b34uz9, y3fmltjduawwkky47pl1eane, 9uj496a8mzv2kt2u0qqoy3y09, 35377g0ejiax5v41nvm2jljhl",1139223663,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1182651919,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",2095548495,130,2,2000990839,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,
1857711863,2,32,1,0,0,ewnp4j1j79y9gmqfborxzvp8r,1,0,0,2018-04-23T14:18:16.344Z,2018-04-23T14:18:16Z,1531734328,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018140938,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-04-23T14:18:16.344Z,2018-04-23T14:18:16Z,1693667840,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478578118,3,1,1,0,0,ewnp4j1j79y9gmqfborxzvp8r,1,50,50,2018-04-23T14:18:17.840Z,2018-04-23T14:18:20Z,1854609341,212,11.7,1243558517,140,40.1,1220828046,279,S,1814028872,56,Back,1119854337,213,3.6,2108125821,141,42.1,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Barton,,,,,,,,,,,,,,,,,,,,,,
1568845744,4,1,1,0,3,ewnp4j1j79y9gmqfborxzvp8r,1,44.3,44.5,2018-04-23T14:18:20.276Z,2018-04-23T14:18:25Z,2144074122,1,,1120051584,140,33.2,1537396473,213,1.9,1961017448,56,Back,2114520539,212,35.7,1641010011,141,94.1,,,,,,,df6elo2vas642bo0qatrjxwbt,L. Burridge,,,,,,,,,,,,,,,,,,,,,,
1082672992,5,1,1,0,9,ewnp4j1j79y9gmqfborxzvp8r,0,33.3,94.2,2018-04-23T14:18:25.605Z,2018-04-23T14:18:30Z,2034538350,140,100.0,1877652174,213,6.2,1664632465,141,81.1,1823711206,212,71.6,1167258145,56,Left,1135199713,1,,1171676037,155,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,
1365463076,3,5,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,-0.8,19.2,2018-04-23T14:18:30.282Z,2018-04-23T15:07:57Z,1867617150,233,6,1528491608,56,Back,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
1865918917,6,5,1,0,13,ewnp4j1j79y9gmqfborxzvp8r,0,100.8,80.8,2018-04-23T14:18:30.282Z,2018-04-23T14:18:30Z,1076158063,56,Left,1819561792,233,3,,,,,,,,,,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,
1862518518,4,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,2.8,45.1,2018-04-23T14:18:39.511Z,2018-04-23T14:18:40Z,1975245007,141,17.0,1784720615,124,,2105993673,212,19.2,1365500635,140,4.9,2040708417,213,4.8,1223470191,56,Back,1908091942,237,,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,
1682728377,5,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,4.9,17,2018-04-23T14:18:40.735Z,2018-04-23T14:18:44Z,1904443066,213,5.6,1545449176,56,Back,1977166021,140,15.7,1525042297,212,14.7,1090653809,141,3.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
2085229787,6,1,1,0,28,5rurqie3qt1qav9ir5mkqinn,1,28.9,3.2,2018-04-23T14:18:44.583Z,2018-04-23T14:18:46Z,1210000551,56,Right,1888292709,212,26.4,1621509994,213,0.0,2009631980,141,3.4,1758074092,140,54.0,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,
1315578582,7,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,54,3.4,2018-04-23T14:18:46.264Z,2018-04-23T14:18:49Z,1665213645,141,19.8,1923232429,140,66.4,1896699200,56,Right,1782450727,213,0.7,1444946456,212,17.1,,,,,,,,,,3beshocpsefo41ue002l0mx1x,H. O'Reilly,,,,,,,,,,,,,,,,,,,,,,
1467506668,8,1,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,59.6,29.7,2018-04-23T14:18:49.960Z,2018-04-23T14:18:54Z,1928914246,56,Center,1768990025,213,1.6,1696226037,141,39.7,1419944531,140,59.2,1366243284,212,6.8,,,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,
1778844589,9,1,1,0,37,5rurqie3qt1qav9ir5mkqinn,1,63.4,24,2018-04-23T14:18:54.223Z,2018-04-23T14:19:03Z,1643355257,212,13.5,1786453472,141,4.9,1915019236,140,60.0,1895417289,213,4.4,1341108007,56,Right,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,
1216661427,7,55,1,0,41,ewnp4j1j79y9gmqfborxzvp8r,1,27,61.2,2018-04-23T14:18:57.416Z,2018-04-23T15:07:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4hxc6g5svwyhulsg4tg5jaitx,B. Jackson,,,,,,,,,,,,,,,,,,,,,,
1541775923,10,2,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,68.5,5.3,2018-04-23T14:18:57.416Z,2018-04-23T14:18:59Z,1076406953,141,23.1,1481942718,140,74.7,1767991059,56,Center,1261717336,7,da8ymxqy00lunda8tq9oltuj9,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,
1297037108,8,1,1,1,5,ewnp4j1j79y9gmqfborxzvp8r,0,26.5,85.6,2018-04-23T14:19:21.484Z,2018-04-23T14:19:26Z,1652189648,213,6.2,1618845006,157,,1368018918,140,100.0,1292905981,1,,1992910914,5,,1544133740,56,Center,1373877106,241,,1966409021,212,79.4,9parlijxpxnfis96jwy9p37bp,G. Evans,1976804949,141,71.1,,,,,,,,,,,,,,,,,,,
1972682470,9,5,1,1,10,ewnp4j1j79y9gmqfborxzvp8r,0,100.9,73.4,2018-04-23T14:19:26.781Z,2018-04-23T14:19:27Z,1581331059,233,11,1903018893,56,Center,,,,,,,,,,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,
1654045329,11,5,1,1,10,5rurqie3qt1qav9ir5mkqinn,1,-0.9,26.6,2018-04-23T14:19:26.781Z,2018-04-23T15:07:57Z,1896916613,56,Back,2104285122,233,9,,,,,,,,,,,,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,
1515960275,12,1,1,1,16,5rurqie3qt1qav9ir5mkqinn,1,3.1,42.4,2018-04-23T14:19:33.257Z,2018-04-23T14:19:36Z,1571196054,237,,1841258084,213,4.9,1855142247,140,5.9,1834960229,212,19.5,1507853041,124,,1734835588,141,14.0,1666492940,56,Back,,,,7e8f4kfwcucaj4239xz0rai1h,A. Moorhouse,,,,,,,,,,,,,,,,,,,,,,
1149661066,13,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,1,8.2,13.5,2018-04-23T14:19:35.938Z,2018-04-23T14:19:42Z,2128213938,141,76.9,1552812033,196,,1415255341,140,14.1,2114970986,213,1.4,1282819299,1,,1313824916,212,43.6,1355407969,56,Back,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,
2024882285,14,1,1,1,25,5rurqie3qt1qav9ir5mkqinn,1,14.1,76.9,2018-04-23T14:19:42.105Z,2018-04-23T14:19:45Z,2052408822,140,33.3,1838174283,212,24.3,2043025896,56,Back,1794849334,141,96.9,1153140334,213,0.6,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,
1248748863,15,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,49.5,96.9,2018-04-23T14:19:45.401Z,2018-04-23T14:19:48Z,1418581604,140,63.5,1490996431,212,14.7,1381625153,56,Left,2038201485,213,0.0,1086514217,141,97.2,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,
1474809003,16,1,1,1,32,5rurqie3qt1qav9ir5mkqinn,1,63.5,97.2,2018-04-23T14:19:48.626Z,2018-04-23T14:19:50Z,1946609991,212,12.1,1537880718,213,4.0,1653246884,140,56.3,1168562709,56,Left,1903303919,141,83.3,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,
2097287614,17,1,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,56.3,83.3,2018-04-23T14:19:50.394Z,2018-04-23T14:19:51Z,1980969305,140,59.5,1759198241,212,19.8,1244624396,141,54.6,2110310511,213,4.9,2083136666,56,Center,,,,,,,,,,egt40316gg12vn8a4mbax3kr9,Louise Quinn,,,,,,,,,,,,,,,,,,,,,,
1983429514,18,1,1,1,35,5rurqie3qt1qav9ir5mkqinn,0,59.5,54.6,2018-04-23T14:19:51.450Z,2018-04-23T14:19:52Z,1418219069,141,44.5,1888409726,212,7.9,1834533394,213,4.2,1355624774,56,Center,1790279960,140,55.7,,,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,
1910686518,10,8,1,1,35,ewnp4j1j79y9gmqfborxzvp8r,1,45.3,55.5,2018-04-23T14:19:51.668Z,2018-04-23T14:19:51Z,1772224070,56,Back,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Barton,,,,,,,,,,,,,,,,,,,,,,
1630936480,11,49,1,1,36,ewnp4j1j79y9gmqfborxzvp8r,1,38.4,61.5,2018-04-23T14:19:52.597Z,2018-04-23T14:19:52Z,,,,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Barton,,,,,,,,,,,,,,,,,,,,,,
1759616933,12,4,1,1,40,ewnp4j1j79y9gmqfborxzvp8r,1,40.6,82,2018-04-23T14:19:56.548Z,2018-04-23T14:20:00Z,1984520813,286,,1423251984,56,Back,1766909575,233,19,1488998160,13,,1959496002,265,,1871163435,152,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Barton,,,,,,,,,,,,,,,,,,,,,,
1126076281,19,4,1,1,40,5rurqie3qt1qav9ir5mkqinn,0,59.4,18,2018-04-23T14:19:56.548Z,2018-04-23T14:20:00Z,1385436867,13,,1853492693,265,,1965175567,285,,1091875538,56,Right,1993663668,152,,1833734251,233,12,,,,,,,3beshocpsefo41ue002l0mx1x,H. O'Reilly,,,,,,,,,,,,,,,,,,,,,,
2090407889,13,1,1,2,8,ewnp4j1j79y9gmqfborxzvp8r,0,46.2,83.6,2018-04-23T14:20:24.605Z,2018-04-23T14:20:26Z,1754048290,141,28.0,1862933968,213,5.4,1767124516,1,,1565110162,212,49.2,1680660477,152,,1394944107,56,Center,1417280086,140,76.2,1929190817,155,,9parlijxpxnfis96jwy9p37bp,G. Evans,1883807889,5,,,,,,,,,,,,,,,,,,,,
1591961433,20,12,1,2,11,5rurqie3qt1qav9ir5mkqinn,1,19.3,63.1,2018-04-23T14:20:27.507Z,2018-04-23T14:20:29Z,1844248781,212,27.8,1659436083,213,0.1,1712226535,140,45.6,1235983951,141,67.3,1198490845,15,,1852162527,56,Back,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,
2000993613,14,1,1,2,13,ewnp4j1j79y9gmqfborxzvp8r,1,56.1,31.9,2018-04-23T14:20:29.877Z,2018-04-23T14:20:33Z,1587060575,213,5.6,2053073459,140,68.3,1687973905,141,15.0,1981324258,212,17.2,1347403081,56,Right,,,,,,,,,,7o2dix1tkybkr4d2d95yl9v1m,T. Gauvain,,,,,,,,,,,,,,,,,,,,,,
1719634419,15,1,1,2,16,ewnp4j1j79y9gmqfborxzvp8r,1,68.3,15.3,2018-04-23T14:20:33.180Z,2018-04-23T14:20:49Z,2050737619,141,24.4,2065050502,213,2.3,1165078932,140,62.7,1641958372,212,8.5,1399919665,56,Center,,,,,,,,,,5edq3whmws0xn7ae295bwwj4l,A. Heatherson,,,,,,,,,,,,,,,,,,,,,,
1391554998,16,1,1,2,17,ewnp4j1j79y9gmqfborxzvp8r,1,62.5,24.4,2018-04-23T14:20:34.120Z,2018-04-23T14:20:35Z,1527454689,141,29.5,2127610569,56,Center,1520712982,213,0.4,1272603581,140,71.2,2067401027,212,9.8,,,,,,,,,,df6elo2vas642bo0qatrjxwbt,L. Burridge,,,,,,,,,,,,,,,,,,,,,,
1622057490,17,1,1,2,18,ewnp4j1j79y9gmqfborxzvp8r,1,71.2,29.5,2018-04-23T14:20:35.196Z,2018-04-23T14:20:37Z,1924676815,213,4.9,1783746903,56,Right,1152414584,141,18.8,2125585190,212,7.4,2077181149,140,72.4,,,,,,,,,,1qy3lvs9b2obn70ogxi8nrpih,J. Jones,,,,,,,,,,,,,,,,,,,,,,
1235575933,18,1,1,2,20,ewnp4j1j79y9gmqfborxzvp8r,0,72.4,18.8,2018-04-23T14:20:37.308Z,2018-04-23T14:20:38Z,1762500745,56,Center,1869311077,140,87.0,1367914047,141,37.3,1243346360,213,0.7,1976652641,212,19.8,,,,,,,,,,5edq3whmws0xn7ae295bwwj4l,A. Heatherson,,,,,,,,,,,,,,,,,,,,,,
