id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId
1308441103,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-04-01T10:54:33.480Z,2018-04-01T11:40:25Z,1152232774,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5",1170202614,197,723,1626833591,130,8,1960506550,59,"1, 18, 3, 10, 6, 16, 23, 20, 11, 8, 21, 9, 13, 15, 17, 29",1800642797,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1335464840,194,96380,1289117970,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",1171274700,30,"w751k9p25kmtsveitxdlz6j9, 19npqca9guxs7p2yl5sbjmbx1, 16gnoas9x34hm887omkmeee39, 5m2ilglr6tlmgs2d4qzk5wno5, 6zaowm8oua2nzpobekogff1lh, egt40316gg12vn8a4mbax3kr9, 3sn815dsm0i0rnw9nigjyb0et, dqpv2janh4g4qkiqx7h7vs8gl, wupxscyf4x7rsjidpmp0wnv9, 1dbhha29epjmo8g4xfm5taaj9, 28yvc8jmyyfavb0hetafjdadx, da8ymxqy00lunda8tq9oltuj9, 7e8f4kfwcucaj4239xz0rai1h, 6679bfd6bjylogbe4ebese85x, 3beshocpsefo41ue002l0mx1x, 54hjbtj3pm6a4qruhfsz6z3zd",,,,,,,,,,,,,,,,,,,,,,,,,,
1999153923,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2018-04-01T10:59:44.322Z,2018-04-01T11:36:47Z,1768366894,197,735,1336731791,130,18,1265454233,30,"9rwosl795t1spjfjt808ibv85, 2s15k44faiinj3gz5tswtv4d1, tjj9bi5fxsbn2xtdprqsaswl, eincxi6xa1nrhr9qldtxboyqd, daqovjw2z3rsq6rs1vq38980l, anghujtc4achyb9mflowgg9n9, 589yqifloa5j7qwp2gnemyml1, 7im1atd7ziav111a9o6mh9gid, drwlmmiguqz2mfzsh6gjmklx, c7yhj2xdx8l773wfswykl9hat, 8m3okb64mh1m7dfmp0km4wct1, 4vjejwvr5b6lphpjmuc0wlsr9, 9suedxn974tkwr7tfp05fcnh1, 8lpratkbgv02qcp9lth3yy3md, 10ns8ha5l1b5q8c9u3fje8r11, cij18xj0bx2zyx3mi9xwykn9x, apnae1pkhwjx0hwhg6x0rwst1",1172410658,59,"1, 3, 20, 16, 18, 4, 2, 10, 24, 23, 14, 5, 7, 9, 11, 22, 28",1399844131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1296456658,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",1279997923,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",1439883233,194,97105,,,,,,,,,,,,,,,,,,,,,,,,,,
1972075127,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2018-04-01T11:31:19.877Z,2018-04-01T11:31:20Z,2078031786,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336273073,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2018-04-01T11:31:19.877Z,2018-04-01T11:31:19Z,1624845990,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234013372,3,1,1,0,1,spi3g782q7m4evjxn1sv6cfa,1,49.9,50.3,2018-04-01T11:31:21.600Z,2018-04-01T11:31:23Z,1529364385,212,10.8,1100672229,141,43.4,2026252425,279,S,1937089247,140,40.6,1896529396,213,3.6,1722931253,56,Back,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,
1691939615,4,1,1,0,3,spi3g782q7m4evjxn1sv6cfa,1,40.7,42.4,2018-04-01T11:31:23.194Z,2018-04-01T11:31:26Z,2034776393,213,4.5,1624965069,56,Back,1384924846,212,17.8,1456659916,140,37.5,2124480345,141,16.7,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,
2018291108,5,1,1,0,6,spi3g782q7m4evjxn1sv6cfa,1,44.1,12.3,2018-04-01T11:31:26.458Z,2018-04-01T11:31:29Z,1483350647,212,23.6,1318675842,141,31.0,1810355894,213,0.6,1808572655,140,63.0,1845469840,56,Center,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,
1305205052,6,1,1,0,9,spi3g782q7m4evjxn1sv6cfa,1,60.9,33.7,2018-04-01T11:31:29.273Z,2018-04-01T11:31:31Z,1885374364,140,55.7,1288991434,213,2.3,1257683423,212,8.4,1342387340,141,43.1,2006334786,56,Center,,,,,,,,,,c7yhj2xdx8l773wfswykl9hat,R. Bachmann,,,,,,,,,,,,,,,,,,,,,,,,
1656340516,7,1,1,0,11,spi3g782q7m4evjxn1sv6cfa,1,56.7,43.4,2018-04-01T11:31:31.529Z,2018-04-01T11:31:35Z,1903645846,141,77.0,2001583187,213,1.4,1396868633,140,60.7,1585554892,56,Center,1419611731,212,23.2,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,
1214521362,8,1,1,0,15,spi3g782q7m4evjxn1sv6cfa,0,69.9,81.2,2018-04-01T11:31:35.163Z,2018-04-01T11:31:36Z,2110467734,155,,1621697995,212,23.9,1343544006,140,84.0,1247796498,213,5.4,2009801968,56,Center,1626797375,141,53.6,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
