id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/14/value
2034033826,209,49,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,80.2,96.8,2017-09-26T10:22:26.840Z,2017-09-26T10:58:44Z,,,,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899100126,210,1,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,81,94.8,2017-09-26T10:22:27.240Z,2017-09-26T10:58:45Z,1785280724,56,Left,1681599127,212,6.0,1117499946,140,75.5,1811566861,141,97.2,1687418064,213,2.9,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365206102,211,1,1,0,33,5rurqie3qt1qav9ir5mkqinn,0,75.5,97.2,2017-09-26T10:22:28.436Z,2017-09-26T10:58:45Z,1800798697,212,33.3,1432306120,213,5.2,1697161114,2,,1109993389,155,,1263962751,140,91.2,1474142219,1,,1578619374,56,Center,2059857650,141,54.6,3beshocpsefo41ue002l0mx1x,H. O'Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894501676,200,12,1,0,34,4s6f6ktui5q36clvqisqr6lvo,1,9.6,50.1,2017-09-26T10:22:29.662Z,2017-09-26T11:13:55Z,1323989889,56,Back,1102992954,140,16.7,1829863145,213,0.0,2055590210,212,7.5,1818091920,15,,1367403141,141,50.4,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150371804,201,49,1,0,36,4s6f6ktui5q36clvqisqr6lvo,1,18.5,53.9,2017-09-26T10:22:32.110Z,2017-09-26T10:58:47Z,,,,,,,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098195146,202,1,1,0,37,4s6f6ktui5q36clvqisqr6lvo,0,20.9,54.9,2017-09-26T10:22:32.526Z,2017-09-26T11:13:55Z,1648928360,56,Back,1393637330,140,35.0,1104213820,213,6.1,1851281656,212,15.1,1311247933,141,50.9,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065676480,212,49,1,0,40,5rurqie3qt1qav9ir5mkqinn,1,69.7,57.6,2017-09-26T10:22:35.465Z,2017-09-26T10:58:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409593032,213,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,69.7,57.6,2017-09-26T10:22:36.305Z,2017-09-26T10:58:48Z,1546254129,140,72.6,1317843127,213,4.9,1541630599,56,Center,1359353991,141,27.6,1447652818,212,20.6,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714276741,214,1,1,0,43,5rurqie3qt1qav9ir5mkqinn,0,79.3,29.4,2017-09-26T10:22:38.953Z,2017-09-26T10:58:48Z,1732251012,213,1.0,1661403063,140,93.1,1723767983,155,,1132691088,56,Center,1077382694,212,28.5,1378819823,141,65.5,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026749749,203,12,1,0,46,4s6f6ktui5q36clvqisqr6lvo,1,6.1,36.3,2017-09-26T10:22:41.934Z,2017-09-26T11:13:55Z,1928607506,212,13.7,1079803140,56,Back,2082821548,140,0.0,1710315618,167,,1742480263,141,18.9,1321930671,213,4.2,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099156428,204,6,1,0,47,4s6f6ktui5q36clvqisqr6lvo,0,3.2,26.7,2017-09-26T10:22:42.945Z,2017-09-26T11:13:55Z,1673509070,56,Back,1325688209,233,215,1275742719,73,,,,,,,,,,,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060395477,215,6,1,0,47,5rurqie3qt1qav9ir5mkqinn,1,96.8,73.3,2017-09-26T10:22:42.945Z,2017-09-26T11:05:49Z,1264658576,56,Center,1906786812,73,,1164163187,233,204,,,,,,,,,,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469595888,4,43,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-09-24T13:02:09.750Z,2017-09-26T10:03:41Z,1896677088,56,Back,784049965,75,0,1237400861,144,6,105682643,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141852904,5,43,1,0,55,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2017-09-24T13:02:09.750Z,2017-09-26T10:03:41Z,1881784251,56,Back,747623022,75,0,585371146,144,6,,,,,,,,,,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421630961,216,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,0,99.5,99.5,2017-09-26T10:23:14.624Z,2017-09-26T10:58:52Z,1360325731,223,,1616038507,212,31.1,1305426187,6,,1336479754,141,53.9,1487135733,2,,1507021919,56,Center,1940918927,140,96.7,1825285459,213,4.6,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,2122597292,155,,,,,,,,,,,,,,,,,,,,,,,,,,
485421996,5,43,1,1,22,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-09-24T13:02:36.620Z,2017-09-26T10:03:44Z,1056875494,2,0,802540764,6,0,1366459887,213,4.6,2144314330,140,3.8,436887795,144,1,990758401,155,0,865165079,212,33.4,66532676,56,Center,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,1002485987,1,0,2138716431,141,49.3,,,,,,,,,,,,,,,,,,,,,,
1230183326,205,12,1,1,23,4s6f6ktui5q36clvqisqr6lvo,1,3.9,47.5,2017-09-26T10:23:19.450Z,2017-09-26T11:13:55Z,2024662640,56,Back,1771597438,15,,1916465830,140,15.4,1617970630,141,2.8,1146325350,212,32.7,1910374624,213,5.1,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600963908,217,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,1,85.1,97.8,2017-09-26T10:23:21.320Z,2017-09-26T10:58:54Z,1862119819,140,75.5,1704756762,141,95.3,1422564059,213,3.3,1118807005,56,Left,1125504928,212,10.2,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333880385,6,43,1,1,27,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2017-09-24T13:02:41.332Z,2017-09-26T10:03:39Z,1953926429,144,12,274511709,56,Center,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282038472,218,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,75.3,94.5,2017-09-26T10:23:24.769Z,2017-09-26T11:10:07Z,1639537175,213,4.0,1453114516,212,21.4,1146357311,56,Center,1945841703,140,62.3,1588053855,141,70.2,,,,,,,,,,3beshocpsefo41ue002l0mx1x,H. O'Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867758628,219,1,1,1,30,5rurqie3qt1qav9ir5mkqinn,1,62.3,70.2,2017-09-26T10:23:26.910Z,2017-09-26T11:10:08Z,1319084763,141,49.1,2120937690,212,17.8,1510703806,56,Center,1097366322,213,5.3,1496731522,155,,1810256280,140,72.4,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076689959,207,55,1,1,32,4s6f6ktui5q36clvqisqr6lvo,1,15,50.7,2017-09-26T10:23:27.138Z,2017-09-26T11:22:10Z,,,,,,,,,,,,,,,,,,,,,,,,,3u2e56fhs12qok7truspt65zp,A. Mannion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851342786,220,2,1,1,32,5rurqie3qt1qav9ir5mkqinn,1,72.4,49.1,2017-09-26T10:23:27.138Z,2017-09-26T11:10:36Z,2100387091,141,50.3,1847500209,56,Center,1361795817,140,85.9,1629370693,7,92k3ea1daqrl2ri1jn49v0vyt,,,,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473211334,221,43,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-09-26T10:23:29.138Z,2017-09-26T11:10:38Z,1641347050,144,61,1182607289,56,Center,,,,,,,,,,,,,,,,,,,92k3ea1daqrl2ri1jn49v0vyt,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848610140,6,43,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-09-24T13:03:03.596Z,2017-09-26T10:03:39Z,1447102917,144,72,,,,,,,,,,,,,,,,,,,,,,92k3ea1daqrl2ri1jn49v0vyt,J. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890936370,208,1,1,2,1,4s6f6ktui5q36clvqisqr6lvo,1,15,50.7,2017-09-26T10:23:56.821Z,2017-09-26T11:13:55Z,1313699508,56,Back,1459281937,152,,1423832515,141,72.7,1081432035,212,15.9,1463210101,140,20.0,1887139809,213,1.2,1715242556,5,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435370475,209,1,1,2,4,4s6f6ktui5q36clvqisqr6lvo,1,23.6,73.2,2017-09-26T10:24:00.600Z,2017-09-26T11:13:54Z,1230110854,141,82.9,1482853643,140,55.9,1448039438,1,,1409530551,56,Left,1545545763,213,0.2,1267695671,212,34.6,1905725306,155,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773505798,7,43,1,2,7,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2017-09-24T13:03:21.909Z,2017-09-26T10:04:11Z,1581914863,279,0,201542023,286,0,671949868,236,0,1491013866,5,0,982272953,23,0,1390127442,240,0,1907634562,212,34.1,1637927634,140,57.1,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,1909541311,241,0,482763063,144,1,2127910786,56,Back,1646910954,141,33.4,982703594,213,0.4,,,,,,,,,,,,,
1877683546,210,1,1,2,7,4s6f6ktui5q36clvqisqr6lvo,1,55.9,82.9,2017-09-26T10:24:02.598Z,2017-09-26T11:13:54Z,2145489760,141,95.3,1653144052,212,12.0,1432509376,213,2.4,1290837559,56,Back,1298033200,140,47.8,,,,,,,,,,603a4qspj7wrjibc5012wbu1h,A. Hegerberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448056346,211,61,1,2,14,4s6f6ktui5q36clvqisqr6lvo,0,77.6,95.7,2017-09-26T10:24:09.422Z,2017-09-26T11:13:54Z,2127798954,56,Left,,,,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088383600,222,49,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,8,11.9,2017-09-26T10:24:10.336Z,2017-09-26T10:59:02Z,,,,,,,,,,,,,,,,,,,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469561079,223,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,8,11.9,2017-09-26T10:24:11.152Z,2017-09-26T10:59:03Z,1823793552,56,Back,1448801142,212,16.1,1816703859,213,1.7,1570785952,140,6.1,1717963611,141,35.4,,,,,,,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289332881,224,1,1,2,17,5rurqie3qt1qav9ir5mkqinn,0,6.1,35.4,2017-09-26T10:24:12.737Z,2017-09-26T10:59:03Z,2104772995,1,,1829912144,140,44.8,1134701454,213,6.0,1085808297,56,Back,1427924650,157,,1797580624,141,20.0,1788305170,212,42.0,,,,w751k9p25kmtsveitxdlz6j9,S. van Veenendaal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150779873,212,1,1,2,20,4s6f6ktui5q36clvqisqr6lvo,0,58.2,76.7,2017-09-26T10:24:15.990Z,2017-09-26T11:13:54Z,2102557650,213,5.4,1103346819,141,60.8,2106033115,56,Center,1676733930,3,,1285298952,140,66.1,1681453762,212,13.6,,,,,,,akrrd6cqvl0ii64zdt9u3gtlh,M. Ewers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137663688,213,44,1,2,23,4s6f6ktui5q36clvqisqr6lvo,0,67.4,64.6,2017-09-26T10:24:18.516Z,2017-09-26T11:13:54Z,1795131987,286,,1325705636,56,Center,2117238978,233,225,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674783167,225,44,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,32.6,35.4,2017-09-26T10:24:18.526Z,2017-09-26T10:59:05Z,1089342413,56,Back,1302596370,233,213,1752436425,285,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888412836,226,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,31.4,31.5,2017-09-26T10:24:19.392Z,2017-09-26T10:59:06Z,1731557413,3,,1647538028,56,Back,1579900069,141,29.4,1431837256,212,5.8,1286827931,140,36.8,1389747198,213,6.0,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958326326,227,1,1,2,25,5rurqie3qt1qav9ir5mkqinn,1,37.4,29.5,2017-09-26T10:24:20.384Z,2017-09-26T10:59:07Z,1571656320,141,38.3,1998482985,140,31.5,2131877331,213,2.4,2096669962,212,8.6,1788273398,56,Back,1908453646,156,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570090192,228,1,1,2,26,5rurqie3qt1qav9ir5mkqinn,1,31.5,38.3,2017-09-26T10:24:21.400Z,2017-09-26T10:59:08Z,1368432505,212,11.6,1947979027,141,37.0,2132950221,140,20.5,1539728498,213,3.2,1289737101,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907962344,230,1,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,20.5,37,2017-09-26T10:24:24.528Z,2017-09-26T10:59:08Z,1538616923,56,Back,1422001507,213,4.9,1836366104,212,16.8,1822096091,141,12.6,1103130916,140,23.0,,,,,,,,,,dqpv2janh4g4qkiqx7h7vs8gl,D. Janssen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617683616,231,1,1,2,33,5rurqie3qt1qav9ir5mkqinn,0,42.3,10.9,2017-09-26T10:24:28.319Z,2017-09-26T10:59:09Z,1239324058,1,,1868234241,140,79.5,1983100391,213,0.1,2067761720,56,Right,1567484701,141,17.1,1654576637,155,,1879569421,212,39.3,,,,cavj1k0ukpd9c1ppg5ab4ycph,J. Wik,,,,,,,,,,,,,,,,,,,,,,,,,,,,
