id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value
1113895439,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2017-09-30T11:08:45.337Z,2017-09-30T11:30:42Z,1834569234,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",1217317110,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1473892295,30,"20ccu2ngcfo3cvczhzk682ju1, 8evgc5zhtfnqatt15vr3ttwwl, 1cyzpbgl74lage7toh7f1tgb9, 8h7r4d4z2gjne58xwu3koiok5, 5vuw3lywsh90t394m8h6g5ihh, d9zt8e8lnk9a22we6o6wqyndh, aozm5rtnqkoutfk1mijjx7f11, 6flq1204p7494fm1ct06w6ket, evby1gm2puzpuzrj54oel4iqd, 18kiz7s5jlyotkb4p0sbbxyol, c705ailfiov40xwoysz0ggct1, 52w10pe7mkfv4twb2p2c5ugnp, c4tkrrhs6o8ii0wnmi5y66cwl, bo5e35lsptja0pnlvk1y38dex, 2a45d0hq84uxfi5t9c65dw7vt, 4rz247hboaqnxo1mbdiw3ctsl, e74z4kxtt4idpght8etnepcd1",1089859717,197,1154,1604834123,194,14772,1636756641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",1194335742,59,"26, 23, 3, 24, 6, 5, 8, 11, 16, 22, 17, 9, 12, 14, 18, 20, 21",1432974851,130,4,,,,,,,,,,,,,,,,,,,,,,,,,
1313425915,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-09-30T11:12:35.222Z,2017-09-30T11:35:41Z,2142410880,194,96373,2124244896,130,8,1308679354,30,"w751k9p25kmtsveitxdlz6j9, 8kpduocqm0cr5nt7v76vqc0r9, 16gnoas9x34hm887omkmeee39, 6zaowm8oua2nzpobekogff1lh, 47myw1a3t04b3t14sn4x4mt3p, dqpv2janh4g4qkiqx7h7vs8gl, 19npqca9guxs7p2yl5sbjmbx1, 1dbhha29epjmo8g4xfm5taaj9, 92k3ea1daqrl2ri1jn49v0vyt, 28yvc8jmyyfavb0hetafjdadx, 3beshocpsefo41ue002l0mx1x, da8ymxqy00lunda8tq9oltuj9, wupxscyf4x7rsjidpmp0wnv9, 7e8f4kfwcucaj4239xz0rai1h, 8n2xsdc43sii4t0hsci397aad, 3sn815dsm0i0rnw9nigjyb0et, cavj1k0ukpd9c1ppg5ab4ycph, 9n2d2dv38kp2exb7z3xh2ykiy",2046587476,197,723,2097946097,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",1934559030,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1972491741,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",1789239969,59,"1, 2, 3, 6, 5, 20, 18, 8, 14, 21, 17, 9, 11, 13, 19, 23, 25, 22",,,,,,,,,,,,,,,,,,,,,,,,,
1550945016,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2017-09-30T11:30:56.545Z,2017-09-30T11:30:56Z,1760614817,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728792826,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2017-09-30T11:30:56.545Z,2017-09-30T11:30:57Z,1858655499,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134651353,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.2,50.6,2017-09-30T11:30:57.287Z,2017-09-30T11:30:59Z,1585749487,213,3.0,1389533708,140,43.2,2121359283,279,S,1894241457,278,,1913332197,212,7.4,1802290279,141,52.2,1671755864,56,Back,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1891624966,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,0,43.2,52.2,2017-09-30T11:30:59.702Z,2017-09-30T11:31:01Z,1643049863,1,,1467380241,155,,1527099962,141,17.6,1495321104,213,5.6,2065707795,212,37.4,2014548183,140,70.9,1695826241,56,Right,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,
2063614832,3,1,1,0,4,36tr17foeaf9ejjmt2txuoy3y,1,28.6,82.4,2017-09-30T11:31:01.432Z,2017-09-30T11:31:04Z,2106643498,3,,1325859474,212,12.0,1493706317,56,Back,1524486471,213,6.2,1225368627,140,40.0,1298407101,141,81.8,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,
2126650902,4,1,1,0,7,36tr17foeaf9ejjmt2txuoy3y,0,40.2,81.8,2017-09-30T11:31:04.168Z,2017-09-30T11:34:07Z,2001252929,56,Left,1417773225,3,,1231557079,213,0.0,2051837617,212,11.2,1602270985,140,50.9,1617593689,168,,1363209605,141,82.1,,,,6flq1204p7494fm1ct06w6ket,I. Christiansen,,,,,,,,,,,,,,,,,,,,,,,
1209048009,5,1,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,47.9,15.9,2017-09-30T11:31:05.607Z,2017-09-30T11:31:07Z,2123646665,213,0.7,1857807277,140,55.6,1565785031,56,Center,1818073540,212,10.4,1577623820,141,25.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
1248873298,6,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,55.6,25.9,2017-09-30T11:31:07.380Z,2017-09-30T11:31:08Z,1910477234,56,Center,1389226088,212,5.8,1357200345,213,2.1,1843717226,140,52.6,1489076639,141,33.0,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
