id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/11/value
2167473057,6,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,17.2,57.6,2019-11-25T13:33:30.365Z,2019-11-25T13:33:34Z,2248138155,56,Back,2248138163,212,15.0,2248138159,141,35.7,2248138161,213,4.8,2248138157,140,19.1,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473065,7,1,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,21.4,34.8,2019-11-25T13:33:34.197Z,2019-11-25T13:33:36Z,2248138213,213,5.0,2248138209,140,27.3,2248138211,141,7.7,2248138207,56,Back,2248138215,212,19.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473073,8,1,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,28.5,9.1,2019-11-25T13:33:36.077Z,2019-11-25T13:33:37Z,2248138261,213,0.7,2248138257,140,34.5,2248138259,141,16.8,2248138263,212,8.2,2248138255,56,Back,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473083,9,1,1,0,37,5rurqie3qt1qav9ir5mkqinn,1,34.5,16.8,2019-11-25T13:33:37.613Z,2019-11-25T13:33:50Z,2248138319,212,7.7,2248138315,141,11.4,2248138313,140,28.1,2248138311,56,Back,2248138317,213,3.6,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473095,11,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,28.3,11,2019-11-25T13:33:41.605Z,2019-11-25T13:33:43Z,2248138393,212,8.6,2248138385,56,Back,2248138387,140,23.7,2248138389,141,21.5,2248138391,213,2.2,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473119,12,1,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,24.3,21.8,2019-11-25T13:33:43.237Z,2019-11-25T13:33:50Z,2248138523,140,15.4,2248138521,56,Back,2248138529,212,27.7,2248138525,141,60.2,2248138527,213,1.9,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473129,13,1,1,0,51,5rurqie3qt1qav9ir5mkqinn,1,16,60.9,2019-11-25T13:33:51.581Z,2019-11-25T13:33:53Z,2248138593,141,93.9,2248138595,213,1.2,2248138597,212,24.1,2248138591,140,24.4,2248138589,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473141,14,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,1,24.4,93.9,2019-11-25T13:33:53.157Z,2019-11-25T13:33:54Z,2248138643,140,15.7,2248138641,56,Back,2248138645,141,80.0,2248138649,212,13.1,2248138647,213,3.9,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473143,15,1,1,0,53,5rurqie3qt1qav9ir5mkqinn,1,15.7,80,2019-11-25T13:33:54.005Z,2019-11-25T13:33:55Z,2248138669,140,22.9,2248138675,212,12.4,2248138667,56,Back,2248138671,141,94.5,2248138673,213,0.9,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473145,16,1,1,0,54,5rurqie3qt1qav9ir5mkqinn,0,22.9,94.5,2019-11-25T13:33:55.157Z,2019-11-25T13:33:55Z,2248138691,212,7.7,2248138681,56,Back,2248138685,141,89.4,2248138689,213,5.8,2248138683,140,29.4,2248138679,155,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473149,6,49,1,0,55,mjejb0x57ms54j9ry6s8njwh,1,66.1,12.5,2019-11-25T13:33:55.957Z,2019-11-25T13:33:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473163,7,1,1,0,56,mjejb0x57ms54j9ry6s8njwh,1,68.1,11,2019-11-25T13:33:56.629Z,2019-11-25T13:33:59Z,2248138785,141,23.1,2248138787,213,0.9,2248138789,212,10.4,2248138781,56,Center,2248138783,140,74.1,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473165,8,61,1,0,59,mjejb0x57ms54j9ry6s8njwh,0,74.1,23.1,2019-11-25T13:33:59.269Z,2019-11-25T13:33:59Z,2248138793,56,Center,,,,,,,,,,,,,,,,,,,,,,8nm8tcjs4t6q07r9g1024xhw5,K. Linnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473171,17,61,1,1,0,5rurqie3qt1qav9ir5mkqinn,1,24.8,67,2019-11-25T13:34:00.701Z,2019-11-25T13:34:00Z,2248138823,56,Back,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473173,18,49,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,19.6,62.1,2019-11-25T13:34:02.606Z,2019-11-25T13:34:02Z,,,,,,,,,,,,,,,,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473185,19,1,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,19.6,62.1,2019-11-25T13:34:02.941Z,2019-11-25T13:34:05Z,2248138879,141,46.0,2248138877,140,39.5,2248138883,212,23.6,2248138881,213,5.8,2248138875,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473189,20,61,1,1,4,5rurqie3qt1qav9ir5mkqinn,0,39.5,46,2019-11-25T13:34:04.192Z,2019-11-25T13:34:07Z,2248138889,56,Back,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473187,9,49,1,1,5,mjejb0x57ms54j9ry6s8njwh,1,68.8,65.2,2019-11-25T13:34:05.461Z,2019-11-25T13:34:05Z,,,,,,,,,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,O. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473191,10,1,1,1,5,mjejb0x57ms54j9ry6s8njwh,1,68.8,65.2,2019-11-25T13:34:05.613Z,2019-11-25T13:34:07Z,2248138911,141,84.8,2248138909,140,54.6,2248138915,212,20.0,2248138913,213,2.4,2248138907,56,Left,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,O. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473195,11,1,1,1,7,mjejb0x57ms54j9ry6s8njwh,1,54.6,84.8,2019-11-25T13:34:07.741Z,2019-11-25T13:34:09Z,2248138947,212,19.4,2248138941,140,41.6,2248138939,56,Back,2248138943,141,64.5,2248138945,213,3.9,,,,,,,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473203,12,1,1,1,9,mjejb0x57ms54j9ry6s8njwh,1,41.6,64.5,2019-11-25T13:34:09.373Z,2019-11-25T13:34:12Z,2248139011,141,52.8,2248139015,212,25.3,2248139013,213,3.5,2248139009,140,18.7,2248139007,56,Back,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473211,13,1,1,1,11,mjejb0x57ms54j9ry6s8njwh,1,18.8,51.9,2019-11-25T13:34:12.109Z,2019-11-25T13:34:14Z,2248139055,213,5.1,2248139053,141,30.0,2248139057,212,16.1,2248139049,56,Back,2248139051,140,24.7,,,,,,,,,,8zk6kcs75hjevbu61h9n2fkr9,A. Preuß,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473269,14,1,1,1,14,mjejb0x57ms54j9ry6s8njwh,1,25.5,28.2,2019-11-25T13:34:14.933Z,2019-11-25T13:34:19Z,2248139233,56,Back,2248139241,212,25.8,2248139239,213,1.7,2248139235,140,22.0,2248139237,141,65.7,,,,,,,,,,cjzf3fxksqxnbbsk5jekh9i39,S. Bradley-Auckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473307,15,1,1,1,19,mjejb0x57ms54j9ry6s8njwh,1,24.7,64.5,2019-11-25T13:34:19.301Z,2019-11-25T13:34:24Z,2248139381,213,1.2,2248139383,212,18.8,2248139377,140,31.7,2248139375,56,Back,2248139379,141,90.0,,,,,,,,,,13ch4zgnhtydtkf9vlvh68hjp,N. Fahey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473313,16,1,1,1,23,mjejb0x57ms54j9ry6s8njwh,1,32.3,89.9,2019-11-25T13:34:23.989Z,2019-11-25T13:34:27Z,2248139411,56,Back,2248139417,213,4.6,2248139415,141,81.2,2248139413,140,31.5,2248139419,212,6.0,,,,,,,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473329,17,1,1,1,26,mjejb0x57ms54j9ry6s8njwh,1,34.8,89.1,2019-11-25T13:34:27.053Z,2019-11-25T13:34:30Z,2248139503,213,0.4,2248139501,141,95.0,2248139497,56,Back,2248139505,212,9.4,2248139499,140,42.9,,,,,,,,,,d22z3s84b3lansikunko3vsgl,J. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473335,18,61,1,1,28,mjejb0x57ms54j9ry6s8njwh,0,42.9,95,2019-11-25T13:34:28.192Z,2019-11-25T13:34:38Z,2248139517,56,Back,,,,,,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,O. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473337,19,5,1,1,29,mjejb0x57ms54j9ry6s8njwh,0,45.4,101.8,2019-11-25T13:34:29.192Z,2019-11-25T13:34:36Z,2248139525,56,Back,2248139549,233,21,2248139527,347,,,,,,,,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,O. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473331,21,5,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,54.6,-1.8,2019-11-25T13:34:29.192Z,2019-11-25T13:34:48Z,2248139509,56,Right,2248139511,347,,2248139531,233,19,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473367,22,1,1,1,43,5rurqie3qt1qav9ir5mkqinn,1,56,0,2019-11-25T13:34:43.861Z,2019-11-25T13:34:45Z,2248139689,107,,2248139695,141,14.7,2248139691,56,Back,2248139693,140,48.2,2248139697,213,2.2,2248139699,212,13.7,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473369,23,1,1,1,44,5rurqie3qt1qav9ir5mkqinn,0,48.2,14.7,2019-11-25T13:34:44.877Z,2019-11-25T13:34:45Z,2248139703,56,Back,2248139711,212,11.4,2248139705,140,47.9,2248139707,141,0.0,2248139709,213,4.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473379,20,5,1,1,45,mjejb0x57ms54j9ry6s8njwh,1,52.2,101.6,2019-11-25T13:34:45.465Z,2019-11-25T13:34:49Z,2248139755,233,24,2248139741,56,Left,2248139743,347,,,,,,,,,,,,,,,,,d22z3s84b3lansikunko3vsgl,J. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473373,24,5,1,1,45,5rurqie3qt1qav9ir5mkqinn,0,47.8,-1.6,2019-11-25T13:34:45.465Z,2019-11-25T13:34:48Z,2248139725,56,Back,2248139761,233,20,2248139727,347,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473403,21,1,1,1,58,mjejb0x57ms54j9ry6s8njwh,1,49,100,2019-11-25T13:34:59.158Z,2019-11-25T13:35:02Z,2248139887,212,18.0,2248139881,140,63.4,2248139877,107,,2248139883,141,86.5,2248139879,56,Left,2248139885,213,5.7,,,,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473407,22,1,1,2,2,mjejb0x57ms54j9ry6s8njwh,1,63.4,82.7,2019-11-25T13:35:02.286Z,2019-11-25T13:35:04Z,2248139905,140,53.3,2248139907,141,65.1,2248139909,213,4.0,2248139903,56,Center,2248139911,212,16.0,,,,,,,,,,8nm8tcjs4t6q07r9g1024xhw5,K. Linnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473419,23,1,1,2,4,mjejb0x57ms54j9ry6s8njwh,1,47.8,65.4,2019-11-25T13:35:04.342Z,2019-11-25T13:35:08Z,2248139969,141,36.6,2248139971,213,4.1,2248139967,140,35.4,2248139973,212,23.5,2248139965,56,Back,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473429,24,1,1,2,7,mjejb0x57ms54j9ry6s8njwh,1,38.8,34.2,2019-11-25T13:35:07.478Z,2019-11-25T13:35:12Z,2248140023,213,5.1,2248140017,56,Back,2248140025,212,18.8,2248140021,141,8.5,2248140019,140,45.3,,,,,,,,,,cjzf3fxksqxnbbsk5jekh9i39,S. Bradley-Auckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473433,25,1,1,2,12,mjejb0x57ms54j9ry6s8njwh,1,60.7,5.2,2019-11-25T13:35:12.270Z,2019-11-25T13:35:14Z,2248140049,213,0.8,2248140047,141,31.0,2248140051,212,24.0,2248140043,56,Center,2248140041,155,,2248140045,140,76.3,,,,,,,dltovemexu20xdg1ff55b1ed,B. Jane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473443,26,1,1,2,14,mjejb0x57ms54j9ry6s8njwh,1,76.7,31.2,2019-11-25T13:35:14.678Z,2019-11-25T13:35:17Z,2248140095,141,26.1,2248140099,212,10.7,2248140093,140,67.1,2248140097,213,3.5,2248140091,56,Center,,,,,,,,,,7mnh4tu11ggamtweus78bbtg5,C. Sweetman-Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473445,27,61,1,2,17,mjejb0x57ms54j9ry6s8njwh,1,67.1,26.1,2019-11-25T13:35:17.701Z,2019-11-25T13:35:18Z,2248140103,56,Center,,,,,,,,,,,,,,,,,,,,,,8nm8tcjs4t6q07r9g1024xhw5,K. Linnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473449,25,45,1,2,18,5rurqie3qt1qav9ir5mkqinn,0,31.6,81.8,2019-11-25T13:35:19.036Z,2019-11-25T14:06:18Z,2248140139,233,28,2248140119,285,,2248140117,56,Back,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473453,28,3,1,2,18,mjejb0x57ms54j9ry6s8njwh,1,68.4,18.2,2019-11-25T13:35:19.046Z,2019-11-25T13:35:20Z,2248140137,233,25,2248140135,286,,2248140133,56,Center,,,,,,,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473459,29,1,1,2,19,mjejb0x57ms54j9ry6s8njwh,1,72.5,17.3,2019-11-25T13:35:19.894Z,2019-11-25T13:35:21Z,2248140177,212,7.9,2248140171,140,75.6,2248140173,141,6.7,2248140175,213,5.1,2248140169,56,Right,,,,,,,,,,8eixmur5ss02hjp0vh099jyz9,R. Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473463,30,1,1,2,21,mjejb0x57ms54j9ry6s8njwh,1,74.7,17.1,2019-11-25T13:35:21.718Z,2019-11-25T13:35:24Z,2248140187,140,68.4,2248140193,212,14.7,2248140191,213,2.0,2248140185,56,Center,2248140189,141,36.4,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473479,31,1,1,2,23,mjejb0x57ms54j9ry6s8njwh,1,69.7,37.6,2019-11-25T13:35:24.078Z,2019-11-25T13:35:28Z,2248140297,56,Center,2248140299,140,73.9,2248140301,141,57.6,2248140305,212,14.3,2248140303,213,1.3,,,,,,,,,,d22z3s84b3lansikunko3vsgl,J. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473481,32,1,1,2,28,mjejb0x57ms54j9ry6s8njwh,0,74.3,65.5,2019-11-25T13:35:28.446Z,2019-11-25T13:35:29Z,2248140309,56,Center,2248140313,141,68.1,2248140315,213,0.3,2248140317,212,5.9,2248140311,140,79.7,,,,,,,,,,et6offb5y91ch6mlol3dwcd0p,O. Babajide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473483,26,49,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,20.8,39.5,2019-11-25T13:35:30.053Z,2019-11-25T13:35:30Z,,,,,,,,,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473487,27,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,20.8,39.5,2019-11-25T13:35:30.381Z,2019-11-25T13:35:31Z,2248140339,212,6.7,2248140337,213,0.4,2248140335,141,43.1,2248140331,56,Back,2248140333,140,26.7,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473491,28,1,1,2,31,5rurqie3qt1qav9ir5mkqinn,1,27.5,45.5,2019-11-25T13:35:31.805Z,2019-11-25T13:35:34Z,2248140357,56,Back,2248140359,140,18.7,2248140365,212,11.0,2248140363,213,2.6,2248140361,141,54.3,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473495,29,1,1,2,33,5rurqie3qt1qav9ir5mkqinn,1,18.7,54.3,2019-11-25T13:35:34.021Z,2019-11-25T13:35:35Z,2248140389,212,15.0,2248140387,213,1.3,2248140381,56,Back,2248140383,140,22.5,2248140385,141,75.6,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167473505,30,1,1,2,35,5rurqie3qt1qav9ir5mkqinn,1,22.5,75.6,2019-11-25T13:35:35.349Z,2019-11-25T13:35:37Z,2248140419,213,1.0,2248140415,140,30.2,2248140421,212,15.6,2248140413,56,Back,2248140417,141,95.3,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
