id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value
2181167761,7,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,0,35.6,65.4,2020-02-03T13:22:48.785Z,2020-02-03T13:22:51Z,2316794119,141,41.6,2316794115,56,Back,2316794121,213,5.3,2316794117,140,46.3,2316794123,212,19.7,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,
2181167767,5,49,1,0,12,36tr17foeaf9ejjmt2txuoy3y,1,53.2,62,2020-02-03T13:22:51.007Z,2020-02-03T13:22:51Z,,,,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,
2181167787,6,1,1,0,13,36tr17foeaf9ejjmt2txuoy3y,1,53.1,61.5,2020-02-03T13:22:51.216Z,2020-02-03T13:22:53Z,2316794249,212,17.3,2316794243,140,36.9,2316794247,213,3.3,2316794245,141,57.0,2316794241,56,Back,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,
2181167803,7,1,1,0,15,36tr17foeaf9ejjmt2txuoy3y,1,40,59.6,2020-02-03T13:22:53.455Z,2020-02-03T13:22:56Z,2316794315,212,23.1,2316794313,213,1.5,2316794311,141,93.5,2316794307,56,Back,2316794309,140,41.8,,,,,,,,,,5wjfxb57gtzmp7m29wotyafv9,G. Bonner,,,,,,,,,,,,,,,,,,,,,,,
2181167815,8,1,1,0,17,36tr17foeaf9ejjmt2txuoy3y,0,42.6,94.4,2020-02-03T13:22:56.047Z,2020-02-03T13:22:58Z,2316794377,212,39.4,2316794365,155,,2316794371,141,92.6,2316794367,56,Left,2316794373,1,,2316794369,140,80.1,2316794375,213,6.3,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
2181167819,8,49,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,16.9,6.8,2020-02-03T13:22:59.950Z,2020-02-03T13:23:00Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2181167839,9,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,0,13.8,4.4,2020-02-03T13:23:01.345Z,2020-02-03T13:23:05Z,2316794509,212,12.5,2316794503,140,25.0,2316794505,141,0.0,2316794507,213,5.9,2316794501,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2181167831,9,5,1,0,24,36tr17foeaf9ejjmt2txuoy3y,1,73.2,101.8,2020-02-03T13:23:02.463Z,2020-02-03T13:23:06Z,2316794449,56,Left,2316794451,347,,2316794539,233,10,,,,,,,,,,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,
2181167843,10,5,1,0,24,5rurqie3qt1qav9ir5mkqinn,0,26.8,-1.8,2020-02-03T13:23:02.463Z,2020-02-03T13:50:38Z,2316794541,233,9,2316794525,56,Back,2316794527,347,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2181167859,10,1,1,0,29,36tr17foeaf9ejjmt2txuoy3y,1,71.4,100,2020-02-03T13:23:07.418Z,2020-02-03T13:23:09Z,2316794585,107,,2316794593,213,5.4,2316794595,212,15.8,2316794587,56,Left,2316794589,140,81.0,2316794591,141,83.9,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
2181167871,11,1,1,0,30,36tr17foeaf9ejjmt2txuoy3y,1,77.1,81.1,2020-02-03T13:23:09.055Z,2020-02-03T13:23:13Z,2316794631,140,66.2,2316794635,213,4.1,2316794637,212,20.3,2316794633,141,56.4,2316794629,56,Center,,,,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,
2181167883,12,1,1,0,35,36tr17foeaf9ejjmt2txuoy3y,1,66.2,54.8,2020-02-03T13:23:13.319Z,2020-02-03T13:23:17Z,2316794707,213,4.3,2316794709,212,16.5,2316794703,140,60.4,2316794701,56,Center,2316794705,141,32.2,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
2181167899,13,1,1,0,39,36tr17foeaf9ejjmt2txuoy3y,1,60.3,27.6,2020-02-03T13:23:17.119Z,2020-02-03T13:23:20Z,2316794793,141,8.8,2316794791,140,76.2,2316794795,213,5.6,2316794789,56,Right,2316794797,212,21.0,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,
2181167901,14,1,1,0,42,36tr17foeaf9ejjmt2txuoy3y,0,75.1,2.2,2020-02-03T13:23:20.655Z,2020-02-03T13:23:22Z,2316794853,236,,2316794801,56,Right,2316794855,233,11,2316794803,140,77.1,2316794857,286,,2316794809,212,2.3,2316794805,141,3.7,2316794807,213,0.5,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,,,
2181167913,11,74,1,0,42,5rurqie3qt1qav9ir5mkqinn,1,25.7,96.3,2020-02-03T13:23:20.665Z,2020-02-03T13:52:53Z,2316794847,56,Back,2316794863,233,14,2316794849,285,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
2181167907,15,61,1,0,43,36tr17foeaf9ejjmt2txuoy3y,1,75.2,4.4,2020-02-03T13:23:21.584Z,2020-02-03T13:23:21Z,2316794833,56,Right,,,,,,,,,,,,,,,,,,,,,,aozm5rtnqkoutfk1mijjx7f11,J. Scott,,,,,,,,,,,,,,,,,,,,,,,
2181167915,12,49,1,0,44,5rurqie3qt1qav9ir5mkqinn,1,28.3,95.6,2020-02-03T13:23:23.065Z,2020-02-03T13:23:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
2181167921,13,1,1,0,45,5rurqie3qt1qav9ir5mkqinn,1,28.7,95.3,2020-02-03T13:23:23.512Z,2020-02-03T13:23:25Z,2316794905,213,5.8,2316794903,141,85.7,2316794901,140,40.5,2316794899,56,Back,2316794907,212,14.0,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
2181167927,14,1,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,40.5,85.1,2020-02-03T13:23:24.881Z,2020-02-03T13:23:27Z,2316794935,140,46.7,2316794941,212,13.1,2316794937,141,68.4,2316794933,56,Back,2316794939,213,5.2,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
2181167937,15,1,1,0,48,5rurqie3qt1qav9ir5mkqinn,1,44.5,68.7,2020-02-03T13:23:26.984Z,2020-02-03T13:23:30Z,2316795003,212,10.8,2316794997,140,40.2,2316794995,56,Back,2316794999,141,54.3,2316795001,213,4.3,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,
2181167953,16,1,1,0,51,5rurqie3qt1qav9ir5mkqinn,1,40.1,52.2,2020-02-03T13:23:29.913Z,2020-02-03T13:23:33Z,2316795117,213,4.0,2316795115,141,35.2,2316795111,56,Back,2316795113,140,31.0,2316795119,212,15.0,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
2181167963,17,1,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,28.9,32.1,2020-02-03T13:23:33.481Z,2020-02-03T13:23:36Z,2316795167,141,2.3,2316795171,212,23.4,2316795163,56,Back,2316795165,140,40.1,2316795169,213,5.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2181167967,18,1,1,0,58,5rurqie3qt1qav9ir5mkqinn,0,41.9,5.5,2020-02-03T13:23:36.472Z,2020-02-03T13:23:39Z,2316795185,140,58.2,2316795189,213,0.5,2316795183,56,Right,2316795191,212,19.7,2316795187,141,19.8,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,
2181167969,16,8,1,1,0,36tr17foeaf9ejjmt2txuoy3y,1,43.1,80.9,2020-02-03T13:23:38.176Z,2020-02-03T13:23:38Z,2316795193,56,Back,,,,,,,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
2181167983,17,4,1,1,2,36tr17foeaf9ejjmt2txuoy3y,0,57,71.4,2020-02-03T13:23:40.743Z,2020-02-03T13:23:42Z,2316795269,233,19,2316795245,265,,2316795239,13,,2316795247,285,,2316795243,152,,2316795241,56,Center,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,
2181167987,19,4,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,43,28.6,2020-02-03T13:23:40.743Z,2020-02-03T13:23:42Z,2316795263,286,,2316795259,152,,2316795267,233,17,2316795255,13,,2316795261,265,,2316795257,56,Back,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
2181168025,20,1,1,1,13,5rurqie3qt1qav9ir5mkqinn,1,38.9,33,2020-02-03T13:23:51.353Z,2020-02-03T13:23:53Z,2316795459,213,1.9,2316795449,5,,2316795453,56,Back,2316795457,141,57.0,2316795465,189,,2316795461,212,17.1,2316795455,140,34.1,2316795451,152,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
2181168029,21,1,1,1,15,5rurqie3qt1qav9ir5mkqinn,1,35.3,55.5,2020-02-03T13:23:53.280Z,2020-02-03T13:23:54Z,2316795483,140,35.4,2316795487,213,4.7,2316795481,56,Back,2316795489,212,24.1,2316795485,141,20.0,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,
2181168037,22,1,1,1,15,5rurqie3qt1qav9ir5mkqinn,1,35.4,20,2020-02-03T13:23:53.985Z,2020-02-03T13:23:55Z,2316795543,212,23.9,2316795535,56,Center,2316795541,213,0.1,2316795537,140,58.0,2316795539,141,23.7,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2181168045,23,1,1,1,17,5rurqie3qt1qav9ir5mkqinn,1,57.8,23.7,2020-02-03T13:23:55.481Z,2020-02-03T13:23:57Z,2316795573,212,14.8,2316795571,213,2.5,2316795567,140,46.5,2316795569,141,36.6,2316795565,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,
2181168051,24,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,0,46.7,36.4,2020-02-03T13:23:57.209Z,2020-02-03T13:23:59Z,2316795595,56,Center,2316795593,155,,2316795603,212,21.7,2316795597,140,65.9,2316795601,213,5.9,2316795599,141,24.7,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
2181168047,18,8,1,1,19,36tr17foeaf9ejjmt2txuoy3y,1,33.9,75.9,2020-02-03T13:23:57.319Z,2020-02-03T13:23:57Z,2316795579,15,,2316795577,56,Back,,,,,,,,,,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,
2181168057,19,50,1,1,21,36tr17foeaf9ejjmt2txuoy3y,1,36.7,72,2020-02-03T13:23:59.775Z,2020-02-03T13:24:01Z,2316795627,56,Back,2316795667,233,25,2316795629,286,,,,,,,,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,
2181168059,25,7,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,63.3,28,2020-02-03T13:23:59.785Z,2020-02-03T13:24:01Z,2316795635,233,19,2316795633,285,,2316795631,56,Center,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
2181168073,26,1,1,1,22,5rurqie3qt1qav9ir5mkqinn,1,69,29.4,2020-02-03T13:24:00.792Z,2020-02-03T13:24:02Z,2316795713,141,25.5,2316795717,212,6.3,2316795715,213,5.8,2316795711,140,74.4,2316795709,56,Center,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
2181168089,27,1,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,67.1,25.3,2020-02-03T13:24:02.504Z,2020-02-03T13:24:04Z,2316795769,212,9.7,2316795763,140,66.6,2316795767,213,4.7,2316795761,56,Right,2316795765,141,11.0,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,
2181168097,28,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,1,67.5,17,2020-02-03T13:24:04.545Z,2020-02-03T13:24:06Z,2316795803,140,62.3,2316795801,56,Center,2316795807,213,2.2,2316795809,212,9.3,2316795805,141,28.0,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,
2181168115,29,1,1,1,28,5rurqie3qt1qav9ir5mkqinn,1,63,27.7,2020-02-03T13:24:06.129Z,2020-02-03T13:24:08Z,2316795891,212,4.8,2316795885,140,64.4,2316795889,213,5.0,2316795887,141,21.0,2316795883,56,Right,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
2181168121,30,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,64.4,18.2,2020-02-03T13:24:08.072Z,2020-02-03T13:24:09Z,2316795917,213,3.4,2316795913,140,52.1,2316795919,212,13.2,2316795915,141,14.1,2316795911,56,Right,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,
2181168155,31,1,1,1,31,5rurqie3qt1qav9ir5mkqinn,1,60,10.4,2020-02-03T13:24:09.840Z,2020-02-03T13:24:13Z,2316796071,213,5.8,2316796069,141,2.6,2316796065,56,Right,2316796073,212,11.9,2316796067,140,70.1,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2181168169,32,1,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,69.5,8.3,2020-02-03T13:24:13.792Z,2020-02-03T13:24:16Z,2316796147,213,1.9,2316796149,212,12.4,2316796145,141,25.5,2316796143,140,65.6,2316796141,56,Center,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,
2181168197,33,1,1,1,38,5rurqie3qt1qav9ir5mkqinn,0,71.1,13.2,2020-02-03T13:24:16.617Z,2020-02-03T13:24:20Z,2316796241,141,11.9,2316796237,56,Right,2316796245,212,10.7,2316796239,140,81.3,2316796243,213,6.2,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,
2181168195,20,49,1,1,40,36tr17foeaf9ejjmt2txuoy3y,1,19.6,85.6,2020-02-03T13:24:18.327Z,2020-02-03T13:24:18Z,,,,,,,,,,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
2181168209,21,1,1,1,40,36tr17foeaf9ejjmt2txuoy3y,1,19.5,85.1,2020-02-03T13:24:18.479Z,2020-02-03T13:24:20Z,2316796303,212,4.9,2316796299,141,82.6,2316796297,140,23.9,2316796301,213,5.9,2316796295,56,Back,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
2181168223,22,1,1,1,42,36tr17foeaf9ejjmt2txuoy3y,1,22.2,86.8,2020-02-03T13:24:20.871Z,2020-02-03T13:24:23Z,2316796361,141,69.0,2316796359,140,12.2,2316796363,213,4.0,2316796357,56,Back,2316796365,212,16.0,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,
2181168235,23,1,1,1,45,36tr17foeaf9ejjmt2txuoy3y,1,11.5,62.1,2020-02-03T13:24:23.463Z,2020-02-03T13:24:26Z,2316796435,140,33.3,2316796433,56,Back,2316796439,213,0.3,2316796441,212,23.9,2316796437,141,72.0,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,
2181168241,24,1,1,1,48,36tr17foeaf9ejjmt2txuoy3y,0,33.3,72,2020-02-03T13:24:26.664Z,2020-02-03T13:24:27Z,2316796503,233,34,2316796475,141,74.4,2316796479,212,1.6,2316796477,213,1.6,2316796473,140,33.3,2316796471,56,Back,2316796505,286,,2316796501,236,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,
2181168243,34,74,1,1,48,5rurqie3qt1qav9ir5mkqinn,1,67.3,24.1,2020-02-03T13:24:26.674Z,2020-02-03T13:52:53Z,2316796481,56,Center,2316796507,233,24,2316796483,285,,,,,,,,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,
2181168275,25,1,1,1,49,36tr17foeaf9ejjmt2txuoy3y,1,33.6,75.9,2020-02-03T13:24:27.424Z,2020-02-03T13:24:34Z,2316796639,213,1.0,2316796635,140,42.8,2316796637,141,96.8,2316796641,212,17.2,2316796633,56,Back,,,,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,
2181168295,26,1,1,1,56,36tr17foeaf9ejjmt2txuoy3y,1,47.7,74.4,2020-02-03T13:24:34.696Z,2020-02-03T13:24:38Z,2316796739,213,3.0,2316796733,56,Back,2316796741,212,10.8,2316796737,141,77.0,2316796735,140,37.6,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,
2181168301,27,1,1,2,0,36tr17foeaf9ejjmt2txuoy3y,1,40.5,77.3,2020-02-03T13:24:38.656Z,2020-02-03T13:24:41Z,2316796773,140,37.4,2316796771,56,Back,2316796775,141,63.7,2316796777,213,4.4,2316796779,212,9.8,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,
2181168313,28,1,1,2,3,36tr17foeaf9ejjmt2txuoy3y,1,34,56.9,2020-02-03T13:24:41.328Z,2020-02-03T13:24:45Z,2316796841,140,32.0,2316796845,213,4.6,2316796843,141,22.5,2316796847,212,23.5,2316796837,56,Back,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,
2181168317,29,1,1,2,7,36tr17foeaf9ejjmt2txuoy3y,1,36.8,13.7,2020-02-03T13:24:45.536Z,2020-02-03T13:24:47Z,2316796867,56,Back,2316796871,141,2.9,2316796869,140,47.4,2316796873,213,5.7,2316796875,212,13.3,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,
