id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value
2165746439,7,1,1,0,12,5rurqie3qt1qav9ir5mkqinn,0,55.9,96.8,2019-11-17T15:01:41.076Z,2019-11-17T15:01:42Z,2239483823,213,5.5,2239483825,212,12.4,2239483817,56,Left,2239483821,141,84.4,2239483819,140,64.6,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,
2165746447,5,49,1,0,15,9ijyncrxsejz505dbadwr1dir,1,29.8,22.7,2019-11-17T15:01:43.862Z,2019-11-17T15:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,27p8qc64x7plz62xfu9p6ow2y,H. Godfrey,,,,,,,,,,,,,,,,,,,
2165746477,6,1,1,0,16,9ijyncrxsejz505dbadwr1dir,1,42.3,14.3,2019-11-17T15:01:44.790Z,2019-11-17T15:01:50Z,2239483949,140,44.5,2239483947,56,Back,2239483953,213,5.1,2239483951,141,5.3,2239483955,212,6.5,,,,,,,,,,27p8qc64x7plz62xfu9p6ow2y,H. Godfrey,,,,,,,,,,,,,,,,,,,
2165746483,7,1,1,0,18,9ijyncrxsejz505dbadwr1dir,0,45.8,5.5,2019-11-17T15:01:46.241Z,2019-11-17T15:51:20Z,2239483991,141,0.0,2239483993,1,,2239483985,155,,2239483995,213,6.1,2239483989,140,78.4,2239483987,56,Right,2239483997,212,34.6,,,,5rj3vthrtst79mu39t2d7axud,R. Percival,,,,,,,,,,,,,,,,,,,
2165746485,8,5,1,0,21,9ijyncrxsejz505dbadwr1dir,0,73.4,-1.6,2019-11-17T15:01:49.412Z,2019-11-17T15:14:20Z,2239483999,56,Right,2239484001,347,,2239484095,233,8,,,,,,,,,,,,,,,,49tbu841s20wivafeostkffmd,C. Peplow,,,,,,,,,,,,,,,,,,,
2165746503,8,5,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,26.6,101.6,2019-11-17T15:01:49.412Z,2019-11-17T15:01:57Z,2239484077,347,,2239484093,233,8,2239484075,56,Back,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,
2165746555,9,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,28.5,100,2019-11-17T15:02:09.428Z,2019-11-17T15:02:11Z,2239484367,212,16.5,2239484363,141,98.1,2239484361,140,44.0,2239484357,107,,2239484359,56,Back,2239484365,213,6.1,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,
2165746567,9,44,1,0,43,9ijyncrxsejz505dbadwr1dir,0,55.8,3,2019-11-17T15:02:11.633Z,2019-11-17T15:51:46Z,2239484431,286,,2239484437,233,10,2239484429,56,Right,,,,,,,,,,,,,,,,27p8qc64x7plz62xfu9p6ow2y,H. Godfrey,,,,,,,,,,,,,,,,,,,
2165746557,10,44,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,44.2,97,2019-11-17T15:02:11.643Z,2019-11-17T15:02:14Z,2239484433,233,9,2239484373,285,,2239484371,56,Back,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,
2165746573,11,1,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,44,98.1,2019-11-17T15:02:11.748Z,2019-11-17T15:02:15Z,2239484467,56,Back,2239484465,168,,2239484463,3,,2239484469,140,49.8,2239484475,212,19.5,2239484473,213,5.0,2239484471,141,70.9,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,
2165746591,12,1,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,53.1,62.9,2019-11-17T15:02:15.060Z,2019-11-17T15:02:21Z,2239484599,56,Right,2239484605,1,,2239484603,141,9.7,2239484601,140,73.8,2239484607,213,5.3,2239484609,212,42.2,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,
2165746597,13,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,1,80.7,14.9,2019-11-17T15:02:21.060Z,2019-11-17T15:02:22Z,2239484653,212,10.8,2239484649,141,29.4,2239484651,213,1.1,2239484647,140,85.0,2239484645,56,Center,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,
2165746605,14,1,1,0,54,5rurqie3qt1qav9ir5mkqinn,1,85,29.4,2019-11-17T15:02:22.420Z,2019-11-17T15:02:23Z,2239484687,212,9.5,2239484683,141,28.0,2239484681,140,76.0,2239484685,213,3.2,2239484679,56,Center,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,
2165746607,15,1,1,0,55,5rurqie3qt1qav9ir5mkqinn,0,76,28,2019-11-17T15:02:23.748Z,2019-11-17T15:02:25Z,2239484707,212,23.1,2239484699,140,87.6,2239484705,213,1.0,2239484703,141,56.9,2239484695,56,Center,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,
2165746629,10,12,1,0,57,9ijyncrxsejz505dbadwr1dir,1,11.9,37.3,2019-11-17T15:02:25.241Z,2019-11-17T15:52:03Z,2239484797,141,54.9,2239484795,140,35.9,2239484801,212,27.9,2239484793,56,Back,2239484799,213,0.4,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,
2165746631,11,49,1,0,59,9ijyncrxsejz505dbadwr1dir,1,33.2,56.1,2019-11-17T15:02:27.241Z,2019-11-17T15:52:17Z,,,,,,,,,,,,,,,,,,,,,,,,,beeqbcwweng7zflrap12ph7qi,K. Graham,,,,,,,,,,,,,,,,,,,
2165746639,12,1,1,1,0,9ijyncrxsejz505dbadwr1dir,1,33.2,56.1,2019-11-17T15:02:28.241Z,2019-11-17T15:52:23Z,2239484849,212,7.3,2239484841,56,Back,2239484847,213,1.2,2239484845,141,66.0,2239484843,140,36.0,,,,,,,,,,beeqbcwweng7zflrap12ph7qi,K. Graham,,,,,,,,,,,,,,,,,,,
2165746651,13,1,1,1,3,9ijyncrxsejz505dbadwr1dir,1,37.5,66.3,2019-11-17T15:02:31.241Z,2019-11-17T15:52:31Z,2239484871,140,50.7,2239484873,141,66.6,2239484869,56,Center,2239484877,212,13.9,2239484875,213,0.0,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,
2165746667,16,45,1,1,7,5rurqie3qt1qav9ir5mkqinn,0,51.6,32.8,2019-11-17T15:02:35.373Z,2019-11-17T15:12:04Z,2239484919,233,14,2239484899,285,,2239484897,56,Center,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,
2165746657,14,3,1,1,7,9ijyncrxsejz505dbadwr1dir,1,48.4,67.2,2019-11-17T15:02:35.383Z,2019-11-17T15:02:37Z,2239484891,56,Center,2239484893,286,,2239484917,233,16,,,,,,,,,,,,,,,,87ann5tlunyp4nzahpl5wqoyd,R. Furness,,,,,,,,,,,,,,,,,,,
2165746681,15,1,1,1,7,9ijyncrxsejz505dbadwr1dir,1,46.7,64.8,2019-11-17T15:02:35.911Z,2019-11-17T15:02:38Z,2239484951,212,13.1,2239484949,213,5.5,2239484943,56,Center,2239484945,140,55.3,2239484947,141,50.9,,,,,,,,,,87ann5tlunyp4nzahpl5wqoyd,R. Furness,,,,,,,,,,,,,,,,,,,
2165746691,16,1,1,1,9,9ijyncrxsejz505dbadwr1dir,1,54.1,54.6,2019-11-17T15:02:37.241Z,2019-11-17T15:52:50Z,2239484987,212,22.5,2239484983,141,67.9,2239484979,56,Back,2239484985,213,2.7,2239484981,140,34.5,,,,,,,,,,beeqbcwweng7zflrap12ph7qi,K. Graham,,,,,,,,,,,,,,,,,,,
2165746695,17,1,1,1,12,9ijyncrxsejz505dbadwr1dir,1,34.5,71.7,2019-11-17T15:02:41.111Z,2019-11-17T15:02:43Z,2239485015,212,25.7,2239485013,213,0.6,2239485009,140,54.3,2239485011,141,93.8,2239485007,56,Left,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165746705,18,1,1,1,14,9ijyncrxsejz505dbadwr1dir,1,55.6,92.9,2019-11-17T15:02:42.855Z,2019-11-17T15:02:44Z,2239485061,140,61.1,2239485065,213,5.5,2239485067,212,7.8,2239485063,141,85.1,2239485059,56,Left,,,,,,,,,,2rgi9p67p1vf384rkqvspum6t,S. Worm,,,,,,,,,,,,,,,,,,,
2165746717,19,1,1,1,16,9ijyncrxsejz505dbadwr1dir,1,61.2,84.8,2019-11-17T15:02:44.775Z,2019-11-17T15:02:48Z,2239485137,212,27.8,2239485135,213,3.0,2239485131,140,34.9,2239485129,56,Back,2239485133,141,89.4,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,
2165746721,20,1,1,1,20,9ijyncrxsejz505dbadwr1dir,1,36.2,83.8,2019-11-17T15:02:48.535Z,2019-11-17T15:02:49Z,2239485161,212,10.0,2239485159,213,1.0,2239485153,56,Back,2239485155,140,41.0,2239485157,141,96.5,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165746735,21,1,1,1,21,9ijyncrxsejz505dbadwr1dir,1,41,96.5,2019-11-17T15:02:49.735Z,2019-11-17T15:02:53Z,2239485229,212,13.0,2239485223,140,31.7,2239485227,213,3.9,2239485221,56,Back,2239485225,141,83.8,,,,,,,,,,2rgi9p67p1vf384rkqvspum6t,S. Worm,,,,,,,,,,,,,,,,,,,
2165746751,22,1,1,1,25,9ijyncrxsejz505dbadwr1dir,1,30.8,79.4,2019-11-17T15:02:53.272Z,2019-11-17T15:02:57Z,2239485295,140,17.5,2239485301,212,25.1,2239485293,56,Back,2239485299,213,4.1,2239485297,141,48.7,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165746775,23,1,1,1,29,9ijyncrxsejz505dbadwr1dir,1,18.7,46.6,2019-11-17T15:02:57.527Z,2019-11-17T15:03:01Z,2239485407,141,15.5,2239485411,212,21.6,2239485403,56,Back,2239485405,140,22.9,2239485409,213,4.9,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,
2165746797,24,1,1,1,33,9ijyncrxsejz505dbadwr1dir,1,22.9,8.6,2019-11-17T15:03:01.543Z,2019-11-17T15:03:04Z,2239485497,212,11.6,2239485491,140,32.2,2239485495,213,0.6,2239485489,56,Back,2239485493,141,17.7,,,,,,,,,,27p8qc64x7plz62xfu9p6ow2y,H. Godfrey,,,,,,,,,,,,,,,,,,,
2165746805,25,1,1,1,36,9ijyncrxsejz505dbadwr1dir,1,32.4,18.2,2019-11-17T15:03:04.279Z,2019-11-17T15:03:06Z,2239485549,212,10.5,2239485547,213,3.6,2239485545,141,11.0,2239485541,56,Back,2239485543,140,23.5,,,,,,,,,,49tbu841s20wivafeostkffmd,C. Peplow,,,,,,,,,,,,,,,,,,,
2165746811,26,1,1,1,37,9ijyncrxsejz505dbadwr1dir,1,23.5,11,2019-11-17T15:03:06.087Z,2019-11-17T15:03:08Z,2239485569,213,1.6,2239485565,140,22.6,2239485571,212,30.1,2239485563,56,Back,2239485567,141,55.2,,,,,,,,,,27p8qc64x7plz62xfu9p6ow2y,H. Godfrey,,,,,,,,,,,,,,,,,,,
2165746829,27,1,1,1,40,9ijyncrxsejz505dbadwr1dir,1,22.9,56.3,2019-11-17T15:03:08.807Z,2019-11-17T15:03:11Z,2239485643,141,94.1,2239485641,140,27.5,2239485645,213,1.4,2239485647,212,26.2,2239485639,56,Back,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165746845,28,1,1,1,43,9ijyncrxsejz505dbadwr1dir,1,28.3,95.6,2019-11-17T15:03:11.367Z,2019-11-17T15:03:14Z,2239485729,141,82.4,2239485723,155,,2239485731,1,,2239485733,213,6.1,2239485725,56,Left,2239485735,212,39.4,2239485727,140,64.8,,,,2rgi9p67p1vf384rkqvspum6t,S. Worm,,,,,,,,,,,,,,,,,,,
2165746853,29,1,1,1,45,9ijyncrxsejz505dbadwr1dir,0,64.8,82.4,2019-11-17T15:03:14.215Z,2019-11-17T15:03:15Z,2239485759,3,,2239485761,168,,2239485767,141,68.7,2239485773,212,11.5,2239485765,140,71.3,2239485763,56,Center,2239485769,213,5.3,,,,ab5tn3b6cz73mmhmokmikqz8p,R. Dean,,,,,,,,,,,,,,,,,,,
2165746847,17,49,1,1,46,5rurqie3qt1qav9ir5mkqinn,1,28.5,26.8,2019-11-17T15:03:14.756Z,2019-11-17T15:03:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,
2165746865,18,1,1,1,47,5rurqie3qt1qav9ir5mkqinn,1,26.1,22.4,2019-11-17T15:03:15.636Z,2019-11-17T15:03:17Z,2239485821,212,13.7,2239485815,140,31.9,2239485817,141,4.3,2239485813,56,Back,2239485819,213,5.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,
2165746873,19,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,32.7,4.3,2019-11-17T15:03:17.628Z,2019-11-17T15:03:20Z,2239485843,56,Back,2239485847,141,20.3,2239485851,212,16.2,2239485849,213,2.4,2239485845,140,21.3,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,
2165746893,20,1,1,1,51,5rurqie3qt1qav9ir5mkqinn,1,21.2,20.3,2019-11-17T15:03:20.116Z,2019-11-17T15:03:25Z,2239485943,213,1.7,2239485937,56,Back,2239485939,140,18.0,2239485941,141,58.5,2239485945,212,26.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,
2165746903,21,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,20.6,62.6,2019-11-17T15:03:24.988Z,2019-11-17T15:03:28Z,2239485989,141,29.4,2239485991,213,4.8,2239485987,140,22.7,2239485985,56,Back,2239485993,212,22.7,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,
2165746935,22,1,1,1,59,5rurqie3qt1qav9ir5mkqinn,1,26.4,28.9,2019-11-17T15:03:28.076Z,2019-11-17T15:03:34Z,2239486141,56,Back,2239486145,141,68.1,2239486149,212,26.7,2239486143,140,26.7,2239486147,213,1.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,
2165746949,23,1,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,29.4,72.7,2019-11-17T15:03:34.068Z,2019-11-17T15:03:39Z,2239486229,213,4.8,2239486223,56,Back,2239486231,212,27.0,2239486227,141,33.4,2239486225,140,32.8,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,
2165746955,24,1,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,42.1,27.7,2019-11-17T15:03:39.068Z,2019-11-17T15:03:40Z,2239486257,140,49.3,2239486259,141,26.8,2239486255,56,Back,2239486261,213,6.2,2239486263,212,7.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,
2165746963,25,1,1,2,12,5rurqie3qt1qav9ir5mkqinn,1,46.9,24.1,2019-11-17T15:03:40.308Z,2019-11-17T15:03:42Z,2239486297,140,51.5,2239486299,141,1.6,2239486303,212,16.0,2239486301,213,5.0,2239486295,56,Right,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,
2165746967,26,1,1,2,13,5rurqie3qt1qav9ir5mkqinn,1,51.5,1.6,2019-11-17T15:03:42.036Z,2019-11-17T15:03:43Z,2239486315,141,15.6,2239486313,140,44.8,2239486311,56,Back,2239486317,213,2.2,2239486319,212,11.8,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,
2165746983,27,1,1,2,14,5rurqie3qt1qav9ir5mkqinn,0,44.8,15.6,2019-11-17T15:03:43.116Z,2019-11-17T15:03:47Z,2239486401,212,44.9,2239486399,213,0.2,2239486389,155,,2239486397,1,,2239486391,56,Center,2239486393,140,86.4,2239486395,141,30.9,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,
2165746987,30,49,1,2,19,9ijyncrxsejz505dbadwr1dir,1,10.6,71.2,2019-11-17T15:03:48.103Z,2019-11-17T15:03:48Z,,,,,,,,,,,,,,,,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,
2165747021,31,1,1,2,24,9ijyncrxsejz505dbadwr1dir,1,9.3,62.4,2019-11-17T15:03:53.031Z,2019-11-17T15:03:56Z,2239486603,141,35.5,2239486601,140,18.5,2239486605,213,5.2,2239486607,212,20.7,2239486599,56,Back,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,
2165747043,32,1,1,2,27,9ijyncrxsejz505dbadwr1dir,1,19.5,35.1,2019-11-17T15:03:56.151Z,2019-11-17T15:04:01Z,2239486699,213,1.6,2239486695,140,18.0,2239486693,56,Back,2239486701,212,20.5,2239486697,141,65.1,,,,,,,,,,27p8qc64x7plz62xfu9p6ow2y,H. Godfrey,,,,,,,,,,,,,,,,,,,
2165747053,33,1,1,2,32,9ijyncrxsejz505dbadwr1dir,1,22.6,66.4,2019-11-17T15:04:01.015Z,2019-11-17T15:04:04Z,2239486773,212,15.3,2239486765,56,Back,2239486769,141,55.1,2239486767,140,10.0,2239486771,213,3.7,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165747059,34,1,1,2,36,9ijyncrxsejz505dbadwr1dir,1,11.8,56.7,2019-11-17T15:04:04.455Z,2019-11-17T15:04:06Z,2239486797,213,0.9,2239486795,141,74.7,2239486799,212,15.9,2239486791,56,Back,2239486793,140,21.4,,,,,,,,,,4vgx21i9mmnoud5h6px197f11,R. Spencer,,,,,,,,,,,,,,,,,,,
2165747069,35,1,1,2,37,9ijyncrxsejz505dbadwr1dir,1,21.9,76,2019-11-17T15:04:06.135Z,2019-11-17T15:04:08Z,2239486843,141,95.4,2239486847,212,20.8,2239486845,213,0.7,2239486841,140,37.2,2239486839,56,Back,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165747073,36,1,1,2,40,9ijyncrxsejz505dbadwr1dir,1,37.2,95.4,2019-11-17T15:04:08.440Z,2019-11-17T15:04:10Z,2239486873,56,Back,2239486875,140,23.6,2239486881,212,16.7,2239486879,213,3.7,2239486877,141,82.6,,,,,,,,,,2rgi9p67p1vf384rkqvspum6t,S. Worm,,,,,,,,,,,,,,,,,,,
2165747083,37,1,1,2,42,9ijyncrxsejz505dbadwr1dir,1,23.6,82.6,2019-11-17T15:04:10.551Z,2019-11-17T15:04:12Z,2239486945,213,6.2,2239486937,56,Center,2239486943,1,,2239486939,140,64.7,2239486947,212,43.5,2239486941,141,75.1,2239486935,155,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,
2165747091,38,1,1,2,44,9ijyncrxsejz505dbadwr1dir,0,64.7,75.1,2019-11-17T15:04:12.295Z,2019-11-17T15:04:13Z,2239486953,3,,2239486955,168,,2239486957,56,Center,2239486963,213,5.9,2239486961,141,70.9,2239486965,212,8.2,2239486959,140,72.0,,,,ab5tn3b6cz73mmhmokmikqz8p,R. Dean,,,,,,,,,,,,,,,,,,,
