id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,assist,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId
2148480749,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-09-09T09:35:39.450Z,2019-09-09T09:35:39Z,2152567317,194,5m2ilglr6tlmgs2d4qzk5wno5,2152567311,59,"1, 20, 15, 14, 22, 5, 17, 6, 23, 10, 7, 3, 8, 16, 18, 26, 27",2152567315,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",2152567307,30,"dib5a7vebmtxqcksi1tuteklx, c4ptt043q3lm4npuwpyviprdh, 6679bfd6bjylogbe4ebese85x, 23kah59nbx1m7ro3imaaevoph, 8z3ceakcqfvv039p2fbm4rvmd, d9zt8e8lnk9a22we6o6wqyndh, 19npqca9guxs7p2yl5sbjmbx1, 6zaowm8oua2nzpobekogff1lh, 3sn815dsm0i0rnw9nigjyb0et, 5m2ilglr6tlmgs2d4qzk5wno5, 28yvc8jmyyfavb0hetafjdadx, 16gnoas9x34hm887omkmeee39, 1dbhha29epjmo8g4xfm5taaj9, egt40316gg12vn8a4mbax3kr9, czmpp6e2oo276u9prac16le51, 1bgf6fem5s6mvhmi3tyb4x756, 3539ai0d63d8hiq0e1nrptb3e",2152567321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2152567313,130,8,2152567309,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",2152567319,197,723,,,,,,,,,,,,,,,,,,,,,,,,,,
2148480761,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2019-09-09T09:35:59.252Z,2019-09-09T09:35:56Z,2152567373,197,5225,2152567361,30,"ds8eeciyv1vk6nwh26qgy1lg5, 4lfk4hy1a6ig3izoq3mgl9zhl, 6cya5xsb7qev3b3vhkcbhk8gl, 7kx86ostcp0tfo53g9cpqn7px, 4vjejwvr5b6lphpjmuc0wlsr9, 7vpze6ixacfe1b96s9a93k6hh, 321yjdo3gio1l33hc1pdps4wl, 1dskcmzh9va7ky6369mlzxfpx, 9zdmc8v5sfrv9z7da49odn4a2, dzfr9ktjmxqj2eh2xibt7konp, cvuaoz9c41od4r0j3sajszsut, 7e8f4kfwcucaj4239xz0rai1h, a51uz6926nu7t4jlummhrv3yt, 34vcol9n5hg1tv2v4tiq0et0q, f5j2zq9sslh38t8bhyifsjg89, 9fiyr3pnrl5fgwy3morgqy9yh, 9gbqrfbl5wmdrgu6rke65ypgq",2152567365,59,"18, 3, 11, 20, 5, 26, 19, 23, 9, 21, 12, 1, 2, 4, 7, 15, 24",2152567371,194,4vjejwvr5b6lphpjmuc0wlsr9,2152567367,130,2,2152567363,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",2152567369,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",2152567375,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,
2148480897,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2019-09-09T09:37:40.080Z,2019-09-09T09:37:40Z,2152567997,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148480893,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-09-09T09:37:40.080Z,2019-09-09T09:37:40Z,2152567991,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148480909,3,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,50,50,2019-09-09T09:37:41.085Z,2019-09-09T09:37:44Z,2152568037,212,7.6,2152568035,213,3.0,2152568033,141,52.1,2152568039,279,S,2152568041,278,,2152568029,56,Back,2152568031,140,42.9,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,
2148480911,4,1,1,0,4,5rurqie3qt1qav9ir5mkqinn,1,38.6,45.5,2019-09-09T09:37:44.157Z,2019-09-09T09:37:45Z,2152568053,141,34.0,2152568051,140,27.8,2152568057,212,13.8,2152568049,56,Back,2152568055,213,3.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,
2148480915,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,27.6,36.9,2019-09-09T09:37:45.533Z,2019-09-09T09:37:48Z,2152568075,212,22.9,2152568073,213,1.6,2152568071,141,70.6,2152568069,140,26.8,2152568067,56,Back,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,
2148480917,6,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,25.5,72.4,2019-09-09T09:37:48.285Z,2019-09-09T09:37:50Z,2152568083,141,93.0,2152568081,140,34.7,2152568087,212,17.0,2152568085,213,1.0,2152568079,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,
2148480919,7,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,34.7,93,2019-09-09T09:37:50.189Z,2019-09-09T09:37:53Z,2152568093,140,30.0,2152568099,212,13.6,2152568097,213,4.3,2152568095,141,74.4,2152568091,56,Back,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,
2148480931,8,1,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,28.8,66.1,2019-09-09T09:37:53.613Z,2019-09-09T09:37:58Z,2152568141,140,30.1,2152568145,213,4.8,2152568147,212,19.0,2152568143,141,38.2,2152568139,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,
2148480933,9,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,41.3,25.9,2019-09-09T09:37:57.949Z,2019-09-09T09:38:01Z,2152568153,140,48.4,2152568157,213,5.2,2152568159,212,15.0,2152568155,141,6.8,2152568151,56,Back,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,
2148480935,10,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,43.5,10.3,2019-09-09T09:38:01.086Z,2019-09-09T09:38:04Z,2152568169,56,Back,2152568173,141,28.3,2152568171,140,18.3,2152568175,213,2.7,2152568177,212,29.2,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,
2148480937,11,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,20.3,35.8,2019-09-09T09:38:04.606Z,2019-09-09T09:38:08Z,2152568185,140,32.5,2152568191,212,22.1,2152568187,141,62.3,2152568189,213,1.0,2152568183,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,
2148480951,12,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,37.4,63.6,2019-09-09T09:38:11.182Z,2019-09-09T09:38:17Z,2152568243,155,,2152568245,56,Right,2152568251,1,,2152568249,141,9.8,2152568247,140,75.8,2152568255,212,54.4,2152568253,213,5.5,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,
2148480953,13,50,1,0,37,5rurqie3qt1qav9ir5mkqinn,1,82.8,8.2,2019-09-09T09:38:17.757Z,2019-09-09T09:38:18Z,2152568263,286,,2152568261,56,Right,2152568275,233,3,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,
2148480945,3,7,1,0,37,cz26xwowfjp8ei14n9z2ac135,1,17.2,91.8,2019-09-09T09:38:17.767Z,2019-09-09T09:38:18Z,2152568237,56,Back,2152568259,233,13,2152568239,285,,,,,,,,,,,,,,,,,6cya5xsb7qev3b3vhkcbhk8gl,K. Baunach,,,,,,,,,,,,,,,,,,,,,,,,
2148480947,4,49,1,0,40,cz26xwowfjp8ei14n9z2ac135,1,17.1,92.6,2019-09-09T09:38:20.147Z,2019-09-09T09:38:17Z,,,,,,,,,,,,,,,,,,,,,,,,,6cya5xsb7qev3b3vhkcbhk8gl,K. Baunach,,,,,,,,,,,,,,,,,,,,,,,,
2148480961,5,1,1,0,41,cz26xwowfjp8ei14n9z2ac135,1,18.9,93.6,2019-09-09T09:38:21.155Z,2019-09-09T09:38:21Z,2152568295,213,0.0,2152568297,212,8.5,2152568293,141,94.1,2152568291,140,27.0,2152568289,56,Back,,,,,,,,,,6cya5xsb7qev3b3vhkcbhk8gl,K. Baunach,,,,,,,,,,,,,,,,,,,,,,,,
2148480975,6,1,1,0,44,cz26xwowfjp8ei14n9z2ac135,1,29.8,95.4,2019-09-09T09:38:24.531Z,2019-09-09T09:38:26Z,2152568363,212,13.9,2152568359,141,93.2,2152568357,140,43.0,2152568355,56,Back,2152568361,213,6.2,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,
2148480977,7,4,1,0,44,cz26xwowfjp8ei14n9z2ac135,1,53.7,94.1,2019-09-09T09:38:25.053Z,2019-09-09T09:38:27Z,2152568391,233,14,2152568373,152,,2152568369,294,,2152568375,286,,2152568367,13,,2152568371,56,Left,,,,,,,9zdmc8v5sfrv9z7da49odn4a2,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
2148480979,14,4,1,0,44,5rurqie3qt1qav9ir5mkqinn,0,46.3,5.9,2019-09-09T09:38:25.053Z,2019-09-09T09:38:27Z,2152568397,233,7,2152568381,294,,2152568387,152,,2152568377,13,,2152568389,285,,2152568385,56,Back,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,
2148481021,15,17,1,1,6,5rurqie3qt1qav9ir5mkqinn,1,0,0,2019-09-09T09:38:46.580Z,2019-09-09T09:38:47Z,2152568589,31,,2152568591,13,243,,,,,,,,,,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,
2148481055,8,1,1,1,34,cz26xwowfjp8ei14n9z2ac135,1,53,95.4,2019-09-09T09:39:14.705Z,2019-09-09T09:39:14Z,2152568755,213,3.8,2152568753,141,76.1,2152568749,56,Back,2152568757,212,21.0,2152568751,140,37.4,2152568747,152,,2152568745,5,,,,,6cya5xsb7qev3b3vhkcbhk8gl,K. Baunach,,,,,,,,,,,,,,,,,,,,,,,,
2148481061,9,1,1,1,37,cz26xwowfjp8ei14n9z2ac135,1,35.9,70.8,2019-09-09T09:39:17.202Z,2019-09-09T09:39:16Z,2152568793,212,24.8,2152568789,141,35.8,2152568791,213,4.4,2152568785,56,Back,2152568787,140,29.4,,,,,,,,,,7vpze6ixacfe1b96s9a93k6hh,L. Vetterlein,,,,,,,,,,,,,,,,,,,,,,,,
2148481071,10,1,1,1,39,cz26xwowfjp8ei14n9z2ac135,1,31.5,35.1,2019-09-09T09:39:19.682Z,2019-09-09T09:39:20Z,2152568839,213,0.1,2152568837,141,36.9,2152568833,56,Back,2152568841,212,10.2,2152568835,140,41.1,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,
