id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/13/value
2183522891,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2020-02-13T18:24:01.362Z,2020-02-13T19:28:08Z,2328649151,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2328649149,197,738,2328649145,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",2328649137,30,"8zk6kcs75hjevbu61h9n2fkr9, dltovemexu20xdg1ff55b1ed, cmcx5h39wkd0cnsbq1vcob4r9, d22z3s84b3lansikunko3vsgl, cjzf3fxksqxnbbsk5jekh9i39, 13ch4zgnhtydtkf9vlvh68hjp, 3tot15elwrc9lz9ohha1z0ij9, 87ann5tlunyp4nzahpl5wqoyd, et6offb5y91ch6mlol3dwcd0p, 8nm8tcjs4t6q07r9g1024xhw5, c0my4y3kjf7jbbfujj5l8e8yx, 8eixmur5ss02hjp0vh099jyz9, 5vx8zvdl9g46p86q0vte2wgd1, 9i7w9e580arjgwi09oard5byt, ei8nkccvojz33whslareh4a1h, db7kxwjwf61skjzh62i2l13h1, e39rl5n2uybgh0pmftd01e1nt, 3upyu7hn2q7voapvgtlnl1yad",2328649143,130,8,2328649147,194,cjzf3fxksqxnbbsk5jekh9i39,2328649139,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",2328649141,59,"1, 22, 3, 8, 6, 5, 11, 27, 20, 24, 17, 4, 7, 10, 13, 14, 19, 23",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183522893,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-02-13T18:24:01.851Z,2020-02-13T19:17:12Z,2328649153,30,"czmpp6e2oo276u9prac16le51, c4ptt043q3lm4npuwpyviprdh, 6679bfd6bjylogbe4ebese85x, 6zaowm8oua2nzpobekogff1lh, egt40316gg12vn8a4mbax3kr9, 8z3ceakcqfvv039p2fbm4rvmd, 28yvc8jmyyfavb0hetafjdadx, 1dbhha29epjmo8g4xfm5taaj9, wupxscyf4x7rsjidpmp0wnv9, 19npqca9guxs7p2yl5sbjmbx1, 3sn815dsm0i0rnw9nigjyb0et, dib5a7vebmtxqcksi1tuteklx, d9zt8e8lnk9a22we6o6wqyndh, 1bgf6fem5s6mvhmi3tyb4x756, 3539ai0d63d8hiq0e1nrptb3e, 60q198d41n3y887jeiezr850q",2328649157,59,"18, 20, 15, 6, 16, 22, 7, 8, 11, 17, 23, 1, 5, 26, 27, 30",2328649155,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5",2328649167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2328649165,197,725,2328649161,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",2328649159,130,4,2328649163,194,1dbhha29epjmo8g4xfm5taaj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523963,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-02-13T19:01:28.110Z,2020-02-13T19:01:28Z,2328655101,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523961,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2020-02-13T19:01:28.110Z,2020-02-13T19:01:28Z,2328655099,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523967,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,50,50,2020-02-13T19:01:28.891Z,2020-02-13T19:01:31Z,2328655107,56,Back,2328655113,213,3.1,2328655117,279,S,2328655109,140,38.7,2328655115,212,11.9,2328655111,141,51.5,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523969,4,1,1,0,2,mjejb0x57ms54j9ry6s8njwh,0,43.2,50.4,2020-02-13T19:01:30.939Z,2020-02-13T19:01:32Z,2328655125,140,72.4,2328655133,212,34.0,2328655129,1,,2328655127,141,72.0,2328655131,213,0.4,2328655123,56,Center,2328655121,155,,,,,d22z3s84b3lansikunko3vsgl,J. Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523971,3,1,1,0,4,5rurqie3qt1qav9ir5mkqinn,1,35.1,25,2020-02-13T19:01:33.005Z,2020-02-13T19:01:35Z,2328655139,140,46.7,2328655141,141,24.0,2328655137,56,Back,2328655143,213,6.2,2328655145,212,12.2,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523973,4,49,1,0,6,5rurqie3qt1qav9ir5mkqinn,1,49.4,21.6,2020-02-13T19:01:35.105Z,2020-02-13T19:01:35Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523975,5,61,1,0,7,5rurqie3qt1qav9ir5mkqinn,0,51.6,20.1,2020-02-13T19:01:35.901Z,2020-02-13T19:01:36Z,2328655149,56,Right,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2183523979,5,49,1,0,9,mjejb0x57ms54j9ry6s8njwh,1,46.3,79,2020-02-13T19:01:37.130Z,2020-02-13T19:01:37Z,,,,,,,,,,,,,,,,,,,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,
