id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId
2169239679,8,5,1,0,11,9m7z1upwp3svfn611ejq7d36v,0,70.7,101.8,2019-12-02T15:16:29.818Z,2019-12-02T16:05:39Z,2257035315,233,3,2257035275,347,,2257035273,56,Left,,,,,,,,,,,,,,,,9jitxfwaeix5fn1n3dhartbhm,E. Salmon,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239723,4,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,23.7,0,2019-12-02T15:16:36.491Z,2019-12-02T15:16:38Z,2257035495,141,27.1,2257035493,140,18.3,2257035491,56,Back,2257035497,213,1.9,2257035489,107,,2257035499,212,20.3,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239735,5,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,18.3,27.1,2019-12-02T15:16:38.363Z,2019-12-02T16:06:20Z,2257035569,141,9.7,2257035565,56,Back,2257035571,213,4.4,2257035573,212,12.5,2257035567,140,14.6,2257129545,3,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239751,6,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,14.6,9.7,2019-12-02T15:16:40.075Z,2019-12-02T15:16:41Z,2257035653,56,Back,2257035661,212,16.9,2257035655,140,29.9,2257035659,213,0.3,2257035657,141,17.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239759,7,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,29.9,17.6,2019-12-02T15:16:41.811Z,2019-12-02T15:16:43Z,2257035707,141,10.4,2257035709,213,3.6,2257035711,212,10.8,2257035703,56,Back,2257035717,156,,2257035705,140,20.7,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239815,8,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,22,10,2019-12-02T15:16:43.275Z,2019-12-02T15:16:49Z,2257035961,140,43.1,2257035965,213,0.2,2257035963,141,16.1,2257035967,212,22.5,2257035959,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239825,9,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,51,17.9,2019-12-02T15:16:49.371Z,2019-12-02T15:16:51Z,2257036025,213,1.3,2257036023,141,22.5,2257036019,56,Center,2257036027,212,3.3,2257036021,140,51.9,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239851,10,1,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,41.3,24.7,2019-12-02T15:16:51.643Z,2019-12-02T15:16:54Z,2257036133,56,Back,2257036139,213,2.2,2257036137,141,40.9,2257036135,140,33.9,2257036141,212,13.5,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239873,11,1,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,35.1,46,2019-12-02T15:16:54.211Z,2019-12-02T15:16:57Z,2257036241,140,40.5,2257036243,141,64.9,2257036247,212,14.0,2257036245,213,1.2,2257036239,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239889,12,1,1,0,38,5rurqie3qt1qav9ir5mkqinn,1,46.3,71.1,2019-12-02T15:16:56.915Z,2019-12-02T15:16:59Z,2257036333,141,95.1,2257036331,140,54.6,2257036337,212,18.5,2257036329,56,Left,2257036335,213,1.1,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239923,13,1,1,0,40,5rurqie3qt1qav9ir5mkqinn,1,52.5,93.9,2019-12-02T15:16:59.235Z,2019-12-02T15:17:03Z,2257036535,212,18.0,2257036529,140,40.5,2257036531,141,75.0,2257036527,56,Back,2257036533,213,3.9,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239935,14,1,1,0,44,5rurqie3qt1qav9ir5mkqinn,0,43.7,69,2019-12-02T15:17:03.644Z,2019-12-02T15:17:05Z,2257036609,141,50.1,2257036607,140,67.7,2257036601,155,,2257036613,212,28.3,2257036611,213,5.8,2257036605,56,Center,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239943,9,61,1,0,48,9m7z1upwp3svfn611ejq7d36v,1,34.1,49.7,2019-12-02T15:17:07.517Z,2019-12-02T15:17:07Z,2257036673,56,Back,,,,,,,,,,,,,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239959,15,61,1,0,52,5rurqie3qt1qav9ir5mkqinn,0,64.4,51.5,2019-12-02T15:17:10.939Z,2019-12-02T15:17:11Z,2257036787,56,Center,,,,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239967,16,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,1,65.1,60.5,2019-12-02T15:17:11.516Z,2019-12-02T15:17:12Z,2257036831,140,55.5,2257036835,213,2.8,2257036837,212,10.8,2257036829,56,Center,2257036833,141,66.1,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169239985,17,1,1,0,53,5rurqie3qt1qav9ir5mkqinn,1,55.5,66.1,2019-12-02T15:17:12.331Z,2019-12-02T15:17:14Z,2257036925,56,Center,2257036929,141,61.4,2257036931,213,4.8,2257036927,140,55.7,2257036933,212,3.2,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240005,18,1,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,63.2,53.6,2019-12-02T15:17:14.587Z,2019-12-02T15:17:18Z,2257037025,141,62.0,2257037021,56,Center,2257037023,140,74.4,2257037029,212,13.1,2257037027,213,0.5,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240019,19,1,1,0,59,5rurqie3qt1qav9ir5mkqinn,1,72.8,61.8,2019-12-02T15:17:17.987Z,2019-12-02T15:17:19Z,2257037111,141,49.9,2257037113,213,4.2,2257037109,140,68.1,2257037115,212,9.5,2257037107,56,Center,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240025,20,1,1,1,0,5rurqie3qt1qav9ir5mkqinn,1,68.7,49.7,2019-12-02T15:17:19.524Z,2019-12-02T15:17:21Z,2257037157,141,49.9,2257037161,212,12.3,2257037159,213,0.0,2257037155,140,80.4,2257037153,56,Center,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240027,21,1,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,80.4,49.9,2019-12-02T15:17:21.092Z,2019-12-02T15:17:22Z,2257037189,156,,2257037167,56,Center,2257037171,141,49.9,2257037173,213,3.1,2257037169,140,73.6,2257037175,212,7.1,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240041,22,1,1,1,3,5rurqie3qt1qav9ir5mkqinn,1,73.6,49.9,2019-12-02T15:17:22.035Z,2019-12-02T15:17:24Z,2257037239,212,14.4,2257037237,213,0.3,2257037235,141,56.0,2257037231,56,Center,2257037233,140,86.7,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240045,23,50,1,1,5,5rurqie3qt1qav9ir5mkqinn,1,92.6,60.2,2019-12-02T15:17:24.267Z,2019-12-02T15:17:25Z,2257037249,286,,2257037297,233,10,2257037247,56,Center,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240049,10,7,1,1,5,9m7z1upwp3svfn611ejq7d36v,0,7.4,39.8,2019-12-02T15:17:24.384Z,2019-12-02T15:17:25Z,2257037279,285,,2257037277,56,Back,2257037289,233,23,,,,,,,,,,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240055,11,45,1,1,6,9m7z1upwp3svfn611ejq7d36v,0,11.2,39.8,2019-12-02T15:17:25.241Z,2019-12-02T16:03:45Z,2257037305,285,,2257037303,56,Back,2257037365,233,24,,,,,,,,,,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240059,24,3,1,1,6,5rurqie3qt1qav9ir5mkqinn,1,88.8,60.2,2019-12-02T15:17:25.251Z,2019-12-02T15:17:27Z,2257037319,56,Center,2257037337,233,11,2257037321,286,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240061,25,15,1,1,7,5rurqie3qt1qav9ir5mkqinn,1,91.9,61.7,2019-12-02T15:17:26.011Z,2019-12-02T16:04:04Z,2257037327,22,,2257037451,72,,2257037701,102,53.0,2257037699,76,,2257124703,233,12,2257037329,56,Center,2257037709,147,52.9,2257037705,215,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,2257037707,146,98.2,2257037325,17,2257037703,103,15.2,,,,,,,,,,,,,,,,,,,
2169240067,12,10,1,1,7,9m7z1upwp3svfn611ejq7d36v,1,1.1,46.6,2019-12-02T15:17:26.111Z,2019-12-02T15:17:32Z,2257037507,179,,2257037515,233,25,2257037373,182,,2257037369,173,,2257037375,56,Back,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240075,13,6,1,1,8,9m7z1upwp3svfn611ejq7d36v,0,4.6,42.4,2019-12-02T15:17:27.608Z,2019-12-02T15:17:29Z,2257037419,233,26,2257037409,56,Back,2257037411,73,,,,,,,,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240069,26,6,1,1,8,5rurqie3qt1qav9ir5mkqinn,1,95.4,57.6,2019-12-02T15:17:27.608Z,2019-12-02T16:04:02Z,2257037417,233,13,2257037377,56,Center,2257037379,73,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240275,27,1,1,1,38,5rurqie3qt1qav9ir5mkqinn,0,99.5,99.5,2019-12-02T15:17:57.747Z,2019-12-02T15:18:00Z,2257038495,56,Center,2257038505,212,38.1,2257038499,141,44.6,2257038487,2,,2257038503,213,4.5,2257038501,1,,2257038493,223,,2257038497,140,92.1,3sn815dsm0i0rnw9nigjyb0et,B. Mead,2257038491,155,,2257038489,6,,,,,,,,,,,,,,,,,,,,,,
2169240285,14,12,1,1,41,9m7z1upwp3svfn611ejq7d36v,1,8.8,58.2,2019-12-02T15:18:00.752Z,2019-12-02T15:18:03Z,2257038545,212,22.3,2257038539,140,23.2,2257038543,213,0.8,2257038567,15,,2257038541,141,82.3,2257038537,56,Back,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240309,28,1,1,1,45,5rurqie3qt1qav9ir5mkqinn,1,79.9,16.4,2019-12-02T15:18:03.995Z,2019-12-02T15:18:06Z,2257038675,56,Right,2257038683,212,11.3,2257038677,140,90.7,2257038681,213,0.0,2257038679,141,17.1,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240311,29,1,1,1,47,5rurqie3qt1qav9ir5mkqinn,0,90.8,24.7,2019-12-02T15:18:06.491Z,2019-12-02T15:18:07Z,2257038687,56,Center,2257038691,141,29.7,2257038693,213,1.5,2257038695,212,3.4,2257038689,140,90.9,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240317,15,61,1,1,49,9m7z1upwp3svfn611ejq7d36v,1,9,73,2019-12-02T15:18:07.974Z,2019-12-02T15:18:08Z,2257038721,56,Back,,,,,,,,,,,,,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240339,16,6,1,1,50,9m7z1upwp3svfn611ejq7d36v,0,9,71.6,2019-12-02T15:18:08.808Z,2019-12-02T15:18:11Z,2257038815,56,Back,2257038821,233,30,2257038817,73,,,,,,,,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240331,30,6,1,1,50,5rurqie3qt1qav9ir5mkqinn,1,91,28.4,2019-12-02T15:18:08.808Z,2019-12-02T16:04:02Z,2257038819,233,16,2257038777,75,,2257038775,56,Center,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240517,31,1,1,2,14,5rurqie3qt1qav9ir5mkqinn,0,99.5,0.5,2019-12-02T15:18:33.507Z,2019-12-02T15:18:35Z,2257039713,225,,2257039719,141,49.0,2257039715,56,Center,2257039721,1,,2257039725,212,34.8,2257039709,6,,2257039707,2,,2257039717,140,88.9,3sn815dsm0i0rnw9nigjyb0et,B. Mead,2257039711,155,,2257039723,213,,,,1.9,,,,,,,,,,,,,,,,,,
2169240533,17,61,1,2,18,9m7z1upwp3svfn611ejq7d36v,1,11.4,53.4,2019-12-02T15:18:37.088Z,2019-12-02T15:18:44Z,2257039809,56,Back,,,,,,,,,,,,,,,,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240555,32,13,1,2,18,5rurqie3qt1qav9ir5mkqinn,1,93.8,34.6,2019-12-02T15:18:37.779Z,2019-12-02T15:18:52Z,2257040437,103,16.7,2257040155,25,,2257040441,328,,2257040443,230,99.3,2257039931,56,Center,2257040435,102,35.5,2257040445,231,48.2,2257040439,108,,6zaowm8oua2nzpobekogff1lh,L. Williamson,2257040153,63,,2257040157,20,2257040433,75,,,,,,,,,,,,,,,,,,,,
2169240569,18,5,1,2,21,9m7z1upwp3svfn611ejq7d36v,1,-1,64.6,2019-12-02T15:18:40.339Z,2019-12-02T16:05:39Z,2257039995,56,Back,2257039997,346,,2257040001,233,33,,,,,,,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240567,33,5,1,2,21,5rurqie3qt1qav9ir5mkqinn,0,101,35.4,2019-12-02T15:18:40.339Z,2019-12-02T15:18:41Z,2257039991,56,Center,2257040005,233,18,2257039993,346,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240667,19,1,1,2,33,9m7z1upwp3svfn611ejq7d36v,1,4.9,50.9,2019-12-02T15:18:52.064Z,2019-12-02T15:18:54Z,2257040495,56,Back,2257040507,237,,2257040501,213,1.3,2257040497,140,9.4,2257040503,212,17.5,2257040499,141,75.7,2257040493,124,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240689,20,1,1,2,35,9m7z1upwp3svfn611ejq7d36v,1,9.5,75.7,2019-12-02T15:18:54.216Z,2019-12-02T15:18:57Z,2257040605,213,4.4,2257040607,212,16.9,2257040599,56,Back,2257040603,141,51.8,2257040601,140,5.2,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240707,21,1,1,2,38,9m7z1upwp3svfn611ejq7d36v,1,9.4,46,2019-12-02T15:18:56.976Z,2019-12-02T15:19:00Z,2257040697,155,,2257040701,140,39.0,2257040699,56,Back,2257040707,213,5.5,2257040709,212,42.3,2257040703,141,3.8,2257040705,1,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240709,22,61,1,2,40,9m7z1upwp3svfn611ejq7d36v,0,39,3.8,2019-12-02T15:18:58.790Z,2019-12-02T15:19:03Z,2257040713,56,Back,,,,,,,,,,,,,,,,,,,,,,5wtbp5lk9z9wykiu3mjjop785,L. Dykes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240713,23,5,1,2,41,9m7z1upwp3svfn611ejq7d36v,0,40.4,-2,2019-12-02T15:19:00.448Z,2019-12-02T15:19:18Z,2257041147,233,34,2257040719,56,Back,2257040721,347,,,,,,,,,,,,,,,,,5wtbp5lk9z9wykiu3mjjop785,L. Dykes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240803,34,5,1,2,41,5rurqie3qt1qav9ir5mkqinn,1,59.6,102,2019-12-02T15:19:00.448Z,2019-12-02T16:05:40Z,2257041137,233,23,2257041123,347,,2257041121,56,Left,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240821,35,1,1,2,59,5rurqie3qt1qav9ir5mkqinn,0,62.7,100,2019-12-02T15:19:17.796Z,2019-12-02T15:19:19Z,2257041197,56,Left,2257041203,213,6.0,2257041205,212,17.8,2257041201,141,95.0,2257041199,140,79.1,2257041195,107,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240825,24,1,1,3,1,9m7z1upwp3svfn611ejq7d36v,0,25.2,1.9,2019-12-02T15:19:19.881Z,2019-12-02T15:19:21Z,2257041229,56,Back,2257041237,212,7.3,2257041233,141,0.0,2257041235,213,5.9,2257041227,3,,2257041231,140,31.7,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240827,25,5,1,3,2,9m7z1upwp3svfn611ejq7d36v,0,30.4,-1.5,2019-12-02T15:19:20.972Z,2019-12-02T15:19:23Z,2257041241,347,,2257041239,56,Back,2257041297,233,36,,,,,,,,,,,,,,,,d2fg07wz032fvb5xyi35b4c0l,M. Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240837,36,5,1,3,2,5rurqie3qt1qav9ir5mkqinn,1,69.6,101.5,2019-12-02T15:19:20.972Z,2019-12-02T16:05:40Z,2257041287,56,Left,2257041289,347,,2257041293,233,25,,,,,,,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169240843,37,1,1,3,5,5rurqie3qt1qav9ir5mkqinn,1,69.7,100,2019-12-02T15:19:24.508Z,2019-12-02T15:19:26Z,2257041321,56,Left,2257041327,213,5.5,2257041325,141,89.6,2257041323,140,77.9,2257041319,107,,2257041329,212,12.1,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,
