id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/12/value
2177393611,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2020-01-19T13:29:09.554Z,2020-01-19T14:06:12Z,2297888043,197,735,2297888033,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",2297888031,30,"6fi5hacjc8lj8zej0d2lfq66t, daqovjw2z3rsq6rs1vq38980l, tjj9bi5fxsbn2xtdprqsaswl, amox5xqwe8gybft16wa7qbufp, anghujtc4achyb9mflowgg9n9, eincxi6xa1nrhr9qldtxboyqd, cij18xj0bx2zyx3mi9xwykn9x, 7im1atd7ziav111a9o6mh9gid, ctzcuzproy4kwpa5wweruw3px, 66f0rjs4c2yih8phn6meyj74l, 1cfhmihovl78l8osqbo1w9nth, d87s67fgowict7935vnwaovs9, 2s15k44faiinj3gz5tswtv4d1, 9ohn9m84cy89huz745lirkted, 4lshrw6i3uk9kx4kiutn06iuh, c7yhj2xdx8l773wfswykl9hat, drwlmmiguqz2mfzsh6gjmklx, apnae1pkhwjx0hwhg6x0rwst1",2297888037,130,3,2297888041,194,eincxi6xa1nrhr9qldtxboyqd,2297888039,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",2297888035,59,"30, 18, 25, 5, 4, 16, 22, 10, 9, 20, 11, 27, 3, 7, 21, 23, 24, 28",2297888045,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,
2177393629,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-01-19T13:29:12.824Z,2020-01-19T14:07:24Z,2297888135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",2297888141,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2297888131,59,"1, 7, 15, 16, 6, 22, 13, 10, 14, 11, 8, 17, 18, 20, 23, 26, 27",2297888139,197,723,2297888133,130,12,2297888127,30,"dib5a7vebmtxqcksi1tuteklx, 28yvc8jmyyfavb0hetafjdadx, 6679bfd6bjylogbe4ebese85x, egt40316gg12vn8a4mbax3kr9, 6zaowm8oua2nzpobekogff1lh, 8z3ceakcqfvv039p2fbm4rvmd, e8ivbfq0irn8f2p8krhkikzx1, 5m2ilglr6tlmgs2d4qzk5wno5, 23kah59nbx1m7ro3imaaevoph, wupxscyf4x7rsjidpmp0wnv9, 1dbhha29epjmo8g4xfm5taaj9, 19npqca9guxs7p2yl5sbjmbx1, czmpp6e2oo276u9prac16le51, c4ptt043q3lm4npuwpyviprdh, 3sn815dsm0i0rnw9nigjyb0et, 1bgf6fem5s6mvhmi3tyb4x756, 3539ai0d63d8hiq0e1nrptb3e",2297888137,194,5m2ilglr6tlmgs2d4qzk5wno5,2297888129,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,
2177404107,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2020-01-19T14:01:26.215Z,2020-01-19T14:01:26Z,2297942721,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177404105,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-01-19T14:01:26.215Z,2020-01-19T14:01:26Z,2297942719,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177404115,3,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,50.1,50,2020-01-19T14:01:27.215Z,2020-01-19T14:09:30Z,2297942759,213,1.1,2297942763,279,S,2297942765,278,,2297942757,141,52.4,2297942755,140,50.8,2297942761,212,1.8,2297942753,56,Center,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,
2177404143,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,50.8,52.4,2020-01-19T14:01:28.433Z,2020-01-19T14:49:44Z,2297942913,212,12.2,2297942911,213,3.4,2297942907,140,39.6,2297942905,56,Back,2297942909,141,47.9,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,
2177404155,5,1,1,0,4,5rurqie3qt1qav9ir5mkqinn,1,39.6,57.3,2020-01-19T14:01:30.215Z,2020-01-19T14:49:55Z,2297942969,141,72.3,2297942971,213,2.2,2297942973,212,12.5,2297942967,140,32.8,2297942965,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,
2177431967,443,61,1,0,5,5rurqie3qt1qav9ir5mkqinn,0,36.2,66.6,2020-01-19T14:01:31.215Z,2020-01-19T14:50:00Z,2298083765,56,Back,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,
2177404151,3,49,1,0,6,spi3g782q7m4evjxn1sv6cfa,1,63.1,23,2020-01-19T14:01:32.692Z,2020-01-19T14:01:32Z,,,,,,,,,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,
2177404157,6,43,1,0,6,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-01-19T14:01:33.122Z,2020-01-19T14:50:03Z,2297942977,56,Back,2298083867,144,61,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,
