id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId
2157492453,11,1,1,0,53,5rurqie3qt1qav9ir5mkqinn,1,10.8,61.8,2019-10-14T09:28:05.276Z,2019-10-14T09:28:08Z,2198162221,213,4.7,2198162223,212,28.6,2198162219,141,19.7,2198162215,56,Back,2198162217,140,11.0,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,
2157492459,12,1,1,0,57,5rurqie3qt1qav9ir5mkqinn,1,10.8,23.6,2019-10-14T09:28:08.572Z,2019-10-14T09:28:11Z,2198162241,140,8.0,2198162239,56,Back,2198162243,141,68.1,2198162245,213,1.7,2198162247,212,30.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,
2157492465,13,1,1,1,0,5rurqie3qt1qav9ir5mkqinn,1,9.4,69.3,2019-10-14T09:28:11.772Z,2019-10-14T09:28:15Z,2198162275,140,18.2,2198162277,141,96.9,2198162273,56,Back,2198162281,212,20.9,2198162279,213,1.1,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,
2157492469,14,1,1,1,4,5rurqie3qt1qav9ir5mkqinn,0,21.8,93.9,2019-10-14T09:28:15.692Z,2019-10-14T09:28:18Z,2198162307,1,,2198162301,56,Left,2198162299,155,,2198162311,212,39.8,2198162309,213,6.1,2198162303,140,59.2,2198162305,141,84.8,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,
2157492475,15,1,1,1,6,spi3g782q7m4evjxn1sv6cfa,1,36,22.4,2019-10-14T09:28:18.127Z,2019-10-14T09:28:20Z,2198162333,140,43.7,2198162329,3,,2198162339,212,10.7,2198162331,56,Back,2198162337,213,0.7,2198162335,141,32.8,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,
2157492479,16,1,1,1,8,spi3g782q7m4evjxn1sv6cfa,1,43.7,32.8,2019-10-14T09:28:20.143Z,2019-10-14T09:28:21Z,2198162357,213,5.5,2198162347,3,,2198162359,212,4.8,2198162351,140,47.0,2198162349,56,Back,2198162355,141,28.0,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,
2157492483,17,49,1,1,9,spi3g782q7m4evjxn1sv6cfa,1,47,28,2019-10-14T09:28:20.975Z,2019-10-14T09:28:21Z,,,,,,,,,,,,,,,,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,
2157492487,18,1,1,1,10,spi3g782q7m4evjxn1sv6cfa,0,47,28,2019-10-14T09:28:21.455Z,2019-10-14T09:28:25Z,2198162393,213,0.8,2198162385,56,Left,2198162383,155,,2198162395,212,49.9,2198162389,141,81.8,2198162391,1,,2198162387,140,79.3,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,
2157492489,15,49,1,1,15,5rurqie3qt1qav9ir5mkqinn,1,19.3,17.1,2019-10-14T09:28:26.780Z,2019-10-14T09:28:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,
2157492505,16,1,1,1,15,5rurqie3qt1qav9ir5mkqinn,1,19.3,17.1,2019-10-14T09:28:26.860Z,2019-10-14T09:28:31Z,2198162463,212,25.2,2198162461,213,6.0,2198162455,56,Back,2198162459,141,8.5,2198162457,140,42.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,
2157492513,17,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,0,44.7,5.5,2019-10-14T09:28:31.028Z,2019-10-14T09:28:32Z,2198162483,141,3.2,2198162487,212,21.7,2198162485,213,6.2,2198162481,140,65.3,2198162479,56,Right,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,
2157492511,19,49,1,1,20,spi3g782q7m4evjxn1sv6cfa,1,26.8,94.8,2019-10-14T09:28:32.111Z,2019-10-14T09:28:32Z,,,,,,,,,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
2157492515,20,1,1,1,20,spi3g782q7m4evjxn1sv6cfa,1,26.8,94.8,2019-10-14T09:28:32.255Z,2019-10-14T09:28:35Z,2198162497,141,88.0,2198162499,213,5.9,2198162495,140,38.2,2198162493,56,Back,2198162501,212,12.8,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
2157492523,21,1,1,1,24,spi3g782q7m4evjxn1sv6cfa,0,38.1,88,2019-10-14T09:28:35.567Z,2019-10-14T09:28:40Z,2198162551,140,75.9,2198162559,212,40.2,2198162557,213,0.2,2198162555,1,,2198162553,141,97.5,2198162547,155,,2198162549,56,Left,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,
2157492525,18,49,1,1,30,5rurqie3qt1qav9ir5mkqinn,1,21.1,2,2019-10-14T09:28:41.861Z,2019-10-14T09:28:42Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,
2157492531,19,1,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,22.1,8.3,2019-10-14T09:28:46.221Z,2019-10-14T09:28:48Z,2198162621,212,25.8,2198162619,213,1.9,2198162613,56,Back,2198162615,140,14.8,2198162617,141,44.6,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,
2157492533,20,1,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,14.7,44.8,2019-10-14T09:28:48.116Z,2019-10-14T09:28:49Z,2198162627,56,Back,2198162631,141,68.8,2198162635,212,17.7,2198162633,213,1.2,2198162629,140,21.2,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,
2157492535,21,1,1,1,37,5rurqie3qt1qav9ir5mkqinn,1,21.2,68.8,2019-10-14T09:28:49.061Z,2019-10-14T09:28:51Z,2198162641,140,12.5,2198162645,213,4.3,2198162643,141,40.7,2198162639,56,Back,2198162647,212,21.2,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,
2157492541,22,1,1,1,39,5rurqie3qt1qav9ir5mkqinn,1,12.5,40.7,2019-10-14T09:28:51.293Z,2019-10-14T09:28:56Z,2198162685,1,,2198162683,141,46.3,2198162681,140,50.2,2198162679,56,Center,2198162689,212,39.8,2198162677,157,,2198162687,213,0.1,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,
2157492543,22,44,1,1,44,spi3g782q7m4evjxn1sv6cfa,0,49.8,54.6,2019-10-14T09:28:56.164Z,2019-10-14T10:14:59Z,2198162703,233,23,2198162693,56,Back,2198162695,285,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
2157492545,23,44,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,50.2,45.4,2019-10-14T09:28:56.174Z,2019-10-14T09:28:56Z,2198162699,286,,2198162701,233,22,2198162697,56,Center,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,
2157492551,24,1,1,1,44,5rurqie3qt1qav9ir5mkqinn,0,50.2,46.3,2019-10-14T09:28:56.252Z,2019-10-14T09:28:57Z,2198162723,168,,2198162733,212,1.2,2198162721,3,,2198162731,213,0.2,2198162725,56,Center,2198162727,140,51.3,2198162729,141,46.6,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,
2157492547,23,61,1,1,45,spi3g782q7m4evjxn1sv6cfa,1,49.8,55.4,2019-10-14T09:28:57.279Z,2019-10-14T09:28:57Z,2198162705,56,Back,,,,,,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
2157492561,24,49,1,1,49,spi3g782q7m4evjxn1sv6cfa,1,52.2,46.6,2019-10-14T09:29:01.279Z,2019-10-14T09:29:01Z,,,,,,,,,,,,,,,,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,
2157492565,25,1,1,1,49,spi3g782q7m4evjxn1sv6cfa,1,52.2,46.6,2019-10-14T09:29:01.407Z,2019-10-14T09:29:02Z,2198162789,213,5.0,2198162787,141,28.9,2198162783,56,Center,2198162791,212,12.5,2198162785,140,55.5,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,
2157492569,26,1,1,1,51,spi3g782q7m4evjxn1sv6cfa,1,55.3,28.9,2019-10-14T09:29:02.463Z,2019-10-14T09:29:05Z,2198162821,56,Back,2198162827,213,2.1,2198162825,141,53.7,2198162823,140,46.3,2198162829,212,19.3,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,
2157492575,27,1,1,1,54,spi3g782q7m4evjxn1sv6cfa,1,48.6,60.5,2019-10-14T09:29:05.663Z,2019-10-14T09:29:08Z,2198162859,140,59.0,2198162861,141,97.5,2198162865,212,27.4,2198162857,56,Left,2198162863,213,1.2,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
2157492583,28,1,1,1,56,spi3g782q7m4evjxn1sv6cfa,1,60.2,97.1,2019-10-14T09:29:08.031Z,2019-10-14T09:29:13Z,2198162909,1,,2198162907,141,92.4,2198162905,140,97.3,2198162911,213,6.2,2198162913,212,39.1,2198162903,56,Left,,,,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,
2157492587,29,61,1,2,2,spi3g782q7m4evjxn1sv6cfa,0,97.3,92.4,2019-10-14T09:29:13.774Z,2019-10-14T09:29:14Z,2198162927,56,Left,,,,,,,,,,,,,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,
2157492591,26,1,1,2,3,5rurqie3qt1qav9ir5mkqinn,1,8.4,10.7,2019-10-14T09:29:15.269Z,2019-10-14T09:29:27Z,2198162937,212,9.5,2198162935,213,6.0,2198162931,140,17.2,2198162933,141,7.3,2198162929,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,
2157492593,27,49,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,17.2,7.3,2019-10-14T09:29:16.061Z,2019-10-14T09:29:16Z,,,,,,,,,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,
2157492601,28,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,17.2,7.3,2019-10-14T09:29:16.100Z,2019-10-14T09:29:17Z,2198162973,213,2.3,2198162969,140,13.8,2198162971,141,13.4,2198162975,212,5.5,2198162967,56,Back,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,
2157492605,29,1,1,2,6,5rurqie3qt1qav9ir5mkqinn,1,14.7,13.5,2019-10-14T09:29:17.628Z,2019-10-14T09:29:19Z,2198162989,213,4.5,2198162991,212,7.1,2198162983,56,Back,2198162987,141,3.4,2198162985,140,13.1,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,
2157492609,30,1,1,2,8,5rurqie3qt1qav9ir5mkqinn,0,15.8,3.7,2019-10-14T09:29:19.669Z,2019-10-14T09:29:21Z,2198163019,212,19.8,2198163013,140,34.3,2198163009,155,,2198163011,56,Back,2198163015,141,0.0,2198163017,213,6.1,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,
2157492633,30,5,1,2,9,spi3g782q7m4evjxn1sv6cfa,1,67,101.7,2019-10-14T09:29:21.375Z,2019-10-14T09:33:57Z,2198163103,233,31,2198163099,56,Left,2198163101,347,,,,,,,,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,
2157492611,31,5,1,2,9,5rurqie3qt1qav9ir5mkqinn,0,33,-1.7,2019-10-14T09:29:21.375Z,2019-10-14T09:29:32Z,2198163105,233,30,2198163021,56,Back,2198163023,347,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,
2157492643,31,1,1,2,20,spi3g782q7m4evjxn1sv6cfa,1,57.8,100,2019-10-14T09:29:32.063Z,2019-10-14T09:29:35Z,2198163135,56,Left,2198163133,107,,2198163141,213,6.0,2198163139,141,96.0,2198163143,212,13.0,2198163137,140,69.6,,,,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,
2157492647,33,1,1,2,23,spi3g782q7m4evjxn1sv6cfa,1,68,96,2019-10-14T09:29:35.071Z,2019-10-14T09:29:36Z,2198163161,212,14.6,2198163155,140,54.2,2198163159,213,3.3,2198163157,141,93.6,2198163153,56,Left,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,
2157492651,34,1,1,2,25,spi3g782q7m4evjxn1sv6cfa,1,54.2,93.6,2019-10-14T09:29:36.463Z,2019-10-14T09:29:39Z,2198163179,213,4.2,2198163181,212,30.0,2198163173,56,Back,2198163175,140,39.0,2198163177,141,56.3,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,
