id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2791145181,5,1,1,0,33,36tr17foeaf9ejjmt2txuoy3y,1,23.9,97.7,2025-03-23T14:31:12.416Z,2025-03-23T14:31:15Z,5597158353,56,Back,5597158359,212,3.5,5597158357,141,97.5,5597158361,213,6.24,5597158355,140,27.2,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145163,7,83,1,0,34,spi3g782q7m4evjxn1sv6cfa,0,73.5,2.9,2025-03-23T14:31:12.879Z,2025-03-23T17:10:33Z,5597158395,399,wupxscyf4x7rsjidpmp0wnv9,,,,,,,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145169,8,83,1,0,35,spi3g782q7m4evjxn1sv6cfa,0,73.7,5.9,2025-03-23T14:31:14.224Z,2025-03-23T17:10:33Z,5597158393,399,wupxscyf4x7rsjidpmp0wnv9,,,,,,,,,,,,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145183,6,50,1,0,36,36tr17foeaf9ejjmt2txuoy3y,1,27.8,94.5,2025-03-23T14:31:15.006Z,2025-03-23T17:10:28Z,5597158367,285,,5597158389,233,9,5597158365,56,Back,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145187,9,7,1,0,36,spi3g782q7m4evjxn1sv6cfa,1,72.2,5.5,2025-03-23T14:31:15.007Z,2025-03-23T17:10:48Z,5597158379,233,6,5597361325,384,,5597158375,56,Right,5597158377,286,,5597361327,178,,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145189,10,49,1,0,38,spi3g782q7m4evjxn1sv6cfa,1,68.8,6.5,2025-03-23T14:31:16.720Z,2025-03-23T14:40:46Z,,,,,,,,,,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145203,11,1,1,0,39,spi3g782q7m4evjxn1sv6cfa,1,68.7,7.1,2025-03-23T14:31:17.584Z,2025-03-23T14:40:52Z,5597158439,140,45.6,5597158445,213,2.45,5597158437,56,Back,5597158443,212,31.6,5597158441,141,36.9,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145211,12,1,1,0,41,spi3g782q7m4evjxn1sv6cfa,1,44.4,44.9,2025-03-23T14:31:20.032Z,2025-03-23T14:31:23Z,5597158487,56,Back,5597158491,141,71.2,5597158495,213,1.55,5597158493,212,17.9,5597158489,140,44.8,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145233,13,1,1,0,45,spi3g782q7m4evjxn1sv6cfa,1,44.9,80.3,2025-03-23T14:31:23.568Z,2025-03-23T14:31:29Z,5597158623,141,60.2,5597158625,212,17.0,5597158619,56,Back,5597158627,213,4.07,5597158621,140,35.2,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145249,14,1,1,0,50,spi3g782q7m4evjxn1sv6cfa,1,39.8,56.3,2025-03-23T14:31:29.023Z,2025-03-23T14:31:32Z,5597158713,213,5.66,5597158709,141,13.8,5597158703,155,,5597158707,140,78.0,5597158711,212,49.4,5597158715,1,,5597158705,56,Right,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145253,15,61,1,0,53,spi3g782q7m4evjxn1sv6cfa,0,78,14,2025-03-23T14:31:32.256Z,2025-03-23T14:31:32Z,5597158723,56,Right,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145265,7,1,1,0,55,36tr17foeaf9ejjmt2txuoy3y,1,23.9,65.5,2025-03-23T14:31:33.921Z,2025-03-23T14:42:31Z,5597158771,212,10.7,5597158769,141,78.4,5597158773,213,0.96,5597158765,56,Back,5597158767,140,29.8,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145269,8,49,1,0,57,36tr17foeaf9ejjmt2txuoy3y,1,29.8,78.4,2025-03-23T14:31:35.583Z,2025-03-23T14:31:35Z,,,,,,,,,,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145281,9,1,1,0,57,36tr17foeaf9ejjmt2txuoy3y,1,29.8,78.4,2025-03-23T14:31:35.776Z,2025-03-23T14:31:39Z,5597158843,213,2.28,5597158841,212,13.3,5597158835,56,Back,5597158837,140,21.5,5597158839,141,93.2,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145293,10,1,1,1,1,36tr17foeaf9ejjmt2txuoy3y,1,27.2,98.6,2025-03-23T14:31:39.823Z,2025-03-23T14:31:41Z,5597158895,140,36.6,5597158897,141,98.6,5597158901,213,0.00,5597158899,212,9.9,5597158893,56,Back,,,,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145295,11,61,1,1,2,36tr17foeaf9ejjmt2txuoy3y,0,36.6,98.6,2025-03-23T14:31:41.119Z,2025-03-23T14:31:41Z,5597158905,56,Back,,,,,,,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145313,16,1,1,1,5,spi3g782q7m4evjxn1sv6cfa,1,62.8,5,2025-03-23T14:31:43.729Z,2025-03-23T14:42:51Z,5597159005,56,Right,5597159011,212,6.7,5597159007,140,67.5,5597159013,213,0.74,5597159009,141,11.6,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145315,17,49,1,1,7,spi3g782q7m4evjxn1sv6cfa,1,68.1,12.6,2025-03-23T14:31:45.599Z,2025-03-23T14:31:46Z,,,,,,,,,,,,,,,,,,,,,,,,,7b1wnybwn288obuc03bea8962,M. Hamano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145317,18,1,1,1,7,spi3g782q7m4evjxn1sv6cfa,1,68.1,12.6,2025-03-23T14:31:45.807Z,2025-03-23T14:31:46Z,5597159029,140,86.2,5597159027,56,Right,5597159037,212,19.3,5597159039,213,6.12,5597159033,141,8.0,,,,,,,,,,7b1wnybwn288obuc03bea8962,M. Hamano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145331,19,1,1,1,8,spi3g782q7m4evjxn1sv6cfa,1,95.2,25.2,2025-03-23T14:31:46.560Z,2025-03-23T14:44:19Z,5597159097,212,17.4,5597159093,140,81.1,5597159099,213,3.70,5597159091,56,Right,5597159095,141,11.7,,,,,,,,,,7np6c6939ms55m37juqvw0oa,W. Kaptein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145341,20,2,1,1,10,spi3g782q7m4evjxn1sv6cfa,1,84.3,18.6,2025-03-23T14:31:48.591Z,2025-03-23T14:44:30Z,5597159269,56,Center,5597159153,140,97.2,5597159267,7,7np6c6939ms55m37juqvw0oa,5597159155,141,25.0,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145351,12,55,1,1,10,36tr17foeaf9ejjmt2txuoy3y,1,9.5,74.4,2025-03-23T14:31:48.592Z,2025-03-23T17:12:24Z,,,,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145391,13,1,1,1,26,36tr17foeaf9ejjmt2txuoy3y,1,8.5,65.4,2025-03-23T14:32:04.736Z,2025-03-23T14:45:16Z,5597159445,213,0.77,5597159437,56,Back,5597159435,241,,5597159441,141,87.9,5597159439,140,23.6,5597159433,5,,5597159491,189,,5597159443,212,22.0,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145393,14,1,1,1,33,36tr17foeaf9ejjmt2txuoy3y,0,22.5,88.4,2025-03-23T14:32:11.608Z,2025-03-23T14:45:25Z,5597159457,212,25.9,5597159451,56,Back,5597159459,213,0.37,5597159453,140,45.5,5597159455,141,100.0,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145397,15,5,1,1,35,36tr17foeaf9ejjmt2txuoy3y,0,44.4,101.8,2025-03-23T14:32:13.485Z,2025-03-23T14:32:17Z,5597159467,347,,5597159515,233,22,5597159465,56,Back,,,,,,,,,,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145403,22,5,1,1,35,spi3g782q7m4evjxn1sv6cfa,1,55.6,-1.8,2025-03-23T14:32:13.485Z,2025-03-23T14:43:25Z,5597159489,347,,5597159493,233,15,5597159487,56,Right,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145465,23,1,1,1,50,spi3g782q7m4evjxn1sv6cfa,1,49.6,0,2025-03-23T14:32:28.960Z,2025-03-23T14:32:29Z,5597159795,140,46.9,5597159791,107,,5597159797,141,14.4,5597159801,213,1.84,5597159799,212,10.8,5597159793,56,Back,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145475,24,1,1,1,51,spi3g782q7m4evjxn1sv6cfa,1,46.9,14.4,2025-03-23T14:32:29.631Z,2025-03-23T14:32:31Z,5597159875,141,3.5,5597159871,56,Back,5597159879,213,4.70,5597159873,140,46.8,5597159877,212,7.4,,,,,,,,,,eihksc6tdooqw7ref4nt520a,O. Jean-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145489,25,1,1,1,52,spi3g782q7m4evjxn1sv6cfa,1,46.8,3.5,2025-03-23T14:32:31.232Z,2025-03-23T14:32:36Z,5597159929,141,19.8,5597159933,213,2.51,5597159927,140,32.5,5597159931,212,18.7,5597159925,56,Back,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145499,26,1,1,1,57,spi3g782q7m4evjxn1sv6cfa,1,27.4,31.9,2025-03-23T14:32:35.872Z,2025-03-23T14:32:37Z,5597159981,213,1.82,5597159975,141,50.3,5597159971,56,Back,5597159977,212,12.9,5597159973,140,24.4,,,,,,,,,,1dg7whnmk3nb1adw7n8a7nnbp,L. Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145523,27,1,1,1,59,spi3g782q7m4evjxn1sv6cfa,1,24.4,50.3,2025-03-23T14:32:37.823Z,2025-03-23T14:32:43Z,5597160085,56,Left,5597160095,1,,5597160087,140,55.0,5597160091,212,41.6,5597160093,213,0.69,5597160089,141,89.1,,,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145525,28,61,1,2,4,spi3g782q7m4evjxn1sv6cfa,0,55,89.1,2025-03-23T14:32:43.007Z,2025-03-23T14:32:43Z,5597160099,56,Left,,,,,,,,,,,,,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145537,16,1,1,2,5,36tr17foeaf9ejjmt2txuoy3y,1,38,3.5,2025-03-23T14:32:43.520Z,2025-03-23T14:46:12Z,5597160137,56,Right,5597160139,140,51.9,5597160145,213,0.32,5597160143,212,15.4,5597160141,141,10.7,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145539,17,49,1,2,7,36tr17foeaf9ejjmt2txuoy3y,1,59,12.6,2025-03-23T14:32:46.303Z,2025-03-23T14:32:46Z,,,,,,,,,,,,,,,,,,,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145551,18,1,1,2,9,36tr17foeaf9ejjmt2txuoy3y,1,68.7,12.3,2025-03-23T14:32:48.240Z,2025-03-23T14:32:52Z,5597160181,140,90.0,5597160187,213,0.05,5597160185,212,22.4,5597160183,141,14.0,5597160179,56,Right,,,,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145571,19,1,1,2,13,36tr17foeaf9ejjmt2txuoy3y,0,89.7,16.4,2025-03-23T14:32:52.048Z,2025-03-23T17:13:14Z,5597367459,223,,5597160263,155,,5597160269,141,60.2,5597160271,212,30.1,5597160261,2,,5597160267,140,85.5,5597367461,72,,5597160273,213,1.72,8hq106ex872xezlr1j901kpux,K. Casparij,5597160265,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145565,29,44,1,2,16,spi3g782q7m4evjxn1sv6cfa,1,13.9,39.6,2025-03-23T14:32:54.877Z,2025-03-23T15:28:00Z,5597160247,56,Back,5597160249,285,,5597160349,233,20,,,,,,,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145583,20,44,1,2,16,36tr17foeaf9ejjmt2txuoy3y,0,86.1,60.4,2025-03-23T14:32:54.878Z,2025-03-23T15:28:00Z,5597160317,56,Center,5597160321,286,,5597160327,233,29,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791148503,128,12,1,2,17,spi3g782q7m4evjxn1sv6cfa,1,14.1,31.5,2025-03-23T14:32:55.591Z,2025-03-23T18:21:31Z,5597176181,140,17.7,5597176183,141,14.3,5597176187,213,5.02,5597515803,15,,5597176179,56,Back,5597176185,212,12.3,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145597,21,3,1,2,21,36tr17foeaf9ejjmt2txuoy3y,1,83.2,86.9,2025-03-23T14:33:00.015Z,2025-03-23T17:13:39Z,5597160399,56,Left,5597368583,464,,5597177665,233,140,5597176767,286,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791148647,140,45,1,2,21,spi3g782q7m4evjxn1sv6cfa,0,16.8,13.1,2025-03-23T14:33:00.015Z,2025-03-23T14:49:25Z,5597177687,233,21,5597177271,56,Back,5597177273,285,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145605,22,1,1,2,22,36tr17foeaf9ejjmt2txuoy3y,1,80.3,94.8,2025-03-23T14:33:01.408Z,2025-03-23T14:33:03Z,5597160451,141,96.3,5597160453,212,11.4,5597160455,213,3.05,5597160449,140,69.5,5597160447,56,Left,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145613,23,1,1,2,24,36tr17foeaf9ejjmt2txuoy3y,1,69.2,96.3,2025-03-23T14:33:03.199Z,2025-03-23T14:33:06Z,5597160501,213,5.43,5597160493,56,Left,5597160499,212,13.2,5597160495,140,77.5,5597160497,141,81.7,,,,,,,,,,4iweh8975rkssez3r9vlk1wfe,N. Layzell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145621,24,1,1,2,27,36tr17foeaf9ejjmt2txuoy3y,1,75.2,76,2025-03-23T14:33:06.128Z,2025-03-23T14:33:08Z,5597160525,56,Center,5597160531,212,19.7,5597160527,140,79.3,5597160533,213,4.93,5597160529,141,47.8,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145631,25,1,1,2,29,36tr17foeaf9ejjmt2txuoy3y,0,80.7,49.7,2025-03-23T14:33:08.416Z,2025-03-23T14:33:09Z,5597160589,56,Center,5597160597,213,1.10,5597160591,140,87.7,5597160593,141,70.8,5597160595,212,16.1,,,,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145639,30,1,1,2,31,spi3g782q7m4evjxn1sv6cfa,1,14.9,28.8,2025-03-23T14:33:10.048Z,2025-03-23T14:33:11Z,5597160649,213,6.15,5597160641,56,Back,5597160643,140,27.9,5597160647,212,13.8,5597160645,141,26.1,,,,,,,,,,ehmzgi988h8g6rgekp3qivkr9,A. Lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145643,31,49,1,2,32,spi3g782q7m4evjxn1sv6cfa,1,27.9,26.1,2025-03-23T14:33:11.088Z,2025-03-23T14:33:11Z,,,,,,,,,,,,,,,,,,,,,,,,,7b1wnybwn288obuc03bea8962,M. Hamano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145665,32,1,1,2,33,spi3g782q7m4evjxn1sv6cfa,1,31.3,26.1,2025-03-23T14:33:11.616Z,2025-03-23T14:33:16Z,5597160773,141,7.4,5597160769,56,Back,5597160775,212,16.4,5597160777,213,5.39,5597160771,140,41.1,,,,,,,,,,7b1wnybwn288obuc03bea8962,M. Hamano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791145677,33,1,1,2,37,spi3g782q7m4evjxn1sv6cfa,1,41.7,6.7,2025-03-23T14:33:16.223Z,2025-03-23T14:33:18Z,5597160847,213,3.05,5597160841,140,20.9,5597160845,212,21.9,5597160843,141,9.8,5597160839,56,Back,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
