id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,qualifier/16/value,assist,qualifier/17/value,qualifier/19/value
2777467791,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-02-16T18:03:23.848Z,2025-02-16T18:03:24Z,5522152483,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5522152465,59,"16, 2, 12, 3, 17, 4, 14, 18, 10, 9, 24, 1, 7, 8, 13, 20, 23, 29, 36",5522152475,194,40drqeciuqe2j07g5cnc6xf55,5522152469,130,12,5522152463,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5522152471,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5522152461,30,"6uncwzelwxah4myhp8nzh63md, cq1ojxtj31dshjvlex145zw4q, 40drqeciuqe2j07g5cnc6xf55, 9parlijxpxnfis96jwy9p37bp, doqt0my3sg0u3zmfgg59l8zxl, 230r9tcwg89z5b9kxdqwi336d, 15b0z85uttk1ibcag2g4476jt, 9v895fdc1blaaboscv14vp149, 2nqlq23w7g732ttrbnt2u2s4p, 7k5or8x3fqo7qkzii18kwpaeh, 5wswj1tehi9zmdzxrid4qj74l, cn8ti0qxxvg0z0vvmwkocggr9, 9zmawcjx19fpz5yxrh2hkw3c9, efvcf4syatkaw5fbo37i5hat, bq6qae0iohn03ghdjgqiq7eac, 153m45p2fkc2q8x9zq105g45, 5wjfxb57gtzmp7m29wotyafv9, 5m8q057u3ek6rjdpmlu98uesq, eupa2sfidmlkbyxz8uu9b6mfo",5522152479,197,25073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777475589,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-02-16T18:12:09.797Z,2025-02-16T18:58:12Z,5522197409,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5522197407,30,"1vejfm6fcp0xeyk30r6hv79wp, 1hoivq7vrd8hx0e5gk4tuyxyi, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 470uu9issmbdfyhxjq75gdbs9, 96m4k5sb92ttshdu7ktfm2aqd, 8i8zuouah6iycf9fdfmkdlppm, 23kah59nbx1m7ro3imaaevoph, cm84oje8txj7m34zuhhv68ct1, wupxscyf4x7rsjidpmp0wnv9, brflebs8m00rgali2owyoyove, bkjq8yp0rffvauz0nz94flfu2, 4iweh8975rkssez3r9vlk1wfe, 8lfnj5bvo97dimx52no42nmqd, 1bw2kkdm9fcqpl2brljc0g8vd, bmw6mvkeropjorm2rxzw2fzai, 3f6hkia6zu8xuwasqdz3w759m, ekiwe5yf61qrcnlbk3fo68222, 22blwbf4rlay0jfdecsxvu1hw, 64bhyq7li8xssicmjrgy46n10",5522197417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5522197415,130,7,5522197421,197,1154,5522197423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5522197419,194,470uu9issmbdfyhxjq75gdbs9,5522197413,59,"31, 28, 15, 25, 4, 27, 20, 10, 21, 6, 8, 35, 3, 13, 14, 16, 19, 30, 46, 53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777504961,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2025-02-16T18:45:10.148Z,2025-02-16T18:45:10Z,5522352781,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777504967,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2025-02-16T18:45:10.148Z,2025-02-16T21:13:38Z,5522352809,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777505009,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,50.1,49.4,2025-02-16T18:45:10.149Z,2025-02-16T18:45:14Z,5522353057,140,23.3,5522353063,213,3.29,5522353061,212,28.4,5522353059,141,43.3,5522353065,279,S,5522353055,56,Back,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777505049,4,1,1,0,3,36tr17foeaf9ejjmt2txuoy3y,1,23.3,43.3,2025-02-16T18:45:13.942Z,2025-02-16T18:45:16Z,5522353235,56,Back,5522353239,141,14.3,5522353241,212,22.6,5522353237,140,33.9,5522353243,213,5.23,,,,,,,,,,1vejfm6fcp0xeyk30r6hv79wp,A. Yamashita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777505081,5,1,1,0,6,36tr17foeaf9ejjmt2txuoy3y,1,33.6,11.9,2025-02-16T18:45:16.839Z,2025-02-16T18:45:19Z,5522353419,213,2.14,5522353413,140,22.8,5522353411,56,Back,5522353415,141,37.7,5522353417,212,20.9,,,,,,,,,,1hoivq7vrd8hx0e5gk4tuyxyi,G. Prior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777505127,6,1,1,0,8,36tr17foeaf9ejjmt2txuoy3y,1,23,38.2,2025-02-16T18:45:18.966Z,2025-02-16T18:45:23Z,5522353687,56,Back,5522353695,213,1.34,5522353689,140,27.8,5522353693,212,22.0,5522353691,141,69.7,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777505149,7,1,1,0,13,36tr17foeaf9ejjmt2txuoy3y,1,32.1,69,2025-02-16T18:45:23.287Z,2025-02-16T18:45:25Z,5522353867,212,14.6,5522353861,56,Back,5522353869,213,4.51,5522353863,140,29.3,5522353865,141,47.9,,,,,,,,,,96m4k5sb92ttshdu7ktfm2aqd,R. Knaak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777505207,8,1,1,0,15,36tr17foeaf9ejjmt2txuoy3y,1,30.3,46.7,2025-02-16T18:45:25.270Z,2025-02-16T18:45:30Z,5522354131,141,74.1,5522354129,140,39.5,5522354133,212,21.0,5522354135,213,1.09,5522354127,56,Back,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
