id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2337998767,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-10-02T15:21:50.825Z,2021-10-02T16:25:32Z,3137414671,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3137414667,59,"1, 16, 12, 10, 3, 5, 13, 7, 11, 14, 9, 4, 6, 8, 15, 18, 19, 22, 23, 77",3137414673,194,5m2ilglr6tlmgs2d4qzk5wno5,3137414663,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 1o0o6thivoulnmsklkpbwpiad, 5m2ilglr6tlmgs2d4qzk5wno5, bd1752qgxbodnsgdus42fc99l, d9zt8e8lnk9a22we6o6wqyndh, e8ivbfq0irn8f2p8krhkikzx1, e3fa1ou90dirp8yjjterhrs9h, wupxscyf4x7rsjidpmp0wnv9, c705ailfiov40xwoysz0ggct1, 3sn815dsm0i0rnw9nigjyb0et, 9cjjs4piq3t12iltsfon52h91, 6zaowm8oua2nzpobekogff1lh, 1dbhha29epjmo8g4xfm5taaj9, 6679bfd6bjylogbe4ebese85x, 88k3tmpcg5ov13cd8b9rxyggl, ddagc0khq0zh1ywynyci8nzrp, 8z3ceakcqfvv039p2fbm4rvmd, e6pdkq17etv9k527m94sqqu39, cxl4bxs35ifb8o5cq9jxi1ec5",3137414677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3137414665,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3137414675,197,12327,3137414669,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338001565,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2021-10-02T15:23:09.213Z,2021-10-02T16:21:52Z,3137428953,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3137428927,30,"6bejfvxorcqyawi2fmk2kbco9, 8d9pmbbdavzy4g7lw18pvhai2, b3i5okqaspq6w7w456ab4cxjp, aobk77cx9hxx5dkc1urqjwg5x, elxejx7hth8mta5wgi4s4c7h1, d2fg07wz032fvb5xyi35b4c0l, 2394pwqy8u1g121y7xctawcet, amnb211255557h5z7snm33h79, dle50mcyb7xfk7eop3d0qs2c5, d9cewkta4tz35v0p71n5mcvkl, f5j2zq9sslh38t8bhyifsjg89, 97pl91ffz5ac8khzqnixgu6wa, 1fydstffdampyvkiagj35izo4, 5iqkq5z36m51o6xxodts4nyi2, 9suedxn974tkwr7tfp05fcnh1, 79ecym8dg7y8fcz3ght0zaj56, 8dmqojrghbr0t868inj6yvxed",3137428949,197,8381,3137428937,130,11,3137428941,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3137428929,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3137428931,59,"1, 16, 33, 6, 5, 3, 10, 4, 11, 8, 7, 12, 15, 18, 20, 22, 23",3137428945,194,amnb211255557h5z7snm33h79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078573,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-10-02T16:17:23.872Z,2021-10-02T16:17:24Z,3137842457,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078557,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2021-10-02T16:17:23.872Z,2021-10-02T16:17:24Z,3137842393,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078611,3,1,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,49.8,49.7,2021-10-02T16:17:24.782Z,2021-10-02T16:17:27Z,3137842605,141,26.2,3137842607,212,25.0,3137842601,56,Back,3137842611,279,S,3137842609,213,3.8,3137842603,140,31.5,,,,,,,dle50mcyb7xfk7eop3d0qs2c5,C. Boye-Hlorkah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078657,4,1,1,0,3,8l30dsub3sutr6j3ruvk650xc,0,31.5,26.2,2021-10-02T16:17:27.654Z,2021-10-02T16:17:30Z,3137842837,141,15.6,3137842841,212,43.8,3137842829,155,,3137842831,56,Right,3137842845,1,,3137842843,213,6.1,3137842833,140,72.6,,,,aobk77cx9hxx5dkc1urqjwg5x,A. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078701,3,1,1,0,6,5rurqie3qt1qav9ir5mkqinn,0,26,74.4,2021-10-02T16:17:30.235Z,2021-10-02T16:17:32Z,3137843125,213,0.2,3137843117,56,Left,3137843127,1,,3137843115,3,,3137843121,141,83.9,3137843123,212,33.7,3137843119,140,57.5,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078735,5,1,1,0,10,8l30dsub3sutr6j3ruvk650xc,0,62.6,12,2021-10-02T16:17:34.566Z,2021-10-02T16:17:35Z,3137843349,56,Right,3137843355,212,9.6,3137843357,213,4.8,3137843351,140,63.8,3137843353,141,0.0,3137843347,3,,,,,,,,8d9pmbbdavzy4g7lw18pvhai2,O. McLoughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078801,4,5,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,38.4,102,2021-10-02T16:17:34.947Z,2021-10-02T16:17:39Z,3137843697,347,,3137843743,233,6,3137843695,56,Back,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078741,6,5,1,0,11,8l30dsub3sutr6j3ruvk650xc,0,61.6,-2,2021-10-02T16:17:34.947Z,2021-10-02T16:47:21Z,3137843759,233,4,3137843377,347,,3137843375,56,Right,,,,,,,,,,,,,,,,8d9pmbbdavzy4g7lw18pvhai2,O. McLoughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078885,5,1,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,40.6,100,2021-10-02T16:17:39.378Z,2021-10-02T16:17:44Z,3137844163,107,,3137844173,213,3.5,3137844167,140,10.6,3137844171,212,33.8,3137844169,141,83.9,3137844175,1,,3137844165,56,Back,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078907,6,1,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,10.6,83.9,2021-10-02T16:17:44.450Z,2021-10-02T16:17:45Z,3137844283,212,41.1,3137844281,141,27.1,3137844279,140,23.9,3137844287,1,,3137844277,56,Back,3137844285,213,5.1,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078935,7,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,23.9,27.1,2021-10-02T16:17:45.770Z,2021-10-02T16:17:47Z,3137844459,212,17.2,3137844455,141,7.4,3137844461,213,5.4,3137844453,140,34.1,3137844447,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338078981,8,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,34.1,7.4,2021-10-02T16:17:47.105Z,2021-10-02T16:17:50Z,3137844743,212,20.0,3137844741,141,30.1,3137844735,56,Back,3137844739,140,22.0,3137844745,213,2.3,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079041,9,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,22,30.1,2021-10-02T16:17:50.706Z,2021-10-02T16:17:55Z,3137845097,140,26.8,3137845105,212,36.3,3137845113,1,,3137845109,213,1.4,3137845095,56,Back,3137845101,141,83.0,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079111,10,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,27.9,61.2,2021-10-02T16:17:55.217Z,2021-10-02T16:17:58Z,3137845439,213,0.5,3137845433,140,63.8,3137845435,141,90.6,3137845441,1,,3137845437,212,42.7,3137845431,56,Left,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079163,11,1,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,63.8,90.6,2021-10-02T16:17:58.585Z,2021-10-02T16:18:00Z,3137845667,212,31.6,3137845661,56,Back,3137845665,141,90.2,3137845663,140,33.7,3137845669,213,3.2,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079183,12,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,33.7,90.2,2021-10-02T16:18:00.793Z,2021-10-02T16:18:02Z,3137845789,141,66.6,3137845793,213,4.1,3137845785,56,Back,3137845791,212,19.2,3137845787,140,23.6,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079243,13,1,1,0,38,5rurqie3qt1qav9ir5mkqinn,1,23.6,66.6,2021-10-02T16:18:02.234Z,2021-10-02T16:18:05Z,3137846053,56,Back,3137846061,213,4.7,3137846057,141,29.1,3137846059,212,25.5,3137846055,140,24.2,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079293,14,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,0,24.2,19.2,2021-10-02T16:18:05.570Z,2021-10-02T16:18:08Z,3137846349,157,,3137846359,213,0.6,3137846353,140,77.2,3137846361,1,,3137846355,141,81.4,3137846357,212,69.9,3137846351,56,Left,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079327,7,1,1,0,44,8l30dsub3sutr6j3ruvk650xc,0,31.5,20.9,2021-10-02T16:18:08.422Z,2021-10-02T16:18:09Z,3137846483,3,,3137846493,213,1.4,3137846489,141,49.9,3137846487,140,34.3,3137846491,212,19.9,3137846485,56,Back,,,,,,,8d9pmbbdavzy4g7lw18pvhai2,O. McLoughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079485,15,1,1,0,47,5rurqie3qt1qav9ir5mkqinn,1,72.7,36.4,2021-10-02T16:18:11.202Z,2021-10-02T16:18:16Z,3137847115,213,6.0,3137847107,56,Center,3137847105,3,,3137847111,141,32.5,3137847109,140,81.5,3137847113,212,9.6,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338079533,16,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,1,81.5,32.5,2021-10-02T16:18:16.049Z,2021-10-02T16:18:18Z,3137847321,213,5.3,3137847315,140,93.3,3137847317,141,3.2,3137847319,212,23.5,3137847313,56,Right,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
