id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/15/value
2353336983,7,1,1,0,14,cz26xwowfjp8ei14n9z2ac135,1,53.9,47,2021-11-07T18:45:45.421Z,2021-11-07T18:45:49Z,3217959539,1,,3217959537,213,2.2,3217959525,140,33.3,3217959527,141,90.9,3217959531,212,36.9,3217959523,56,Back,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337043,8,1,1,0,18,cz26xwowfjp8ei14n9z2ac135,1,33.3,90.9,2021-11-07T18:45:49.501Z,2021-11-07T18:45:56Z,3217959873,56,Back,3217959875,140,13.2,3217959877,141,59.1,3217959879,212,30.2,3217959881,213,3.9,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337099,9,1,1,0,25,cz26xwowfjp8ei14n9z2ac135,1,15.7,49.4,2021-11-07T18:45:56.454Z,2021-11-07T18:46:02Z,3217960139,212,39.1,3217960137,141,7.4,3217960141,213,5.5,3217960143,1,,3217960135,140,41.2,3217960131,155,,3217960133,56,Back,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337111,10,1,1,0,30,cz26xwowfjp8ei14n9z2ac135,0,41.2,7.4,2021-11-07T18:46:01.741Z,2021-11-07T18:46:11Z,3217960189,140,40.9,3217960187,56,Back,3217960195,213,1.6,3217960193,212,9.7,3217960191,141,21.6,,,,,,,,,,egntdpd5mpnv6i8n8uv4yolhx,Z. Wyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337159,5,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,64.2,67.2,2021-11-07T18:46:02.222Z,2021-11-07T18:46:07Z,3217960471,213,0.5,3217960469,212,17.6,3217960467,141,79.7,3217960461,3,,3217960463,56,Left,3217960465,140,78.9,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337167,11,4,1,0,33,cz26xwowfjp8ei14n9z2ac135,1,30.6,20.2,2021-11-07T18:46:04.749Z,2021-11-07T18:46:08Z,3217960515,56,Back,3217960517,152,,3217960513,10,,3217960509,233,6,3217960535,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337161,6,4,1,0,33,5rurqie3qt1qav9ir5mkqinn,0,69.4,79.8,2021-11-07T18:46:04.750Z,2021-11-07T18:46:09Z,3217960585,233,11,3217960475,10,,3217960481,286,,3217960477,56,Left,3217960479,152,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337297,12,1,1,0,46,cz26xwowfjp8ei14n9z2ac135,1,40.9,21.6,2021-11-07T18:46:18.095Z,2021-11-07T18:46:20Z,3217961171,56,Back,3217961173,140,28.7,3217961175,141,44.2,3217961169,152,,3217961167,5,,3217961179,213,2.3,3217961177,212,20.0,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337325,13,1,1,0,49,cz26xwowfjp8ei14n9z2ac135,1,28.7,44.2,2021-11-07T18:46:20.549Z,2021-11-07T18:46:23Z,3217961307,56,Back,3217961313,212,19.7,3217961309,140,30.4,3217961311,141,73.0,3217961315,213,1.5,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337363,14,1,1,0,51,cz26xwowfjp8ei14n9z2ac135,1,30.4,73,2021-11-07T18:46:22.997Z,2021-11-07T18:46:25Z,3217961515,212,12.8,3217961517,213,1.2,3217961513,141,90.3,3217961509,56,Back,3217961511,140,35.1,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337421,15,1,1,0,54,cz26xwowfjp8ei14n9z2ac135,1,35.1,90.3,2021-11-07T18:46:25.837Z,2021-11-07T18:46:30Z,3217961791,212,18.0,3217961793,213,5.4,3217961785,56,Back,3217961787,140,46.3,3217961789,141,70.2,,,,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337423,16,4,1,0,56,cz26xwowfjp8ei14n9z2ac135,1,45.9,71.8,2021-11-07T18:46:28.189Z,2021-11-07T18:46:30Z,3217961797,13,,3217961799,56,Back,3217961805,286,,3217961801,152,,3217961803,265,,3217961823,233,7,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337409,7,4,1,0,56,5rurqie3qt1qav9ir5mkqinn,0,54.1,28.2,2021-11-07T18:46:28.190Z,2021-11-07T18:46:31Z,3217961729,152,,3217961727,56,Center,3217961725,13,,3217961731,265,,3217961733,285,,3217961849,233,16,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337605,17,1,1,1,10,cz26xwowfjp8ei14n9z2ac135,1,43.1,62.1,2021-11-07T18:46:42.205Z,2021-11-07T18:46:45Z,3217962711,212,12.6,3217962713,213,1.0,3217962709,141,78.1,3217962707,140,49.2,3217962705,56,Back,3217962703,152,,3217962701,5,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337627,18,1,1,1,13,cz26xwowfjp8ei14n9z2ac135,1,55.9,69,2021-11-07T18:46:44.990Z,2021-11-07T18:46:48Z,3217962837,212,16.5,3217962835,141,49.7,3217962839,213,4.1,3217962831,56,Back,3217962833,140,46.4,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337655,19,1,1,1,16,cz26xwowfjp8ei14n9z2ac135,1,46.4,49,2021-11-07T18:46:47.933Z,2021-11-07T18:46:50Z,3217963017,56,Center,3217963019,140,65.7,3217963025,213,5.8,3217963021,141,34.5,3217963023,212,22.5,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337673,20,1,1,1,19,cz26xwowfjp8ei14n9z2ac135,1,65.7,34.5,2021-11-07T18:46:50.685Z,2021-11-07T18:46:52Z,3217963125,213,2.4,3217963123,212,15.4,3217963121,141,50.4,3217963119,140,55.3,3217963117,56,Center,,,,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337701,21,1,1,1,21,cz26xwowfjp8ei14n9z2ac135,1,55.3,50.4,2021-11-07T18:46:52.405Z,2021-11-07T18:46:55Z,3217963297,56,Left,3217963299,140,72.9,3217963305,213,0.8,3217963303,212,27.0,3217963301,141,79.4,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337711,22,1,1,1,24,cz26xwowfjp8ei14n9z2ac135,1,72.9,79.4,2021-11-07T18:46:55.581Z,2021-11-07T18:46:57Z,3217963357,56,Back,3217963359,140,38.0,3217963367,1,,3217963365,213,3.2,3217963363,212,36.6,3217963361,141,78.7,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337785,23,1,1,1,26,cz26xwowfjp8ei14n9z2ac135,1,41.9,75,2021-11-07T18:46:57.549Z,2021-11-07T18:47:04Z,3217963751,141,40.1,3217963753,212,23.8,3217963755,213,4.6,3217963747,56,Back,3217963749,140,40.1,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337817,24,1,1,1,33,cz26xwowfjp8ei14n9z2ac135,1,40.9,31,2021-11-07T18:47:04.317Z,2021-11-07T18:47:08Z,3217963941,56,Back,3217963943,140,36.4,3217963947,212,29.8,3217963945,141,74.2,3217963949,213,1.7,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337843,25,1,1,1,36,cz26xwowfjp8ei14n9z2ac135,1,36.4,74.2,2021-11-07T18:47:08.037Z,2021-11-07T18:47:10Z,3217964121,141,91.4,3217964123,212,19.2,3217964125,213,0.7,3217964117,56,Left,3217964119,140,50.9,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337899,26,1,1,1,39,cz26xwowfjp8ei14n9z2ac135,1,50.9,91.4,2021-11-07T18:47:10.461Z,2021-11-07T18:47:16Z,3217964463,213,5.7,3217964461,212,28.3,3217964457,140,73.2,3217964455,56,Center,3217964459,141,68.1,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337927,27,1,1,1,44,cz26xwowfjp8ei14n9z2ac135,0,97.2,87.5,2021-11-07T18:47:15.973Z,2021-11-07T18:47:18Z,3217964581,140,81.2,3217964583,141,61.8,3217964585,212,24.2,3217964587,213,3.9,3217964579,56,Center,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337979,28,1,1,1,50,cz26xwowfjp8ei14n9z2ac135,0,79.5,66.1,2021-11-07T18:47:22.253Z,2021-11-07T18:49:59Z,3217964815,56,Center,3217964817,140,62.8,3217964821,141,68.1,3217964827,213,3.1,3217964825,212,17.6,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337971,8,49,1,1,51,5rurqie3qt1qav9ir5mkqinn,1,26.2,19.1,2021-11-07T18:47:22.662Z,2021-11-07T18:49:56Z,,,,,,,,,,,,,,,,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337987,9,61,1,1,51,5rurqie3qt1qav9ir5mkqinn,0,26.2,19.1,2021-11-07T18:47:22.990Z,2021-11-07T18:49:53Z,3217964863,56,Back,,,,,,,,,,,,,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353337999,29,1,1,1,52,cz26xwowfjp8ei14n9z2ac135,1,62.8,68.1,2021-11-07T18:47:23.957Z,2021-11-07T18:47:55Z,3217964919,56,Center,3217964923,141,57.8,3217964921,140,75.2,3217964925,212,14.8,3217964927,213,5.8,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338009,30,1,1,1,53,cz26xwowfjp8ei14n9z2ac135,1,75.2,57.8,2021-11-07T18:47:24.365Z,2021-11-07T18:47:25Z,3217964985,213,3.7,3217964981,141,49.9,3217964983,212,10.6,3217964977,56,Center,3217964979,140,66.5,,,,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338015,31,1,1,1,53,cz26xwowfjp8ei14n9z2ac135,0,66.5,49.9,2021-11-07T18:47:25.269Z,2021-11-07T18:47:26Z,3217965015,213,0.0,3217965009,140,75.5,3217965013,212,9.5,3217965011,141,50.3,3217965007,56,Center,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338037,11,50,1,1,55,5rurqie3qt1qav9ir5mkqinn,1,23.4,35,2021-11-07T18:47:26.837Z,2021-11-07T18:47:28Z,3217965145,233,32,3217965101,56,Back,3217965103,285,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338041,32,7,1,1,55,cz26xwowfjp8ei14n9z2ac135,0,76.6,65,2021-11-07T18:47:26.838Z,2021-11-07T18:47:28Z,3217965125,286,,3217965139,233,11,3217965123,56,Center,,,,,,,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338033,10,8,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,22.3,20.4,2021-11-07T18:47:27.671Z,2021-11-07T18:47:27Z,3217965079,56,Back,,,,,,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338047,12,49,1,1,58,5rurqie3qt1qav9ir5mkqinn,1,31.7,38.9,2021-11-07T18:47:29.510Z,2021-11-07T18:47:29Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338095,13,1,1,1,58,5rurqie3qt1qav9ir5mkqinn,1,31.7,38.9,2021-11-07T18:47:30.062Z,2021-11-07T18:47:36Z,3217965409,56,Back,3217965413,141,73.2,3217965411,140,19.7,3217965415,212,26.5,3217965417,213,2.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338145,14,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,37.8,90.8,2021-11-07T18:47:36.294Z,2021-11-07T18:47:39Z,3217965651,213,5.3,3217965645,140,50.5,3217965643,56,Center,3217965649,212,25.9,3217965647,141,58.1,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338153,15,61,1,2,5,5rurqie3qt1qav9ir5mkqinn,0,50.5,58.1,2021-11-07T18:47:36.662Z,2021-11-07T18:47:42Z,3217965673,56,Center,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338131,33,49,1,2,7,cz26xwowfjp8ei14n9z2ac135,1,56.7,48.1,2021-11-07T18:47:39.301Z,2021-11-07T18:47:39Z,,,,,,,,,,,,,,,,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338207,34,1,1,2,8,cz26xwowfjp8ei14n9z2ac135,1,56.7,48.1,2021-11-07T18:47:39.550Z,2021-11-07T18:47:44Z,3217966015,213,3.6,3217966009,140,45.3,3217966013,212,13.1,3217966011,141,40.1,3217966007,56,Back,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338261,35,1,1,2,13,cz26xwowfjp8ei14n9z2ac135,1,45.3,40.1,2021-11-07T18:47:44.621Z,2021-11-07T18:47:48Z,3217966235,140,18.8,3217966233,56,Back,3217966247,213,2.8,3217966237,141,54.3,3217966241,212,29.5,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338295,36,1,1,2,17,cz26xwowfjp8ei14n9z2ac135,1,25.2,50.4,2021-11-07T18:47:48.821Z,2021-11-07T20:38:26Z,3217966463,140,28.6,3217966461,56,Back,3217966467,212,12.5,3217966465,141,32.8,3217966469,213,5.0,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338325,37,1,1,2,21,cz26xwowfjp8ei14n9z2ac135,1,29.6,32.8,2021-11-07T18:47:52.469Z,2021-11-07T18:47:55Z,3217966647,56,Back,3217966649,140,23.8,3217966657,1,,3217966655,213,1.8,3217966651,141,79.9,3217966653,212,32.6,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338347,38,1,1,2,23,cz26xwowfjp8ei14n9z2ac135,1,24.2,81.8,2021-11-07T18:47:55.125Z,2021-11-07T18:47:56Z,3217966799,213,0.8,3217966797,212,12.4,3217966795,141,94.4,3217966791,56,Back,3217966793,140,32.7,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338351,39,1,1,2,25,cz26xwowfjp8ei14n9z2ac135,0,32.7,94.4,2021-11-07T18:47:56.797Z,2021-11-07T18:47:57Z,3217966809,140,38.6,3217966813,212,6.3,3217966811,141,92.9,3217966807,56,Back,3217966815,213,6.1,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338385,40,1,1,2,28,cz26xwowfjp8ei14n9z2ac135,0,26,70.6,2021-11-07T18:48:00.174Z,2021-11-07T18:48:00Z,3217967013,56,Back,3217967011,3,,3217967017,141,76.1,3217967015,140,31.9,3217967019,212,7.2,3217967021,213,0.5,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338415,16,1,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,61.1,19.4,2021-11-07T18:48:00.550Z,2021-11-07T18:48:03Z,3217967205,213,0.3,3217967201,212,16.3,3217967189,56,Center,3217967193,140,76.1,3217967197,141,25.6,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338425,17,1,1,2,32,5rurqie3qt1qav9ir5mkqinn,1,76.1,25.6,2021-11-07T18:48:03.525Z,2021-11-07T18:48:04Z,3217967257,56,Right,3217967259,140,63.6,3217967265,213,3.6,3217967263,212,14.7,3217967261,141,15.9,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338439,18,1,1,2,33,5rurqie3qt1qav9ir5mkqinn,1,63.6,15.9,2021-11-07T18:48:04.389Z,2021-11-07T18:48:05Z,3217967321,212,12.0,3217967323,213,1.3,3217967319,141,32.7,3217967315,56,Center,3217967317,140,67.0,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353338463,19,1,1,2,34,5rurqie3qt1qav9ir5mkqinn,1,67,32.7,2021-11-07T18:48:05.446Z,2021-11-07T18:48:07Z,3217967461,213,3.7,3217967455,140,41.5,3217967453,56,Back,3217967457,141,10.6,3217967459,212,30.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
