id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/14/value,qualifier/15/value
2353343337,102,1,1,10,38,5rurqie3qt1qav9ir5mkqinn,1,83.1,10.9,2021-11-07T18:56:09.460Z,2021-11-07T18:56:14Z,3217993059,140,59.9,3217993057,56,Center,3217993065,213,2.7,3217993063,212,26.6,3217993061,141,26.7,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343383,103,1,1,10,42,5rurqie3qt1qav9ir5mkqinn,1,52.6,35.4,2021-11-07T18:56:14.044Z,2021-11-07T18:56:18Z,3217993303,212,37.8,3217993301,141,86.5,3217993305,213,1.2,3217993297,56,Left,3217993307,1,,3217993299,140,66.7,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343415,104,1,1,10,46,5rurqie3qt1qav9ir5mkqinn,1,66.8,83.8,2021-11-07T18:56:18.284Z,2021-11-07T19:41:40Z,3217993483,56,Center,3217993485,140,90.4,3218000369,210,15,3217993491,213,5.9,3217993489,212,26.7,3217993487,141,69.1,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343417,105,15,1,10,50,5rurqie3qt1qav9ir5mkqinn,1,91.4,68.5,2021-11-07T18:56:21.381Z,2021-11-07T19:41:40Z,3217993503,64,,3217993501,22,,3217993505,56,Center,3218000401,147,63.2,3218000025,82,,3218000021,72,,3218000031,233,101,3218000397,215,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,3218000399,146,3218000385,78,,94.1,,3218000383,113,,3218000395,103,3218000393,102,19,51.4,3218000389,55,104,3218000387,29,,,,,,,,,,
2353343413,101,10,1,10,50,cz26xwowfjp8ei14n9z2ac135,1,9.5,41.9,2021-11-07T18:56:21.481Z,2021-11-07T18:59:12Z,3217993475,94,,3217993477,56,Back,3218000041,233,105,,,,,,,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343433,102,49,1,10,53,cz26xwowfjp8ei14n9z2ac135,1,34.7,13.7,2021-11-07T18:56:24.339Z,2021-11-07T18:56:24Z,,,,,,,,,,,,,,,,,,,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343447,103,1,1,10,54,cz26xwowfjp8ei14n9z2ac135,0,38.5,9.7,2021-11-07T18:56:25.988Z,2021-11-07T18:56:27Z,3217993717,56,Right,3217993715,155,,3217993719,140,67.1,3217993725,213,6.0,3217993721,141,0.0,3217993723,212,30.9,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343449,104,5,1,10,55,cz26xwowfjp8ei14n9z2ac135,0,65.7,-1.5,2021-11-07T18:56:26.621Z,2021-11-07T19:40:39Z,3217993727,56,Right,3217993959,233,106,3217993729,347,,,,,,,,,,,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343479,106,5,1,10,55,5rurqie3qt1qav9ir5mkqinn,1,34.3,101.5,2021-11-07T18:56:26.621Z,2021-11-07T18:56:33Z,3217993907,347,,3217993941,233,104,3217993905,56,Back,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343521,107,1,1,11,1,5rurqie3qt1qav9ir5mkqinn,1,35.7,100,2021-11-07T18:56:32.869Z,2021-11-07T18:56:37Z,3217994095,107,,3217994099,140,27.2,3217994101,141,86.5,3217994097,56,Back,3217994103,212,13.8,3217994105,213,4.0,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343605,108,1,1,11,6,5rurqie3qt1qav9ir5mkqinn,1,21.9,61.4,2021-11-07T18:56:37.461Z,2021-11-07T20:38:16Z,3217994481,56,Back,3217994483,140,36.6,3217994489,213,5.3,3217994485,141,23.9,3217994487,212,29.8,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343639,109,1,1,11,15,5rurqie3qt1qav9ir5mkqinn,1,64.3,27,2021-11-07T18:56:46.420Z,2021-11-07T18:56:52Z,3217994709,213,0.3,3217994707,212,13.0,3217994705,141,33.3,3217994703,140,76.0,3217994701,56,Center,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343675,110,1,1,11,20,5rurqie3qt1qav9ir5mkqinn,1,62,30.6,2021-11-07T18:56:52.292Z,2021-11-07T18:56:55Z,3217994909,141,10.6,3217994913,213,5.8,3217994911,212,29.4,3217994907,140,86.8,3217994905,56,Right,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343677,111,50,1,11,24,5rurqie3qt1qav9ir5mkqinn,1,85.1,15.1,2021-11-07T18:56:55.644Z,2021-11-07T18:57:01Z,3217995123,233,105,3217994921,56,Right,3217994923,286,,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343705,105,7,1,11,24,cz26xwowfjp8ei14n9z2ac135,1,14.9,84.9,2021-11-07T18:56:55.645Z,2021-11-07T18:57:00Z,3217995111,233,111,3217995063,56,Back,3217995065,285,,,,,,,,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353374411,323,1,1,11,28,cz26xwowfjp8ei14n9z2ac135,0,12.4,90.3,2021-11-07T18:56:59.304Z,2021-11-07T19:41:35Z,3218168449,212,3.5,3218168467,286,,3218168447,141,92.7,3218168461,236,,3218168463,233,112,3218167371,56,Back,3218168445,140,15.4,3218168451,213,0.5,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343751,112,74,1,11,28,5rurqie3qt1qav9ir5mkqinn,1,82.9,8.8,2021-11-07T18:56:59.305Z,2021-11-07T19:41:54Z,3217995317,285,,3217995315,56,Right,3218168477,233,323,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343733,106,12,1,11,29,cz26xwowfjp8ei14n9z2ac135,1,12.7,89.1,2021-11-07T18:57:00.395Z,2021-11-07T19:41:47Z,3217995267,167,,3217995219,56,Back,3217995223,140,12.7,3217995231,212,8.3,3217995233,213,1.6,3217995227,141,100.0,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343737,107,5,1,11,30,cz26xwowfjp8ei14n9z2ac135,0,14,101.5,2021-11-07T18:57:01.525Z,2021-11-07T18:58:51Z,3217995251,56,Back,3217995253,347,,3217999363,233,113,,,,,,,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343803,113,5,1,11,30,5rurqie3qt1qav9ir5mkqinn,1,86,-1.5,2021-11-07T18:57:01.525Z,2021-11-07T19:40:39Z,3217999359,233,107,3217995549,56,Right,3217995551,347,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343841,114,1,1,11,39,5rurqie3qt1qav9ir5mkqinn,1,84.8,0,2021-11-07T18:57:10.964Z,2021-11-07T18:57:17Z,3217995759,141,17.0,3217995757,140,74.9,3217995761,212,16.4,3217995763,213,2.3,3217995753,107,,3217995755,56,Right,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343849,115,1,1,11,45,5rurqie3qt1qav9ir5mkqinn,1,74.9,17,2021-11-07T18:57:16.668Z,2021-11-07T18:57:17Z,3217995791,212,6.3,3217995793,213,4.5,3217995789,141,8.0,3217995785,56,Right,3217995787,140,73.4,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343863,116,1,1,11,46,5rurqie3qt1qav9ir5mkqinn,1,73.4,8,2021-11-07T18:57:17.715Z,2021-11-07T18:57:19Z,3217995869,141,7.9,3217995867,140,84.4,3217995865,56,Right,3217995871,212,11.6,3217995873,213,6.3,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343877,117,1,1,11,48,5rurqie3qt1qav9ir5mkqinn,1,84.4,7.9,2021-11-07T18:57:19.564Z,2021-11-07T18:57:20Z,3217995955,213,2.3,3217995953,212,21.3,3217995951,141,31.5,3217995947,56,Center,3217995949,140,71.1,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343895,118,1,1,11,49,5rurqie3qt1qav9ir5mkqinn,1,71.1,31.5,2021-11-07T18:57:20.324Z,2021-11-07T18:57:22Z,3217996013,140,75.2,3217996009,56,Center,3217996019,212,28.5,3217996017,141,72.9,3217996023,213,1.4,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343959,119,1,1,11,51,5rurqie3qt1qav9ir5mkqinn,1,72.3,75,2021-11-07T18:57:22.380Z,2021-11-07T18:57:28Z,3217996335,212,18.1,3217996333,141,90.0,3217996331,140,86.5,3217996337,213,0.6,3217996329,56,Left,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343971,120,1,1,11,56,5rurqie3qt1qav9ir5mkqinn,1,87,88.6,2021-11-07T18:57:28.236Z,2021-11-07T18:57:30Z,3217996371,212,21.2,3217996373,213,3.4,3217996369,141,80.0,3217996365,56,Left,3217996367,140,67.6,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353343997,121,1,1,11,58,5rurqie3qt1qav9ir5mkqinn,1,67.6,80,2021-11-07T18:57:30.268Z,2021-11-07T18:57:33Z,3217996465,56,Center,3217996475,212,9.4,3217996477,213,5.0,3217996471,140,70.1,3217996473,141,66.7,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344083,122,1,1,12,6,5rurqie3qt1qav9ir5mkqinn,1,70.7,83.9,2021-11-07T18:57:37.916Z,2021-11-07T18:58:17Z,3217996919,56,Center,3217997961,210,15,3217996921,140,80.9,3217996923,141,68.4,3217996927,213,5.5,3217996925,212,15.0,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344087,123,15,1,12,12,5rurqie3qt1qav9ir5mkqinn,1,79.2,62.4,2021-11-07T18:57:43.803Z,2021-11-07T18:58:17Z,3217997999,233,108,3217997963,113,,3217997457,82,,3217997981,147,58.7,3217997965,78,,3217997969,55,122,3217997967,29,,3217997449,20,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,3217997979,146,3217997977,215,,85.8,,3217996949,56,Center,3217996947,18,3217997973,102,,50.6,3217997975,103,19,3217996945,22,,,,,,,,,,
2353344165,108,10,1,12,12,cz26xwowfjp8ei14n9z2ac135,1,15.8,52.1,2021-11-07T18:57:43.903Z,2021-11-07T18:58:08Z,3217997727,233,123,3217997433,94,,3217997435,56,Back,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344179,109,6,1,12,14,cz26xwowfjp8ei14n9z2ac135,0,0,63.3,2021-11-07T18:57:46.236Z,2021-11-07T19:36:50Z,3217997519,73,,3217997515,56,Back,3217997855,233,124,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344105,124,6,1,12,14,5rurqie3qt1qav9ir5mkqinn,1,100,36.7,2021-11-07T18:57:46.236Z,2021-11-07T18:58:11Z,3217997837,233,109,3217997115,56,Center,3217997117,75,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344283,125,1,1,12,45,5rurqie3qt1qav9ir5mkqinn,0,99.5,0.5,2021-11-07T18:58:16.620Z,2021-11-07T18:59:56Z,3217998105,2,,3217998117,141,62.4,3217998119,212,43.5,3217998123,1,,3217998121,213,1.8,3217998107,6,,3217998113,56,Center,3217998111,223,,6679bfd6bjylogbe4ebese85x,K. McCabe,3217998109,155,3217998115,140,,,88.9,,,,,,,,,,,,,,,,,,,,,,,,
2353344279,110,12,1,12,47,cz26xwowfjp8ei14n9z2ac135,1,9.8,47.5,2021-11-07T18:58:18.308Z,2021-11-07T18:58:19Z,3217998087,213,5.4,3217998085,212,12.4,3217998089,15,,3217998083,141,33.6,3217998081,140,17.5,3217998079,56,Back,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344293,111,1,1,12,50,cz26xwowfjp8ei14n9z2ac135,0,16.6,31.3,2021-11-07T18:58:21.484Z,2021-11-07T18:58:22Z,3217998189,141,33.0,3217998187,140,20.2,3217998193,213,0.3,3217998191,212,4.0,3217998183,3,,3217998185,56,Back,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344311,126,50,1,12,53,5rurqie3qt1qav9ir5mkqinn,1,86,62.2,2021-11-07T18:58:24.692Z,2021-11-07T18:58:29Z,3217998271,56,Center,3217998273,286,,3217998433,233,112,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344343,112,7,1,12,53,cz26xwowfjp8ei14n9z2ac135,1,14,37.8,2021-11-07T18:58:24.693Z,2021-11-07T18:58:28Z,3217998411,56,Back,3217998413,285,,3217998427,233,126,,,,,,,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344351,113,1,1,12,56,cz26xwowfjp8ei14n9z2ac135,1,9.8,32.7,2021-11-07T18:58:28.283Z,2021-11-07T18:58:30Z,3217998459,141,16.2,3217998455,56,Back,3217998457,140,20.6,3217998463,213,5.5,3217998461,212,16.0,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344375,114,1,1,12,58,cz26xwowfjp8ei14n9z2ac135,0,20.6,16.2,2021-11-07T18:58:30.003Z,2021-11-07T18:58:32Z,3217998585,213,0.1,3217998581,141,21.6,3217998583,212,46.0,3217998577,56,Center,3217998579,140,64.3,3217998587,1,,3217998575,155,,,,,egntdpd5mpnv6i8n8uv4yolhx,Z. Wyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344373,127,49,1,13,1,5rurqie3qt1qav9ir5mkqinn,1,38.7,82.1,2021-11-07T18:58:32.556Z,2021-11-07T18:58:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344391,128,1,1,13,1,5rurqie3qt1qav9ir5mkqinn,1,38.7,82.1,2021-11-07T18:58:33.124Z,2021-11-07T18:58:36Z,3217998703,141,36.1,3217998699,140,20.0,3217998715,1,,3217998697,56,Back,3217998707,212,36.9,3217998711,213,4.2,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344413,129,1,1,13,4,5rurqie3qt1qav9ir5mkqinn,1,19.8,29.1,2021-11-07T18:58:36.085Z,2021-11-07T20:38:15Z,3217998811,56,Back,3217998813,140,40.0,3217998817,212,23.6,3217998815,141,13.8,3217998819,213,5.8,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344425,130,1,1,13,6,5rurqie3qt1qav9ir5mkqinn,1,40,13.8,2021-11-07T18:58:38.044Z,2021-11-07T18:58:39Z,3217998899,56,Back,3217998909,213,1.5,3217998907,212,12.7,3217998901,140,41.0,3217998903,141,32.4,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344485,131,1,1,13,8,5rurqie3qt1qav9ir5mkqinn,1,41,32.4,2021-11-07T18:58:39.532Z,2021-11-07T18:58:47Z,3217999227,212,25.2,3217999229,213,3.0,3217999225,141,37.1,3217999223,140,17.2,3217999221,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344501,132,1,1,13,14,5rurqie3qt1qav9ir5mkqinn,1,17.6,35.2,2021-11-07T18:58:45.972Z,2021-11-07T20:38:14Z,3217999299,141,76.6,3217999297,140,24.2,3217999301,212,29.0,3217999303,213,1.3,3217999295,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344509,133,1,1,13,17,5rurqie3qt1qav9ir5mkqinn,1,24.2,76.6,2021-11-07T18:58:48.828Z,2021-11-07T18:58:50Z,3217999353,212,10.2,3217999351,141,89.6,3217999355,213,1.0,3217999347,56,Back,3217999349,140,29.1,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344575,134,1,1,13,18,5rurqie3qt1qav9ir5mkqinn,1,29.1,89.6,2021-11-07T18:58:50.196Z,2021-11-07T18:59:02Z,3217999741,155,,3217999743,56,Back,3217999745,140,45.9,3217999751,213,0.1,3217999749,212,17.7,3217999747,141,92.3,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344577,135,4,1,13,23,5rurqie3qt1qav9ir5mkqinn,1,45.2,87.3,2021-11-07T18:58:54.306Z,2021-11-07T19:36:52Z,3218153305,233,115,3217999757,56,Back,3217999759,152,,3217999755,13,,3217999761,265,,3217999763,286,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344561,115,4,1,13,23,cz26xwowfjp8ei14n9z2ac135,0,54.8,12.7,2021-11-07T18:58:54.307Z,2021-11-07T19:36:52Z,3217999639,56,Right,3217999637,13,,3217999645,285,,3218153309,233,135,3217999643,265,,3217999641,152,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344593,116,17,1,13,32,cz26xwowfjp8ei14n9z2ac135,1,0,0,2021-11-07T18:59:03.491Z,2021-11-07T18:59:05Z,3217999853,31,,3217999857,392,,3217999861,13,243,,,,,,,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344711,136,1,1,13,58,5rurqie3qt1qav9ir5mkqinn,1,35.4,78.5,2021-11-07T18:59:29.540Z,2021-11-07T18:59:30Z,3218000711,212,28.6,3218000713,213,4.3,3218000709,141,40.3,3218000707,140,24.0,3218000705,56,Back,3218000703,152,,3218000719,189,,3218000701,5,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344757,137,1,1,14,0,5rurqie3qt1qav9ir5mkqinn,1,24,40.3,2021-11-07T18:59:31.468Z,2021-11-07T20:38:13Z,3218000957,56,Back,3218000959,140,40.1,3218000963,212,25.2,3218000961,141,12.8,3218000965,213,5.4,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344777,138,1,1,14,4,5rurqie3qt1qav9ir5mkqinn,1,36.8,30,2021-11-07T18:59:35.884Z,2021-11-07T18:59:38Z,3218001079,56,Back,3218001087,213,5.2,3218001085,212,15.2,3218001081,140,43.8,3218001083,141,10.4,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344791,139,1,1,14,6,5rurqie3qt1qav9ir5mkqinn,0,43.8,10.4,2021-11-07T18:59:37.828Z,2021-11-07T18:59:39Z,3218001149,141,13.2,3218001147,140,88.6,3218001151,212,47.1,3218001153,213,0.0,3218001155,1,,3218001143,155,,3218001145,56,Right,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344787,117,61,1,14,7,cz26xwowfjp8ei14n9z2ac135,1,32.6,86.6,2021-11-07T18:59:39.071Z,2021-11-07T18:59:39Z,3218001129,56,Back,,,,,,,,,,,,,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344837,140,1,1,14,12,5rurqie3qt1qav9ir5mkqinn,0,93.2,17.1,2021-11-07T18:59:43.812Z,2021-11-07T18:59:46Z,3218001415,141,100.0,3218001407,56,Left,3218001411,140,97.4,3218001421,1,,3218001399,2,,3218001417,212,57.3,3218001419,213,1.5,3218001403,155,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345017,118,5,1,14,15,cz26xwowfjp8ei14n9z2ac135,1,2.3,-1,2021-11-07T18:59:46.362Z,2021-11-07T19:40:40Z,3218002293,347,,3218002291,56,Back,3218002295,233,141,,,,,,,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353344839,141,5,1,14,15,5rurqie3qt1qav9ir5mkqinn,0,97.7,101,2021-11-07T18:59:46.362Z,2021-11-07T19:00:05Z,3218001425,347,,3218001423,56,Left,3218002303,233,118,,,,,,,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345023,119,1,1,14,33,cz26xwowfjp8ei14n9z2ac135,1,2,0,2021-11-07T19:00:04.738Z,2021-11-07T19:38:14Z,3218002341,56,Back,3218002343,140,37.3,3218002339,107,,3218002353,1,,3218002351,213,0.1,3218002349,212,37.4,3218002347,141,6.5,3218153055,189,,egntdpd5mpnv6i8n8uv4yolhx,Z. Wyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345041,120,1,1,14,34,cz26xwowfjp8ei14n9z2ac135,0,37.3,6.5,2021-11-07T19:00:05.707Z,2021-11-07T19:38:12Z,3218002433,3,,3218002435,56,Back,3218002437,140,31.7,3218002439,141,15.2,3218002441,212,8.3,3218002443,213,2.4,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345045,142,1,1,14,35,5rurqie3qt1qav9ir5mkqinn,1,88,90.5,2021-11-07T19:00:06.356Z,2021-11-07T20:38:11Z,3218002481,213,3.9,3218002479,212,17.4,3218002477,141,73.8,3218002473,56,Center,3218002475,140,75.4,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345079,143,1,1,14,36,5rurqie3qt1qav9ir5mkqinn,1,72.2,79.6,2021-11-07T19:00:08.228Z,2021-11-07T19:00:11Z,3218002617,56,Center,3218002619,140,91.4,3218002625,213,6.1,3218002623,212,20.7,3218002621,141,73.0,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345111,144,1,1,14,40,5rurqie3qt1qav9ir5mkqinn,1,93.7,81.2,2021-11-07T19:00:11.772Z,2021-11-07T19:00:14Z,3218002773,140,75.2,3218002771,56,Left,3218002775,141,95.7,3218002777,212,21.8,3218002779,213,2.7,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345135,145,1,1,14,43,5rurqie3qt1qav9ir5mkqinn,1,75.2,95.7,2021-11-07T19:00:14.420Z,2021-11-07T19:00:16Z,3218002895,141,80.5,3218002897,212,10.9,3218002899,213,4.4,3218002891,56,Left,3218002893,140,72.0,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345165,146,3,1,14,44,5rurqie3qt1qav9ir5mkqinn,1,79.2,75.8,2021-11-07T19:00:15.304Z,2021-11-07T19:37:37Z,3218155961,233,322,3218003067,286,,3218003065,56,Center,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353372413,322,45,1,14,44,cz26xwowfjp8ei14n9z2ac135,0,20.8,24.2,2021-11-07T19:00:15.304Z,2021-11-07T19:37:37Z,3218155951,56,Back,3218155953,285,,3218155967,233,146,,,,,,,,,,,,,,,,nygly0mk02elp9ylmq30xhw5,T. Yallop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353345223,147,1,1,14,47,5rurqie3qt1qav9ir5mkqinn,1,77.2,77.2,2021-11-07T19:00:19.180Z,2021-11-07T19:02:00Z,3218010405,210,14,3218003393,2,,3218003395,155,,3218003405,213,5.6,3218010407,154,,3218003403,212,19.5,3218003401,141,58.8,3218003397,56,Center,6679bfd6bjylogbe4ebese85x,K. McCabe,3218003399,140,,,1,91.4,,,,,,,,,,,,,,,,,,,,,,,,,
