id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2335771195,130,1,1,12,19,36tr17foeaf9ejjmt2txuoy3y,1,48.8,12.3,2021-09-26T17:58:14.789Z,2021-09-26T17:58:16Z,3125745251,1,,3125745243,140,20.2,3125745245,141,40.9,3125745249,213,2.6,3125745241,56,Back,3125745247,212,35.8,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771233,131,1,1,12,21,36tr17foeaf9ejjmt2txuoy3y,1,20.2,40.9,2021-09-26T17:58:16.214Z,2021-09-26T17:58:20Z,3125745437,212,10.8,3125745431,56,Back,3125745433,140,26.1,3125745435,141,53.9,3125745439,213,1.0,,,,,,,,,,jnfo5n6yvloyqcpt5g1x5yvp,K. Benameur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771263,132,1,1,12,26,36tr17foeaf9ejjmt2txuoy3y,0,32.3,51.9,2021-09-26T17:58:21.414Z,2021-09-26T17:58:25Z,3125745563,140,91.0,3125745565,141,0.0,3125745569,213,5.7,3125745571,1,,3125745559,155,,3125745567,212,71.6,3125745561,56,Right,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771379,76,5,1,12,30,5rurqie3qt1qav9ir5mkqinn,1,11.9,101.8,2021-09-26T17:58:25.112Z,2021-09-26T18:10:40Z,3125746209,233,133,3125746197,56,Back,3125746199,347,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771265,133,5,1,12,30,36tr17foeaf9ejjmt2txuoy3y,0,88.1,-1.8,2021-09-26T17:58:25.112Z,2021-09-26T17:58:47Z,3125745583,347,,3125745581,56,Right,3125746227,233,76,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771385,77,1,1,12,52,5rurqie3qt1qav9ir5mkqinn,1,14.8,100,2021-09-26T17:58:47.196Z,2021-09-26T17:58:49Z,3125746249,107,,3125746259,213,5.1,3125746255,141,87.1,3125746253,140,18.3,3125746251,56,Back,3125746257,212,10.8,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771393,78,1,1,12,54,5rurqie3qt1qav9ir5mkqinn,0,18.3,87.1,2021-09-26T17:58:49.180Z,2021-09-26T17:58:50Z,3125746301,141,91.7,3125746299,140,33.4,3125746297,56,Back,3125746305,213,0.2,3125746303,212,16.2,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771407,134,1,1,12,55,36tr17foeaf9ejjmt2txuoy3y,1,73.3,15.9,2021-09-26T17:58:50.709Z,2021-09-26T17:58:52Z,3125746361,213,5.9,3125746357,141,12.0,3125746355,140,80.2,3125746353,56,Right,3125746359,212,7.7,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771409,135,49,1,12,57,36tr17foeaf9ejjmt2txuoy3y,1,80.2,12,2021-09-26T17:58:52.078Z,2021-09-26T17:58:52Z,,,,,,,,,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771419,136,1,1,12,57,36tr17foeaf9ejjmt2txuoy3y,0,80.2,12,2021-09-26T17:58:52.630Z,2021-09-26T17:58:53Z,3125746421,56,Right,3125746427,212,6.3,3125746429,213,5.2,3125746423,140,83.0,3125746425,141,3.8,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771433,79,49,1,13,0,5rurqie3qt1qav9ir5mkqinn,1,17.4,93.3,2021-09-26T17:58:55.356Z,2021-09-26T17:58:55Z,,,,,,,,,,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771439,80,1,1,13,1,5rurqie3qt1qav9ir5mkqinn,0,16.9,97.4,2021-09-26T17:58:56.004Z,2021-09-26T17:58:58Z,3125746517,140,16.2,3125746597,286,,3125746591,236,,3125746523,213,4.4,3125746521,212,2.6,3125746519,141,93.8,3125746593,233,137,3125746515,56,Back,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771445,137,74,1,13,1,36tr17foeaf9ejjmt2txuoy3y,1,79.5,3.8,2021-09-26T17:58:56.005Z,2021-09-26T18:02:20Z,3125746611,233,80,3125746551,56,Right,3125746553,285,,,,,,,,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771477,138,49,1,13,5,36tr17foeaf9ejjmt2txuoy3y,1,76.3,5.3,2021-09-26T17:59:00.101Z,2021-09-26T17:59:00Z,,,,,,,,,,,,,,,,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771533,139,1,1,13,5,36tr17foeaf9ejjmt2txuoy3y,1,73.6,7.3,2021-09-26T17:59:00.862Z,2021-09-26T17:59:06Z,3125747073,1,,3125747069,212,34.4,3125747065,140,50.8,3125747063,56,Center,3125747067,141,43.6,3125747061,155,,3125747071,213,2.3,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771555,140,1,1,13,11,36tr17foeaf9ejjmt2txuoy3y,1,55.4,51.5,2021-09-26T17:59:06.455Z,2021-09-26T17:59:09Z,3125747191,213,5.1,3125747189,212,20.4,3125747185,140,62.6,3125747183,56,Center,3125747187,141,23.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771587,141,1,1,13,14,36tr17foeaf9ejjmt2txuoy3y,1,63.6,22.1,2021-09-26T17:59:09.285Z,2021-09-26T17:59:13Z,3125747381,141,4.3,3125747385,213,5.2,3125747375,56,Right,3125747383,212,13.5,3125747379,140,69.2,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771629,142,1,1,13,18,36tr17foeaf9ejjmt2txuoy3y,1,69.2,4.3,2021-09-26T17:59:13.013Z,2021-09-26T17:59:19Z,3125747625,56,Right,3125747629,140,89.4,3125747635,213,0.1,3125747633,212,21.4,3125747631,141,8.2,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771645,143,1,1,13,22,36tr17foeaf9ejjmt2txuoy3y,0,99.3,8.2,2021-09-26T17:59:17.842Z,2021-09-26T17:59:32Z,3125747747,212,36.8,3125747741,56,Center,3125747737,2,,3125747751,1,,3125747739,155,,3125747749,213,1.6,3125747743,140,98.8,3125747745,141,62.3,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771623,81,43,1,13,23,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-09-26T17:59:17.942Z,2021-09-26T17:59:25Z,3125747827,233,143,3125747873,144,12,3125747579,185,0,3125747581,56,Back,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771651,82,12,1,13,27,5rurqie3qt1qav9ir5mkqinn,1,3.5,39.5,2021-09-26T17:59:22.516Z,2021-09-26T17:59:28Z,3125747771,56,Back,3125747777,212,5.4,3125747985,15,,3125747987,167,,3125747779,213,3.3,3125747775,141,37.9,3125747773,140,0.0,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771657,83,6,1,13,28,5rurqie3qt1qav9ir5mkqinn,0,0,37.8,2021-09-26T17:59:23.287Z,2021-09-26T17:59:25Z,3125747807,56,Back,3125747869,233,144,3125747809,73,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771665,144,6,1,13,28,36tr17foeaf9ejjmt2txuoy3y,1,100,62.2,2021-09-26T17:59:23.287Z,2021-09-26T18:02:24Z,3125747861,56,Center,3125748583,75,,3125747865,233,83,,,,,,,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771875,145,1,1,14,2,36tr17foeaf9ejjmt2txuoy3y,1,99.6,0.4,2021-09-26T17:59:57.654Z,2021-09-26T18:00:00Z,3125749083,212,19.2,3125749085,213,1.8,3125749071,6,,3125749077,56,Center,3125749079,140,94.6,3125749075,223,,3125749073,155,,3125749081,141,27.6,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,3125749069,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771887,146,1,1,14,5,36tr17foeaf9ejjmt2txuoy3y,1,94.6,27.6,2021-09-26T18:00:00.390Z,2021-09-26T18:00:02Z,3125749159,141,8.9,3125749155,56,Right,3125749163,213,4.1,3125749161,212,15.1,3125749157,140,86.9,,,,,,,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771919,147,1,1,14,7,36tr17foeaf9ejjmt2txuoy3y,1,86.9,8.9,2021-09-26T18:00:02.061Z,2021-09-26T18:00:05Z,3125749303,56,Center,3125749329,212,11.2,3125749325,140,81.8,3125749327,141,23.4,3125749331,213,2.1,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771943,148,1,1,14,10,36tr17foeaf9ejjmt2txuoy3y,1,79.3,26.2,2021-09-26T18:00:05.382Z,2021-09-26T18:00:07Z,3125749437,140,94.7,3125749441,212,32.2,3125749443,213,1.0,3125749445,1,,3125749433,155,,3125749435,56,Center,3125749439,141,67.2,,,,9e65qlc7dfjkajyhzhak8sc7p,J. Sonis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771947,149,44,1,14,12,36tr17foeaf9ejjmt2txuoy3y,1,92.8,61.5,2021-09-26T18:00:07.669Z,2021-09-26T18:00:10Z,3125749459,56,Center,3125749461,286,,3125749545,233,84,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771965,84,44,1,14,12,5rurqie3qt1qav9ir5mkqinn,0,7.2,38.5,2021-09-26T18:00:07.670Z,2021-09-26T18:00:11Z,3125749541,56,Back,3125749549,233,149,3125749543,285,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771957,150,1,1,14,13,36tr17foeaf9ejjmt2txuoy3y,0,94.7,67.2,2021-09-26T18:00:07.990Z,2021-09-26T18:00:09Z,3125749507,3,,3125749517,213,4.7,3125749511,140,94.1,3125749509,56,Center,3125749513,141,38.6,3125749515,212,19.5,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335771981,85,1,1,14,17,5rurqie3qt1qav9ir5mkqinn,0,17.6,71.8,2021-09-26T18:00:12.747Z,2021-09-26T18:00:14Z,3125749599,3,,3125749607,212,15.4,3125749601,56,Back,3125749609,213,5.5,3125749603,140,27.9,3125749605,141,55.7,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772005,151,1,1,14,18,36tr17foeaf9ejjmt2txuoy3y,1,67.7,63.9,2021-09-26T18:00:12.996Z,2021-09-26T18:00:16Z,3125749665,140,56.4,3125749663,56,Center,3125749669,212,15.2,3125749671,213,3.8,3125749667,141,49.9,3125749661,3,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772025,152,1,1,14,21,36tr17foeaf9ejjmt2txuoy3y,1,52.9,49.6,2021-09-26T18:00:16.206Z,2021-09-26T18:00:18Z,3125749791,141,21.6,3125749787,56,Center,3125749789,140,57.4,3125749793,212,19.6,3125749795,213,5.0,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772059,153,1,1,14,23,36tr17foeaf9ejjmt2txuoy3y,1,57.4,21.6,2021-09-26T18:00:18.725Z,2021-09-26T18:00:23Z,3125749981,212,20.7,3125749979,141,47.5,3125749975,56,Back,3125749977,140,47.0,3125749983,213,2.1,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772067,154,1,1,14,28,36tr17foeaf9ejjmt2txuoy3y,1,45.3,49.6,2021-09-26T18:00:23.558Z,2021-09-26T18:00:24Z,3125750025,212,13.4,3125750023,141,69.1,3125750019,56,Back,3125750027,213,1.4,3125750021,140,47.3,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772075,155,1,1,14,29,36tr17foeaf9ejjmt2txuoy3y,1,47.3,69.1,2021-09-26T18:00:24.830Z,2021-09-26T18:00:26Z,3125750077,141,51.2,3125750073,56,Back,3125750075,140,45.7,3125750079,212,12.3,3125750081,213,4.6,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772099,156,1,1,14,31,36tr17foeaf9ejjmt2txuoy3y,1,45.7,51.2,2021-09-26T18:00:26.030Z,2021-09-26T18:00:29Z,3125750273,141,38.2,3125750275,212,11.5,3125750267,56,Back,3125750271,140,38.7,3125750277,213,4.0,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772133,157,1,1,14,34,36tr17foeaf9ejjmt2txuoy3y,1,38.7,47.3,2021-09-26T18:00:29.054Z,2021-09-26T18:00:32Z,3125750509,212,39.2,3125750513,1,,3125750503,56,Left,3125750505,140,61.6,3125750507,141,92.9,3125750511,213,0.9,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772163,158,1,1,14,37,36tr17foeaf9ejjmt2txuoy3y,0,62.2,93.3,2021-09-26T18:00:32.774Z,2021-09-26T18:01:20Z,3125750691,56,Center,3125750697,212,19.9,3125750699,213,5.1,3125750695,141,66.3,3125750693,140,69.4,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772361,162,50,1,14,41,36tr17foeaf9ejjmt2txuoy3y,1,71.6,70.2,2021-09-26T18:00:36.254Z,2021-09-26T18:01:17Z,3125752495,233,86,3125751857,56,Center,3125751859,286,,,,,,,,,,,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772167,86,7,1,14,41,5rurqie3qt1qav9ir5mkqinn,0,28.4,29.8,2021-09-26T18:00:36.255Z,2021-09-26T18:01:17Z,3125750743,285,,3125752491,233,162,3125750741,56,Back,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772211,159,1,1,14,42,36tr17foeaf9ejjmt2txuoy3y,1,67.8,67.6,2021-09-26T18:00:37.881Z,2021-09-26T18:00:44Z,3125751013,141,49.3,3125751015,212,14.9,3125751009,56,Center,3125751011,140,60.0,3125751017,213,4.1,,,,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772215,160,61,1,14,49,36tr17foeaf9ejjmt2txuoy3y,1,65.8,75.3,2021-09-26T18:00:44.166Z,2021-09-26T18:00:47Z,3125751021,56,Center,3125751191,238,,,,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772409,87,5,1,14,50,5rurqie3qt1qav9ir5mkqinn,1,38.3,-1.4,2021-09-26T18:00:45.505Z,2021-09-26T18:10:40Z,3125752185,233,161,3125752173,347,,3125752171,56,Back,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772221,161,5,1,14,50,36tr17foeaf9ejjmt2txuoy3y,0,61.7,101.4,2021-09-26T18:00:45.505Z,2021-09-26T18:01:11Z,3125752211,233,87,3125751055,56,Left,3125751057,347,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772691,88,27,1,15,52,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-09-26T18:01:47.476Z,2021-09-26T18:02:15Z,3125754077,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772707,163,27,1,15,52,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2021-09-26T18:01:47.476Z,2021-09-26T18:01:54Z,3125754217,41,Injury,3125754083,233,88,3125754219,53,5wob73qv36q7d73zzzu57x8lx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773003,89,28,1,16,36,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-09-26T18:02:31.807Z,2021-09-26T18:43:28Z,3125756003,233,164,3125755983,55,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335772997,164,28,1,16,36,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2021-09-26T18:02:31.807Z,2021-09-26T18:02:33Z,3125755951,55,163,3125756015,233,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773059,90,1,1,16,44,5rurqie3qt1qav9ir5mkqinn,0,40.6,0,2021-09-26T18:02:39.259Z,2021-09-26T18:02:43Z,3125756437,1,,3125756431,141,7.9,3125756427,56,Right,3125756655,238,,3125756433,212,26.6,3125756435,213,0.2,3125756425,107,,3125756429,140,65.2,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773063,165,49,1,16,45,36tr17foeaf9ejjmt2txuoy3y,1,32.3,91.4,2021-09-26T18:02:40.854Z,2021-09-26T18:02:41Z,,,,,,,,,,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773109,166,1,1,16,47,36tr17foeaf9ejjmt2txuoy3y,1,33.8,86.2,2021-09-26T18:02:42.630Z,2021-09-26T18:02:44Z,3125756733,212,14.3,3125756735,213,4.6,3125756725,140,31.8,3125756721,56,Back,3125756731,141,65.4,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773121,167,1,1,16,49,36tr17foeaf9ejjmt2txuoy3y,1,32.3,65.1,2021-09-26T18:02:44.358Z,2021-09-26T18:02:46Z,3125756835,140,36.4,3125756839,141,25.6,3125756843,213,4.9,3125756841,212,27.2,3125756831,56,Back,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773133,168,1,1,16,51,36tr17foeaf9ejjmt2txuoy3y,1,36.4,25.6,2021-09-26T18:02:46.638Z,2021-09-26T18:02:48Z,3125756953,141,3.2,3125756955,212,16.6,3125756949,56,Back,3125756951,140,42.6,3125756957,213,5.1,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773179,169,1,1,16,53,36tr17foeaf9ejjmt2txuoy3y,1,42.6,3.2,2021-09-26T18:02:48.421Z,2021-09-26T18:02:52Z,3125757221,140,29.6,3125757227,213,2.5,3125757219,56,Back,3125757223,141,17.1,3125757225,212,16.6,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773223,170,1,1,16,57,36tr17foeaf9ejjmt2txuoy3y,1,27.1,18.5,2021-09-26T18:02:52.654Z,2021-09-26T18:02:57Z,3125757493,56,Back,3125757495,140,8.5,3125757499,212,26.6,3125757501,213,2.4,3125757497,141,45.1,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773243,171,1,1,17,2,36tr17foeaf9ejjmt2txuoy3y,1,11.7,48.8,2021-09-26T18:02:57.823Z,2021-09-26T18:03:00Z,3125757653,56,Back,3125757655,140,30.2,3125757659,212,35.6,3125757663,1,,3125757657,141,92.6,3125757661,213,1.0,3125757651,157,,,,,jnfo5n6yvloyqcpt5g1x5yvp,K. Benameur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773249,172,1,1,17,5,36tr17foeaf9ejjmt2txuoy3y,0,29.8,94.1,2021-09-26T18:03:00.342Z,2021-09-26T18:03:01Z,3125757695,213,5.0,3125757693,212,4.8,3125757689,140,31.3,3125757721,233,91,3125757687,56,Back,3125757719,286,,3125757691,141,87.5,3125757715,236,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773251,91,74,1,17,5,5rurqie3qt1qav9ir5mkqinn,1,71.4,5.9,2021-09-26T18:03:00.343Z,2021-09-26T18:03:01Z,3125757701,56,Right,3125757745,233,172,3125757703,285,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773267,92,5,1,17,7,5rurqie3qt1qav9ir5mkqinn,0,69.8,-1.6,2021-09-26T18:03:01.976Z,2021-09-26T18:10:40Z,3125757809,56,Right,3125757853,233,173,3125757811,347,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773265,173,5,1,17,7,36tr17foeaf9ejjmt2txuoy3y,1,30.2,101.6,2021-09-26T18:03:01.976Z,2021-09-26T18:03:04Z,3125757807,347,,3125757831,233,92,3125757805,56,Back,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773291,174,1,1,17,8,36tr17foeaf9ejjmt2txuoy3y,1,30.9,100,2021-09-26T18:03:03.385Z,2021-09-26T18:03:06Z,3125757993,212,12.9,3125757995,213,5.0,3125757985,107,,3125757989,140,34.1,3125757987,56,Back,3125757991,141,83.3,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773309,175,1,1,17,11,36tr17foeaf9ejjmt2txuoy3y,1,33.6,88.1,2021-09-26T18:03:06.502Z,2021-09-26T18:03:08Z,3125758099,212,7.7,3125758093,56,Back,3125758101,213,2.5,3125758095,140,27.8,3125758097,141,95.0,,,,,,,,,,dgkmt7f5k9oqruxzsi3x9em6t,C. Weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773315,176,50,1,17,12,36tr17foeaf9ejjmt2txuoy3y,1,25.9,94.9,2021-09-26T18:03:07.258Z,2021-09-26T18:03:09Z,3125758127,285,,3125758201,233,93,3125758125,56,Back,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773319,93,7,1,17,12,5rurqie3qt1qav9ir5mkqinn,1,74.1,5.1,2021-09-26T18:03:07.259Z,2021-09-26T18:03:09Z,3125758181,233,176,3125758141,56,Right,3125758143,286,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773325,94,49,1,17,13,5rurqie3qt1qav9ir5mkqinn,1,80.2,4,2021-09-26T18:03:08.396Z,2021-09-26T18:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773339,95,1,1,17,13,5rurqie3qt1qav9ir5mkqinn,1,80.2,4,2021-09-26T18:03:08.667Z,2021-09-26T18:03:10Z,3125758241,213,1.0,3125758239,212,10.0,3125758233,56,Right,3125758235,140,85.5,3125758237,141,16.2,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773345,96,61,1,17,15,5rurqie3qt1qav9ir5mkqinn,0,85.5,16.2,2021-09-26T18:03:10.739Z,2021-09-26T18:03:11Z,3125758251,56,Right,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773355,177,1,1,17,16,36tr17foeaf9ejjmt2txuoy3y,1,22.2,80.5,2021-09-26T18:03:10.958Z,2021-09-26T18:03:12Z,3125758305,213,1.2,3125758297,56,Back,3125758303,212,5.7,3125758299,140,24.2,3125758301,141,88.3,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335773359,178,49,1,17,17,36tr17foeaf9ejjmt2txuoy3y,1,24.2,88.3,2021-09-26T18:03:12.174Z,2021-09-26T18:03:12Z,,,,,,,,,,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
