id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2335763513,14,44,1,1,0,5rurqie3qt1qav9ir5mkqinn,0,46,11.4,2021-09-26T17:46:54.965Z,2021-09-26T17:46:57Z,3125703469,56,Back,3125703505,233,6,3125703509,285,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763531,7,1,1,1,0,36tr17foeaf9ejjmt2txuoy3y,1,59,88.3,2021-09-26T17:46:55.541Z,2021-09-26T17:46:57Z,3125703621,213,0.5,3125703607,3,,3125703617,141,93.6,3125703611,56,Left,3125703615,140,65.8,3125703619,212,8.0,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763537,8,49,1,1,2,36tr17foeaf9ejjmt2txuoy3y,1,65.8,93.6,2021-09-26T17:46:57.813Z,2021-09-26T17:46:58Z,,,,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763599,9,1,1,1,3,36tr17foeaf9ejjmt2txuoy3y,1,66.6,93.6,2021-09-26T17:46:58.597Z,2021-09-26T17:47:02Z,3125703965,141,86.2,3125703963,140,71.7,3125703969,213,5.5,3125703967,212,7.3,3125703961,56,Left,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763623,10,1,1,1,7,36tr17foeaf9ejjmt2txuoy3y,1,65.9,78.5,2021-09-26T17:47:02.133Z,2021-09-26T17:47:03Z,3125704079,56,Center,3125704081,140,61.3,3125704087,213,4.1,3125704083,141,69.3,3125704085,212,7.9,,,,,,,,,,5wob73qv36q7d73zzzu57x8lx,E. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763661,11,1,1,1,8,36tr17foeaf9ejjmt2txuoy3y,1,59.1,69.9,2021-09-26T17:47:03.823Z,2021-09-26T17:47:06Z,3125704261,141,77.3,3125704257,140,46.0,3125704253,56,Back,3125704269,213,2.8,3125704265,212,14.6,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763691,12,1,1,1,11,36tr17foeaf9ejjmt2txuoy3y,1,48,64.6,2021-09-26T17:47:05.991Z,2021-09-26T17:47:08Z,3125704423,213,4.6,3125704417,140,45.3,3125704415,56,Back,3125704419,141,30.1,3125704421,212,23.6,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763715,13,1,1,1,13,36tr17foeaf9ejjmt2txuoy3y,1,46.7,27.9,2021-09-26T17:47:08.317Z,2021-09-26T17:47:10Z,3125704529,213,5.4,3125704525,141,10.0,3125704523,140,57.0,3125704521,56,Right,3125704527,212,16.3,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763795,14,1,1,1,15,36tr17foeaf9ejjmt2txuoy3y,1,56.9,7.7,2021-09-26T17:47:10.378Z,2021-09-26T17:47:14Z,3125704893,212,18.1,3125704895,213,2.7,3125704889,140,41.1,3125704887,56,Back,3125704891,141,18.2,,,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763865,15,1,1,1,19,36tr17foeaf9ejjmt2txuoy3y,1,40,16.2,2021-09-26T17:47:14.314Z,2021-09-26T17:47:18Z,3125705263,212,25.4,3125705265,213,2.5,3125705259,141,38.0,3125705255,140,20.4,3125705253,56,Back,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335763961,16,1,1,1,23,36tr17foeaf9ejjmt2txuoy3y,1,23.5,37.6,2021-09-26T17:47:18.229Z,2021-09-26T17:47:22Z,3125705751,213,5.3,3125705749,212,18.7,3125705743,56,Back,3125705745,140,33.0,3125705747,141,14.4,,,,,,,,,,jnfo5n6yvloyqcpt5g1x5yvp,K. Benameur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764027,17,1,1,1,28,36tr17foeaf9ejjmt2txuoy3y,0,37.1,13.2,2021-09-26T17:47:23.461Z,2021-09-26T17:47:26Z,3125706125,141,10.4,3125706123,140,67.2,3125706129,213,6.2,3125706121,56,Right,3125706127,212,31.7,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764035,15,49,1,1,32,5rurqie3qt1qav9ir5mkqinn,1,42.9,84.7,2021-09-26T17:47:27.023Z,2021-09-26T17:47:27Z,,,,,,,,,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764103,16,1,1,1,32,5rurqie3qt1qav9ir5mkqinn,1,41.4,81.2,2021-09-26T17:47:27.702Z,2021-09-26T17:47:32Z,3125706525,212,22.2,3125706523,141,48.8,3125706519,56,Back,3125706527,213,4.8,3125706521,140,43.6,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764277,17,2,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,43.6,48.8,2021-09-26T17:47:31.854Z,2021-09-26T17:47:41Z,3125707331,7,3sn815dsm0i0rnw9nigjyb0et,3125707337,140,78.4,3125707339,141,51.3,3125707335,56,Center,3125707333,1,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764255,18,55,1,1,36,36tr17foeaf9ejjmt2txuoy3y,1,32,50.1,2021-09-26T17:47:31.855Z,2021-09-26T18:02:25Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764501,19,1,1,1,58,36tr17foeaf9ejjmt2txuoy3y,0,32,50.1,2021-09-26T17:47:53.678Z,2021-09-26T17:47:57Z,3125708521,155,,3125708527,140,75.0,3125708531,212,49.1,3125708519,5,,3125708533,213,5.9,3125708535,1,,3125708529,141,21.9,3125708523,241,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,3125708525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764515,18,1,1,2,2,5rurqie3qt1qav9ir5mkqinn,1,31.2,80.3,2021-09-26T17:47:57.030Z,2021-09-26T17:47:59Z,3125708599,140,39.7,3125708601,141,73.2,3125708605,213,5.8,3125708603,212,10.1,3125708597,56,Back,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764657,19,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,39.7,73.2,2021-09-26T17:47:59.110Z,2021-09-26T17:48:17Z,3125709347,141,84.4,3125709341,3,,3125709349,212,8.6,3125709343,56,Back,3125709345,140,43.6,3125709351,213,1.1,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764663,20,4,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,40,83.8,2021-09-26T17:48:03.836Z,2021-09-26T17:48:20Z,3125709375,152,,3125709373,56,Back,3125709379,286,,3125709403,233,20,3125709377,265,,3125709371,13,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335764601,20,4,1,2,8,36tr17foeaf9ejjmt2txuoy3y,0,60,16.2,2021-09-26T17:48:03.837Z,2021-09-26T17:48:08Z,3125709419,233,20,3125709045,265,,3125709043,152,,3125709039,13,,3125709041,56,Right,3125709047,285,,,,,,,,c4tkrrhs6o8ii0wnmi5y66cwl,G. Stanway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765193,21,1,1,2,53,5rurqie3qt1qav9ir5mkqinn,1,37.7,82.1,2021-09-26T17:48:48.038Z,2021-09-26T17:48:49Z,3125712337,213,5.3,3125712331,140,42.2,3125712327,152,,3125712333,141,72.0,3125712335,212,8.3,3125712325,5,,3125712329,56,Back,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765245,22,1,1,2,54,5rurqie3qt1qav9ir5mkqinn,1,42.2,72,2021-09-26T17:48:49.718Z,2021-09-26T17:48:53Z,3125712629,56,Back,3125712635,212,12.4,3125712633,141,86.3,3125712631,140,34.8,3125712637,213,2.2,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765433,23,2,1,2,58,5rurqie3qt1qav9ir5mkqinn,1,39.3,90.5,2021-09-26T17:48:53.086Z,2021-09-26T17:49:08Z,3125713665,141,85.1,3125713663,140,87.1,3125713659,1,,3125713661,56,Left,3125713657,7,6679bfd6bjylogbe4ebese85x,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765323,21,55,1,2,58,36tr17foeaf9ejjmt2txuoy3y,1,27.8,33.3,2021-09-26T17:48:53.087Z,2021-09-26T18:02:26Z,,,,,,,,,,,,,,,,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765495,22,1,1,3,11,36tr17foeaf9ejjmt2txuoy3y,1,21.9,51.8,2021-09-26T17:49:05.981Z,2021-09-26T17:49:10Z,3125713943,56,Back,3125713945,140,27.8,3125713949,212,20.3,3125713951,213,5.0,3125713947,141,23.4,3125713941,241,,3125713939,5,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765545,23,1,1,3,15,36tr17foeaf9ejjmt2txuoy3y,1,27.8,23.4,2021-09-26T17:49:10.696Z,2021-09-26T17:49:15Z,3125714247,56,Back,3125714251,141,36.9,3125714255,213,2.7,3125714253,212,23.9,3125714249,140,6.8,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765573,24,1,1,3,20,36tr17foeaf9ejjmt2txuoy3y,1,9.5,35.1,2021-09-26T17:49:14.933Z,2021-09-26T17:49:18Z,3125714407,212,19.1,3125714401,56,Back,3125714403,140,19.1,3125714405,141,11.3,3125714409,213,5.3,,,,,,,,,,jnfo5n6yvloyqcpt5g1x5yvp,K. Benameur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765593,25,1,1,3,23,36tr17foeaf9ejjmt2txuoy3y,1,19.1,11.3,2021-09-26T17:49:18.701Z,2021-09-26T17:49:20Z,3125714525,56,Back,3125714529,141,14.6,3125714535,213,0.1,3125714527,140,35.4,3125714531,212,17.3,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765623,26,1,1,3,25,36tr17foeaf9ejjmt2txuoy3y,1,35.4,14.6,2021-09-26T17:49:20.229Z,2021-09-26T17:49:23Z,3125714701,141,26.4,3125714699,140,29.7,3125714707,213,2.2,3125714697,56,Back,3125714703,212,10.0,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765629,27,50,1,3,27,36tr17foeaf9ejjmt2txuoy3y,1,28,33.6,2021-09-26T17:49:22.501Z,2021-09-26T17:49:26Z,3125715039,233,24,3125714737,285,,3125714735,56,Back,,,,,,,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765649,24,7,1,3,27,5rurqie3qt1qav9ir5mkqinn,1,72,66.4,2021-09-26T17:49:22.502Z,2021-09-26T17:49:26Z,3125714903,56,Center,3125714905,286,,3125714991,233,27,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765661,25,49,1,3,30,5rurqie3qt1qav9ir5mkqinn,1,63.5,57,2021-09-26T17:49:25.182Z,2021-09-26T17:49:25Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765707,26,1,1,3,30,5rurqie3qt1qav9ir5mkqinn,0,63.5,57,2021-09-26T17:49:25.877Z,2021-09-26T17:49:32Z,3125715239,213,5.8,3125715233,140,74.8,3125715235,141,48.4,3125715237,212,13.2,3125715231,56,Center,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765715,27,43,1,3,33,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-09-26T17:49:28.126Z,2021-09-26T17:49:34Z,3125715823,144,61,3125715271,56,Center,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765717,28,8,1,3,33,36tr17foeaf9ejjmt2txuoy3y,1,26.2,58.7,2021-09-26T17:49:28.445Z,2021-09-26T17:49:28Z,3125715275,56,Back,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765741,29,49,1,3,35,36tr17foeaf9ejjmt2txuoy3y,1,28.5,76.9,2021-09-26T17:49:30.453Z,2021-09-26T17:49:30Z,,,,,,,,,,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765813,30,1,1,3,39,36tr17foeaf9ejjmt2txuoy3y,0,39.4,83.6,2021-09-26T17:49:34.069Z,2021-09-26T17:49:37Z,3125716113,233,28,3125715779,56,Back,3125715781,140,41.8,3125715787,213,0.8,3125715785,212,3.6,3125715783,141,87.4,3125716117,286,,3125716111,236,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765877,28,74,1,3,39,5rurqie3qt1qav9ir5mkqinn,1,54.9,10.3,2021-09-26T17:49:34.070Z,2021-09-26T18:02:20Z,3125716081,56,Right,3125716167,233,30,3125716085,285,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765927,29,5,1,3,40,5rurqie3qt1qav9ir5mkqinn,0,57,-1.5,2021-09-26T17:49:35.646Z,2021-09-26T18:10:38Z,3125716375,56,Right,3125716377,347,,3125716535,233,31,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335765945,31,5,1,3,40,36tr17foeaf9ejjmt2txuoy3y,1,43,101.5,2021-09-26T17:49:35.646Z,2021-09-26T17:49:40Z,3125716459,56,Back,3125716461,347,,3125716511,233,29,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
