id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId
2357359143,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2021-11-21T11:30:47.427Z,2021-11-21T11:30:48Z,3239005497,197,8474,3239005487,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3239005493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3239005499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3239005489,59,"27, 17, 6, 10, 5, 3, 18, 37, 23, 7, 11, 8, 12, 13, 20, 21, 24, 32",3239005491,130,8,3239005485,30,"eofeaerj2f8tm1xldw18e2o5x, 4ihrb3uj478vlzrbh94jj1i3t, 2s15k44faiinj3gz5tswtv4d1, 9ijnmgmapjcnctich86692tw5, 3u2e56fhs12qok7truspt65zp, 589yqifloa5j7qwp2gnemyml1, cpvbitkove7bavl96lkgs1vc9, cs8bo5xvtd2bq7kd91flepwwl, 5qxvej7pcqqr989sba7k0jv85, 2a45d0hq84uxfi5t9c65dw7vt, d29d4xtq3ib0nim6keirgdx3p, 5adluw93r1tx4n3ta3wyhj7bp, 1haq2mkmbebj3jbt0z2jom4lx, gvm839vxy6tkznrtw9mop17u, dfodeak21qhzgxr7qs85f3vf9, bl6mkergo04815vpi73fgtwb9, c7giuh90mnvajsobobcbx4ley, el8c138wsa0bnop68caop5uxh",3239005495,194,9ijnmgmapjcnctich86692tw5,,,,,,,,,,,,,,,,,,,,,,,,,,
2357360747,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-11-21T11:33:54.587Z,2021-11-21T11:51:17Z,3239013083,197,12327,3239013081,194,5m2ilglr6tlmgs2d4qzk5wno5,3239013075,59,"1, 16, 7, 13, 5, 3, 12, 10, 11, 9, 15, 4, 8, 14, 18, 19, 24, 29, 33",3239013073,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3239013077,130,4,3239013071,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, d9zt8e8lnk9a22we6o6wqyndh, bd1752qgxbodnsgdus42fc99l, 1o0o6thivoulnmsklkpbwpiad, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, 3sn815dsm0i0rnw9nigjyb0et, 6679bfd6bjylogbe4ebese85x, 9cjjs4piq3t12iltsfon52h91, 1dbhha29epjmo8g4xfm5taaj9, c705ailfiov40xwoysz0ggct1, 88k3tmpcg5ov13cd8b9rxyggl, ddagc0khq0zh1ywynyci8nzrp, 57evg5do7x9gpg9dn17p1tu22, f0afav75l1iz383ozx84b7i3u, cqfxdqu4j8ws6ejoklc7ahz6y",3239013079,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3239013085,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,
2357383269,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2021-11-21T12:15:07.588Z,2021-11-21T12:15:08Z,3239120783,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357383263,3,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-11-21T12:15:07.588Z,2021-11-21T12:15:08Z,3239120769,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357383291,4,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.3,49.9,2021-11-21T12:15:08.321Z,2021-11-21T12:15:11Z,3239120947,279,S,3239120939,140,35.6,3239120943,212,15.8,3239120945,213,3.4,3239120937,56,Back,3239120941,141,44.8,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,
2357383325,5,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,36.5,41.5,2021-11-21T12:15:11.075Z,2021-11-21T12:15:15Z,3239121091,141,59.1,3239121089,140,30.1,3239121093,212,13.7,3239121087,56,Back,3239121095,213,2.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,
2357383353,6,1,1,0,6,5rurqie3qt1qav9ir5mkqinn,0,28.1,69.1,2021-11-21T12:15:14.385Z,2021-11-21T12:15:19Z,3239121235,56,Center,3239121243,213,0.1,3239121241,212,65.2,3239121239,141,75.6,3239121237,140,90.1,3239121245,1,,3239121233,157,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,
2357383383,3,49,1,0,13,axwnneoekq2f2yq6r1l704y96,1,8.2,30.4,2021-11-21T12:15:21.280Z,2021-11-21T12:15:21Z,,,,,,,,,,,,,,,,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,
2357383423,4,1,1,0,14,axwnneoekq2f2yq6r1l704y96,1,8.2,30.4,2021-11-21T12:15:22.039Z,2021-11-21T12:15:24Z,3239121545,141,33.0,3239121541,56,Back,3239121549,213,0.1,3239121543,140,25.1,3239121547,212,17.8,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,
2357383433,5,1,1,0,16,axwnneoekq2f2yq6r1l704y96,1,25.1,33,2021-11-21T12:15:23.958Z,2021-11-21T12:15:25Z,3239121599,212,16.2,3239121593,56,Back,3239121601,213,2.8,3239121597,141,40.0,3239121595,140,10.4,,,,,,,,,,3u2e56fhs12qok7truspt65zp,A. Mannion,,,,,,,,,,,,,,,,,,,,,,,,
