id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2376360485,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-01-23T18:00:52.501Z,2022-01-23T18:13:53Z,3337694353,197,1154,3337694355,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3337694341,30,"bkjq8yp0rffvauz0nz94flfu2, 1dg7whnmk3nb1adw7n8a7nnbp, 1cyzpbgl74lage7toh7f1tgb9, 8h7r4d4z2gjne58xwu3koiok5, 5vuw3lywsh90t394m8h6g5ihh, c6k1w8sothxmc08dbhqjzp1w5, 5t9mthxv6kthq6tnntv5q4fdh, c4tkrrhs6o8ii0wnmi5y66cwl, cm84oje8txj7m34zuhhv68ct1, bmw6mvkeropjorm2rxzw2fzai, 10d8jj5vwrmib55tth0isfvft, 7gmh6g5c39asg7gnthx1jxp79, aozm5rtnqkoutfk1mijjx7f11, 9e65qlc7dfjkajyhzhak8sc7p, 3ddo1m631pf9ruzzpaujs9gph, 5wob73qv36q7d73zzzu57x8lx, dgkmt7f5k9oqruxzsi3x9em6t, 60q198d41n3y887jeiezr850q, aaf0fs5qq3v7lgaz8tmbguyhg",3337694349,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3337694343,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3337694351,194,5vuw3lywsh90t394m8h6g5ihh,3337694345,59,"35, 20, 3, 24, 6, 5, 17, 10, 21, 16, 15, 7, 8, 11, 12, 18, 19, 30, 31",3337694347,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376360533,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-01-23T18:00:58.778Z,2022-01-23T18:46:02Z,3337694581,59,"1, 16, 15, 8, 6, 3, 12, 10, 11, 14, 9, 2, 5, 13, 20, 22, 24, 25, 26, 77",3337694583,130,4,3337694585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3337694579,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3337694587,194,5m2ilglr6tlmgs2d4qzk5wno5,3337694589,197,12327,3337694577,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, 1dbhha29epjmo8g4xfm5taaj9, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 1o0o6thivoulnmsklkpbwpiad, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, c705ailfiov40xwoysz0ggct1, 3sn815dsm0i0rnw9nigjyb0et, bilgoekg6gqwr3qbp6dp0j1zp, d9zt8e8lnk9a22we6o6wqyndh, e8ivbfq0irn8f2p8krhkikzx1, 38qt5ejhfdsmvetk15rnfozit, 8z3ceakcqfvv039p2fbm4rvmd, 57evg5do7x9gpg9dn17p1tu22, ec1vrqeqni3lmibeazgq62eol, 8lfnj5bvo97dimx52no42nmqd, cxl4bxs35ifb8o5cq9jxi1ec5",3337694591,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376375893,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-01-23T18:45:09.440Z,2022-01-23T18:45:09Z,3337791949,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376375897,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-01-23T18:45:09.440Z,2022-01-23T18:45:10Z,3337791963,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376375923,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.1,50,2022-01-23T18:45:09.665Z,2022-01-23T18:45:12Z,3337792071,141,52.4,3337792067,56,Back,3337792069,140,27.5,3337792077,279,S,3337792075,213,3.1,3337792073,212,23.8,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376375967,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,27.5,52.4,2022-01-23T18:45:11.953Z,2022-01-23T18:45:16Z,3337792321,140,26.7,3337792319,56,Back,3337792325,212,20.6,3337792323,141,22.1,3337792327,213,4.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376375979,5,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,0,45,23.9,2022-01-23T18:45:16.553Z,2022-01-23T18:45:17Z,3337792387,213,6.1,3337792383,141,21.2,3337792385,212,10.3,3337792379,56,Center,3337792381,140,54.7,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376375985,3,8,1,0,8,36tr17foeaf9ejjmt2txuoy3y,1,53.4,91.4,2022-01-23T18:45:18.110Z,2022-01-23T18:45:18Z,3337792403,56,Left,,,,,,,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376021,6,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,54.9,38.6,2022-01-23T18:45:20.257Z,2022-01-23T18:45:24Z,3337792643,213,2.5,3337792633,56,Back,3337792635,140,42.0,3337792639,141,54.5,3337792641,212,17.3,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376041,7,1,1,0,14,5rurqie3qt1qav9ir5mkqinn,1,48.3,57.8,2022-01-23T18:45:24.113Z,2022-01-23T18:45:27Z,3337792771,56,Left,3337792781,1,,3337792779,213,0.6,3337792775,141,89.1,3337792773,140,76.9,3337792769,155,,3337792777,212,36.8,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376049,8,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,1,76.9,89.1,2022-01-23T18:45:27.753Z,2022-01-23T18:45:29Z,3337792851,212,22.0,3337792845,56,Left,3337792847,140,56.1,3337792849,141,92.9,3337792853,213,3.0,,,,,,,,,,c705ailfiov40xwoysz0ggct1,N. Parris,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376069,9,1,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,56.1,92.9,2022-01-23T18:45:29.673Z,2022-01-23T18:45:31Z,3337792987,213,3.3,3337792969,56,Back,3337792977,141,85.3,3337792973,140,29.1,3337792981,212,28.8,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376099,10,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,27.6,82.3,2022-01-23T18:45:31.329Z,2022-01-23T18:45:35Z,3337793191,56,Back,3337793199,213,4.6,3337793197,212,22.1,3337793193,140,24.7,3337793195,141,50.1,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376131,11,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,25.6,51.2,2022-01-23T18:45:35.761Z,2022-01-23T18:45:55Z,3337793427,213,5.2,3337793423,141,31.5,3337793425,212,15.0,3337793419,56,Back,3337793421,140,32.1,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376195,12,2,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,38.3,19.5,2022-01-23T18:45:42.242Z,2022-01-23T18:45:53Z,3337793871,1,,3337793869,7,c705ailfiov40xwoysz0ggct1,3337793877,141,11.0,3337793875,140,86.2,3337793873,56,Right,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376161,4,55,1,0,32,36tr17foeaf9ejjmt2txuoy3y,1,17.3,89.6,2022-01-23T18:45:42.243Z,2022-01-23T18:47:36Z,,,,,,,,,,,,,,,,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376251,5,1,1,0,52,36tr17foeaf9ejjmt2txuoy3y,1,19.9,85.7,2022-01-23T18:46:01.952Z,2022-01-23T18:46:03Z,3337794321,56,Back,3337794329,213,4.2,3337794319,241,,3337794323,140,8.4,3337794317,5,,3337794325,141,55.1,3337794327,212,24.1,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376285,6,1,1,0,54,36tr17foeaf9ejjmt2txuoy3y,1,8.4,55.1,2022-01-23T18:46:03.591Z,2022-01-23T18:46:07Z,3337794497,213,0.4,3337794487,56,Back,3337794493,141,75.1,3337794495,212,34.3,3337794489,140,38.4,3337794499,1,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376303,7,1,1,0,57,36tr17foeaf9ejjmt2txuoy3y,1,28.3,72.6,2022-01-23T18:46:07.080Z,2022-01-23T18:46:10Z,3337794623,56,Back,3337794625,140,13.8,3337794627,141,75.3,3337794631,213,3.0,3337794629,212,15.3,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376311,8,1,1,1,1,36tr17foeaf9ejjmt2txuoy3y,0,3.1,71.7,2022-01-23T18:46:10.831Z,2022-01-23T18:46:12Z,3337794689,140,20.4,3337794691,141,100.0,3337794697,1,,3337794685,157,,3337794693,212,27.3,3337794687,56,Back,3337794695,213,0.8,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376317,9,5,1,1,2,36tr17foeaf9ejjmt2txuoy3y,0,17.1,101.6,2022-01-23T18:46:11.930Z,2022-01-23T18:46:17Z,3337794923,233,13,3337794717,56,Back,3337794719,347,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376337,13,5,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,82.9,-1.6,2022-01-23T18:46:11.930Z,2022-01-23T18:47:39Z,3337794913,347,,3337794919,233,9,3337794911,56,Right,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376355,14,1,1,1,7,5rurqie3qt1qav9ir5mkqinn,1,86.2,0,2022-01-23T18:46:16.641Z,2022-01-23T18:46:19Z,3337795009,140,83.2,3337795019,213,2.2,3337795013,141,4.4,3337795003,107,,3337795017,212,5.2,3337795007,56,Right,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376371,15,1,1,1,9,5rurqie3qt1qav9ir5mkqinn,1,83.2,4.4,2022-01-23T18:46:19.225Z,2022-01-23T18:46:20Z,3337795141,213,3.8,3337795135,140,80.7,3337795133,56,Right,3337795137,141,1.7,3337795139,212,3.2,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376383,16,1,1,1,11,5rurqie3qt1qav9ir5mkqinn,1,80.7,1.7,2022-01-23T18:46:20.841Z,2022-01-23T18:46:22Z,3337795223,56,Right,3337795225,140,68.7,3337795227,141,8.8,3337795231,213,2.8,3337795229,212,13.5,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376391,17,1,1,1,13,5rurqie3qt1qav9ir5mkqinn,0,71,11.7,2022-01-23T18:46:22.457Z,2022-01-23T18:46:24Z,3337795295,213,0.9,3337795287,141,40.6,3337795285,140,87.1,3337795279,2,,3337795283,56,Center,3337795291,212,25.9,3337795281,155,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376415,10,12,1,1,14,36tr17foeaf9ejjmt2txuoy3y,1,16,48.4,2022-01-23T18:46:24.146Z,2022-01-23T18:46:26Z,3337795409,141,50.1,3337795411,212,5.9,3337795413,213,0.2,3337795405,56,Back,3337795407,140,21.5,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376497,11,12,1,1,16,36tr17foeaf9ejjmt2txuoy3y,1,19.1,69.4,2022-01-23T18:46:26.151Z,2022-01-23T18:46:37Z,3337795931,212,12.7,3337795929,141,72.0,3337795927,140,31.1,3337795925,56,Back,3337795933,213,0.1,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376441,18,49,1,1,19,5rurqie3qt1qav9ir5mkqinn,1,73.3,35.7,2022-01-23T18:46:29.346Z,2022-01-23T18:46:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376477,19,4,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,68.1,31.4,2022-01-23T18:46:32.625Z,2022-01-23T18:46:46Z,3337795791,286,,3337795991,233,12,3337796321,295,,3337795787,152,,3337795785,56,Center,3337795783,13,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
