id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2376376501,12,4,1,1,23,36tr17foeaf9ejjmt2txuoy3y,0,31.9,68.6,2022-01-23T18:46:32.626Z,2022-01-23T18:46:38Z,3337796005,233,19,3337795969,285,,3337795961,13,,3337795967,152,,3337795965,56,Back,3337795963,295,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376657,20,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,64.3,30.7,2022-01-23T18:47:13.553Z,2022-01-23T18:47:14Z,3337797185,152,,3337797183,5,,3337797187,56,Center,3337797189,140,65.7,3337797191,141,39.7,3337797195,213,1.3,3337797193,212,6.3,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376671,21,1,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,65.7,39.7,2022-01-23T18:47:14.865Z,2022-01-23T18:47:17Z,3337797359,212,10.0,3337797361,213,4.6,3337797355,140,64.3,3337797353,56,Center,3337797357,141,25.2,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376687,22,1,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,64.3,25.6,2022-01-23T18:47:17.625Z,2022-01-23T18:47:20Z,3337797451,56,Center,3337797459,213,0.7,3337797455,141,43.4,3337797453,140,77.0,3337797457,212,18.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376703,23,1,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,75.5,45.1,2022-01-23T18:47:20.289Z,2022-01-23T18:47:23Z,3337797541,56,Left,3337797549,213,1.2,3337797547,212,30.7,3337797545,141,86.8,3337797543,140,86.6,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376719,24,1,1,2,13,5rurqie3qt1qav9ir5mkqinn,0,87.4,82.6,2022-01-23T18:47:23.065Z,2022-01-23T18:47:25Z,3337797661,56,Center,3337797657,2,,3337797665,141,45.1,3337797663,140,100.0,3337797667,212,29.5,3337797669,213,5.2,3337797659,155,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376731,13,5,1,2,15,36tr17foeaf9ejjmt2txuoy3y,1,-1.2,50.6,2022-01-23T18:47:25.208Z,2022-01-23T18:47:39Z,3337797715,56,Back,3337797717,346,,3337797743,233,25,,,,,,,,,,,,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376723,25,5,1,2,15,5rurqie3qt1qav9ir5mkqinn,0,101.2,49.4,2022-01-23T18:47:25.208Z,2022-01-23T18:47:27Z,3337797677,346,,3337797675,56,Center,3337797751,233,13,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376933,14,1,1,2,47,36tr17foeaf9ejjmt2txuoy3y,1,3.5,57.2,2022-01-23T18:47:56.568Z,2022-01-23T18:47:58Z,3337799077,141,66.6,3337799075,140,4.2,3337799073,56,Back,3337799085,237,,3337799079,212,6.4,3337799081,213,1.5,3337799071,124,,,,,bkjq8yp0rffvauz0nz94flfu2,K. Keating,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376957,15,1,1,2,49,36tr17foeaf9ejjmt2txuoy3y,1,4.6,66.9,2022-01-23T18:47:58.616Z,2022-01-23T18:48:01Z,3337799233,212,23.0,3337799235,213,0.6,3337799227,56,Back,3337799229,140,22.7,3337799231,141,86.0,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376376977,16,1,1,2,52,36tr17foeaf9ejjmt2txuoy3y,1,26.5,82.1,2022-01-23T18:48:01.768Z,2022-01-23T18:48:03Z,3337799355,56,Back,3337799363,141,96.3,3337799357,140,24.3,3337799365,212,9.9,3337799369,213,1.8,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377037,17,1,1,2,54,36tr17foeaf9ejjmt2txuoy3y,1,27.6,94.1,2022-01-23T18:48:03.696Z,2022-01-23T18:48:10Z,3337799729,140,40.8,3337799731,141,89.9,3337799733,212,14.2,3337799735,213,6.1,3337799727,56,Back,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377039,18,50,1,2,57,36tr17foeaf9ejjmt2txuoy3y,1,40.4,94.3,2022-01-23T18:48:07.192Z,2022-01-23T18:48:10Z,3337799749,286,,3337799765,233,26,3337799747,56,Back,,,,,,,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377033,26,7,1,2,57,5rurqie3qt1qav9ir5mkqinn,0,59.6,5.7,2022-01-23T18:48:07.193Z,2022-01-23T18:48:11Z,3337799719,56,Right,3337799795,233,18,3337799721,285,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377111,19,4,1,3,4,36tr17foeaf9ejjmt2txuoy3y,1,37.2,93.4,2022-01-23T18:48:14.376Z,2022-01-23T19:09:14Z,3337800253,56,Back,3337800265,286,,3337800257,152,,3337800261,265,,3337800249,13,,3337852465,233,27,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377125,27,4,1,3,4,5rurqie3qt1qav9ir5mkqinn,0,62.8,6.6,2022-01-23T18:48:14.377Z,2022-01-23T19:09:14Z,3337800361,285,,3337852489,233,19,3337800359,265,,3337800355,56,Right,3337800353,13,,3337800357,152,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377181,20,1,1,3,13,36tr17foeaf9ejjmt2txuoy3y,1,36.4,92.1,2022-01-23T18:48:22.744Z,2022-01-23T18:48:27Z,3337800671,56,Back,3337800669,152,,3337800677,212,14.6,3337800675,141,86.5,3337800673,140,23.0,3337800679,213,3.4,3337800667,5,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377225,21,1,1,3,18,36tr17foeaf9ejjmt2txuoy3y,0,34.7,89.9,2022-01-23T18:48:27.600Z,2022-01-23T18:48:32Z,3337800921,56,Left,3337800931,1,,3337800929,213,0.2,3337800919,157,,3337800923,140,79.9,3337800925,141,100.0,3337800927,212,48.1,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377227,22,5,1,3,22,36tr17foeaf9ejjmt2txuoy3y,0,74.8,101.8,2022-01-23T18:48:31.826Z,2022-01-23T18:48:44Z,3337800943,347,,3337801403,233,28,3337800941,56,Left,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377295,28,5,1,3,22,5rurqie3qt1qav9ir5mkqinn,1,25.2,-1.8,2022-01-23T18:48:31.826Z,2022-01-23T19:09:20Z,3337801383,233,22,3337801379,347,,3337801377,56,Back,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377305,29,1,1,3,33,5rurqie3qt1qav9ir5mkqinn,1,28.9,0,2022-01-23T18:48:43.305Z,2022-01-23T18:48:46Z,3337801503,213,0.9,3337801501,212,9.5,3337801499,141,9.5,3337801493,107,,3337801495,56,Back,3337801497,140,34.6,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377315,30,1,1,3,36,5rurqie3qt1qav9ir5mkqinn,0,34.6,9.5,2022-01-23T18:48:46.393Z,2022-01-23T18:48:47Z,3337801581,1,,3337801571,56,Back,3337801577,212,9.6,3337801569,157,,3337801573,140,39.9,3337801575,141,0.0,3337801579,213,5.3,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377463,23,5,1,3,38,36tr17foeaf9ejjmt2txuoy3y,1,60.8,101.8,2022-01-23T18:48:47.688Z,2022-01-23T19:09:20Z,3337802421,347,,3337802441,233,31,3337802419,56,Left,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377321,31,5,1,3,38,5rurqie3qt1qav9ir5mkqinn,0,39.2,-1.8,2022-01-23T18:48:47.688Z,2022-01-23T18:49:12Z,3337801599,56,Back,3337802459,233,23,3337801601,347,,,,,,,,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377491,24,1,1,4,2,36tr17foeaf9ejjmt2txuoy3y,1,71.9,100,2022-01-23T18:49:12.120Z,2022-01-23T18:49:16Z,3337802585,107,,3337802595,213,4.6,3337802593,212,11.2,3337802587,56,Left,3337802589,140,70.3,3337802591,141,85.6,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377509,25,1,1,4,6,36tr17foeaf9ejjmt2txuoy3y,1,66.8,91.2,2022-01-23T18:49:15.976Z,2022-01-23T18:49:18Z,3337802689,56,Left,3337802691,140,55.5,3337802695,212,11.9,3337802693,141,89.4,3337802699,213,3.2,,,,,,,,,,8h7r4d4z2gjne58xwu3koiok5,K. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377519,26,1,1,4,9,36tr17foeaf9ejjmt2txuoy3y,0,57.1,93.5,2022-01-23T18:49:18.560Z,2022-01-23T18:49:19Z,3337802759,212,18.0,3337802751,157,,3337802761,213,5.9,3337802753,56,Left,3337802755,140,73.3,3337802757,141,84.7,3337802763,1,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377523,32,8,1,4,10,5rurqie3qt1qav9ir5mkqinn,1,31,11.7,2022-01-23T18:49:20.041Z,2022-01-23T18:49:20Z,3337802773,56,Back,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377531,33,49,1,4,11,5rurqie3qt1qav9ir5mkqinn,1,31,11.7,2022-01-23T18:49:20.714Z,2022-01-23T18:49:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376377549,34,1,1,4,11,5rurqie3qt1qav9ir5mkqinn,1,31,11.7,2022-01-23T18:49:21.185Z,2022-01-23T18:49:23Z,3337802949,213,0.3,3337802947,212,25.1,3337802943,140,53.8,3337802945,141,23.0,3337802941,56,Center,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,
