id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2390726203,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-03-06T11:14:38.420Z,2022-03-06T12:02:41Z,3413222297,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3413222309,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3413222295,30,"dib5a7vebmtxqcksi1tuteklx, 8lfnj5bvo97dimx52no42nmqd, e3fa1ou90dirp8yjjterhrs9h, wupxscyf4x7rsjidpmp0wnv9, 6zaowm8oua2nzpobekogff1lh, bilgoekg6gqwr3qbp6dp0j1zp, 5m2ilglr6tlmgs2d4qzk5wno5, e8ivbfq0irn8f2p8krhkikzx1, ec1vrqeqni3lmibeazgq62eol, 3sn815dsm0i0rnw9nigjyb0et, 6679bfd6bjylogbe4ebese85x, bd1752qgxbodnsgdus42fc99l, d9zt8e8lnk9a22we6o6wqyndh, 1dbhha29epjmo8g4xfm5taaj9, 1o0o6thivoulnmsklkpbwpiad, 8jooatan3cxd38v2jyf23pot1, 88k3tmpcg5ov13cd8b9rxyggl, ddagc0khq0zh1ywynyci8nzrp, e6pdkq17etv9k527m94sqqu39, cxl4bxs35ifb8o5cq9jxi1ec5",3413222305,194,5m2ilglr6tlmgs2d4qzk5wno5,3413222299,59,"1, 26, 7, 11, 6, 2, 10, 13, 25, 9, 15, 3, 5, 8, 12, 16, 18, 19, 23, 77",3413222301,130,4,3413222307,197,723,3413222303,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390736899,1,34,16,0,0,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2022-03-06T11:38:46.457Z,2022-03-06T12:21:30Z,3413276565,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3413276557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3413276553,130,13,3413276561,194,egt40316gg12vn8a4mbax3kr9,3413276563,197,730,3413276549,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3413276551,59,"1, 14, 25, 3, 4, 30, 10, 7, 12, 23, 17, 39, 22, 27, 29, 32, 40",3413276547,30,"e74z4kxtt4idpght8etnepcd1, 5iio0ts2ux2kicov9i84lqv2t, amls5kykb1h1c9b1mpiue3i6t, 7im4tbityqzp0jc19ds4s2f2t, egt40316gg12vn8a4mbax3kr9, 6ksf4xtzfcm8wr6j4twsr6gwk, 9i7w9e580arjgwi09oard5byt, 6kitz3oodxt3ejj5u0fwzhhat, aubl336st2qokns5gp45gayqy, co3rorgrfazetob0qubvdd4ru, 48h95xp99lczilib8dvoq2hux, 6iiy1nbfg747bayeva34h1638, 5plnyvmegki20of0lnvjotexh, eiem8txwpbbprxf67pyapr2fo, 9kwzr30tonvgb6bhsx3sa5rtg, biglhc0f04fxacwvxtqfc96qy, 6onrnro4ah893n28qon94nyfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747457,2,32,1,0,0,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2022-03-06T12:00:41.078Z,2022-03-06T12:00:41Z,3413325935,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747453,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-03-06T12:00:41.078Z,2022-03-06T12:00:41Z,3413325929,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747469,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.4,49,2022-03-06T12:00:41.655Z,2022-03-06T12:00:43Z,3413325995,140,34.3,3413326003,279,S,3413325997,141,48.7,3413326001,213,3.2,3413325999,212,16.9,3413325993,56,Back,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747487,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,35.8,48.2,2022-03-06T12:00:43.313Z,2022-03-06T12:49:54Z,3413326095,141,86.8,3413326087,56,Back,3413326091,140,31.6,3413326099,212,26.6,3413326101,213,1.7,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747495,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,0,38.7,90.9,2022-03-06T12:00:46.594Z,2022-03-06T12:00:48Z,3413326147,155,,3413326159,1,,3413326151,140,76.2,3413326149,56,Center,3413326155,212,42.1,3413326153,141,68.8,3413326157,213,5.9,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747501,3,1,1,0,7,4s6f6ktui5q36clvqisqr6lvo,0,34.9,36,2022-03-06T12:00:48.838Z,2022-03-06T12:00:49Z,3413326197,212,16.0,3413326189,56,Back,3413326191,140,44.2,3413326195,141,17.3,3413326199,213,5.4,3413326187,3,,,,,,,,6ksf4xtzfcm8wr6j4twsr6gwk,G. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747521,6,3,1,0,14,5rurqie3qt1qav9ir5mkqinn,0,79.3,87.5,2022-03-06T12:00:55.130Z,2022-03-06T12:00:57Z,3413326353,233,4,3413326285,286,,3413326281,56,Left,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390747529,4,7,1,0,14,4s6f6ktui5q36clvqisqr6lvo,0,20.7,12.5,2022-03-06T12:00:55.131Z,2022-03-06T12:00:57Z,3413326323,285,,3413326339,233,6,3413326321,56,Back,,,,,,,,,,,,,,,,5iio0ts2ux2kicov9i84lqv2t,J. Finn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
