id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/8/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist
2354894333,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2021-11-13T12:45:09.262Z,2021-11-13T13:34:58Z,3226158101,197,6732,3226158091,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3226158095,130,8,3226158099,194,30pcgn07mnn0sk4jp0t7bx9ed,3226158093,59,"1, 29, 6, 21, 5, 3, 18, 12, 10, 16, 17, 2, 4, 13, 14, 23, 25",3226158103,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3226158089,30,"7f3opq72gey1boxe6vcgmfvth, tzc4bqcf2wkz1k7d96l8g3my, 2zdgbwd6y5u4pd08upf1sda6t, 17b5ovdec36ay7c7aod6bhaz9, elelvar8kyxwpfqzwr1v00b85, 30pcgn07mnn0sk4jp0t7bx9ed, dwclepmsssh2hd8381rjqbufp, 5rj3vthrtst79mu39t2d7axud, 1234a1tb7y6trj9xsoqvx0x5h, beeqbcwweng7zflrap12ph7qi, 1l9ywk95rm7fgpc8nrtsxos0l, 66fneusn1mkiumgjfsyn0huui, 9mfotw533oa5qs1muu2z8t8lx, ceww6vauxaqddgogso515rcru, 9b466g9nb282o8ozwq2hr8j8q, enqn8azrcz6vks9d21ze9w2c5, ai2jlzvprjrgdyvkgo5kqfl2i",3226158097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2354894381,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-11-13T12:45:21.878Z,2021-11-13T13:05:08Z,3226158367,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 1o0o6thivoulnmsklkpbwpiad, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, 3sn815dsm0i0rnw9nigjyb0et, 6679bfd6bjylogbe4ebese85x, 9cjjs4piq3t12iltsfon52h91, 1dbhha29epjmo8g4xfm5taaj9, c705ailfiov40xwoysz0ggct1, 88k3tmpcg5ov13cd8b9rxyggl, ddagc0khq0zh1ywynyci8nzrp, 38qt5ejhfdsmvetk15rnfozit, e6pdkq17etv9k527m94sqqu39, f0afav75l1iz383ozx84b7i3u, cxl4bxs35ifb8o5cq9jxi1ec5",3226158373,130,4,3226158377,194,5m2ilglr6tlmgs2d4qzk5wno5,3226158381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3226158371,59,"1, 16, 7, 13, 6, 3, 12, 10, 11, 9, 15, 4, 8, 14, 18, 19, 20, 23, 29, 77",3226158369,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3226158379,197,12327,3226158375,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2354902423,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2021-11-13T13:32:05.099Z,2021-11-13T13:32:05Z,3226200491,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354902421,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-11-13T13:32:05.099Z,2021-11-13T13:32:05Z,3226200481,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354902435,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50,50,2021-11-13T13:32:05.817Z,2021-11-13T13:32:07Z,3226200555,141,49.7,3226200559,213,3.2,3226200561,279,S,3226200551,140,36.5,3226200557,212,14.2,3226200547,56,Back,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,
2354902445,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,36.5,49.7,2021-11-13T13:32:07.664Z,2021-11-13T13:32:10Z,3226200615,213,4.1,3226200609,140,25.9,3226200613,212,20.1,3226200607,56,Back,3226200611,141,25.0,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2354902449,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,0,25.9,25,2021-11-13T13:32:10.145Z,2021-11-13T13:32:11Z,3226200637,157,,3226200649,1,,3226200645,212,58.6,3226200641,140,81.7,3226200647,213,0.0,3226200639,56,Center,3226200643,141,25.3,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2354902471,3,1,1,0,6,9ijyncrxsejz505dbadwr1dir,1,24.7,79.6,2021-11-13T13:32:11.499Z,2021-11-13T13:32:16Z,3226200783,56,Back,3226200787,141,80.8,3226200791,213,0.0,3226200781,3,,3226200785,140,48.2,3226200789,212,24.7,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,
2354902473,4,49,1,0,10,9ijyncrxsejz505dbadwr1dir,1,43.2,78.2,2021-11-13T13:32:16.073Z,2021-11-13T13:32:16Z,,,,,,,,,,,,,,,,,,,,,,,,,17b5ovdec36ay7c7aod6bhaz9,M. Clémaron,,,,,,,,,,,,,,,,,,,,,,,,,
2354902479,5,50,1,0,11,9ijyncrxsejz505dbadwr1dir,1,38.8,76.8,2021-11-13T13:32:17.017Z,2021-11-13T13:32:22Z,3226200821,286,,3226200819,56,Back,3226200993,233,6,,,,,,,,,,,,,,,,17b5ovdec36ay7c7aod6bhaz9,M. Clémaron,,,,,,,,,,,,,,,,,,,,,,,,,
