id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value
2366314317,9,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,57.8,90.9,2021-12-12T18:45:33.587Z,2021-12-12T18:45:38Z,3285705913,213,4.2,3285705905,56,Center,3285705911,212,12.8,3285705909,141,74.7,3285705907,140,51.5,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314355,10,1,1,0,27,5rurqie3qt1qav9ir5mkqinn,1,44.4,61.2,2021-12-12T18:45:37.907Z,2021-12-12T18:45:43Z,3285706203,56,Right,3285706213,1,,3285706205,140,56.2,3285706211,213,5.1,3285706209,212,33.0,3285706207,141,16.2,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314361,11,1,1,0,33,5rurqie3qt1qav9ir5mkqinn,0,58.1,13.9,2021-12-12T18:45:43.011Z,2021-12-12T18:46:07Z,3285706253,155,,3285706257,140,72.1,3285706261,212,14.8,3285706259,141,15.9,3285706255,56,Right,3285706263,213,0.1,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314363,3,1,1,0,33,28u3q82ip96ahymkup01vfxli,0,23.1,88,2021-12-12T18:45:43.834Z,2021-12-12T18:45:44Z,3285706271,56,Back,3285706279,213,6.2,3285706277,212,7.0,3285706275,141,86.9,3285706269,3,,3285706273,140,29.7,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314431,12,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,1,66,25,2021-12-12T18:45:49.731Z,2021-12-12T18:45:51Z,3285706673,213,3.0,3285706667,140,43.7,3285706669,141,31.6,3285706665,56,Back,3285706671,212,23.8,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314451,13,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,43.2,32.2,2021-12-12T18:45:51.891Z,2021-12-12T18:45:56Z,3285706823,56,Center,3285706825,140,55.4,3285706831,213,0.9,3285706827,141,58.2,3285706829,212,21.8,,,,,,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314465,14,2,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,56.9,60.8,2021-12-12T18:45:56.211Z,2021-12-12T18:46:00Z,3285706937,141,91.2,3285706933,56,Left,3285706931,7,3sn815dsm0i0rnw9nigjyb0et,3285706935,140,75.8,,,,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314469,4,55,1,0,46,28u3q82ip96ahymkup01vfxli,1,23.5,34.3,2021-12-12T18:45:56.212Z,2021-12-12T18:59:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3upyu7hn2q7voapvgtlnl1yad,J. Purfield,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314677,5,1,1,1,22,28u3q82ip96ahymkup01vfxli,0,26.1,14.7,2021-12-12T18:46:32.042Z,2021-12-12T19:34:40Z,3285708445,213,6.3,3285708433,155,,3285708443,212,33.9,3285708435,241,,3285708439,140,58.4,3285708437,56,Right,3285708441,141,13.1,3285708431,5,,7n8jink50lk1tivoqpe57h32t,D. Lambourne,3285708447,1,,,,,,,,,,,,,,,,,,,,,,,,
2366314687,6,1,1,1,25,28u3q82ip96ahymkup01vfxli,0,47.9,40,2021-12-12T18:46:35.833Z,2021-12-12T18:47:14Z,3285708577,141,37.6,3285708573,140,64.3,3285708579,212,17.3,3285708569,56,Center,3285708583,213,6.2,3285708565,3,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314683,15,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,1,27.2,89,2021-12-12T18:46:36.810Z,2021-12-12T18:59:49Z,3285708529,3,,3285708533,140,29.3,3285708535,141,71.1,3285708539,213,4.9,3285708537,212,12.4,3285708531,56,Back,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314693,16,1,1,1,30,5rurqie3qt1qav9ir5mkqinn,1,25.3,71.8,2021-12-12T18:46:40.259Z,2021-12-12T18:46:41Z,3285708631,56,Left,3285708641,1,,3285708637,212,33.9,3285708639,213,0.5,3285708635,141,95.1,3285708633,140,53.8,3285708629,157,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314703,17,1,1,1,31,5rurqie3qt1qav9ir5mkqinn,1,53.8,95.1,2021-12-12T18:46:41.794Z,2021-12-12T18:46:44Z,3285708773,140,65.4,3285708769,3,,3285708775,141,93.3,3285708777,212,12.2,3285708779,213,6.2,3285708771,56,Left,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314707,18,49,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,66.5,93.6,2021-12-12T18:46:44.234Z,2021-12-12T18:46:44Z,,,,,,,,,,,,,,,,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314723,19,1,1,1,37,5rurqie3qt1qav9ir5mkqinn,0,73.6,88.7,2021-12-12T18:46:47.770Z,2021-12-12T18:46:48Z,3285708885,212,5.7,3285708879,56,Left,3285708881,140,73.8,3285708883,141,80.3,3285708887,213,4.7,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314735,7,8,1,1,40,28u3q82ip96ahymkup01vfxli,1,22.8,20.7,2021-12-12T18:46:50.835Z,2021-12-12T19:34:37Z,3285708963,56,Back,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314757,20,1,1,1,42,5rurqie3qt1qav9ir5mkqinn,1,56.5,74.8,2021-12-12T18:46:52.211Z,2021-12-12T18:46:55Z,3285709153,212,21.1,3285709149,140,46.1,3285709155,213,4.2,3285709147,56,Back,3285709151,141,48.2,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314785,21,1,1,1,45,5rurqie3qt1qav9ir5mkqinn,1,56.4,38.8,2021-12-12T18:46:55.874Z,2021-12-12T18:46:59Z,3285709363,141,10.6,3285709367,213,5.5,3285709365,212,28.0,3285709359,56,Right,3285709361,140,75.8,,,,,,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314797,22,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,0,76.9,8,2021-12-12T18:46:59.331Z,2021-12-12T18:47:00Z,3285709427,140,100.0,3285709433,213,0.7,3285709429,141,36.9,3285709435,1,,3285709425,56,Center,3285709431,212,32.1,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314795,8,5,1,1,50,28u3q82ip96ahymkup01vfxli,1,-1.1,70.5,2021-12-12T18:47:00.578Z,2021-12-12T18:47:01Z,3285709423,346,,3285709509,233,23,3285709421,56,Back,,,,,,,,,,,,,,,,7n8jink50lk1tivoqpe57h32t,D. Lambourne,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314799,23,5,1,1,50,5rurqie3qt1qav9ir5mkqinn,0,101.1,29.5,2021-12-12T18:47:00.578Z,2021-12-12T18:59:59Z,3285709455,56,Center,3285709457,346,,3285709475,233,8,,,,,,,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314927,9,1,1,2,15,28u3q82ip96ahymkup01vfxli,1,4.8,57.5,2021-12-12T18:47:25.827Z,2021-12-12T18:47:29Z,3285710503,141,75.6,3285710513,74,,3285710505,212,47.5,3285710495,124,,3285710507,213,0.3,3285710499,56,Back,3285710509,1,,3285710497,155,,7n8jink50lk1tivoqpe57h32t,D. Lambourne,3285710501,140,48.5,,,,,,,,,,,,,,,,,,,,,,,
2366314931,10,1,1,2,19,28u3q82ip96ahymkup01vfxli,0,48.5,75.6,2021-12-12T18:47:28.955Z,2021-12-12T18:47:30Z,3285710529,141,72.1,3285710533,213,6.2,3285710527,140,68.6,3285710531,212,21.2,3285710525,56,Center,3285710523,3,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314949,24,1,1,2,19,5rurqie3qt1qav9ir5mkqinn,1,24.3,24.6,2021-12-12T18:47:29.731Z,2021-12-12T18:47:33Z,3285710677,212,20.3,3285710679,213,3.4,3285710671,56,Back,3285710673,140,5.5,3285710669,3,,3285710675,141,17.6,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314951,25,49,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,5.8,17.6,2021-12-12T18:47:33.386Z,2021-12-12T18:47:52Z,,,,,,,,,,,,,,,,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314971,26,1,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,5.8,17.6,2021-12-12T18:47:33.626Z,2021-12-12T18:47:54Z,3285710811,141,6.4,3285710809,140,15.9,3285710807,56,Back,3285710815,213,5.7,3285710813,212,13.1,,,,,,,,,,88k3tmpcg5ov13cd8b9rxyggl,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
2366314985,27,1,1,2,25,5rurqie3qt1qav9ir5mkqinn,1,15.9,6.4,2021-12-12T18:47:35.594Z,2021-12-12T18:47:37Z,3285710897,56,Back,3285710905,213,1.3,3285710899,140,21.4,3285710901,141,35.4,3285710903,212,20.5,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315039,28,1,1,2,27,5rurqie3qt1qav9ir5mkqinn,1,22.2,42.5,2021-12-12T18:47:37.802Z,2021-12-12T18:47:44Z,3285711283,140,32.8,3285711287,212,29.5,3285711289,213,1.2,3285711285,141,82.6,3285711281,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315041,29,4,1,2,31,5rurqie3qt1qav9ir5mkqinn,1,35.8,87.6,2021-12-12T18:47:41.578Z,2021-12-12T18:47:47Z,3285711381,233,11,3285711303,265,,3285711385,286,,3285711297,13,,3285711301,152,,3285711299,56,Back,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315049,11,4,1,2,31,28u3q82ip96ahymkup01vfxli,0,64.2,12.4,2021-12-12T18:47:41.579Z,2021-12-12T18:47:47Z,3285711353,56,Right,3285711401,233,29,3285711355,152,,3285711359,285,,3285711357,265,,3285711351,13,,,,,,,,9idtgzdbxfmiguf2slmvla47p,J. Sigsworth,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315157,12,17,1,2,45,28u3q82ip96ahymkup01vfxli,1,0,0,2021-12-12T18:47:54.995Z,2021-12-12T18:48:02Z,3285712147,392,,3285712149,13,243,3285712145,31,,,,,,,,,,,,,,,,,9idtgzdbxfmiguf2slmvla47p,J. Sigsworth,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315283,30,1,1,3,11,5rurqie3qt1qav9ir5mkqinn,1,27.9,87.5,2021-12-12T18:48:21.538Z,2021-12-12T18:48:23Z,3285713015,213,4.1,3285713003,5,,3285713013,212,13.6,3285713005,152,,3285713007,56,Back,3285713011,141,71.5,3285713031,189,,3285713009,140,20.1,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315325,31,1,1,3,15,5rurqie3qt1qav9ir5mkqinn,1,20.1,71.5,2021-12-12T18:48:25.450Z,2021-12-12T18:48:27Z,3285713279,56,Back,3285713281,140,24.4,3285713285,141,36.1,3285713289,212,24.5,3285713293,213,4.9,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315333,32,1,1,3,17,5rurqie3qt1qav9ir5mkqinn,1,27,31.5,2021-12-12T18:48:27.418Z,2021-12-12T18:48:28Z,3285713339,212,22.4,3285713341,213,5.6,3285713333,56,Back,3285713337,141,10.6,3285713335,140,43.5,,,,,,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315343,33,1,1,3,18,5rurqie3qt1qav9ir5mkqinn,1,43.5,10.6,2021-12-12T18:48:28.306Z,2021-12-12T18:48:29Z,3285713395,56,Back,3285713399,140,27.9,3285713403,141,27.7,3285713409,212,20.1,3285713411,213,2.5,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315383,34,1,1,3,19,5rurqie3qt1qav9ir5mkqinn,1,27.9,27.7,2021-12-12T18:48:29.277Z,2021-12-12T18:48:35Z,3285713675,212,27.1,3285713671,141,67.5,3285713663,56,Back,3285713667,140,28.6,3285713679,213,1.5,,,,,,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315387,35,1,1,3,25,5rurqie3qt1qav9ir5mkqinn,1,41.1,69.1,2021-12-12T18:48:35.890Z,2021-12-12T18:48:38Z,3285713743,212,16.5,3285713737,56,Back,3285713741,141,45.5,3285713739,140,37.6,3285713745,213,4.5,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315405,36,2,1,3,27,5rurqie3qt1qav9ir5mkqinn,1,38,34.2,2021-12-12T18:48:37.922Z,2021-12-12T18:48:41Z,3285713919,141,23.9,3285713913,1,,3285713917,140,78.5,3285713911,7,c705ailfiov40xwoysz0ggct1,3285713915,56,Center,,,,,,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315411,13,55,1,3,27,28u3q82ip96ahymkup01vfxli,1,28.4,73.5,2021-12-12T18:48:37.923Z,2021-12-12T18:59:58Z,,,,,,,,,,,,,,,,,,,,,,,,,3upyu7hn2q7voapvgtlnl1yad,J. Purfield,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315547,14,1,1,3,51,28u3q82ip96ahymkup01vfxli,0,26.9,77.9,2021-12-12T18:49:01.588Z,2021-12-12T19:34:34Z,3285714913,213,0.0,3285714905,56,Center,3285714915,1,,3285714903,241,,3285714899,5,,3285714901,155,,3285714907,140,70.9,3285714911,212,46.2,7n8jink50lk1tivoqpe57h32t,D. Lambourne,3285714909,141,78.8,,,,,,,,,,,,,,,,,,,,,,,
2366315553,37,1,1,3,55,5rurqie3qt1qav9ir5mkqinn,0,29.2,31.8,2021-12-12T18:49:05.537Z,2021-12-12T18:49:06Z,3285714957,140,46.7,3285714961,212,18.6,3285714953,3,,3285714959,141,36.4,3285714955,56,Back,3285714963,213,0.2,,,,,,,38qt5ejhfdsmvetk15rnfozit,S. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315577,15,50,1,4,0,28u3q82ip96ahymkup01vfxli,1,61.9,62.3,2021-12-12T18:49:10.043Z,2021-12-12T18:49:14Z,3285715123,56,Center,3285715125,286,,3285715343,233,38,,,,,,,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315601,38,7,1,4,0,5rurqie3qt1qav9ir5mkqinn,1,38.1,37.7,2021-12-12T18:49:10.044Z,2021-12-12T18:49:14Z,3285715293,56,Back,3285715333,233,15,3285715295,285,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315607,39,49,1,4,1,5rurqie3qt1qav9ir5mkqinn,1,54.4,34.5,2021-12-12T18:49:11.353Z,2021-12-12T18:49:18Z,,,,,,,,,,,,,,,,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315605,16,8,1,4,3,28u3q82ip96ahymkup01vfxli,1,32,60.8,2021-12-12T18:49:13.384Z,2021-12-12T18:49:13Z,3285715311,56,Back,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315623,40,1,1,4,3,5rurqie3qt1qav9ir5mkqinn,0,54.4,34.5,2021-12-12T18:49:13.674Z,2021-12-12T18:49:14Z,3285715395,56,Center,3285715401,212,12.1,3285715399,141,39.8,3285715403,213,0.3,3285715397,140,65.4,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315619,17,49,1,4,4,28u3q82ip96ahymkup01vfxli,1,33.5,61.2,2021-12-12T18:49:14.316Z,2021-12-12T18:49:14Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315631,18,1,1,4,4,28u3q82ip96ahymkup01vfxli,1,33.5,61.2,2021-12-12T18:49:14.659Z,2021-12-12T18:49:17Z,3285715483,140,31.4,3285715487,212,7.3,3285715489,213,1.9,3285715485,141,71.4,3285715481,56,Back,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315647,19,1,1,4,7,28u3q82ip96ahymkup01vfxli,1,31.4,71.4,2021-12-12T18:49:16.971Z,2021-12-12T18:49:19Z,3285715589,212,14.3,3285715583,140,33.6,3285715591,213,1.4,3285715581,56,Back,3285715585,141,92.1,,,,,,,,,,cyyd2qf3ej2rzd916xnl3kvrp,E. de Graaf,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315653,20,1,1,4,9,28u3q82ip96ahymkup01vfxli,0,36.1,93,2021-12-12T18:49:19.228Z,2021-12-12T18:49:19Z,3285715643,141,90.0,3285715647,213,6.1,3285715641,140,45.3,3285715639,56,Back,3285715645,212,9.9,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,
2366315685,41,49,1,4,12,5rurqie3qt1qav9ir5mkqinn,1,63.6,11.6,2021-12-12T18:49:22.409Z,2021-12-12T18:49:22Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
