id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,assist,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2378998403,13,1,1,0,59,axwnneoekq2f2yq6r1l704y96,0,69.5,26.4,2022-02-05T12:32:15.854Z,2022-02-05T12:32:16Z,3351633611,212,8.8,3351633607,140,77.8,3351633605,56,Center,3351633613,213,6.2,3351633601,3,,3351633603,168,,3351633609,141,24.7,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998457,11,1,1,1,0,5rurqie3qt1qav9ir5mkqinn,0,27,71.1,2022-02-05T12:32:17.336Z,2022-02-05T12:32:21Z,3351633853,1,,3351633849,212,37.0,3351633843,56,Left,3351633841,157,,3351633851,213,0.2,3351633847,141,82.6,3351633845,140,61.4,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998487,14,1,1,1,5,axwnneoekq2f2yq6r1l704y96,0,40.7,8.8,2022-02-05T12:32:21.613Z,2022-02-05T12:32:25Z,3351633951,3,,3351633961,213,6.0,3351633959,212,16.5,3351633953,56,Right,3351633955,140,55.9,3351633957,141,2.6,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998495,12,1,1,1,8,5rurqie3qt1qav9ir5mkqinn,0,44.9,94.1,2022-02-05T12:32:25.311Z,2022-02-05T12:33:42Z,3351634015,213,5.9,3351634009,140,50.2,3351634021,233,15,3351634011,141,90.9,3351634025,286,,3351634007,56,Left,3351634019,236,,3351634013,212,6.0,cxl4bxs35ifb8o5cq9jxi1ec5,T. Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998491,15,74,1,1,8,axwnneoekq2f2yq6r1l704y96,1,54.1,3.7,2022-02-05T12:32:25.312Z,2022-02-05T12:44:08Z,3351633983,285,,3351634039,233,12,3351633981,56,Right,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998509,13,49,1,1,11,5rurqie3qt1qav9ir5mkqinn,1,40.5,87.1,2022-02-05T12:32:27.887Z,2022-02-05T12:32:27Z,,,,,,,,,,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998547,14,1,1,1,12,5rurqie3qt1qav9ir5mkqinn,1,38.6,86.9,2022-02-05T12:32:29.272Z,2022-02-05T12:32:31Z,3351634189,141,60.9,3351634191,212,22.3,3351634193,213,4.1,3351634185,56,Back,3351634187,140,25.7,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998579,15,1,1,1,15,5rurqie3qt1qav9ir5mkqinn,1,25.7,60.9,2022-02-05T12:32:31.592Z,2022-02-05T12:32:34Z,3351634343,141,26.8,3351634347,213,4.6,3351634345,212,23.3,3351634339,56,Back,3351634341,140,23.9,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998595,16,1,1,1,18,5rurqie3qt1qav9ir5mkqinn,1,23.9,26.8,2022-02-05T12:32:34.495Z,2022-02-05T12:32:36Z,3351634431,213,2.1,3351634425,140,15.6,3351634429,212,17.6,3351634423,56,Back,3351634427,141,49.3,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998645,17,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,1,15.6,49.3,2022-02-05T12:32:36.399Z,2022-02-05T12:32:40Z,3351634681,56,Back,3351634685,141,66.4,3351634689,213,1.2,3351634687,212,12.3,3351634683,140,19.3,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998691,18,1,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,22.8,73.2,2022-02-05T12:32:39.975Z,2022-02-05T12:32:42Z,3351634901,212,19.8,3351634903,213,0.8,3351634899,141,94.2,3351634895,56,Back,3351634897,140,35.9,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998701,19,1,1,1,25,5rurqie3qt1qav9ir5mkqinn,0,35.9,94.2,2022-02-05T12:32:42.279Z,2022-02-05T12:32:44Z,3351635017,236,,3351635021,233,16,3351634955,140,40.5,3351634957,141,93.3,3351635027,286,,3351634961,213,6.2,3351634959,212,4.9,3351634953,56,Back,cxl4bxs35ifb8o5cq9jxi1ec5,T. Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998711,16,74,1,1,25,axwnneoekq2f2yq6r1l704y96,1,56,4.3,2022-02-05T12:32:42.280Z,2022-02-05T12:44:08Z,3351634999,285,,3351634997,56,Right,3351635047,233,19,,,,,,,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998727,17,49,1,1,28,axwnneoekq2f2yq6r1l704y96,1,62.6,3.8,2022-02-05T12:32:45.205Z,2022-02-05T12:32:45Z,,,,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998743,18,3,1,1,29,axwnneoekq2f2yq6r1l704y96,0,68.6,4.2,2022-02-05T12:32:45.790Z,2022-02-05T12:32:47Z,3351635167,56,Right,3351635241,233,20,3351635169,286,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998753,20,7,1,1,29,5rurqie3qt1qav9ir5mkqinn,0,31.4,95.8,2022-02-05T12:32:45.791Z,2022-02-05T12:32:46Z,3351635217,285,,3351635235,233,18,3351635215,56,Back,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998793,19,1,1,1,31,axwnneoekq2f2yq6r1l704y96,1,61.9,4.1,2022-02-05T12:32:48.229Z,2022-02-05T12:32:49Z,3351635401,56,Right,3351635403,140,66.0,3351635411,213,1.1,3351635407,212,10.0,3351635405,141,17.3,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998805,20,1,1,1,32,axwnneoekq2f2yq6r1l704y96,0,66,17.3,2022-02-05T12:32:49.102Z,2022-02-05T12:33:38Z,3351635467,212,3.7,3351635463,140,68.5,3351635469,213,5.5,3351635465,141,13.5,3351635461,56,Right,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998777,21,8,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,24.2,82.6,2022-02-05T12:32:49.584Z,2022-02-05T12:33:36Z,3351635323,56,Back,,,,,,,,,,,,,,,,,,,,,,cxl4bxs35ifb8o5cq9jxi1ec5,T. Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998849,22,49,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,14.2,86.5,2022-02-05T12:32:52.120Z,2022-02-05T12:33:02Z,,,,,,,,,,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998875,23,12,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,16.9,87.2,2022-02-05T12:32:53.087Z,2022-02-05T12:33:01Z,3351635789,212,10.5,3351635787,141,100.0,3351635783,56,Back,3351635785,140,21.2,3351635791,213,1.1,3351635781,167,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998963,21,5,1,1,36,axwnneoekq2f2yq6r1l704y96,1,78,-1.8,2022-02-05T12:32:53.165Z,2022-02-05T12:33:08Z,3351636257,347,,3351636255,56,Right,3351636275,233,24,,,,,,,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998891,24,5,1,1,36,5rurqie3qt1qav9ir5mkqinn,0,22,101.8,2022-02-05T12:32:53.165Z,2022-02-05T12:52:42Z,3351635857,347,,3351636279,233,21,3351635855,56,Back,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998985,22,1,1,1,51,axwnneoekq2f2yq6r1l704y96,1,77.8,0,2022-02-05T12:33:08.317Z,2022-02-05T12:33:11Z,3351636407,140,89.3,3351636413,213,0.5,3351636405,56,Right,3351636411,212,13.5,3351636403,107,,3351636409,141,6.8,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999031,23,3,1,1,55,axwnneoekq2f2yq6r1l704y96,1,88,14,2022-02-05T12:33:11.605Z,2022-02-05T12:33:15Z,3351636671,233,25,3351636665,56,Right,3351636667,286,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378998993,25,45,1,1,55,5rurqie3qt1qav9ir5mkqinn,0,12,86,2022-02-05T12:33:11.605Z,2022-02-05T12:33:15Z,3351636463,285,,3351636679,233,23,3351636461,56,Back,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999113,24,1,1,1,58,axwnneoekq2f2yq6r1l704y96,1,93.8,17.1,2022-02-05T12:33:15.181Z,2022-02-05T12:33:22Z,3351637047,155,,3351637055,141,52.1,3351637045,2,,3351637063,213,1.8,3351637051,140,89.3,3351637059,212,24.3,3351637049,56,Center,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999171,26,4,1,2,0,5rurqie3qt1qav9ir5mkqinn,1,9.8,43,2022-02-05T12:33:16.495Z,2022-02-05T12:33:29Z,3351637327,56,Back,3351637331,285,,3351637325,10,,3351637329,152,,3351637343,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999117,25,4,1,2,0,axwnneoekq2f2yq6r1l704y96,0,90.2,57,2022-02-05T12:33:16.496Z,2022-02-05T12:33:29Z,3351637355,233,26,3351637073,10,,3351637077,152,,3351637079,286,,3351637075,56,Center,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999425,27,1,1,2,33,5rurqie3qt1qav9ir5mkqinn,1,10.2,46.4,2022-02-05T12:33:50.376Z,2022-02-05T12:33:53Z,3351638541,140,14.5,3351638537,152,,3351638535,5,,3351638543,141,72.0,3351638539,56,Back,3351638545,212,18.0,3351638547,213,1.3,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999447,28,1,1,2,37,5rurqie3qt1qav9ir5mkqinn,1,19.1,78.8,2022-02-05T12:33:53.735Z,2022-02-05T12:33:55Z,3351638653,140,35.8,3351638659,213,0.2,3351638651,56,Back,3351638657,212,17.7,3351638655,141,82.7,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999455,29,1,1,2,39,5rurqie3qt1qav9ir5mkqinn,1,35.8,82.7,2022-02-05T12:33:55.623Z,2022-02-05T12:33:56Z,3351638691,56,Back,3351638703,213,4.1,3351638701,212,10.7,3351638699,141,69.4,3351638695,140,30.3,,,,,,,,,,cxl4bxs35ifb8o5cq9jxi1ec5,T. Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999469,30,1,1,2,40,5rurqie3qt1qav9ir5mkqinn,0,30.3,69.4,2022-02-05T12:33:56.823Z,2022-02-05T12:34:08Z,3351638789,141,64.3,3351638795,1,,3351638793,213,6.2,3351638785,56,Center,3351638787,140,65.5,3351638791,212,37.1,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999471,26,49,1,2,42,axwnneoekq2f2yq6r1l704y96,1,36.5,20.4,2022-02-05T12:33:58.894Z,2022-02-05T12:33:59Z,,,,,,,,,,,,,,,,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999489,27,1,1,2,43,axwnneoekq2f2yq6r1l704y96,1,36.3,20.3,2022-02-05T12:33:59.495Z,2022-02-05T12:34:01Z,3351638879,212,6.6,3351638881,213,5.0,3351638873,56,Back,3351638877,141,11.0,3351638875,140,38.1,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999567,28,1,1,2,44,axwnneoekq2f2yq6r1l704y96,1,32.4,15.2,2022-02-05T12:34:01.078Z,2022-02-05T12:34:09Z,3351639243,141,39.4,3351639241,140,11.2,3351639247,213,2.5,3351639245,212,27.7,3351639239,56,Back,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999599,29,1,1,2,52,axwnneoekq2f2yq6r1l704y96,1,13.5,39.7,2022-02-05T12:34:09.125Z,2022-02-05T12:34:13Z,3351639401,140,15.3,3351639407,213,4.8,3351639399,56,Back,3351639403,141,10.9,3351639405,212,19.7,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999611,30,1,1,2,56,axwnneoekq2f2yq6r1l704y96,0,15.9,7.3,2022-02-05T12:34:13.190Z,2022-02-05T12:34:14Z,3351639479,213,6.3,3351639467,157,,3351639473,140,33.8,3351639475,141,6.5,3351639469,56,Back,3351639477,212,18.8,3351639481,1,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378999649,31,61,1,2,59,5rurqie3qt1qav9ir5mkqinn,1,63.7,88,2022-02-05T12:34:16.211Z,2022-02-05T12:34:16Z,3351639641,56,Left,,,,,,,,,,,,,,,,,,,,,,cxl4bxs35ifb8o5cq9jxi1ec5,T. Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
