id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value
2329079943,91,1,1,10,57,bsbugp9qfasrrtg55bf7evvwv,1,80.5,12.6,2021-09-12T13:11:22.634Z,2021-09-12T13:11:24Z,3090679493,56,Center,3090679501,213,1.2,3090679499,212,18.8,3090679497,141,37.9,3090679495,140,87.8,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329079953,92,61,1,10,59,bsbugp9qfasrrtg55bf7evvwv,0,88.3,37.9,2021-09-12T13:11:24.162Z,2021-09-12T13:11:24Z,3090679537,56,Center,,,,,,,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329079957,110,49,1,11,0,5rurqie3qt1qav9ir5mkqinn,1,14.9,58.8,2021-09-12T13:11:25.015Z,2021-09-12T13:11:25Z,,,,,,,,,,,,,,,,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329080037,111,61,1,11,0,5rurqie3qt1qav9ir5mkqinn,1,14.9,58.8,2021-09-12T13:11:25.407Z,2021-09-12T13:11:46Z,3090679995,56,Back,,,,,,,,,,,,,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329080017,93,49,1,11,2,bsbugp9qfasrrtg55bf7evvwv,1,70.8,39.2,2021-09-12T13:11:27.290Z,2021-09-12T13:11:27Z,,,,,,,,,,,,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
2329080071,112,12,1,11,3,5rurqie3qt1qav9ir5mkqinn,1,14.2,66.3,2021-09-12T13:11:28.055Z,2021-09-12T13:57:59Z,3090680135,140,34.7,3090680137,141,58.7,3090680145,213,6.0,3090680141,212,22.1,3090680133,56,Back,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329080199,94,1,1,11,4,bsbugp9qfasrrtg55bf7evvwv,1,68.7,32.5,2021-09-12T13:11:29.250Z,2021-09-12T13:11:34Z,3090680805,140,81.1,3090680811,213,6.1,3090680809,212,13.2,3090680801,56,Center,3090680807,141,28.9,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
2329080207,95,43,1,11,9,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2021-09-12T13:11:34.250Z,2021-09-12T13:11:37Z,3090680853,56,Center,3090680855,286,0,3090681203,144,45,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329080279,96,61,1,11,12,bsbugp9qfasrrtg55bf7evvwv,0,81.1,28.9,2021-09-12T13:11:37.586Z,2021-09-12T13:11:37Z,3090681245,56,Center,,,,,,,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329080313,97,5,1,11,13,bsbugp9qfasrrtg55bf7evvwv,0,101,26.9,2021-09-12T13:11:37.951Z,2021-09-12T13:50:11Z,3090681403,56,Center,3090682351,233,113,3090681405,346,,,,,,,,,,,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,
2329080165,113,5,1,11,13,5rurqie3qt1qav9ir5mkqinn,1,-1,73.1,2021-09-12T13:11:37.951Z,2021-09-12T13:11:46Z,3090680661,346,,3090682313,233,97,3090680659,56,Back,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329080651,114,1,1,11,25,5rurqie3qt1qav9ir5mkqinn,1,3.9,51.3,2021-09-12T13:11:50.318Z,2021-09-12T13:11:54Z,3090683313,124,,3090683327,237,,3090683319,141,14.0,3090683321,212,27.2,3090683317,140,13.2,3090683315,56,Back,3090683323,213,5.1,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,
2329080743,115,1,1,11,29,5rurqie3qt1qav9ir5mkqinn,0,35.9,27,2021-09-12T13:11:54.526Z,2021-09-12T13:11:57Z,3090683815,141,30.4,3090683811,56,Center,3090683819,213,0.1,3090683817,212,20.6,3090683813,140,55.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329080797,98,49,1,11,34,bsbugp9qfasrrtg55bf7evvwv,1,40,61.8,2021-09-12T13:11:59.391Z,2021-09-12T13:11:59Z,,,,,,,,,,,,,,,,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
2329080909,99,1,1,11,34,bsbugp9qfasrrtg55bf7evvwv,1,40,61.8,2021-09-12T13:11:59.586Z,2021-09-12T13:12:03Z,3090684697,56,Center,3090684701,141,40.7,3090684703,212,19.9,3090684699,140,53.1,3090684705,213,5.5,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
2329080921,100,50,1,11,38,bsbugp9qfasrrtg55bf7evvwv,1,51.6,42,2021-09-12T13:12:03.274Z,2021-09-12T13:12:05Z,3090684763,56,Center,3090684933,233,116,3090684765,286,,,,,,,,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329080937,116,7,1,11,38,5rurqie3qt1qav9ir5mkqinn,0,48.4,58,2021-09-12T13:12:03.275Z,2021-09-12T13:12:05Z,3090684927,233,100,3090684853,285,,3090684851,56,Back,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,
2329081043,101,1,1,11,39,bsbugp9qfasrrtg55bf7evvwv,1,52.3,40.6,2021-09-12T13:12:04.106Z,2021-09-12T13:12:09Z,3090685443,141,10.7,3090685451,1,,3090685441,140,12.2,3090685439,56,Back,3090685445,212,46.8,3090685447,213,3.6,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329081115,102,1,1,11,44,bsbugp9qfasrrtg55bf7evvwv,1,9.1,8.2,2021-09-12T13:12:08.995Z,2021-09-12T15:07:58Z,3090685875,212,20.1,3090685877,213,0.6,3090685871,140,25.3,3090685869,56,Back,3090685873,141,24.0,,,,,,,,,,697f94lwz4x5pxljm2qsrakq2,R. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
2329081207,103,1,1,11,47,bsbugp9qfasrrtg55bf7evvwv,1,28.7,30.1,2021-09-12T13:12:12.738Z,2021-09-12T13:12:16Z,3090686295,140,28.0,3090686303,212,21.4,3090686307,213,1.6,3090686299,141,61.5,3090686291,56,Back,,,,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
2329081237,104,1,1,11,51,bsbugp9qfasrrtg55bf7evvwv,1,27.6,54.8,2021-09-12T13:12:15.938Z,2021-09-12T13:12:17Z,3090686487,56,Back,3090686495,141,52.5,3090686507,213,6.1,3090686501,212,11.4,3090686493,140,38.4,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329081273,105,1,1,11,52,bsbugp9qfasrrtg55bf7evvwv,1,38.4,52.5,2021-09-12T13:12:17.291Z,2021-09-12T13:12:19Z,3090686677,141,71.2,3090686675,140,28.3,3090686681,213,2.3,3090686679,212,16.6,3090686673,56,Back,,,,,,,,,,49tbu841s20wivafeostkffmd,C. Peplow,,,,,,,,,,,,,,,,,,,,,,,,,
2329081305,106,1,1,11,54,bsbugp9qfasrrtg55bf7evvwv,1,31.4,75.6,2021-09-12T13:12:18.995Z,2021-09-12T13:12:20Z,3090686819,56,Back,3090686827,213,1.2,3090686825,212,15.6,3090686823,141,97.2,3090686821,140,36.5,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329081403,107,1,1,11,55,bsbugp9qfasrrtg55bf7evvwv,1,36.5,96.9,2021-09-12T13:12:20.563Z,2021-09-12T13:12:24Z,3090687375,141,82.3,3090687377,212,13.1,3090687381,213,4.0,3090687371,56,Back,3090687373,140,28.3,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,
2329081461,108,1,1,11,59,bsbugp9qfasrrtg55bf7evvwv,1,27.3,88.4,2021-09-12T13:12:24.146Z,2021-09-12T13:12:26Z,3090687683,213,0.5,3090687675,56,Back,3090687677,140,38.9,3090687679,141,98.0,3090687681,212,13.8,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329081535,109,1,1,12,1,bsbugp9qfasrrtg55bf7evvwv,1,39,96.9,2021-09-12T13:12:26.403Z,2021-09-12T13:12:29Z,3090687997,213,4.0,3090687989,56,Back,3090687995,212,19.6,3090687991,140,26.6,3090687993,141,75.4,,,,,,,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,
2329081609,110,1,1,12,4,bsbugp9qfasrrtg55bf7evvwv,1,26.6,75.4,2021-09-12T13:12:29.314Z,2021-09-12T13:12:32Z,3090688391,140,5.4,3090688393,141,54.6,3090688395,212,26.4,3090688389,56,Back,3090688397,213,3.7,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329081701,111,1,1,12,7,bsbugp9qfasrrtg55bf7evvwv,1,4.6,51.8,2021-09-12T13:12:32.242Z,2021-09-12T13:12:36Z,3090688933,141,7.1,3090688929,56,Back,3090688931,140,42.6,3090688939,1,,3090688927,155,,3090688937,213,5.6,3090688935,212,50.2,,,,697f94lwz4x5pxljm2qsrakq2,R. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
2329081777,112,1,1,12,11,bsbugp9qfasrrtg55bf7evvwv,1,38,7,2021-09-12T13:12:36.779Z,2021-09-12T13:12:39Z,3090689385,212,16.2,3090689387,213,1.3,3090689379,140,41.9,3090689381,141,30.1,3090689377,56,Back,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329081873,113,1,1,12,14,bsbugp9qfasrrtg55bf7evvwv,1,43.3,30.1,2021-09-12T13:12:39.835Z,2021-09-12T13:12:44Z,3090689899,56,Center,3090689913,213,0.1,3090689903,140,60.4,3090689907,141,32.7,3090689909,212,18.0,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,
2329081877,114,61,1,12,19,bsbugp9qfasrrtg55bf7evvwv,0,59.3,27.7,2021-09-12T13:12:44.275Z,2021-09-12T13:12:44Z,3090689921,56,Center,,,,,,,,,,,,,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,,,
2329081897,117,49,1,12,20,5rurqie3qt1qav9ir5mkqinn,1,38.1,69.6,2021-09-12T13:12:45.654Z,2021-09-12T13:12:59Z,,,,,,,,,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,
2329081933,118,4,1,12,21,5rurqie3qt1qav9ir5mkqinn,1,33.3,92.4,2021-09-12T13:12:46.786Z,2021-09-12T13:13:02Z,3090690937,13,,3090690941,152,,3090690949,285,,3090690981,233,115,3090690191,56,Back,3090690945,265,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,
2329081971,115,4,1,12,21,bsbugp9qfasrrtg55bf7evvwv,0,66.7,7.6,2021-09-12T13:12:46.787Z,2021-09-12T13:12:53Z,3090690877,152,,3090690417,56,Right,3090690999,286,,3090690881,265,,3090690871,13,,3090690995,233,118,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329082737,119,1,1,12,54,5rurqie3qt1qav9ir5mkqinn,1,33,94.5,2021-09-12T13:13:19.183Z,2021-09-12T13:13:22Z,3090694513,1,,3090694501,152,,3090694507,141,32.7,3090694505,140,23.0,3090694495,5,,3090694497,155,,3090694503,56,Back,3090694511,213,4.5,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,3090694509,212,43.3,3090694499,196,,,,,,,,,,,,,,,,,,,
2329082791,120,1,1,12,57,5rurqie3qt1qav9ir5mkqinn,1,25,34,2021-09-12T13:13:22.870Z,2021-09-12T13:13:24Z,3090694795,212,17.0,3090694797,213,2.2,3090694789,56,Back,3090694793,141,54.5,3090694791,140,15.7,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329082931,121,1,1,12,59,5rurqie3qt1qav9ir5mkqinn,1,15.7,54.5,2021-09-12T13:13:24.822Z,2021-09-12T13:13:31Z,3090695495,212,22.3,3090695489,56,Back,3090695497,213,1.1,3090695491,140,25.2,3090695493,141,83.8,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,
2329083003,122,1,1,13,6,5rurqie3qt1qav9ir5mkqinn,1,43.6,83.6,2021-09-12T13:13:31.150Z,2021-09-12T13:13:34Z,3090695875,213,0.3,3090695867,141,93.5,3090695863,140,64.8,3090695871,212,23.3,3090695861,56,Left,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329083063,123,1,1,13,9,5rurqie3qt1qav9ir5mkqinn,0,70.6,81.8,2021-09-12T13:13:34.150Z,2021-09-12T13:13:36Z,3090696203,212,20.7,3090696199,140,89.1,3090696197,56,Center,3090696201,141,71.1,3090696205,213,5.9,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329083095,117,49,1,13,12,bsbugp9qfasrrtg55bf7evvwv,1,10.2,19.7,2021-09-12T13:13:37.803Z,2021-09-12T13:13:38Z,,,,,,,,,,,,,,,,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329083219,118,1,1,13,15,bsbugp9qfasrrtg55bf7evvwv,1,8,3.4,2021-09-12T13:13:40.067Z,2021-09-12T13:13:42Z,3090697007,56,Back,3090697033,140,23.2,3090697039,213,0.1,3090697037,212,16.0,3090697035,141,4.6,,,,,,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329083247,119,1,1,13,17,bsbugp9qfasrrtg55bf7evvwv,1,23.2,4.6,2021-09-12T13:13:42.195Z,2021-09-12T13:13:42Z,3090697139,213,2.6,3090697137,212,14.2,3090697131,56,Back,3090697135,141,15.2,3090697133,140,11.6,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329083289,120,1,1,13,17,bsbugp9qfasrrtg55bf7evvwv,1,11.6,15.2,2021-09-12T13:13:42.795Z,2021-09-12T13:13:44Z,3090697339,56,Back,3090697347,213,4.4,3090697345,212,6.3,3090697343,141,6.2,3090697341,140,10.0,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329083431,121,1,1,13,19,bsbugp9qfasrrtg55bf7evvwv,1,10,6.2,2021-09-12T13:13:44.043Z,2021-09-12T13:13:49Z,3090698105,56,Back,3090698115,1,,3090698107,140,44.9,3090698111,212,36.7,3090698109,141,4.7,3090698113,213,6.3,3090698103,155,,,,,9parlijxpxnfis96jwy9p37bp,G. Evans,,,,,,,,,,,,,,,,,,,,,,,,,
2329083445,122,1,1,13,24,bsbugp9qfasrrtg55bf7evvwv,0,44.9,4.7,2021-09-12T13:13:49.604Z,2021-09-12T13:13:50Z,3090698215,1,,3090698207,140,56.5,3090698203,56,Right,3090698213,213,6.0,3090698199,157,,3090698209,141,0.0,3090698211,212,12.8,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,,,
2329083451,123,5,1,13,25,bsbugp9qfasrrtg55bf7evvwv,0,55.1,-1,2021-09-12T13:13:49.949Z,2021-09-12T13:13:59Z,3090699363,233,124,3090698257,347,,3090698255,56,Right,,,,,,,,,,,,,,,,108a89xbf1b28xj9oze2oxk9h,B. Chaplen,,,,,,,,,,,,,,,,,,,,,,,,,
2329083635,124,5,1,13,25,5rurqie3qt1qav9ir5mkqinn,1,44.9,101,2021-09-12T13:13:49.949Z,2021-09-12T13:50:11Z,3090699309,347,,3090699303,56,Back,3090699321,233,123,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329083673,125,1,1,13,34,5rurqie3qt1qav9ir5mkqinn,1,46.3,100,2021-09-12T13:13:59.021Z,2021-09-12T13:14:00Z,3090699551,212,10.0,3090699545,56,Left,3090699547,140,53.1,3090699549,141,90.6,3090699553,213,5.5,3090699543,107,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329083701,126,1,1,13,35,5rurqie3qt1qav9ir5mkqinn,1,53.1,90.6,2021-09-12T13:14:00.622Z,2021-09-12T13:14:02Z,3090699667,141,95.7,3090699665,140,49.3,3090699669,212,5.3,3090699671,213,2.4,3090699663,56,Back,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329083725,127,1,1,13,37,5rurqie3qt1qav9ir5mkqinn,0,49.3,95.7,2021-09-12T13:14:02.070Z,2021-09-12T13:14:03Z,3090699769,141,78.4,3090699771,212,26.2,3090699773,213,5.8,3090699763,155,,3090699765,56,Center,3090699767,140,71.6,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329083793,124,1,1,13,40,bsbugp9qfasrrtg55bf7evvwv,0,35.3,30.3,2021-09-12T13:14:05.868Z,2021-09-12T13:14:07Z,3090700179,213,0.5,3090700171,56,Center,3090700169,3,,3090700173,140,52.8,3090700177,212,20.7,3090700175,141,44.2,,,,,,,4lshrw6i3uk9kx4kiutn06iuh,D. Cooper,,,,,,,,,,,,,,,,,,,,,,,,,
2329083853,128,1,1,13,41,5rurqie3qt1qav9ir5mkqinn,1,49.2,69.3,2021-09-12T13:14:06.615Z,2021-09-12T13:14:09Z,3090700493,140,56.8,3090700491,56,Center,3090700499,213,0.5,3090700489,3,,3090700497,212,9.2,3090700495,141,75.9,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,
2329083903,129,1,1,13,44,5rurqie3qt1qav9ir5mkqinn,1,56.8,75.9,2021-09-12T13:14:08.925Z,2021-09-12T13:14:11Z,3090700753,212,17.1,3090700747,56,Back,3090700749,140,42.2,3090700757,213,2.7,3090700751,141,87.1,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329083973,130,1,1,13,46,5rurqie3qt1qav9ir5mkqinn,0,42.2,87.1,2021-09-12T13:14:11.061Z,2021-09-12T13:14:35Z,3090703919,286,,3090703911,236,,3090701099,140,53.2,3090701101,141,91.1,3090701103,212,11.9,3090703915,233,125,3090701105,213,0.2,3090701097,56,Left,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329084313,125,74,1,13,46,bsbugp9qfasrrtg55bf7evvwv,1,46,8.9,2021-09-12T13:14:11.062Z,2021-09-12T14:05:18Z,3090702867,56,Back,3090702869,285,,3090703951,233,130,,,,,,,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329084359,126,5,1,13,50,bsbugp9qfasrrtg55bf7evvwv,0,42,-2,2021-09-12T13:14:15.708Z,2021-09-12T13:14:39Z,3090703079,56,Back,3090704409,233,131,3090703081,347,,,,,,,,,,,,,,,,,b4q51nzxmgax7on17s1wpx5ud,N. Harding,,,,,,,,,,,,,,,,,,,,,,,,,
2329084283,131,5,1,13,50,5rurqie3qt1qav9ir5mkqinn,1,58,102,2021-09-12T13:14:15.708Z,2021-09-12T13:50:11Z,3090702723,56,Left,3090702725,347,,3090704355,233,126,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329084367,132,1,1,14,1,5rurqie3qt1qav9ir5mkqinn,1,59.4,100,2021-09-12T13:14:26.277Z,2021-09-12T13:14:29Z,3090703121,56,Left,3090703129,213,4.2,3090703123,140,55.7,3090703127,212,7.3,3090703125,141,92.9,3090703119,107,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329084539,133,1,1,14,4,5rurqie3qt1qav9ir5mkqinn,1,55,92.3,2021-09-12T13:14:29.117Z,2021-09-12T13:14:37Z,3090704077,140,37.6,3090704075,56,Back,3090704083,213,4.1,3090704081,212,33.7,3090704079,141,50.6,3090704085,1,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329084651,134,1,1,14,12,5rurqie3qt1qav9ir5mkqinn,1,43.4,37,2021-09-12T13:14:37.013Z,2021-09-12T13:14:43Z,3090704713,140,61.4,3090704715,141,53.6,3090704711,56,Center,3090704719,213,0.5,3090704717,212,22.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
2329084703,135,1,1,14,18,5rurqie3qt1qav9ir5mkqinn,1,57.5,36.4,2021-09-12T13:14:42.950Z,2021-09-12T13:14:46Z,3090704953,141,8.3,3090704949,56,Right,3090704951,140,67.7,3090704955,212,21.9,3090704957,213,5.2,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,
2329084775,136,1,1,14,21,5rurqie3qt1qav9ir5mkqinn,1,67.7,8.3,2021-09-12T13:14:45.893Z,2021-09-12T13:14:50Z,3090705347,56,Right,3090705355,213,0.3,3090705353,212,9.6,3090705349,140,76.5,3090705351,141,12.2,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,
2329084823,137,1,1,14,24,5rurqie3qt1qav9ir5mkqinn,1,76.5,12.2,2021-09-12T13:14:49.629Z,2021-09-12T13:14:52Z,3090705583,141,25.6,3090705581,140,67.2,3090705579,56,Center,3090705585,212,13.4,3090705587,213,2.4,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,
2329084857,138,1,1,14,27,5rurqie3qt1qav9ir5mkqinn,1,67.4,27.9,2021-09-12T13:14:52.085Z,2021-09-12T13:14:54Z,3090705767,141,53.6,3090705765,140,49.4,3090705763,56,Back,3090705771,213,2.4,3090705769,212,25.7,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,
2329084921,139,1,1,14,29,5rurqie3qt1qav9ir5mkqinn,1,49.4,53.6,2021-09-12T13:14:54.469Z,2021-09-12T13:14:57Z,3090706111,213,0.1,3090706109,212,15.6,3090706101,140,64.2,3090706097,56,Center,3090706105,141,54.8,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,
2329084987,140,1,1,14,32,5rurqie3qt1qav9ir5mkqinn,1,64.2,54.8,2021-09-12T13:14:57.221Z,2021-09-12T13:15:00Z,3090706391,56,Center,3090706399,213,0.2,3090706393,140,74.8,3090706395,141,58.5,3090706397,212,11.4,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,
2329085067,141,1,1,14,35,5rurqie3qt1qav9ir5mkqinn,1,80.4,73,2021-09-12T13:15:00.757Z,2021-09-12T13:15:04Z,3090706805,213,0.4,3090706797,56,Left,3090706801,141,83.2,3090706799,140,94.5,3090706803,212,16.3,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,
2329085089,142,1,1,14,39,5rurqie3qt1qav9ir5mkqinn,0,94.5,83.2,2021-09-12T13:15:04.349Z,2021-09-12T13:15:18Z,3090706919,56,Right,3090707189,2,,3090706925,212,57.7,3090706915,155,,3090706923,141,0.0,3090706931,1,,3090706921,140,91.9,3090706929,213,4.7,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,
2329085517,127,5,1,14,41,bsbugp9qfasrrtg55bf7evvwv,1,11.8,101.8,2021-09-12T13:15:05.931Z,2021-09-12T13:50:12Z,3090709095,347,,3090709113,233,143,3090709093,56,Back,,,,,,,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,
2329085097,143,5,1,14,41,5rurqie3qt1qav9ir5mkqinn,0,88.2,-1.8,2021-09-12T13:15:05.931Z,2021-09-12T13:15:28Z,3090706963,347,,3090706961,56,Right,3090709153,233,127,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,
2329085621,128,1,1,15,3,bsbugp9qfasrrtg55bf7evvwv,1,15.4,100,2021-09-12T13:15:28.044Z,2021-09-12T13:15:33Z,3090709633,140,35.2,3090709629,107,,3090709639,213,6.0,3090709631,56,Back,3090709641,1,,3090709635,141,93.9,3090709637,212,21.5,,,,2jwojltrp06sa8qloordtohrd,L. Woodham,,,,,,,,,,,,,,,,,,,,,,,,,
