id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2414751333,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2022-05-01T12:21:26.124Z,2022-05-01T13:38:42Z,3539602137,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3539602123,30,"8dmqojrghbr0t868inj6yvxed, 3tz0jq7tbg6u1dm6qlx53u6s5, b3i5okqaspq6w7w456ab4cxjp, 8d9pmbbdavzy4g7lw18pvhai2, aobk77cx9hxx5dkc1urqjwg5x, dw2a5y50m5vbzpy53w2e7n179, f5j2zq9sslh38t8bhyifsjg89, 2394pwqy8u1g121y7xctawcet, dcv449u8n6hvahqbgdjwuidw5, 3f6hkia6zu8xuwasqdz3w759m, dle50mcyb7xfk7eop3d0qs2c5, 6bejfvxorcqyawi2fmk2kbco9, d2fg07wz032fvb5xyi35b4c0l, 97pl91ffz5ac8khzqnixgu6wa, bwr5gur8irgubg3y7msjb4zpx, 79ecym8dg7y8fcz3ght0zaj56, 83pm1s4c5h4epnnyw9xep3w2c",3539602125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3539602133,194,aobk77cx9hxx5dkc1urqjwg5x,3539602135,197,12928,3539602131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3539602129,130,8,3539602127,59,"23, 2, 33, 16, 6, 42, 7, 10, 9, 19, 11, 1, 3, 12, 17, 22, 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414752439,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-05-01T12:23:11.896Z,2022-05-01T13:27:56Z,3539608015,30,"88k3tmpcg5ov13cd8b9rxyggl, 8jooatan3cxd38v2jyf23pot1, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 5m2ilglr6tlmgs2d4qzk5wno5, 6679bfd6bjylogbe4ebese85x, wupxscyf4x7rsjidpmp0wnv9, 3sn815dsm0i0rnw9nigjyb0et, ddagc0khq0zh1ywynyci8nzrp, dib5a7vebmtxqcksi1tuteklx, d9zt8e8lnk9a22we6o6wqyndh, 1dbhha29epjmo8g4xfm5taaj9, 1o0o6thivoulnmsklkpbwpiad, c705ailfiov40xwoysz0ggct1, 38qt5ejhfdsmvetk15rnfozit, ec1vrqeqni3lmibeazgq62eol, 8lfnj5bvo97dimx52no42nmqd, 2ft9lpsa9yjlppgi4xah4a8oa",3539608021,130,4,3539608025,194,5m2ilglr6tlmgs2d4qzk5wno5,3539608023,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3539608017,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3539608019,59,"18, 16, 7, 13, 6, 3, 10, 15, 11, 9, 19, 1, 5, 8, 12, 14, 20, 25, 26, 28",3539608027,197,723,3539608029,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414793779,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2022-05-01T13:15:33.740Z,2022-05-01T13:16:16Z,3539824981,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414794619,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-05-01T13:15:33.740Z,2022-05-01T13:16:17Z,3539829417,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2414793837,3,1,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,50.1,50,2022-05-01T13:15:34.458Z,2022-05-01T13:15:36Z,3539825265,212,18.3,3539825263,141,49.6,3539825261,140,32.7,3539825259,56,Back,3539825269,279,S,3539825267,213,3.2,,,,,,,2394pwqy8u1g121y7xctawcet,R. Petzelberger,,,,,,,,,,,,,,,,,,,,,,,,,,
2414793903,4,1,1,0,2,8l30dsub3sutr6j3ruvk650xc,1,33.5,45.1,2022-05-01T13:15:36.529Z,2022-05-01T13:15:40Z,3539825685,213,4.5,3539825683,212,21.5,3539825679,140,29.3,3539825681,141,14.1,3539825677,56,Back,,,,,,,,,,8d9pmbbdavzy4g7lw18pvhai2,O. McLoughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
2414793917,5,43,1,0,6,8l30dsub3sutr6j3ruvk650xc,1,0,0,2022-05-01T13:15:40.539Z,2022-05-01T13:20:24Z,3539825741,56,Back,3539825743,285,0,3539859689,144,3,,,,,,,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,
2414793977,6,1,1,0,7,8l30dsub3sutr6j3ruvk650xc,1,35.3,12.2,2022-05-01T13:15:41.369Z,2022-05-01T13:15:44Z,3539826061,212,13.2,3539826063,213,0.3,3539826055,56,Back,3539826057,140,47.4,3539826059,141,17.4,,,,,,,,,,3tz0jq7tbg6u1dm6qlx53u6s5,S. Mayling,,,,,,,,,,,,,,,,,,,,,,,,,,
2414794035,7,1,1,0,10,8l30dsub3sutr6j3ruvk650xc,1,46.3,23.9,2022-05-01T13:15:44.505Z,2022-05-01T13:15:46Z,3539826345,56,Back,3539826349,141,38.8,3539826347,140,35.6,3539826353,213,2.4,3539826351,212,15.1,,,,,,,,,,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
2414794109,8,1,1,0,13,8l30dsub3sutr6j3ruvk650xc,1,36.4,42.1,2022-05-01T13:15:46.897Z,2022-05-01T13:15:50Z,3539826763,213,1.7,3539826761,212,19.5,3539826755,56,Back,3539826759,141,70.6,3539826757,140,34.7,,,,,,,,,,aobk77cx9hxx5dkc1urqjwg5x,A. Asante,,,,,,,,,,,,,,,,,,,,,,,,,,
