id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2340935991,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2021-10-10T13:15:42.538Z,2021-10-10T14:07:01Z,3152815733,59,"1, 21, 3, 22, 4, 6, 28, 7, 9, 19, 8, 13, 18, 20, 26, 30",3152815735,130,23,3152815725,30,"6vqain7mmp94wueprv9aj5xp1, c4ptt043q3lm4npuwpyviprdh, 6f8lpm5ckuv4z0tbur533qpxx, e2lt71eeqb97hw6wnebjrrgt1, 8j67kyyfq5i300eeqbihgcqfp, 8e7wbpcbwxvdz0fojwuyov3rp, 9x4qkir5sofsdi6jf3qdnvgx6, dzfr9ktjmxqj2eh2xibt7konp, 93h0czojeo1ywk4ln2af0bglx, cejvjns8g1lb3pcx5sgzabhsl, 6flq1204p7494fm1ct06w6ket, 7drwwysuo9wwjrun0u3gp8r85, ds8eeciyv1vk6nwh26qgy1lg5, e6s5iphbrws04dxrvw0xqd7f9, 1ry82n1adajgmjtce487u9q1g, 8lf62k2iwmb23gywex08s6m09",3152815743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3152815739,194,6f8lpm5ckuv4z0tbur533qpxx,3152815731,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5",3152815737,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3152815741,197,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340936003,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-10-10T13:15:43.961Z,2021-10-10T14:16:11Z,3152815793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3152815795,59,"1, 16, 15, 23, 6, 3, 12, 10, 11, 14, 77, 7, 8, 9, 18, 19, 22, 29, 33",3152815801,194,5m2ilglr6tlmgs2d4qzk5wno5,3152815791,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, e6pdkq17etv9k527m94sqqu39, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 1o0o6thivoulnmsklkpbwpiad, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, c705ailfiov40xwoysz0ggct1, cxl4bxs35ifb8o5cq9jxi1ec5, e3fa1ou90dirp8yjjterhrs9h, 1dbhha29epjmo8g4xfm5taaj9, 3sn815dsm0i0rnw9nigjyb0et, 88k3tmpcg5ov13cd8b9rxyggl, ddagc0khq0zh1ywynyci8nzrp, 8z3ceakcqfvv039p2fbm4rvmd, f0afav75l1iz383ozx84b7i3u, cqfxdqu4j8ws6ejoklc7ahz6y",3152815797,130,4,3152815805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3152815803,197,723,3152815799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948751,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-10-10T14:01:10.066Z,2021-10-10T14:01:10Z,3152885729,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948749,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2021-10-10T14:01:10.066Z,2021-10-10T14:01:10Z,3152885727,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948755,3,1,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,50,50,2021-10-10T14:01:11.008Z,2021-10-10T14:01:13Z,3152885755,279,S,3152885753,213,3.1,3152885745,56,Back,3152885749,141,50.9,3152885751,212,16.9,3152885747,140,33.9,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948759,4,1,1,0,2,7kt37xy93vjy6wac8vq6fqz3g,0,35.2,50.7,2021-10-10T14:01:12.912Z,2021-10-10T14:01:15Z,3152885787,140,70.6,3152885791,212,39.5,3152885789,141,70.3,3152885795,1,,3152885783,155,,3152885793,213,0.3,3152885785,56,Center,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948767,3,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,33,25,2021-10-10T14:01:15.400Z,2021-10-10T14:01:17Z,3152885801,3,,3152885807,141,14.1,3152885809,212,10.8,3152885811,213,5.5,3152885803,56,Back,3152885805,140,40.5,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948769,4,61,1,0,7,5rurqie3qt1qav9ir5mkqinn,0,40.5,14.1,2021-10-10T14:01:17.671Z,2021-10-10T14:01:18Z,3152885819,56,Back,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948771,5,1,1,0,8,7kt37xy93vjy6wac8vq6fqz3g,1,64,88.6,2021-10-10T14:01:18.735Z,2021-10-10T14:01:20Z,3152885825,141,67.5,3152885823,140,78.2,3152885829,213,5.5,3152885827,212,20.7,3152885821,56,Center,,,,,,,,,,6flq1204p7494fm1ct06w6ket,I. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948775,6,1,1,0,10,7kt37xy93vjy6wac8vq6fqz3g,0,77.1,68.2,2021-10-10T14:01:20.543Z,2021-10-10T14:01:22Z,3152885857,140,92.0,3152885863,213,0.6,3152885855,56,Left,3152885853,155,,3152885859,141,83.3,3152885861,212,18.7,,,,,,,cejvjns8g1lb3pcx5sgzabhsl,A. Anvegård,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948779,5,12,1,0,12,5rurqie3qt1qav9ir5mkqinn,1,10.9,14.6,2021-10-10T14:01:22.456Z,2021-10-10T14:01:23Z,3152885881,212,12.7,3152885877,140,16.6,3152885907,167,,3152885879,141,0.0,3152885875,56,Back,3152885883,213,5.2,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948783,6,5,1,0,13,5rurqie3qt1qav9ir5mkqinn,0,19.3,-1.9,2021-10-10T14:01:23.130Z,2021-10-10T14:01:35Z,3152885889,347,,3152885887,56,Back,3152886015,233,7,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948811,7,5,1,0,13,7kt37xy93vjy6wac8vq6fqz3g,1,80.7,101.9,2021-10-10T14:01:23.130Z,2021-10-10T14:49:48Z,3152886009,347,,3152886011,233,6,3152886007,56,Left,,,,,,,,,,,,,,,,cejvjns8g1lb3pcx5sgzabhsl,A. Anvegård,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948825,8,1,1,0,24,7kt37xy93vjy6wac8vq6fqz3g,1,84.7,100,2021-10-10T14:01:34.495Z,2021-10-10T14:01:36Z,3152886103,212,23.3,3152886105,213,5.2,3152886093,107,,3152886107,1,,3152886101,141,72.0,3152886097,56,Center,3152886099,140,95.8,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948831,9,1,1,0,26,7kt37xy93vjy6wac8vq6fqz3g,0,95.8,72,2021-10-10T14:01:36.839Z,2021-10-10T14:01:37Z,3152886135,212,6.7,3152886129,56,Center,3152886133,141,73.6,3152886137,213,3.0,3152886131,140,89.5,,,,,,,,,,cejvjns8g1lb3pcx5sgzabhsl,A. Anvegård,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948835,7,61,1,0,27,5rurqie3qt1qav9ir5mkqinn,1,11.1,25.8,2021-10-10T14:01:37.692Z,2021-10-10T14:01:37Z,3152886151,56,Back,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948857,10,1,1,0,30,7kt37xy93vjy6wac8vq6fqz3g,0,79.6,93.2,2021-10-10T14:01:40.399Z,2021-10-10T14:01:42Z,3152886249,213,5.4,3152886243,140,87.0,3152886245,141,78.5,3152886247,212,12.7,3152886241,56,Center,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948865,8,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,13.3,22.4,2021-10-10T14:01:42.034Z,2021-10-10T14:01:44Z,3152886283,213,4.8,3152886275,56,Back,3152886279,141,5.6,3152886277,140,14.3,3152886281,212,11.5,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948885,9,1,1,0,33,5rurqie3qt1qav9ir5mkqinn,0,15.1,3.8,2021-10-10T14:01:43.911Z,2021-10-10T14:01:46Z,3152886391,1,,3152886381,56,Right,3152886387,212,44.1,3152886389,213,6.2,3152886379,155,,3152886385,141,0.0,3152886383,140,56.9,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948887,10,5,1,0,36,5rurqie3qt1qav9ir5mkqinn,0,56.6,-2,2021-10-10T14:01:46.898Z,2021-10-10T14:02:00Z,3152886667,233,11,3152886395,347,,3152886393,56,Right,,,,,,,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948949,11,5,1,0,36,7kt37xy93vjy6wac8vq6fqz3g,1,43.4,102,2021-10-10T14:01:46.898Z,2021-10-10T14:49:48Z,3152886655,56,Back,3152886657,347,,3152886663,233,10,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948967,12,1,1,0,50,7kt37xy93vjy6wac8vq6fqz3g,1,52.1,100,2021-10-10T14:02:00.239Z,2021-10-10T14:02:15Z,3152886763,213,5.5,3152886753,107,,3152886755,56,Left,3152886757,140,58.1,3152887015,189,,3152886761,212,9.1,3152886759,141,91.7,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948969,13,61,1,0,54,7kt37xy93vjy6wac8vq6fqz3g,0,58.5,94.7,2021-10-10T14:02:04.527Z,2021-10-10T14:02:17Z,3152886767,56,Left,3152887053,189,,,,,,,,,,,,,,,,,,,,6flq1204p7494fm1ct06w6ket,I. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948975,11,50,1,0,54,5rurqie3qt1qav9ir5mkqinn,1,42,3.4,2021-10-10T14:02:04.863Z,2021-10-10T14:02:07Z,3152886793,56,Back,3152886819,233,14,3152886795,286,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948981,14,7,1,0,54,7kt37xy93vjy6wac8vq6fqz3g,0,58,96.6,2021-10-10T14:02:04.864Z,2021-10-10T14:02:06Z,3152886815,233,11,3152886813,285,,3152886811,56,Left,,,,,,,,,,,,,,,,6flq1204p7494fm1ct06w6ket,I. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,
2340949011,13,61,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,43.6,3.7,2021-10-10T14:02:05.585Z,2021-10-10T14:02:18Z,3152886981,56,Back,,,,,,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948985,12,5,1,0,55,5rurqie3qt1qav9ir5mkqinn,0,41.9,-1.7,2021-10-10T14:02:05.951Z,2021-10-10T14:02:09Z,3152886835,56,Back,3152886837,347,,3152886897,233,15,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948993,15,5,1,0,55,7kt37xy93vjy6wac8vq6fqz3g,1,58.1,101.7,2021-10-10T14:02:05.951Z,2021-10-10T14:49:49Z,3152886873,347,,3152886887,233,12,3152886871,56,Left,,,,,,,,,,,,,,,,6flq1204p7494fm1ct06w6ket,I. Christiansen,,,,,,,,,,,,,,,,,,,,,,,,,,
2340948999,16,1,1,0,58,7kt37xy93vjy6wac8vq6fqz3g,1,58.1,100,2021-10-10T14:02:08.878Z,2021-10-10T14:02:10Z,3152886917,107,,3152886925,212,11.2,3152886919,56,Left,3152886923,141,85.6,3152886921,140,59.0,3152886927,213,4.8,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
2340949003,17,1,1,0,59,7kt37xy93vjy6wac8vq6fqz3g,0,59,85.6,2021-10-10T14:02:09.967Z,2021-10-10T14:02:10Z,3152886943,56,Left,3152886945,140,65.6,3152886949,212,13.1,3152886947,141,100.0,3152886951,213,1.0,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,
2340949049,14,5,1,1,0,5rurqie3qt1qav9ir5mkqinn,1,33.6,-2,2021-10-10T14:02:10.677Z,2021-10-10T14:49:49Z,3152887929,233,18,3152887137,347,,3152887135,56,Back,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
