id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/13/value,qualifier/17/value,assist
2672987899,6,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,42.9,93.8,2024-04-14T17:45:20.588Z,2024-04-14T17:45:25Z,4951700429,212,13.6,4951700423,56,Back,4951700425,140,40.9,4951700431,213,4.56,4951700427,141,74.1,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988007,7,1,1,0,14,5rurqie3qt1qav9ir5mkqinn,1,48.8,56.7,2024-04-14T17:45:24.996Z,2024-04-14T17:45:32Z,4951701031,141,19.4,4951701029,140,35.6,4951701035,213,4.21,4951701033,212,28.9,4951701027,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988067,8,1,1,0,22,5rurqie3qt1qav9ir5mkqinn,1,64.1,12.3,2024-04-14T17:45:32.781Z,2024-04-14T17:45:37Z,4951701437,212,16.2,4951701435,141,22.1,4951701431,56,Center,4951701439,213,0.42,4951701433,140,78.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988073,9,61,1,0,24,5rurqie3qt1qav9ir5mkqinn,0,79.3,22.2,2024-04-14T17:45:35.037Z,2024-04-14T17:48:50Z,4951701471,56,Center,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988065,6,1,1,0,25,9m7z1upwp3svfn611ejq7d36v,0,20.4,72.6,2024-04-14T17:45:35.827Z,2024-04-14T17:48:43Z,4951701417,141,72.6,4951701515,233,10,4951701425,213,0.00,4951701519,286,,4951701513,236,,4951701421,212,0.9,4951701427,1,,4951701415,140,21.3,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,4951701411,157,4951701413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988079,10,74,1,0,25,5rurqie3qt1qav9ir5mkqinn,1,79.4,22.4,2024-04-14T17:45:35.828Z,2024-04-14T18:22:52Z,4951701543,233,6,4951701483,285,,4951701481,56,Center,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672990723,49,3,1,0,28,5rurqie3qt1qav9ir5mkqinn,0,97.2,36.6,2024-04-14T17:45:38.642Z,2024-04-15T20:06:07Z,4954278309,465,,4951716763,56,Center,4951716765,286,,4955041181,233,7,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988095,7,7,1,0,28,9m7z1upwp3svfn611ejq7d36v,0,2.8,63.4,2024-04-14T17:45:38.643Z,2024-04-15T15:22:46Z,4951701619,285,,4951701617,56,Back,4954278397,385,,4951717123,233,49,,,,,,,,,,,,,e39rl5n2uybgh0pmftd01e1nt,A. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988131,11,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,0,96.6,27,2024-04-14T17:45:40.269Z,2024-04-14T17:48:25Z,4951701825,141,29.5,4951701831,236,,4951701823,140,94.7,4951701829,213,2.44,4951701837,286,,4951701821,56,Center,4951701827,212,2.6,4951701833,233,8,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988105,8,74,1,0,29,9m7z1upwp3svfn611ejq7d36v,1,5.1,66.4,2024-04-14T17:45:40.270Z,2024-04-14T18:22:52Z,4951701843,233,11,4951701671,285,,4951701669,56,Back,,,,,,,,,,,,,,,,e39rl5n2uybgh0pmftd01e1nt,A. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988111,9,6,1,0,32,9m7z1upwp3svfn611ejq7d36v,0,2,72.4,2024-04-14T17:45:42.740Z,2024-04-15T15:23:48Z,4951701711,56,Back,4951701737,73,,4951702023,233,12,,,,,,,,,,,,,,,,e39rl5n2uybgh0pmftd01e1nt,A. Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988141,12,6,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,98,27.6,2024-04-14T17:45:42.740Z,2024-04-14T18:22:50Z,4951702001,233,9,4951701951,75,,4951701941,56,Center,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988399,13,1,1,0,49,5rurqie3qt1qav9ir5mkqinn,1,99.5,0.5,2024-04-14T17:45:59.510Z,2024-04-14T17:46:01Z,4951703371,141,3.4,4951703369,140,92.3,4951703373,212,7.8,4951703367,56,Right,4951703365,6,,4951703375,213,2.89,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988425,14,1,1,0,51,5rurqie3qt1qav9ir5mkqinn,1,92.3,3.5,2024-04-14T17:46:01.532Z,2024-04-14T17:46:03Z,4951703633,213,1.65,4951703627,140,91.0,4951703631,212,16.3,4951703625,56,Center,4951703629,141,27.4,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673468335,684,83,1,0,52,9m7z1upwp3svfn611ejq7d36v,1,10.6,73.2,2024-04-14T17:46:02.556Z,2024-04-15T15:27:16Z,4954285669,399,e3fa1ou90dirp8yjjterhrs9h,,,,,,,,,,,,,,,,,,,,,,dtadpzl4ocembhsgou8zjsjjd,F. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988439,15,3,1,0,53,5rurqie3qt1qav9ir5mkqinn,0,91.7,29.7,2024-04-14T17:46:03.556Z,2024-04-15T15:26:41Z,4954284625,465,,4951703767,211,,4951703731,56,Center,4951703733,286,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988475,10,12,1,0,54,9m7z1upwp3svfn611ejq7d36v,1,4.2,65.4,2024-04-14T17:46:04.995Z,2024-04-15T15:27:30Z,4951703935,56,Back,4951703943,213,1.17,4951704033,233,16,4951703939,141,67.2,4951703941,212,1.3,4951703937,140,4.7,4951704031,397,,,,,f204o8gildjfs87uhezqphul0,B. Aspin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988473,16,74,1,0,54,5rurqie3qt1qav9ir5mkqinn,1,98.2,30,2024-04-14T17:46:04.996Z,2024-04-14T18:36:03Z,4951704039,233,10,4951703931,285,,4951703929,56,Center,4951703997,397,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988491,11,5,1,0,56,9m7z1upwp3svfn611ejq7d36v,1,-1.1,68.6,2024-04-14T17:46:06.755Z,2024-04-14T17:46:08Z,4951704011,346,,4951704007,56,Back,4951704127,233,17,,,,,,,,,,,,,,,,f204o8gildjfs87uhezqphul0,B. Aspin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988503,17,5,1,0,56,5rurqie3qt1qav9ir5mkqinn,0,101.1,31.4,2024-04-14T17:46:06.755Z,2024-04-14T18:43:18Z,4951704081,346,,4951704079,56,Center,4951704177,233,11,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988879,12,1,1,1,16,9m7z1upwp3svfn611ejq7d36v,1,4.8,52.1,2024-04-14T17:46:26.563Z,2024-04-14T17:46:30Z,4951706145,56,Back,4951706157,237,,4951706149,141,77.5,4951706143,124,,4951706151,212,22.8,4951706153,213,0.86,4951706147,140,19.0,,,,dj6uwcnpw889mq14rvyo8egdm,F. Bentley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988929,13,1,1,1,19,9m7z1upwp3svfn611ejq7d36v,1,19.9,79,2024-04-14T17:46:30.339Z,2024-04-14T17:46:33Z,4951706437,213,0.65,4951706435,212,18.0,4951706429,56,Back,4951706431,140,33.5,4951706433,141,95.0,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988941,14,61,1,1,22,9m7z1upwp3svfn611ejq7d36v,0,42,95.1,2024-04-14T17:46:33.074Z,2024-04-14T17:46:33Z,4951706495,56,Back,,,,,,,,,,,,,,,,,,,,,,d87s67fgowict7935vnwaovs9,J. Napier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672988961,15,5,1,1,23,9m7z1upwp3svfn611ejq7d36v,0,52.6,102,2024-04-14T17:46:34.043Z,2024-04-14T17:46:40Z,4951706605,56,Left,4951706607,347,,4951707237,233,18,,,,,,,,,,,,,,,,d87s67fgowict7935vnwaovs9,J. Napier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989051,18,5,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,47.4,-2,2024-04-14T17:46:34.043Z,2024-04-14T18:43:18Z,4951707169,56,Back,4951707201,233,15,4951707171,347,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989101,19,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,48.2,0,2024-04-14T17:46:39.708Z,2024-04-14T17:46:41Z,4951707429,141,13.2,4951707423,107,,4951707431,212,10.5,4951707425,56,Back,4951707433,213,1.72,4951707427,140,46.7,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989133,20,1,1,1,31,5rurqie3qt1qav9ir5mkqinn,1,46.7,13.2,2024-04-14T17:46:41.805Z,2024-04-14T17:46:44Z,4951707655,213,3.78,4951707647,56,Back,4951707653,212,12.4,4951707651,141,2.3,4951707649,140,37.2,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989193,21,1,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,37.2,2.3,2024-04-14T17:46:44.068Z,2024-04-14T17:46:47Z,4951708023,141,12.3,4951708019,56,Back,4951708021,140,27.9,4951708025,212,11.9,4951708027,213,2.53,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989253,22,1,1,1,37,5rurqie3qt1qav9ir5mkqinn,1,27.9,14.1,2024-04-14T17:46:47.860Z,2024-04-14T17:46:51Z,4951708395,213,2.00,4951708387,56,Back,4951708393,212,24.1,4951708391,141,46.4,4951708389,140,18.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989307,23,1,1,1,41,5rurqie3qt1qav9ir5mkqinn,1,18.5,46.7,2024-04-14T17:46:51.660Z,2024-04-14T17:47:17Z,4951708677,212,12.7,4951708675,141,64.2,4951708671,56,Back,4951708679,213,1.22,4951708673,140,22.7,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989355,24,1,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,24.3,65.1,2024-04-14T17:46:54.900Z,2024-04-14T17:46:57Z,4951708959,140,30.4,4951708965,213,5.00,4951708961,141,32.8,4951708957,56,Back,4951708963,212,22.9,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989395,25,1,1,1,46,5rurqie3qt1qav9ir5mkqinn,1,30.6,32.8,2024-04-14T17:46:57.213Z,2024-04-14T17:46:59Z,4951709147,213,1.64,4951709139,56,Back,4951709145,212,19.6,4951709141,140,29.3,4951709143,141,61.5,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989483,26,1,1,1,48,5rurqie3qt1qav9ir5mkqinn,1,29.5,62.4,2024-04-14T17:46:59.252Z,2024-04-14T17:47:04Z,4951709563,213,5.18,4951709557,140,39.2,4951709559,141,32.5,4951709561,212,22.7,4951709555,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989541,27,1,1,1,53,5rurqie3qt1qav9ir5mkqinn,1,45.9,34.6,2024-04-14T17:47:03.980Z,2024-04-14T17:47:07Z,4951709907,141,53.1,4951709911,213,1.98,4951709909,212,13.7,4951709903,56,Back,4951709905,140,40.7,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989641,28,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,46.2,53.4,2024-04-14T17:47:07.364Z,2024-04-14T17:47:13Z,4951710467,155,,4951710477,213,0.63,4951710475,212,49.5,4951710471,140,84.3,4951710469,56,Left,4951710479,1,,4951710473,141,96.2,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989651,29,3,1,2,3,5rurqie3qt1qav9ir5mkqinn,0,91.7,90.2,2024-04-14T17:47:13.460Z,2024-04-15T15:36:21Z,4951710723,233,16,4951710517,286,,4954304843,465,,4951710513,56,Left,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989677,16,7,1,2,3,9m7z1upwp3svfn611ejq7d36v,0,8.3,9.8,2024-04-14T17:47:13.461Z,2025-02-24T15:44:43Z,4954308657,385,,4951710671,56,Back,4951710703,233,29,4951710673,285,,,,,,,,,,,,,,cytn6o3qnh30ljakz2dfj2k15,E. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673472357,1263,61,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,94.4,88.2,2024-04-14T17:47:14.757Z,2024-04-15T15:38:27Z,4954308499,56,Left,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989693,17,12,1,2,5,9m7z1upwp3svfn611ejq7d36v,1,1.9,10.9,2024-04-14T17:47:15.715Z,2025-02-24T15:44:43Z,4951710843,167,,4951710747,213,5.20,4951710741,140,5.7,4951710743,141,0.0,4951710739,56,Back,4951710745,212,8.5,,,,,,,cytn6o3qnh30ljakz2dfj2k15,E. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989699,18,5,1,2,5,9m7z1upwp3svfn611ejq7d36v,0,4.1,-0.6,2024-04-14T17:47:15.876Z,2025-02-24T15:44:43Z,4951710777,56,Back,4951710781,347,,4951710949,233,30,,,,,,,,,,,,,,,,cytn6o3qnh30ljakz2dfj2k15,E. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989715,30,5,1,2,5,5rurqie3qt1qav9ir5mkqinn,1,95.9,100.6,2024-04-14T17:47:15.876Z,2024-04-14T17:47:18Z,4951710873,56,Left,4951710877,347,,4951710939,233,18,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989813,31,1,1,2,11,5rurqie3qt1qav9ir5mkqinn,1,97.5,100,2024-04-14T17:47:22.332Z,2024-04-14T17:47:24Z,4951711507,141,82.6,4951711511,213,4.19,4951711501,107,,4951711503,56,Left,4951711509,212,14.5,4951711505,140,90.6,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989819,32,50,1,2,14,5rurqie3qt1qav9ir5mkqinn,1,91.8,75.1,2024-04-14T17:47:24.539Z,2024-04-14T17:47:26Z,4951711661,233,19,4951711533,286,,4951711531,56,Center,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989833,19,7,1,2,14,9m7z1upwp3svfn611ejq7d36v,0,8.2,24.9,2024-04-14T17:47:24.540Z,2024-04-15T15:38:53Z,4951711585,56,Back,4951711623,233,32,4951711587,285,,4954309613,385,,,,,,,,,,,,,,eb7we8p5gqqiplruf94dhr6x,E. Syme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673472655,1264,61,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,88.7,74.3,2024-04-14T17:47:25.507Z,2024-04-15T15:39:13Z,4954310201,56,Center,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989855,33,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,96.2,72.9,2024-04-14T17:47:26.460Z,2024-04-14T17:47:27Z,4951711727,213,1.62,4951711725,212,11.8,4951711721,140,95.6,4951711723,141,90.3,4951711719,56,Left,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672989867,34,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,95.6,90.3,2024-04-14T17:47:27.411Z,2024-04-14T17:47:28Z,4951711821,213,2.85,4951711813,56,Left,4951711819,212,11.8,4951711817,141,95.3,4951711815,140,84.8,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
