id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,assist,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2688828513,250,74,1,28,2,5rurqie3qt1qav9ir5mkqinn,1,45.3,42.5,2024-05-18T14:28:34.546Z,2024-05-18T14:28:37Z,5037663913,56,Back,5037663915,285,,5037663993,233,200,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828545,251,49,1,28,6,5rurqie3qt1qav9ir5mkqinn,1,48.4,34.8,2024-05-18T14:28:37.709Z,2024-05-18T14:28:37Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828595,252,1,1,28,6,5rurqie3qt1qav9ir5mkqinn,1,48.4,34.8,2024-05-18T14:28:37.838Z,2024-05-18T14:28:40Z,5037664327,213,1.52,5037664323,141,68.2,5037664325,212,22.7,5037664321,140,49.6,5037664319,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828675,253,1,1,28,8,5rurqie3qt1qav9ir5mkqinn,1,49.7,68.5,2024-05-18T14:28:40.173Z,2024-05-18T14:28:46Z,5037664769,56,Left,5037664771,140,60.1,5037664775,212,19.2,5037664777,213,0.97,5037664773,141,91.7,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828679,254,50,1,28,14,5rurqie3qt1qav9ir5mkqinn,1,55.2,95,2024-05-18T14:28:45.962Z,2024-05-18T14:28:47Z,5037664955,233,201,5037664795,286,,5037664793,56,Left,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828685,201,7,1,28,14,dcdnoyf6kzhj46iyfm7xq43fy,1,44.8,5,2024-05-18T14:28:45.963Z,2024-05-18T14:28:47Z,5037664841,285,,5037664931,233,254,5037664837,56,Back,5037664833,167,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828699,202,5,1,28,15,dcdnoyf6kzhj46iyfm7xq43fy,0,48.7,-1.1,2024-05-18T14:28:46.905Z,2024-05-18T14:28:57Z,5037665765,233,255,5037664895,56,Back,5037664897,347,,,,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828843,255,5,1,28,15,5rurqie3qt1qav9ir5mkqinn,1,51.3,101.1,2024-05-18T14:28:46.905Z,2024-05-18T14:49:17Z,5037665687,347,,5037665729,233,202,5037665685,56,Left,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828873,256,1,1,28,24,5rurqie3qt1qav9ir5mkqinn,1,39.9,100,2024-05-18T14:28:56.630Z,2024-05-18T14:28:58Z,5037665859,140,46.6,5037665863,212,13.4,5037665857,56,Back,5037665865,213,5.27,5037665855,107,,5037665861,141,85.3,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828955,257,1,1,28,26,5rurqie3qt1qav9ir5mkqinn,1,43.3,84.4,2024-05-18T14:28:58.550Z,2024-05-18T14:29:05Z,5037666325,213,4.22,5037666317,56,Back,5037666315,155,,5037666327,1,,5037666323,212,39.6,5037666319,140,25.6,5037666321,141,33.0,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828963,258,1,1,28,33,5rurqie3qt1qav9ir5mkqinn,1,32.9,34.2,2024-05-18T14:29:05.606Z,2024-05-18T14:29:06Z,5037666369,141,49.0,5037666373,212,10.6,5037666377,213,1.24,5037666363,56,Back,5037666367,140,36.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688828973,259,1,1,28,34,5rurqie3qt1qav9ir5mkqinn,1,36.2,49,2024-05-18T14:29:06.246Z,2024-05-18T14:29:07Z,5037666437,213,4.62,5037666433,212,11.7,5037666429,141,31.8,5037666427,140,35.2,5037666425,56,Back,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829021,260,1,1,28,35,5rurqie3qt1qav9ir5mkqinn,1,35.2,31.8,2024-05-18T14:29:07.022Z,2024-05-18T14:29:11Z,5037666719,141,46.7,5037666723,212,10.3,5037666727,213,1.40,5037666715,140,36.9,5037666713,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829047,261,1,1,28,39,5rurqie3qt1qav9ir5mkqinn,1,39.8,44.5,2024-05-18T14:29:11.110Z,2024-05-18T14:29:13Z,5037666875,141,21.8,5037666873,140,38.6,5037666877,212,15.5,5037666871,56,Back,5037666879,213,4.63,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829083,262,1,1,28,41,5rurqie3qt1qav9ir5mkqinn,1,38.8,17.6,2024-05-18T14:29:13.022Z,2024-05-18T14:29:16Z,5037667061,141,31.2,5037667059,140,46.4,5037667065,213,0.86,5037667057,56,Back,5037667063,212,12.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829093,263,1,1,28,44,5rurqie3qt1qav9ir5mkqinn,1,41.7,26.1,2024-05-18T14:29:16.366Z,2024-05-18T14:29:17Z,5037667109,213,4.06,5037667101,56,Back,5037667103,140,34.0,5037667107,212,13.4,5037667105,141,10.4,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829153,264,1,1,28,45,5rurqie3qt1qav9ir5mkqinn,1,33.7,10.4,2024-05-18T14:29:17.518Z,2024-05-18T14:29:21Z,5037667433,213,1.00,5037667427,141,23.1,5037667423,140,39.0,5037667431,212,10.3,5037667419,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829163,265,1,1,28,49,5rurqie3qt1qav9ir5mkqinn,0,38.4,27.3,2024-05-18T14:29:21.310Z,2024-05-18T14:29:21Z,5037667481,140,44.5,5037667477,155,,5037667483,141,25.0,5037667487,213,6.04,5037667479,56,Back,5037667485,212,6.6,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829187,266,4,1,28,51,5rurqie3qt1qav9ir5mkqinn,1,44.6,26.2,2024-05-18T14:29:23.503Z,2024-05-18T14:29:27Z,5037667741,10,,5037667745,152,,5037667943,233,203,5037667747,286,,5037667743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829193,203,4,1,28,51,dcdnoyf6kzhj46iyfm7xq43fy,0,55.4,73.8,2024-05-18T14:29:23.504Z,2024-05-18T14:29:27Z,5037667863,10,,5037667867,152,,5037667865,56,Center,5037667965,233,266,5037667869,285,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829379,267,1,1,29,1,5rurqie3qt1qav9ir5mkqinn,1,35.7,6.2,2024-05-18T14:29:33.070Z,2024-05-18T14:29:36Z,5037668651,56,Back,5037668649,152,,5037668659,213,2.02,5037668647,5,,5037668655,141,47.2,5037668653,140,22.8,5037668657,212,31.0,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829395,268,1,1,29,4,5rurqie3qt1qav9ir5mkqinn,1,22.2,52.1,2024-05-18T14:29:36.510Z,2024-05-18T14:29:38Z,5037668721,212,14.8,5037668717,141,70.5,5037668713,56,Back,5037668715,140,29.7,5037668723,213,1.01,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829451,269,1,1,29,9,5rurqie3qt1qav9ir5mkqinn,1,32.4,78.5,2024-05-18T14:29:40.838Z,2024-05-18T14:29:43Z,5037669055,140,42.4,5037669053,56,Back,5037669057,141,59.4,5037669059,212,16.7,5037669061,213,5.39,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829495,270,1,1,29,11,5rurqie3qt1qav9ir5mkqinn,1,41.3,61.5,2024-05-18T14:29:43.014Z,2024-05-18T14:29:45Z,5037669335,56,Back,5037669343,213,2.59,5037669337,140,30.8,5037669341,212,13.0,5037669339,141,71.5,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829551,271,1,1,29,13,5rurqie3qt1qav9ir5mkqinn,1,32.8,75.6,2024-05-18T14:29:45.590Z,2024-05-18T14:29:48Z,5037669659,140,15.6,5037669663,212,30.4,5037669655,56,Back,5037669665,213,4.08,5037669661,141,39.7,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829633,272,1,1,29,16,5rurqie3qt1qav9ir5mkqinn,1,15.6,39.8,2024-05-18T14:29:48.407Z,2024-05-18T14:29:52Z,5037670121,140,46.3,5037670119,56,Back,5037670129,1,,5037670117,157,,5037670125,212,40.6,5037670127,213,5.63,5037670123,141,3.4,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829693,273,1,1,29,20,5rurqie3qt1qav9ir5mkqinn,1,43.4,4,2024-05-18T14:29:52.286Z,2024-05-18T14:29:57Z,5037670473,56,Back,5037670477,141,9.1,5037670475,140,24.9,5037670479,212,19.7,5037670481,213,2.96,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829765,274,1,1,29,25,5rurqie3qt1qav9ir5mkqinn,0,45.6,5,2024-05-18T14:29:57.536Z,2024-05-18T14:30:00Z,5037670885,213,0.47,5037670887,1,,5037670883,212,48.8,5037670879,140,87.1,5037670875,155,,5037670877,56,Center,5037670881,141,37.4,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829767,204,49,1,29,29,dcdnoyf6kzhj46iyfm7xq43fy,1,22.5,58.5,2024-05-18T14:30:00.995Z,2024-05-18T15:59:24Z,,,,,,,,,,,,,,,,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829877,205,1,1,29,30,dcdnoyf6kzhj46iyfm7xq43fy,1,22.5,58.5,2024-05-18T14:30:02.139Z,2024-05-18T15:59:23Z,5037671517,212,16.9,5037671513,140,32.6,5037671515,141,77.9,5037671511,56,Back,5037671519,213,0.89,,,,,,,,,,el8c138wsa0bnop68caop5uxh,S. Baggaley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829909,206,1,1,29,37,dcdnoyf6kzhj46iyfm7xq43fy,0,34.9,68.5,2024-05-18T14:30:08.812Z,2024-05-18T14:30:10Z,5037671637,213,0.16,5037671633,141,82.1,5037671635,212,57.7,5037671639,1,,5037671629,56,Left,5037671627,157,,5037671631,140,89.1,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829931,275,49,1,29,41,5rurqie3qt1qav9ir5mkqinn,1,11.2,25.6,2024-05-18T14:30:12.810Z,2024-05-18T14:30:12Z,,,,,,,,,,,,,,,,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829949,276,1,1,29,41,5rurqie3qt1qav9ir5mkqinn,1,11.2,25.6,2024-05-18T14:30:13.039Z,2024-05-18T14:30:14Z,5037671821,141,7.7,5037671819,140,33.3,5037671823,212,26.2,5037671817,56,Back,5037671825,213,5.80,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688829973,277,1,1,29,42,5rurqie3qt1qav9ir5mkqinn,1,33.3,7.7,2024-05-18T14:30:14.079Z,2024-05-18T14:30:15Z,5037671945,141,19.4,5037671953,213,0.88,5037671939,56,Back,5037671949,212,10.3,5037671941,140,39.6,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830001,278,1,1,29,43,5rurqie3qt1qav9ir5mkqinn,1,39.6,19.4,2024-05-18T14:30:15.607Z,2024-05-18T14:30:17Z,5037672107,212,10.2,5037672103,140,47.8,5037672105,141,11.4,5037672101,56,Back,5037672109,213,5.72,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830021,279,1,1,29,45,5rurqie3qt1qav9ir5mkqinn,0,47.8,11.4,2024-05-18T14:30:17.216Z,2024-05-18T14:30:18Z,5037672179,212,14.0,5037672175,140,37.1,5037672177,141,23.7,5037672173,56,Back,5037672181,213,2.50,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830033,207,8,1,29,47,dcdnoyf6kzhj46iyfm7xq43fy,1,64.7,58.4,2024-05-18T14:30:18.948Z,2024-05-18T14:30:19Z,5037672255,56,Center,,,,,,,,,,,,,,,,,,,,,,5zscs0qkg39k01a2n0qu9tvkk,M. Haley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830063,208,49,1,29,49,dcdnoyf6kzhj46iyfm7xq43fy,1,58.7,59,2024-05-18T14:30:20.964Z,2024-05-18T14:30:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830123,209,1,1,29,49,dcdnoyf6kzhj46iyfm7xq43fy,1,58.7,59,2024-05-18T14:30:21.013Z,2024-05-18T14:30:25Z,5037672733,213,0.39,5037672729,141,63.6,5037672725,56,Center,5037672731,212,8.2,5037672727,140,65.9,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830133,210,1,1,29,51,dcdnoyf6kzhj46iyfm7xq43fy,1,65.9,63.6,2024-05-18T14:30:23.571Z,2024-05-18T14:30:33Z,5037672791,212,18.7,5037672787,140,65.4,5037672793,213,1.60,5037672785,56,Left,5037672789,141,91.1,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830147,211,61,1,29,52,dcdnoyf6kzhj46iyfm7xq43fy,0,65.4,91.1,2024-05-18T14:30:24.059Z,2024-05-18T14:30:36Z,5037672839,56,Left,,,,,,,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830165,212,5,1,29,52,dcdnoyf6kzhj46iyfm7xq43fy,0,75.2,101.2,2024-05-18T14:30:24.591Z,2024-05-18T14:49:17Z,5037674489,233,280,5037672951,347,,5037672947,56,Left,,,,,,,,,,,,,,,,1yyfd17df158m5eymkechszpx,Lee Geum-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830459,280,5,1,29,52,5rurqie3qt1qav9ir5mkqinn,1,24.8,-1.2,2024-05-18T14:30:24.591Z,2024-05-18T14:30:47Z,5037674469,233,212,5037674445,347,,5037674443,56,Back,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830481,281,1,1,30,15,5rurqie3qt1qav9ir5mkqinn,1,23.8,0,2024-05-18T14:30:47.303Z,2024-05-18T14:30:48Z,5037674561,141,9.4,5037674557,56,Back,5037674563,212,10.3,5037674555,107,,5037674565,213,0.85,5037674559,140,30.3,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830495,282,1,1,30,17,5rurqie3qt1qav9ir5mkqinn,0,30.4,9.5,2024-05-18T14:30:48.784Z,2024-05-18T14:30:50Z,5037674615,140,26.6,5037674613,56,Back,5037674617,141,9.8,5037674621,213,3.09,5037674619,212,4.0,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830539,213,49,1,30,22,dcdnoyf6kzhj46iyfm7xq43fy,1,59.9,72.9,2024-05-18T14:30:53.700Z,2024-05-18T14:30:53Z,,,,,,,,,,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830555,214,1,1,30,22,dcdnoyf6kzhj46iyfm7xq43fy,1,59.9,72.9,2024-05-18T14:30:53.741Z,2024-05-18T14:30:54Z,5037674953,56,Left,5037674957,141,93.0,5037674955,140,55.9,5037674961,213,1.87,5037674959,212,14.3,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830567,215,1,1,30,22,dcdnoyf6kzhj46iyfm7xq43fy,1,55.9,93,2024-05-18T14:30:54.684Z,2024-05-18T14:30:55Z,5037675029,212,7.2,5037675027,141,85.9,5037675023,56,Left,5037675031,213,5.55,5037675025,140,61.0,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830577,216,1,1,30,24,dcdnoyf6kzhj46iyfm7xq43fy,1,61,85.9,2024-05-18T14:30:55.724Z,2024-05-18T14:30:57Z,5037675091,213,2.30,5037675085,140,55.7,5037675087,141,95.1,5037675083,56,Left,5037675089,212,8.4,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830585,217,1,1,30,25,dcdnoyf6kzhj46iyfm7xq43fy,1,55.7,95.1,2024-05-18T14:30:56.964Z,2024-05-18T14:30:57Z,5037675135,140,57.8,5037675133,56,Left,5037675137,141,88.0,5037675141,213,5.14,5037675139,212,5.3,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830629,218,1,1,30,26,dcdnoyf6kzhj46iyfm7xq43fy,0,57.1,85.1,2024-05-18T14:30:57.772Z,2024-05-18T14:31:08Z,5037675361,212,3.8,5037675359,141,81.7,5037675357,140,54.2,5037675363,213,3.79,5037675355,56,Left,,,,,,,,,,5t9mthxv6kthq6tnntv5q4fdh,Vicky Losada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830589,283,49,1,30,26,5rurqie3qt1qav9ir5mkqinn,1,39.1,22.1,2024-05-18T14:30:58.049Z,2024-05-18T14:30:58Z,,,,,,,,,,,,,,,,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830623,284,1,1,30,26,5rurqie3qt1qav9ir5mkqinn,1,39.1,22.1,2024-05-18T14:30:58.281Z,2024-05-18T14:31:00Z,5037675325,141,34.2,5037675327,212,15.8,5037675323,140,51.9,5037675329,213,0.55,5037675321,56,Center,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830643,285,1,1,30,28,5rurqie3qt1qav9ir5mkqinn,1,51.8,33.7,2024-05-18T14:31:00Z,2024-05-18T14:31:02Z,5037675465,141,50.7,5037675463,140,65.9,5037675467,212,18.8,5037675461,56,Center,5037675469,213,0.66,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830647,286,61,1,30,30,5rurqie3qt1qav9ir5mkqinn,0,66.7,50.7,2024-05-18T14:31:02.457Z,2024-05-18T14:31:02Z,5037675491,56,Center,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830689,219,1,1,30,32,dcdnoyf6kzhj46iyfm7xq43fy,0,23.1,58.1,2024-05-18T14:31:04.541Z,2024-05-18T14:31:06Z,5037675733,213,5.79,5037675711,56,Right,5037675739,1,,5037675729,212,60.6,5037675705,157,,5037675723,141,15.8,5037675717,140,73.9,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830827,287,1,1,30,39,5rurqie3qt1qav9ir5mkqinn,1,11,76.1,2024-05-18T14:31:10.944Z,2024-05-18T14:31:17Z,5037676537,213,0.11,5037676533,141,79.1,5037676529,56,Back,5037676535,212,18.9,5037676531,140,28.9,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830885,288,1,1,30,45,5rurqie3qt1qav9ir5mkqinn,1,26.3,72.6,2024-05-18T14:31:16.881Z,2024-05-18T14:31:22Z,5037676927,213,4.49,5037676923,141,41.2,5037676925,212,21.9,5037676921,140,21.8,5037676919,56,Back,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830931,289,1,1,30,50,5rurqie3qt1qav9ir5mkqinn,1,24.9,30.4,2024-05-18T14:31:22.217Z,2024-05-18T14:31:26Z,5037677123,141,68.1,5037677115,56,Back,5037677125,212,25.7,5037677129,213,1.64,5037677119,140,23.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688830983,290,1,1,30,54,5rurqie3qt1qav9ir5mkqinn,1,19,68.4,2024-05-18T14:31:26.664Z,2024-05-18T14:31:30Z,5037677461,141,47.8,5037677465,213,4.32,5037677457,56,Back,5037677463,212,15.2,5037677459,140,13.5,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831013,291,1,1,30,58,5rurqie3qt1qav9ir5mkqinn,1,14.9,49,2024-05-18T14:31:30.056Z,2024-05-18T14:31:34Z,5037677703,213,5.15,5037677701,212,17.2,5037677699,141,26.1,5037677695,56,Back,5037677697,140,21.8,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831057,292,1,1,31,2,5rurqie3qt1qav9ir5mkqinn,1,20,30,2024-05-18T14:31:33.913Z,2024-05-18T14:31:36Z,5037677921,213,6.01,5037677911,56,Back,5037677915,140,34.0,5037677917,141,24.0,5037677919,212,15.3,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831093,293,1,1,31,4,5rurqie3qt1qav9ir5mkqinn,1,30.5,13.1,2024-05-18T14:31:36.681Z,2024-05-18T14:31:39Z,5037678105,213,3.67,5037678099,140,21.1,5037678103,212,11.4,5037678097,56,Back,5037678101,141,4.7,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831123,294,1,1,31,7,5rurqie3qt1qav9ir5mkqinn,1,19.9,7.3,2024-05-18T14:31:39.233Z,2024-05-18T14:31:41Z,5037678291,140,20.8,5037678299,212,17.4,5037678303,213,1.52,5037678295,141,32.8,5037678287,56,Back,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831145,295,1,1,31,9,5rurqie3qt1qav9ir5mkqinn,1,20.6,33,2024-05-18T14:31:40.953Z,2024-05-18T14:31:42Z,5037678417,140,6.3,5037678415,56,Back,5037678423,213,2.45,5037678419,141,51.3,5037678421,212,19.5,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831171,296,1,1,31,10,5rurqie3qt1qav9ir5mkqinn,1,6.3,51.6,2024-05-18T14:31:42.657Z,2024-05-18T14:31:46Z,5037678617,140,15.2,5037678623,213,0.41,5037678615,56,Back,5037678619,141,57.5,5037678621,212,10.2,,,,,,,,,,e0gysmymetthyhdkn2q54l51x,S. D'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688831195,297,1,1,31,14,5rurqie3qt1qav9ir5mkqinn,1,15.6,64.9,2024-05-18T14:31:45.897Z,2024-05-18T14:31:48Z,5037678773,56,Back,5037678777,140,32.8,5037678783,212,25.9,5037678787,213,0.80,5037678779,141,92.3,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
