id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/10/value,qualifier/13/value,qualifier/11/value,qualifier/12/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2659424093,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-03-15T18:05:28.622Z,2024-03-15T18:05:28Z,4878646029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4878646031,59,"1, 15, 7, 13, 6, 3, 9, 21, 25, 10, 19, 2, 12, 14, 23, 24, 27, 32, 62, 86",4878646041,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4878646027,30,"dib5a7vebmtxqcksi1tuteklx, 6679bfd6bjylogbe4ebese85x, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 3sn815dsm0i0rnw9nigjyb0et, 6ywketcafnc6x3tncvohzesx5, ec1vrqeqni3lmibeazgq62eol, 5m2ilglr6tlmgs2d4qzk5wno5, ddagc0khq0zh1ywynyci8nzrp, n70i0c7uk1qxianxoiotqmeh, 1o0o6thivoulnmsklkpbwpiad, e0gysmymetthyhdkn2q54l51x, 5qxvej7pcqqr989sba7k0jv85, 5duflqiee345rp4s7uqkhcq95, 3kfxvwa38a7oq0d126jm4o9ka, 30z4o4w3iw0frztn9isqwx2ei, 70axdagp6dkm3fvv79ofsxfro, 77eg5tabeeeyays2pilyq5jo5",4878646033,130,8,4878646037,194,5m2ilglr6tlmgs2d4qzk5wno5,4878646035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4878646039,197,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659426215,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-03-15T18:09:59.385Z,2024-03-15T19:37:43Z,4878658101,130,8,4878658095,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4878658093,30,"6bejfvxorcqyawi2fmk2kbco9, 6ypmyozp8zmq4tk36n49oz5xx, c0my4y3kjf7jbbfujj5l8e8yx, 1tbavyz1q1hq1fqcoc3gijutx, 9ohn9m84cy89huz745lirkted, 4wxqckb43bkeobwanys62zvmd, 2m6wew2746q1xsoio3703t8t1, cij18xj0bx2zyx3mi9xwykn9x, 9n2d2dv38kp2exb7z3xh2ykiy, agdmqurwrf5k6izewj4voxcdl, 1cfhmihovl78l8osqbo1w9nth, 6xrzl8rljlz8zmlaj69qqktlh, amox5xqwe8gybft16wa7qbufp, 5ibsbj2zqv62c94k5wijnayy2, ehmzgi988h8g6rgekp3qivkr9, 8m3okb64mh1m7dfmp0km4wct1, 7b1wnybwn288obuc03bea8962, 2hkkfeyzmu2pkqgjw3bpl7cnp, 69nz7p1izpw4i8tle2c8hls2y",4878658109,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4878658097,59,"24, 15, 21, 8, 7, 26, 19, 22, 10, 6, 11, 1, 5, 9, 12, 14, 23, 28, 33",4878658105,194,c0my4y3kjf7jbbfujj5l8e8yx,4878658103,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4878658107,197,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482305,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-03-15T19:30:10.088Z,2024-03-15T19:30:10Z,4878964435,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482317,3,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2024-03-15T19:30:10.088Z,2024-03-16T10:23:29Z,4878964479,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482325,4,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,49.9,50.3,2024-03-15T19:30:10.317Z,2024-03-15T19:30:12Z,4878964533,56,Back,4878964537,141,56.6,4878964543,279,S,4878964535,140,30.0,4878964539,212,21.3,4878964541,213,2.94,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482375,5,1,1,0,2,spi3g782q7m4evjxn1sv6cfa,1,32,53.4,2024-03-15T19:30:12.855Z,2024-03-15T19:30:16Z,4878964791,140,71.2,4878964789,56,Left,4878964799,1,,4878964797,213,0.52,4878964787,157,,4878964793,141,87.8,4878964795,212,47.3,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482387,6,1,1,0,5,spi3g782q7m4evjxn1sv6cfa,0,71.2,87.8,2024-03-15T19:30:16.079Z,2024-03-15T19:30:17Z,4878964889,3,,4878964891,56,Center,4878964901,213,4.35,4878964895,141,76.0,4878964897,212,8.6,4878964893,140,68.3,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482423,3,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,0,29.8,38.9,2024-03-15T19:30:18.846Z,2024-03-15T19:30:31Z,4878965095,212,5.9,4878965769,286,,4878965087,140,34.8,4878965083,56,Back,4878965755,157,,4878965765,233,7,4878965757,1,,4878965099,213,5.80,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,4878965763,236,4878965091,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482409,7,74,1,0,8,spi3g782q7m4evjxn1sv6cfa,1,68.3,76,2024-03-15T19:30:18.847Z,2024-03-15T19:30:20Z,4878965011,56,Center,4878965133,233,3,4878965013,285,,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659482441,8,1,1,0,9,spi3g782q7m4evjxn1sv6cfa,1,68.5,69.7,2024-03-15T19:30:19.967Z,2024-03-15T19:30:52Z,4878965191,56,Center,4878965851,210,15,4878965199,213,5.44,4878965197,212,11.3,4878965193,140,75.6,4878965195,141,57.3,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
