id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/12/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2621300957,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-11-26T13:08:07.559Z,2023-11-26T13:08:07Z,4675166355,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4675166365,194,6679bfd6bjylogbe4ebese85x,4675166353,30,"dib5a7vebmtxqcksi1tuteklx, 6679bfd6bjylogbe4ebese85x, e3fa1ou90dirp8yjjterhrs9h, 30z4o4w3iw0frztn9isqwx2ei, dz2s92nqmnrw691jia8e6phw5, bd1752qgxbodnsgdus42fc99l, 3sn815dsm0i0rnw9nigjyb0et, 6ywketcafnc6x3tncvohzesx5, 5qxvej7pcqqr989sba7k0jv85, 1o0o6thivoulnmsklkpbwpiad, ddagc0khq0zh1ywynyci8nzrp, d9zt8e8lnk9a22we6o6wqyndh, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, e8ivbfq0irn8f2p8krhkikzx1, e0gysmymetthyhdkn2q54l51x, 8jooatan3cxd38v2jyf23pot1, 24qwx85sfxy0r8pld85w7tzze, 5duflqiee345rp4s7uqkhcq95, 3kfxvwa38a7oq0d126jm4o9ka",4675166363,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4675166367,197,723,4675166369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4675166359,59,"1, 15, 7, 32, 28, 3, 9, 21, 23, 12, 19, 5, 10, 11, 13, 14, 16, 22, 24, 27",4675166361,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621301039,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-11-26T13:08:11.085Z,2023-11-26T14:06:48Z,4675166811,130,10,4675166807,59,"25, 7, 2, 23, 5, 3, 12, 4, 9, 20, 19, 11, 16, 17, 18, 21, 24, 35, 41",4675166819,197,5224,4675166803,30,"czz8zqjv03gdbbxiadp90pq6t, 19npqca9guxs7p2yl5sbjmbx1, dfodeak21qhzgxr7qs85f3vf9, stp0u46f1xc7a2mgvbkoy76x, cs3pg64kurip4uftscemh01k9, 7mdnewy67dddv3ahqw1qhbx05, cannlc91eqjjy24i7keyvyaui, emo8wffj0agou65ijs2seiaqd, a5ew0j9hz4ounrjkeco7g6iuh, e93vn46w6kk9xwdb8forgzil1, 3fta0gg3ghja3x9ouubjjfzl5, 50ef8q2ctd099il4iq14i0cfd, 9ak1ju7otyvh5q5g6t0i8goo9, 3539ai0d63d8hiq0e1nrptb3e, f1xb9y38jfjmrhgv22svv9sa2, 54hjbtj3pm6a4qruhfsz6z3zd, 112iq3ivo9tyiraluqvmfm7f8, e7127p8bj7v1b9ytzhsv7u7tg, 2zd7q1vj110evlsdjybgeltec",4675166805,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4675166825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4675166813,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4675166815,194,stp0u46f1xc7a2mgvbkoy76x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365241,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-11-26T14:00:38.162Z,2023-11-26T14:00:39Z,4675489401,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365231,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-11-26T14:00:38.162Z,2023-11-26T14:00:38Z,4675489357,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365273,3,1,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,50,50,2023-11-26T14:00:38.163Z,2023-11-26T14:00:41Z,4675489559,213,3.06,4675489555,141,51.9,4675489557,212,15.2,4675489553,140,35.6,4675489561,279,S,4675489551,56,Back,,,,,,,a5ew0j9hz4ounrjkeco7g6iuh,R. Ueki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365325,4,1,1,0,3,cz26xwowfjp8ei14n9z2ac135,1,35.2,51.8,2023-11-26T14:00:41.324Z,2023-11-26T14:00:44Z,4675489801,140,26.6,4675489799,56,Back,4675489803,141,30.9,4675489805,212,16.8,4675489809,213,4.15,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365347,5,1,1,0,6,cz26xwowfjp8ei14n9z2ac135,0,27.2,24,2023-11-26T14:00:44.452Z,2023-11-26T14:00:45Z,4675489939,212,27.7,4675489937,141,15.8,4675489933,56,Right,4675489935,140,53.0,4675489941,213,6.08,4675489929,155,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365393,3,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,0,54,74.8,2023-11-26T14:00:46.271Z,2023-11-26T14:00:47Z,4675490147,140,66.1,4675490143,3,,4675490145,56,Left,4675490153,213,0.96,4675490149,141,100.0,4675490151,212,22.2,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365395,4,5,1,0,9,5rurqie3qt1qav9ir5mkqinn,0,64.4,101.3,2023-11-26T14:00:47.625Z,2023-11-26T14:00:58Z,4675490167,347,,4675491215,233,6,4675490165,56,Left,,,,,,,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365633,6,5,1,0,9,cz26xwowfjp8ei14n9z2ac135,1,35.6,-1.3,2023-11-26T14:00:47.625Z,2023-11-26T14:15:39Z,4675491209,233,4,4675491155,56,Back,4675491157,347,,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365659,7,1,1,0,19,cz26xwowfjp8ei14n9z2ac135,1,37.8,0,2023-11-26T14:00:57.955Z,2023-11-26T14:00:59Z,4675491285,213,0.87,4675491279,140,44.4,4675491283,212,10.8,4675491275,107,,4675491277,56,Back,4675491281,141,11.1,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365697,8,1,1,0,21,cz26xwowfjp8ei14n9z2ac135,1,44.4,11.1,2023-11-26T14:00:59.259Z,2023-11-26T14:01:00Z,4675491473,213,3.42,4675491461,140,33.6,4675491465,141,6.4,4675491469,212,11.8,4675491459,56,Back,,,,,,,,,,emo8wffj0agou65ijs2seiaqd,A. Stringer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365713,9,1,1,0,22,cz26xwowfjp8ei14n9z2ac135,0,33.6,6.5,2023-11-26T14:01:00.612Z,2023-11-26T14:01:01Z,4675491549,213,0.33,4675491537,140,61.5,4675491533,56,Center,4675491545,212,31.0,4675491531,155,,4675491541,141,21.2,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365773,5,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,38.3,75,2023-11-26T14:01:02.022Z,2023-11-26T14:01:03Z,4675491839,141,69.7,4675491835,56,Center,4675491845,1,,4675491837,140,68.8,4675491843,213,6.17,4675491841,212,32.2,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365783,6,49,1,0,25,5rurqie3qt1qav9ir5mkqinn,1,70.3,71.2,2023-11-26T14:01:03.592Z,2023-11-26T14:01:04Z,,,,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365875,7,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,65.8,79.9,2023-11-26T14:01:04.678Z,2023-11-26T14:01:08Z,4675492347,140,75.1,4675492355,213,0.70,4675492345,56,Left,4675492353,212,12.8,4675492351,141,92.0,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365949,8,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,74.3,92.6,2023-11-26T14:01:07.910Z,2023-11-26T14:01:10Z,4675492669,56,Left,4675492671,140,58.3,4675492675,141,94.8,4675492679,212,16.9,4675492683,213,3.05,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621365987,9,1,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,57.8,93.8,2023-11-26T14:01:10.822Z,2023-11-26T14:01:12Z,4675492855,56,Back,4675492863,213,3.56,4675492857,140,39.4,4675492861,212,21.1,4675492859,141,81.2,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
