id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/16/value
2676177923,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-04-21T12:10:58.259Z,2024-04-21T14:02:55Z,4968943145,197,723,4968943137,130,2,4968943133,59,"1, 2, 15, 21, 6, 7, 9, 10, 25, 23, 19, 11, 12, 14, 24, 26, 27, 29, 40, 62",4968943143,194,5m2ilglr6tlmgs2d4qzk5wno5,4968943147,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4968943121,30,"dib5a7vebmtxqcksi1tuteklx, n70i0c7uk1qxianxoiotqmeh, 6679bfd6bjylogbe4ebese85x, 6ywketcafnc6x3tncvohzesx5, 6zaowm8oua2nzpobekogff1lh, e3fa1ou90dirp8yjjterhrs9h, 3sn815dsm0i0rnw9nigjyb0et, 5m2ilglr6tlmgs2d4qzk5wno5, ec1vrqeqni3lmibeazgq62eol, 5qxvej7pcqqr989sba7k0jv85, ddagc0khq0zh1ywynyci8nzrp, wupxscyf4x7rsjidpmp0wnv9, 1o0o6thivoulnmsklkpbwpiad, e0gysmymetthyhdkn2q54l51x, 5duflqiee345rp4s7uqkhcq95, 8lfnj5bvo97dimx52no42nmqd, 3kfxvwa38a7oq0d126jm4o9ka, f0afav75l1iz383ozx84b7i3u, dzcslji43ovtyyvy37dewv2fo, 70axdagp6dkm3fvv79ofsxfro",4968943141,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4968943127,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676180325,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-04-21T12:12:57.861Z,2024-04-21T13:01:40Z,4968956001,59,"23, 4, 11, 15, 17, 5, 7, 3, 9, 29, 8, 1, 6, 10, 12, 14, 18, 19, 27, 32",4968955997,30,"bxrfg32lc9sspg2ewx160yqxh, 6k1s7y9dnzdpppppdco7bgudx, 15ueea8j21zale5d23rifkct1, 9ww7juyjcdpja51ov7t9hnf1l, 5mcszf3yuxwxcggl8ds2v1a7d, d3qtg5xhiwe3zamb4mh50whjp, 3322apmmg9crui9646d4cbm5l, 3km1u2mw1tkioh2mucow7d1pl, 9gk2t1276n9yt0nvgakzr82c5, 7p90xt2oakctnbc9a0bgbjpw5, brdcdz9kn3vsijb2l5rbbgudx, avud4qv9xovwlr2pxc8fcmiuh, 9hg49yzetkhd28qq5lvya91bd, 7m31qpkmuh3amb6navttdlvpx, ceww6vauxaqddgogso515rcru, 9mfotw533oa5qs1muu2z8t8lx, 3hi3jauxk9i5k94dniki04mei, 2xphfksgb05a8z4e9328mywvd, 19qjvbtfwo55xwsqu5dmwh9ii, 32qdycwtlahk754bdqjsowduc",4968955999,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4968956011,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4968956009,197,23534,4968956005,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4968956007,194,3km1u2mw1tkioh2mucow7d1pl,4968956003,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225141,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2024-04-21T13:00:46.083Z,2024-04-21T13:00:48Z,4969195247,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225129,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-04-21T13:00:46.083Z,2024-04-21T13:00:46Z,4969195201,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225197,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50,50,2024-04-21T13:00:46.084Z,2024-04-21T13:00:49Z,4969195461,212,26.7,4969195449,56,Back,4969195471,279,S,4969195453,140,27.0,4969195457,141,66.6,4969195467,213,2.70,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225259,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,27.4,64.6,2024-04-21T13:00:49.646Z,2024-04-21T13:00:54Z,4969195859,213,4.67,4969195857,212,13.7,4969195853,140,26.9,4969195855,141,44.5,4969195851,56,Back,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225325,5,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,26.3,21.9,2024-04-21T13:00:54.270Z,2024-04-21T13:00:59Z,4969196169,141,31.2,4969196165,56,Center,4969196181,1,,4969196163,157,,4969196167,140,61.4,4969196173,212,37.4,4969196177,213,0.17,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225335,6,4,1,0,12,5rurqie3qt1qav9ir5mkqinn,1,62,28.8,2024-04-21T13:00:58.788Z,2024-04-21T13:01:02Z,4969196383,152,,4969196379,56,Center,4969196385,286,,4969196377,294,,4969196375,13,,4969196481,233,3,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225319,3,4,1,0,12,28u3q82ip96ahymkup01vfxli,0,38,71.2,2024-04-21T13:00:58.789Z,2024-04-21T13:01:02Z,4969196405,294,,4969196407,56,Back,4969196513,233,6,4969196403,13,,4969196409,152,,4969196411,285,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225471,7,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,1,58.1,27.6,2024-04-21T13:01:05.006Z,2024-04-21T13:01:07Z,4969196911,141,27.1,4969196947,189,,4969196913,212,16.3,4969196909,140,42.6,4969196915,213,3.16,4969196907,56,Back,4969196903,5,,4969196905,152,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676225529,8,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,1,42.3,29.1,2024-04-21T13:01:07.486Z,2024-04-21T13:01:09Z,4969197175,212,17.9,4969197173,141,55.4,4969197177,213,1.59,4969197169,56,Back,4969197171,140,41.9,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
