id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2617426027,4,1,1,0,31,5rurqie3qt1qav9ir5mkqinn,1,44.2,31.6,2023-11-12T18:46:47.768Z,2023-11-12T18:46:51Z,4654502573,213,1.84,4654502561,5,,4654502565,56,Back,4654502567,140,38.5,4654502563,241,,4654502571,212,22.4,4654502569,141,63.3,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426123,5,1,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,39.7,64.8,2023-11-12T18:46:50.895Z,2023-11-12T18:46:55Z,4654503031,140,57.1,4654503035,212,26.5,4654503037,213,0.81,4654503033,141,93.0,4654503029,56,Left,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426135,6,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,0,70,93.9,2023-11-12T18:46:55.791Z,2023-11-12T18:46:57Z,4654503093,213,5.35,4654503087,140,71.5,4654503197,286,,4654503085,56,Left,4654503089,141,90.8,4654503189,236,,4654503091,212,2.6,4654503191,233,8,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426149,8,74,1,0,39,28u3q82ip96ahymkup01vfxli,1,39.5,4.1,2023-11-12T18:46:55.792Z,2023-11-12T18:53:47Z,4654503163,285,,4654503241,233,6,4654503161,56,Back,,,,,,,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426179,7,5,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,64.4,101.4,2023-11-12T18:46:57.800Z,2023-11-12T18:54:17Z,4654503303,56,Left,4654503345,233,9,4654503305,347,,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426163,9,5,1,0,41,28u3q82ip96ahymkup01vfxli,0,35.6,-1.4,2023-11-12T18:46:57.800Z,2023-11-12T18:46:59Z,4654503401,233,7,4654503231,56,Back,4654503233,347,,,,,,,,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426391,8,1,1,0,53,5rurqie3qt1qav9ir5mkqinn,1,66.7,100,2023-11-12T18:47:10.002Z,2023-11-12T18:47:12Z,4654504539,213,5.69,4654504535,141,92.4,4654504537,212,10.8,4654504533,140,75.2,4654504531,56,Left,4654504529,107,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426397,9,50,1,0,55,5rurqie3qt1qav9ir5mkqinn,1,75,92.8,2023-11-12T18:47:12.142Z,2023-11-12T18:47:17Z,4654505069,233,10,4654504585,286,,4654504583,56,Left,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426471,10,7,1,0,55,28u3q82ip96ahymkup01vfxli,1,25,7.2,2023-11-12T18:47:12.143Z,2023-11-13T16:01:36Z,4654505057,233,9,4654504987,285,,4654504985,56,Back,4656594317,384,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426475,11,49,1,0,56,28u3q82ip96ahymkup01vfxli,1,27.8,5.3,2023-11-12T18:47:13.016Z,2023-11-13T16:01:44Z,,,,,,,,,,,,,,,,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426509,12,1,1,0,57,28u3q82ip96ahymkup01vfxli,1,27.8,5.3,2023-11-12T18:47:14.146Z,2023-11-13T16:01:48Z,4654505167,56,Back,4654505169,140,36.0,4654505171,141,12.6,4654505175,213,0.52,4654505173,212,9.9,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426515,13,1,1,1,0,28u3q82ip96ahymkup01vfxli,0,36,12.6,2023-11-12T18:47:17.256Z,2023-11-13T16:01:54Z,4654505209,213,4.84,4654505201,56,Back,4654505203,140,37.1,4654505207,212,9.4,4654505205,141,0.0,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426527,10,5,1,1,3,5rurqie3qt1qav9ir5mkqinn,1,61.8,101.6,2023-11-12T18:47:19.635Z,2023-11-12T18:54:17Z,4654505289,233,14,4654505273,347,,4654505271,56,Left,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426523,14,5,1,1,3,28u3q82ip96ahymkup01vfxli,0,38.2,-1.6,2023-11-12T18:47:19.635Z,2023-11-12T18:47:20Z,4654505253,347,,4654505251,56,Back,4654505329,233,10,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426767,11,1,1,1,14,5rurqie3qt1qav9ir5mkqinn,1,57,100,2023-11-12T18:47:30.983Z,2023-11-12T18:47:36Z,4654506631,107,,4654506641,213,5.81,4654506639,212,15.0,4654506637,141,91.7,4654506633,56,Left,4654506635,140,69.7,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426771,12,3,1,1,18,5rurqie3qt1qav9ir5mkqinn,0,71.8,95,2023-11-12T18:47:35.303Z,2023-11-13T16:02:10Z,4654506663,286,,4654506871,233,15,4654506661,56,Left,4656594739,465,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426801,15,7,1,1,18,28u3q82ip96ahymkup01vfxli,1,28.2,5,2023-11-12T18:47:35.304Z,2023-11-13T16:02:12Z,4654506791,167,,4654506847,233,12,4654506793,56,Back,4656594763,385,,4654506795,285,,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426883,13,5,1,1,19,5rurqie3qt1qav9ir5mkqinn,1,72.7,101.6,2023-11-12T18:47:36.286Z,2023-11-13T16:02:14Z,4654507167,347,,4654507163,56,Left,4654507189,233,16,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426805,16,5,1,1,19,28u3q82ip96ahymkup01vfxli,0,27.3,-1.6,2023-11-12T18:47:36.286Z,2023-11-13T16:02:15Z,4654506813,347,,4654507205,233,13,4654506811,56,Back,,,,,,,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426897,14,1,1,1,26,5rurqie3qt1qav9ir5mkqinn,0,74.5,100,2023-11-12T18:47:42.806Z,2023-11-12T18:47:44Z,4654507273,213,4.84,4654507269,141,79.7,4654507271,212,15.3,4654507263,107,,4654507267,140,76.4,4654507265,56,Left,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426953,17,1,1,1,28,28u3q82ip96ahymkup01vfxli,1,21.2,29.3,2023-11-12T18:47:45.023Z,2023-11-13T16:02:55Z,4654507535,140,38.6,4654507543,1,,4654507533,56,Back,4654507537,141,6.4,4654507539,212,24.0,4654507541,213,5.58,4654507531,157,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426959,18,61,1,1,30,28u3q82ip96ahymkup01vfxli,1,40.6,7.5,2023-11-12T18:47:46.991Z,2023-11-13T16:02:58Z,4654507563,56,Back,,,,,,,,,,,,,,,,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617426977,19,49,1,1,32,28u3q82ip96ahymkup01vfxli,1,46.9,8.6,2023-11-12T18:47:48.848Z,2023-11-12T18:47:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427023,15,45,1,1,35,5rurqie3qt1qav9ir5mkqinn,0,39.6,88.8,2023-11-12T18:47:52.134Z,2023-11-12T18:47:55Z,4654508053,233,20,4654507875,285,,4654507873,56,Back,,,,,,,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427047,20,3,1,1,35,28u3q82ip96ahymkup01vfxli,1,60.4,11.2,2023-11-12T18:47:52.134Z,2023-11-13T16:03:11Z,4656595375,465,,4654508021,286,,4654508029,233,15,4654508019,56,Right,,,,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427103,21,1,1,1,37,28u3q82ip96ahymkup01vfxli,1,59.3,24.3,2023-11-12T18:47:54.312Z,2023-11-12T18:47:59Z,4654508305,56,Center,4654508307,140,62.6,4654508317,213,1.28,4654508313,212,12.3,4654508309,141,41.6,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427107,22,1,1,1,40,28u3q82ip96ahymkup01vfxli,0,66.1,35.5,2023-11-12T18:47:56.968Z,2023-11-12T18:48:22Z,4654508331,56,Center,4654508339,213,0.81,4654508337,212,24.4,4654508329,155,,4654508333,140,82.2,4654508335,141,61.4,,,,,,,brdcdz9kn3vsijb2l5rbbgudx,J. Rantala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427133,16,1,1,1,41,5rurqie3qt1qav9ir5mkqinn,1,22.2,42.1,2023-11-12T18:47:58.455Z,2023-11-12T18:48:20Z,4654508477,141,49.6,4654508473,56,Back,4654508475,140,23.7,4654508479,212,5.3,4654508481,213,1.27,4654508471,3,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427153,17,49,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,24.4,59.4,2023-11-12T18:48:01.286Z,2023-11-12T18:48:01Z,,,,,,,,,,,,,,,,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427243,18,1,1,1,44,5rurqie3qt1qav9ir5mkqinn,1,24.4,59.4,2023-11-12T18:48:01.494Z,2023-11-12T18:48:05Z,4654509001,56,Back,4654509011,213,0.53,4654509009,212,8.0,4654509005,141,65.4,4654509003,140,31.0,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427271,19,1,1,1,49,5rurqie3qt1qav9ir5mkqinn,0,32.8,67,2023-11-12T18:48:05.870Z,2023-11-12T18:48:17Z,4654509171,213,0.45,4654509159,140,78.5,4654509153,155,,4654509157,56,Left,4654509167,212,53.3,4654509163,141,100.0,4654509175,1,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427285,20,5,1,1,50,5rurqie3qt1qav9ir5mkqinn,0,73,101.5,2023-11-12T18:48:07.617Z,2023-11-12T18:48:13Z,4654509235,56,Left,4654509627,233,23,4654509237,347,,,,,,,,,,,,,,,,,5duflqiee345rp4s7uqkhcq95,C. Lacasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427361,23,5,1,1,50,28u3q82ip96ahymkup01vfxli,1,27,-1.5,2023-11-12T18:48:07.617Z,2023-11-12T18:54:18Z,4654509583,347,,4654509607,233,20,4654509581,56,Back,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427525,24,1,1,2,4,28u3q82ip96ahymkup01vfxli,1,32.5,0,2023-11-12T18:48:21.144Z,2023-11-12T18:48:25Z,4654510461,141,12.9,4654510459,140,37.7,4654510457,56,Back,4654510463,212,11.5,4654510455,107,,4654510465,213,1.08,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427539,25,1,1,2,5,28u3q82ip96ahymkup01vfxli,1,37.7,12.9,2023-11-12T18:48:21.967Z,2023-11-13T16:03:44Z,4654510553,212,8.2,4654510557,213,4.14,4654510547,56,Back,4654510551,141,2.8,4654510549,140,33.5,,,,,,,,,,15ueea8j21zale5d23rifkct1,J. Cayman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427589,26,1,1,2,8,28u3q82ip96ahymkup01vfxli,1,31.5,3.7,2023-11-12T18:48:25.247Z,2023-11-13T16:03:54Z,4654510781,141,11.4,4654510779,140,14.9,4654510783,212,18.2,4654510785,213,2.85,4654510775,56,Back,,,,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427605,27,1,1,2,13,28u3q82ip96ahymkup01vfxli,1,16.3,9.4,2023-11-12T18:48:30.095Z,2023-11-12T18:48:31Z,4654510845,56,Back,4654510853,213,0.04,4654510843,155,,4654510847,140,43.9,4654510851,212,29.0,4654510849,141,11.1,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427615,28,1,1,2,14,28u3q82ip96ahymkup01vfxli,0,44.1,11.1,2023-11-12T18:48:31.591Z,2023-11-12T18:48:32Z,4654510885,3,,4654510895,212,11.0,4654510897,213,0.03,4654510893,141,11.6,4654510887,168,,4654510889,56,Right,4654510891,140,54.6,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427609,21,49,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,42.5,82.9,2023-11-12T18:48:31.710Z,2023-11-12T18:48:31Z,,,,,,,,,,,,,,,,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427679,22,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,42.3,76.6,2023-11-12T18:48:32.790Z,2023-11-12T18:48:38Z,4654511273,141,64.0,4654511277,213,4.09,4654511275,212,10.6,4654511271,140,36.4,4654511269,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427731,23,1,1,2,21,5rurqie3qt1qav9ir5mkqinn,1,38.6,61.2,2023-11-12T18:48:38.438Z,2023-11-12T18:48:43Z,4654511619,56,Back,4654511621,140,37.1,4654511625,212,14.1,4654511627,213,1.68,4654511623,141,81.8,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427773,24,1,1,2,26,5rurqie3qt1qav9ir5mkqinn,1,43.9,71.4,2023-11-12T18:48:42.958Z,2023-11-12T18:48:45Z,4654511881,141,69.1,4654511885,213,6.23,4654511879,140,72.2,4654511883,212,29.8,4654511877,56,Center,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427781,25,1,1,2,28,5rurqie3qt1qav9ir5mkqinn,0,66.3,73.6,2023-11-12T18:48:45.430Z,2023-11-12T18:48:46Z,4654511909,56,Left,4654511917,212,5.1,4654511913,140,67.6,4654511915,141,80.8,4654511919,213,1.30,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427791,29,61,1,2,30,28u3q82ip96ahymkup01vfxli,1,41,22.7,2023-11-12T18:48:46.744Z,2023-11-12T18:48:46Z,4654511963,56,Back,,,,,,,,,,,,,,,,,,,,,,3322apmmg9crui9646d4cbm5l,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427807,30,49,1,2,31,28u3q82ip96ahymkup01vfxli,1,36.4,21.9,2023-11-12T18:48:47.975Z,2023-11-12T18:48:48Z,,,,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427841,31,1,1,2,31,28u3q82ip96ahymkup01vfxli,1,36.4,21.9,2023-11-12T18:48:48.111Z,2023-11-12T18:48:50Z,4654512171,213,1.45,4654512169,212,6.8,4654512165,140,37.2,4654512167,141,31.8,4654512163,56,Back,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427859,32,1,1,2,33,28u3q82ip96ahymkup01vfxli,1,34.8,31.9,2023-11-12T18:48:50.008Z,2023-11-12T18:48:52Z,4654512313,213,2.55,4654512309,141,45.1,4654512305,56,Back,4654512307,140,22.0,4654512311,212,16.2,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617427895,33,1,1,2,35,28u3q82ip96ahymkup01vfxli,1,22.3,53.3,2023-11-12T18:48:52.263Z,2023-11-12T18:48:55Z,4654512569,213,3.75,4654512561,56,Back,4654512565,141,43.1,4654512563,140,12.8,4654512567,212,12.1,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
