id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2600700453,5,1,1,0,27,axwnneoekq2f2yq6r1l704y96,1,23,80.3,2023-10-06T18:30:28.904Z,2023-10-06T18:30:39Z,4565220821,140,12.2,4565220819,56,Back,4565220831,213,4.01,4565220823,141,60.6,4565220827,212,17.6,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600700489,6,1,1,0,38,axwnneoekq2f2yq6r1l704y96,1,13.1,48.2,2023-10-06T18:30:39.272Z,2023-10-06T18:30:41Z,4565221029,212,12.4,4565221031,213,5.22,4565221027,141,32.2,4565221023,56,Back,4565221025,140,18.8,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600700603,7,1,1,0,39,axwnneoekq2f2yq6r1l704y96,1,18.8,32.2,2023-10-06T18:30:40.976Z,2023-10-06T18:30:46Z,4565221559,141,49.7,4565221561,212,14.3,4565221563,213,2.16,4565221557,140,11.2,4565221555,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600700665,8,1,1,0,45,axwnneoekq2f2yq6r1l704y96,1,11.6,47.9,2023-10-06T18:30:46.320Z,2023-10-06T18:30:48Z,4565221893,212,9.2,4565221887,56,Back,4565221895,213,4.70,4565221889,140,11.5,4565221891,141,34.3,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600700723,9,1,1,0,47,axwnneoekq2f2yq6r1l704y96,1,11.5,27.3,2023-10-06T18:30:48.888Z,2023-10-06T18:30:52Z,4565222181,141,48.7,4565222185,213,1.74,4565222183,212,14.8,4565222179,140,9.1,4565222177,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600700859,10,1,1,0,50,axwnneoekq2f2yq6r1l704y96,1,9.1,56.4,2023-10-06T18:30:52.024Z,2023-10-06T18:30:58Z,4565222929,213,1.24,4565222919,140,13.1,4565222915,56,Back,4565222927,212,12.8,4565222923,141,74.2,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600700953,11,1,1,0,57,axwnneoekq2f2yq6r1l704y96,1,14.9,71.1,2023-10-06T18:30:58.672Z,2023-10-06T18:31:04Z,4565223431,56,Back,4565223439,213,4.51,4565223433,140,10.3,4565223437,212,24.1,4565223435,141,36.4,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701023,12,1,1,1,3,axwnneoekq2f2yq6r1l704y96,1,18.9,30.4,2023-10-06T18:31:04.464Z,2023-10-06T18:31:09Z,4565223779,212,19.6,4565223773,56,Back,4565223777,141,54.3,4565223775,140,8.4,4565223781,213,2.17,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701105,13,1,1,1,8,axwnneoekq2f2yq6r1l704y96,1,9.1,50.6,2023-10-06T18:31:09.664Z,2023-10-06T18:31:14Z,4565224341,213,4.80,4565224339,212,10.2,4565224327,56,Back,4565224331,140,9.9,4565224337,141,35.7,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701167,14,1,1,1,13,axwnneoekq2f2yq6r1l704y96,1,20.7,33.3,2023-10-06T18:31:14.865Z,2023-10-06T18:31:19Z,4565224601,213,1.26,4565224597,141,93.2,4565224593,56,Back,4565224595,140,33.0,4565224599,212,42.7,4565224603,1,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701221,15,1,1,1,17,axwnneoekq2f2yq6r1l704y96,0,35.4,95.4,2023-10-06T18:31:19.048Z,2023-10-06T18:31:22Z,4565224901,212,39.1,4565224893,155,,4565224897,140,72.6,4565224895,56,Left,4565224905,1,,4565224899,141,96.8,4565224903,213,0.02,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701227,7,49,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,25.1,7,2023-10-06T18:31:22.454Z,2023-10-06T18:31:22Z,,,,,,,,,,,,,,,,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701287,8,1,1,1,22,5rurqie3qt1qav9ir5mkqinn,0,25.5,3.1,2023-10-06T18:31:24.163Z,2023-10-06T18:31:32Z,4565225301,212,2.0,4565225347,233,16,4565225345,236,,4565225299,141,4.1,4565225351,286,,4565225305,1,,4565225293,157,,4565225297,140,27.3,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,4565225303,213,0.35,4565225295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,
2600701259,16,74,1,1,22,axwnneoekq2f2yq6r1l704y96,1,67.7,97.5,2023-10-06T18:31:24.164Z,2023-10-06T18:36:45Z,4565225155,285,,4565225361,233,8,4565225153,56,Left,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701673,9,5,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,28.8,-1.6,2023-10-06T18:31:25.033Z,2023-10-06T20:28:13Z,4565227449,347,,4565227485,233,17,4565227447,56,Back,,,,,,,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701277,17,5,1,1,23,axwnneoekq2f2yq6r1l704y96,0,71.2,101.6,2023-10-06T18:31:25.033Z,2023-10-06T18:31:47Z,4565225243,347,,4565227521,233,9,4565225241,56,Left,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701747,10,1,1,1,45,5rurqie3qt1qav9ir5mkqinn,0,34.3,0,2023-10-06T18:31:47.123Z,2023-10-06T23:45:04Z,4565227811,1,,4565227803,212,22.3,4565227807,213,0.18,4565227799,141,4.1,4565227795,56,Right,4565227797,140,55.2,4565227793,107,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701729,18,44,1,1,46,axwnneoekq2f2yq6r1l704y96,1,42.6,96.4,2023-10-06T18:31:48.136Z,2023-10-06T23:45:06Z,4565227747,285,,4565227745,56,Back,4565228245,233,11,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701775,11,44,1,1,46,5rurqie3qt1qav9ir5mkqinn,0,57.4,3.6,2023-10-06T18:31:48.137Z,2023-10-06T23:45:07Z,4565228259,233,18,4565227949,56,Right,4565227951,286,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701755,19,1,1,1,47,axwnneoekq2f2yq6r1l704y96,1,40.4,96.9,2023-10-06T18:31:48.456Z,2023-10-06T23:45:09Z,4565227841,141,98.1,4565227839,140,45.5,4565227837,56,Back,4565227843,212,5.4,4565227835,3,,4565227845,213,0.15,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701877,21,61,1,1,48,axwnneoekq2f2yq6r1l704y96,1,44.3,97.2,2023-10-06T18:31:49.389Z,2023-10-06T23:45:11Z,4565228491,56,Back,,,,,,,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600852963,871,61,1,1,48,axwnneoekq2f2yq6r1l704y96,1,43.6,90.5,2023-10-06T18:31:49.758Z,2023-10-06T23:45:22Z,4566044075,56,Back,,,,,,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600852973,872,61,1,1,49,axwnneoekq2f2yq6r1l704y96,1,43.6,90.5,2023-10-06T18:31:50.758Z,2023-10-06T23:45:24Z,4566044111,56,Back,,,,,,,,,,,,,,,,,,,,,,d29d4xtq3ib0nim6keirgdx3p,L. Galton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600852663,870,43,1,1,50,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-10-06T18:31:51.389Z,2023-10-06T23:44:23Z,4566042485,56,Back,4566043357,144,61,,,,,,,,,,,,,,,,,,,dzhvgrdkl4nuj8z4fd9to0ag9,Geyse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701809,12,5,1,1,50,5rurqie3qt1qav9ir5mkqinn,1,56.4,-2,2023-10-06T18:31:51.728Z,2023-10-06T20:28:13Z,4565229103,233,20,4565228165,347,,4565228163,56,Right,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600701869,20,5,1,1,50,axwnneoekq2f2yq6r1l704y96,0,43.6,102,2023-10-06T18:31:51.728Z,2023-10-06T18:32:05Z,4565228453,347,,4565229109,233,12,4565228451,56,Back,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702035,13,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,56.5,0,2023-10-06T18:32:06.259Z,2023-10-06T18:32:08Z,4565229323,140,62.2,4565229327,212,8.6,4565229325,141,7.1,4565229321,56,Right,4565229329,213,0.80,4565229319,107,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702123,14,1,1,2,7,5rurqie3qt1qav9ir5mkqinn,1,60.8,5.6,2023-10-06T18:32:08.659Z,2023-10-06T23:46:39Z,4565229729,141,2.5,4565229731,212,10.0,4565229727,140,70.1,4565229725,56,Right,4565229733,213,6.07,4566047771,155,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702137,15,1,1,2,11,5rurqie3qt1qav9ir5mkqinn,0,69,2,2023-10-06T18:32:13.203Z,2023-10-06T18:32:14Z,4565229837,233,22,4565229843,286,,4565229791,56,Right,4565229835,236,,4565229795,141,4.4,4565229793,140,70.6,4565229797,212,2.3,4565229799,213,0.77,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702115,22,74,1,2,11,axwnneoekq2f2yq6r1l704y96,1,32.8,97.5,2023-10-06T18:32:13.204Z,2023-10-06T18:36:45Z,4565229859,233,15,4565229691,56,Back,4565229693,285,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702255,16,5,1,2,13,5rurqie3qt1qav9ir5mkqinn,1,76.5,-0.6,2023-10-06T18:32:14.392Z,2023-10-06T20:28:13Z,4565230431,233,23,4565256565,347,,4565230423,56,Right,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702131,23,5,1,2,13,axwnneoekq2f2yq6r1l704y96,0,23.5,100.6,2023-10-06T18:32:14.392Z,2023-10-06T18:36:43Z,4565229773,56,Back,4565230471,233,16,4565256559,347,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702331,17,1,1,2,20,5rurqie3qt1qav9ir5mkqinn,0,69,0,2023-10-06T18:32:22.099Z,2023-10-06T18:32:27Z,4565230855,141,9.5,4565230853,140,95.2,4565230857,212,28.5,4565230849,107,,4565230859,213,0.26,4565230861,1,,4565230851,56,Right,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703431,23,50,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,93.1,7.2,2023-10-06T18:32:25.896Z,2023-10-06T18:33:50Z,4565237113,56,Right,4565237115,286,,4565239045,233,24,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702307,24,7,1,2,24,axwnneoekq2f2yq6r1l704y96,1,6.9,92.8,2023-10-06T18:32:25.897Z,2023-10-06T23:48:06Z,4565231843,285,,4565239023,233,23,4566050067,385,,4565230705,56,Back,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702383,18,6,1,2,26,5rurqie3qt1qav9ir5mkqinn,1,98,8.1,2023-10-06T18:32:27.424Z,2023-10-06T18:36:45Z,4565231313,75,,4565231311,56,Right,4565231375,233,25,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702333,25,6,1,2,26,axwnneoekq2f2yq6r1l704y96,0,2,91.9,2023-10-06T18:32:27.424Z,2023-10-06T23:48:37Z,4565230931,73,,4565231395,233,18,4565230877,56,Back,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702841,19,1,1,2,52,5rurqie3qt1qav9ir5mkqinn,1,99.8,0.4,2023-10-06T18:32:53.283Z,2023-10-06T18:32:55Z,4565233837,140,93.8,4565233833,6,,4565233843,213,2.76,4565233835,56,Right,4565233841,212,6.8,4565233839,141,4.1,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702859,20,1,1,2,54,5rurqie3qt1qav9ir5mkqinn,0,95.1,4.9,2023-10-06T18:32:55.795Z,2023-10-07T01:29:06Z,4565233975,212,6.6,4565233973,141,13.2,4565233977,213,2.12,4565233965,56,Right,4565233971,140,91.8,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600702945,26,12,1,2,56,axwnneoekq2f2yq6r1l704y96,1,13,83,2023-10-06T18:32:57.673Z,2023-10-06T18:33:01Z,4565234471,56,Back,4565234479,212,30.2,4565234475,141,82.7,4565234473,140,41.8,4565234481,213,6.28,,,,,,,,,,2a45d0hq84uxfi5t9c65dw7vt,E. Toone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703047,21,1,1,3,1,5rurqie3qt1qav9ir5mkqinn,1,68.6,13.8,2023-10-06T18:33:02.371Z,2023-10-07T01:27:54Z,4565291559,154,,4565235011,140,90.3,4565291557,210,13,4565235009,56,Center,4565235013,141,45.8,4565235015,212,31.5,4565235007,155,,4565235019,213,0.76,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
2600712295,78,13,1,3,3,5rurqie3qt1qav9ir5mkqinn,1,89.7,45.4,2023-10-06T18:33:05.221Z,2023-10-06T23:50:49Z,4566055797,328,,4565291617,231,48.7,4565286057,153,,4565291613,147,49.1,4565291595,73,,4565291603,55,21,4565291607,102,61.3,4566055795,15,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,4565291593,25,,4565291615,230,98.6,,4565291597,29,4565291609,103,18.1,4565286049,17,4565291601,154,4565285509,56,Center,4565291611,146,91.1,,,,,,,,,
2600703053,22,61,1,3,4,5rurqie3qt1qav9ir5mkqinn,1,89.8,43.9,2023-10-06T18:33:05.563Z,2023-10-06T18:42:23Z,4565235063,56,Center,,,,,,,,,,,,,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703039,27,43,1,3,4,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-10-06T18:33:06.073Z,2023-10-06T18:41:06Z,4565234935,178,0,4565234937,182,0,4565235349,177,0,4565284631,144,10,4565234939,56,Back,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703055,28,52,1,3,6,axwnneoekq2f2yq6r1l704y96,1,1.2,49.4,2023-10-06T18:33:07.333Z,2023-10-06T23:52:08Z,4566057671,377,,,,,,,,,,,,,,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703267,29,1,1,3,18,axwnneoekq2f2yq6r1l704y96,1,9.7,40.6,2023-10-06T18:33:19.505Z,2023-10-06T18:34:19Z,4565236271,141,13.4,4565236267,140,30.5,4565236263,123,,4565236265,56,Back,4565241551,189,,4565236297,287,,4565236277,213,5.58,4565236273,212,28.6,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703329,30,1,1,3,20,axwnneoekq2f2yq6r1l704y96,1,29.8,14.4,2023-10-06T18:33:21.769Z,2023-10-06T18:33:23Z,4565236635,212,14.5,4565236629,56,Back,4565236637,213,2.27,4565236633,141,30.7,4565236631,140,20.9,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703403,31,1,1,3,21,axwnneoekq2f2yq6r1l704y96,1,20.9,33.9,2023-10-06T18:33:23.265Z,2023-10-06T18:33:27Z,4565236977,212,42.4,4565236973,140,33.2,4565236975,141,93.3,4565236979,213,1.26,4565236981,1,,4565236971,56,Back,4565236969,155,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600703433,32,1,1,3,25,axwnneoekq2f2yq6r1l704y96,1,33.7,93.2,2023-10-06T18:33:27.201Z,2023-10-06T18:33:29Z,4565237121,141,78.7,4565237119,140,25.1,4565237117,56,Back,4565237125,213,3.97,4565237123,212,13.4,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
