id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,assist,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,keyPass
2627285519,9,1,1,0,19,spi3g782q7m4evjxn1sv6cfa,0,60.9,93.6,2023-12-10T12:30:43.086Z,2023-12-10T12:31:03Z,4707067791,141,91.4,4707067789,140,69.8,4707067795,213,6.12,4707067787,56,Left,4707067793,212,9.5,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285539,6,1,1,0,21,5rurqie3qt1qav9ir5mkqinn,0,27.1,10.5,2023-12-10T12:30:44.760Z,2023-12-10T12:30:59Z,4707067917,212,17.8,4707067909,157,,4707067913,140,44.0,4707067915,141,11.5,4707067911,56,Back,4707067919,213,0.04,4707067921,1,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285551,10,1,1,0,21,spi3g782q7m4evjxn1sv6cfa,0,64.6,92.7,2023-12-10T12:30:45.053Z,2023-12-10T12:30:45Z,4707067963,213,0.17,4707067955,140,73.5,4707067947,3,,4707067951,56,Left,4707067959,141,95.1,4707067961,212,9.5,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285575,7,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,0,30.3,7.7,2023-12-10T12:30:46.456Z,2023-12-10T12:30:47Z,4707068097,212,13.9,4707068093,140,42.8,4707068095,141,14.3,4707068089,3,,4707068099,213,0.33,4707068091,56,Back,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285589,11,1,1,0,24,spi3g782q7m4evjxn1sv6cfa,0,68.4,91.8,2023-12-10T12:30:48.077Z,2023-12-10T12:30:48Z,4707068159,3,,4707068161,56,Left,4707068169,213,5.77,4707068165,141,85.9,4707068163,140,75.2,4707068167,212,8.2,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285603,8,49,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,31.2,17.4,2023-12-10T12:30:49.456Z,2023-12-10T12:31:04Z,,,,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285653,9,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,32.2,20.7,2023-12-10T12:30:49.584Z,2023-12-10T12:30:53Z,4707068465,141,36.6,4707068463,140,42.5,4707068467,212,15.3,4707068461,56,Back,4707068469,213,0.79,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285659,10,4,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,39.9,36.4,2023-12-10T12:30:53.096Z,2023-12-10T12:30:56Z,4707068715,265,,4707068717,286,,4707068713,152,,4707068709,295,,4707068707,13,,4707068711,56,Back,4707068745,233,12,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285655,12,4,1,0,29,spi3g782q7m4evjxn1sv6cfa,0,60.1,63.6,2023-12-10T12:30:53.097Z,2023-12-10T12:52:49Z,4707068639,152,,4707068633,13,,4707068637,56,Center,4707068643,285,,4707068761,233,10,4707068641,265,,4707155039,295,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285867,11,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,43.4,32.9,2023-12-10T12:31:04.563Z,2023-12-10T18:01:54Z,4707069621,189,,4707069591,56,Back,4707069595,141,64.2,4707069597,212,22.0,4707069593,140,38.0,4707069587,5,,4707069589,152,,4707069599,213,1.83,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285899,12,1,1,0,43,5rurqie3qt1qav9ir5mkqinn,1,39.5,60.7,2023-12-10T12:31:06.784Z,2023-12-10T18:02:17Z,4707069753,212,16.6,4707069755,213,5.81,4707069747,56,Center,4707069749,140,53.6,4707069751,141,49.5,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285909,13,1,1,0,45,5rurqie3qt1qav9ir5mkqinn,1,55,46.4,2023-12-10T12:31:08.848Z,2023-12-10T18:02:21Z,4707069797,56,Back,4707069799,140,41.2,4707069803,212,19.8,4707069805,213,2.39,4707069801,141,66.2,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285951,14,1,1,0,49,5rurqie3qt1qav9ir5mkqinn,1,45,81.8,2023-12-10T12:31:12.992Z,2023-12-10T12:31:15Z,4707070037,213,0.80,4707070033,141,97.8,4707070029,56,Left,4707070035,212,15.1,4707070031,140,55.0,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286039,15,1,1,0,52,5rurqie3qt1qav9ir5mkqinn,0,55,97.5,2023-12-10T12:31:15.176Z,2023-12-10T13:04:09Z,4707070465,140,67.5,4707070467,141,94.4,4707070471,213,6.12,4707070469,212,13.3,4707070461,56,Left,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627593615,895,8,1,0,52,spi3g782q7m4evjxn1sv6cfa,1,35.5,6.1,2023-12-10T12:31:15.598Z,2023-12-10T18:03:43Z,4708728411,56,Back,4708728881,385,,,,,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627285989,13,61,1,0,53,spi3g782q7m4evjxn1sv6cfa,1,46.1,6.4,2023-12-10T12:31:16.794Z,2023-12-10T18:04:00Z,4707070235,56,Back,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286115,17,1,1,0,56,5rurqie3qt1qav9ir5mkqinn,1,57.5,96.2,2023-12-10T12:31:19.240Z,2023-12-10T18:04:06Z,4707070775,213,3.28,4707070773,212,23.9,4707070769,140,34.9,4707070771,141,91.5,4707070767,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286049,16,43,1,0,56,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-12-10T12:31:20.030Z,2023-12-10T13:04:07Z,4707191437,144,61,4707070499,56,Left,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286157,18,1,1,1,1,5rurqie3qt1qav9ir5mkqinn,1,46.7,94.2,2023-12-10T12:31:24.432Z,2023-12-10T12:31:28Z,4707070979,212,17.7,4707070977,141,80.2,4707070973,56,Left,4707070975,140,60.9,4707070981,213,5.71,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286233,19,2,1,1,4,5rurqie3qt1qav9ir5mkqinn,1,56.3,87.9,2023-12-10T12:31:27.968Z,2023-12-10T12:32:47Z,4707071391,140,70.1,4707071439,56,Left,4707071393,141,97.7,4707071437,7,ddagc0khq0zh1ywynyci8nzrp,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286219,14,55,1,1,4,spi3g782q7m4evjxn1sv6cfa,1,25.5,9,2023-12-10T12:31:27.969Z,2023-12-10T13:25:32Z,,,,,,,,,,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286565,15,1,1,1,39,spi3g782q7m4evjxn1sv6cfa,0,21.6,7.6,2023-12-10T12:32:03.109Z,2023-12-10T12:32:18Z,4707073295,213,0.01,4707073297,1,,4707073283,140,61.9,4707073279,56,Right,4707073287,141,8.2,4707073273,157,,4707073277,241,,4707073271,5,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,4707073291,212,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286585,20,1,1,1,41,5rurqie3qt1qav9ir5mkqinn,0,32,85.3,2023-12-10T12:32:05.057Z,2023-12-10T18:05:24Z,4707073395,212,27.9,4707073393,141,77.5,4707073387,3,,4707073397,213,6.09,4707073389,56,Center,4707073391,140,58.1,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286589,16,8,1,1,44,spi3g782q7m4evjxn1sv6cfa,1,56.3,17.4,2023-12-10T12:32:07.997Z,2023-12-10T18:06:02Z,4707073423,56,Right,4708739079,383,,,,,,,,,,,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287041,23,1,1,1,46,5rurqie3qt1qav9ir5mkqinn,0,42.3,80.8,2023-12-10T12:32:10.033Z,2023-12-10T13:32:02Z,4707318439,140,43.7,4707318441,141,93.4,4707075851,56,Back,4707318443,212,8.7,4707318445,213,1.40,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286649,17,1,1,1,47,spi3g782q7m4evjxn1sv6cfa,0,57.2,6.7,2023-12-10T12:32:10.916Z,2023-12-10T12:32:12Z,4707073727,157,,4707073751,1,,4707073729,56,Right,4707073737,141,4.3,4707073747,213,6.16,4707073743,212,13.3,4707073735,140,69.8,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286677,21,1,1,1,51,5rurqie3qt1qav9ir5mkqinn,0,20.1,97.1,2023-12-10T12:32:14.641Z,2023-12-10T12:32:15Z,4707073877,56,Back,4707073875,157,,4707073887,1,,4707073883,212,23.8,4707073879,140,42.6,4707073885,213,0.12,4707073881,141,100.0,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286717,18,5,1,1,51,spi3g782q7m4evjxn1sv6cfa,1,57.2,-1.1,2023-12-10T12:32:15.117Z,2023-12-10T13:03:46Z,4707074159,233,22,4707074113,347,,4707074111,56,Right,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286683,22,5,1,1,51,5rurqie3qt1qav9ir5mkqinn,0,42.8,101.1,2023-12-10T12:32:15.117Z,2023-12-10T12:32:18Z,4707074177,233,18,4707073919,56,Back,4707073921,347,,,,,,,,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627286993,19,1,1,2,13,spi3g782q7m4evjxn1sv6cfa,1,67.2,0,2023-12-10T12:32:36.295Z,2023-12-10T12:32:38Z,4707075591,107,,4707075599,212,13.2,4707075603,213,0.57,4707075593,56,Right,4707075597,141,8.5,4707075595,140,77.8,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287055,20,1,1,2,15,spi3g782q7m4evjxn1sv6cfa,1,77.5,7.4,2023-12-10T12:32:38.829Z,2023-12-10T12:53:08Z,4707075929,141,7.0,4707075933,213,3.16,4707075931,212,18.1,4707075927,140,60.3,4707075925,56,Right,,,,,,,,,,agdmqurwrf5k6izewj4voxcdl,S. Nüsken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287079,21,1,1,2,18,spi3g782q7m4evjxn1sv6cfa,1,63.3,4.9,2023-12-10T12:32:42.116Z,2023-12-10T12:32:43Z,4707076025,141,16.8,4707076023,140,48.9,4707076027,212,17.1,4707076029,213,2.65,4707076021,56,Back,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287117,22,1,1,2,20,spi3g782q7m4evjxn1sv6cfa,1,50.1,17.9,2023-12-10T12:32:43.453Z,2023-12-10T12:32:45Z,4707076221,213,1.87,4707076219,212,10.8,4707076213,56,Back,4707076217,141,33.1,4707076215,140,47.1,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287147,23,1,1,2,22,spi3g782q7m4evjxn1sv6cfa,1,47.8,46.6,2023-12-10T12:32:45.588Z,2023-12-10T12:32:47Z,4707076415,212,19.7,4707076417,213,1.22,4707076413,141,73.8,4707076409,56,Center,4707076411,140,54.2,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287195,24,1,1,2,24,spi3g782q7m4evjxn1sv6cfa,1,55.3,75,2023-12-10T12:32:47.261Z,2023-12-10T12:32:50Z,4707076637,140,61.4,4707076643,213,0.99,4707076635,56,Left,4707076639,141,89.4,4707076641,212,11.7,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287223,25,1,1,2,26,spi3g782q7m4evjxn1sv6cfa,1,59,91.1,2023-12-10T12:32:50.125Z,2023-12-10T12:32:52Z,4707076815,213,3.50,4707076813,212,4.8,4707076809,140,54.7,4707076807,56,Left,4707076811,141,88.6,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287269,26,1,1,2,29,spi3g782q7m4evjxn1sv6cfa,1,46.5,77.9,2023-12-10T12:32:52.557Z,2023-12-10T12:32:55Z,4707077049,56,Back,4707077051,140,45.3,4707077055,212,29.1,4707077057,213,4.67,4707077053,141,35.1,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287297,27,1,1,2,32,spi3g782q7m4evjxn1sv6cfa,0,45.6,32.2,2023-12-10T12:32:55.349Z,2023-12-10T12:32:57Z,4707077185,157,,4707077195,213,6.11,4707077187,56,Center,4707077197,1,,4707077193,212,31.5,4707077189,140,75.1,4707077191,141,24.0,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287279,24,49,1,2,33,5rurqie3qt1qav9ir5mkqinn,1,25.6,82.3,2023-12-10T12:32:56.697Z,2023-12-10T12:32:56Z,,,,,,,,,,,,,,,,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287365,25,1,1,2,36,5rurqie3qt1qav9ir5mkqinn,1,15.4,77.6,2023-12-10T12:32:59.793Z,2023-12-10T12:33:02Z,4707077591,56,Back,4707077599,213,3.62,4707077595,141,67.8,4707077597,212,14.4,4707077593,140,3.2,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287399,26,1,1,2,38,5rurqie3qt1qav9ir5mkqinn,0,3.5,67.8,2023-12-10T12:33:02.017Z,2023-12-10T12:33:04Z,4707077801,213,0.44,4707077805,1,,4707077789,140,42.2,4707077785,56,Back,4707077793,141,95.7,4707077797,212,44.8,4707077783,157,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287411,28,44,1,2,40,spi3g782q7m4evjxn1sv6cfa,1,61,4.2,2023-12-10T12:33:03.984Z,2023-12-10T12:33:05Z,4707077847,56,Right,4707077849,286,,4707077885,233,27,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287403,27,44,1,2,40,5rurqie3qt1qav9ir5mkqinn,0,39,95.8,2023-12-10T12:33:03.985Z,2023-12-10T12:33:05Z,4707077817,285,,4707077815,56,Back,4707077889,233,28,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287433,29,1,1,2,41,spi3g782q7m4evjxn1sv6cfa,1,62.5,5.8,2023-12-10T12:33:04.717Z,2023-12-10T12:33:06Z,4707077961,3,,4707077965,140,73.2,4707077967,141,4.9,4707077963,56,Right,4707077971,213,6.23,4707077969,212,11.3,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287439,30,49,1,2,43,spi3g782q7m4evjxn1sv6cfa,1,73.2,4.9,2023-12-10T12:33:06.461Z,2023-12-10T12:33:06Z,,,,,,,,,,,,,,,,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627287457,31,1,1,2,43,spi3g782q7m4evjxn1sv6cfa,0,73.2,4.9,2023-12-10T12:33:06.700Z,2023-12-10T12:33:07Z,4707078085,213,1.99,4707078079,140,71.4,4707078083,212,4.6,4707078077,56,Right,4707078081,141,11.1,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
