id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2683041709,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-05-05T12:27:42.361Z,2024-05-05T13:18:08Z,5006122261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5006122251,59,"35, 18, 15, 25, 4, 5, 16, 7, 9, 8, 11, 3, 6, 12, 14, 17, 19, 30, 33, 40",5006122257,194,c6k1w8sothxmc08dbhqjzp1w5,5006122253,130,4,5006122247,30,"bkjq8yp0rffvauz0nz94flfu2, 8hq106ex872xezlr1j901kpux, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 470uu9issmbdfyhxjq75gdbs9, c6k1w8sothxmc08dbhqjzp1w5, bmw6mvkeropjorm2rxzw2fzai, 7gmh6g5c39asg7gnthx1jxp79, 8gxse7h6ucubo3weq7sp9dnf9, brflebs8m00rgali2owyoyove, 10d8jj5vwrmib55tth0isfvft, 1cyzpbgl74lage7toh7f1tgb9, 5vuw3lywsh90t394m8h6g5ihh, 3ddo1m631pf9ruzzpaujs9gph, bo5e35lsptja0pnlvk1y38dex, 81zmy2om11x4pcuapm3rm9rmc, 3f6hkia6zu8xuwasqdz3w759m, 60q198d41n3y887jeiezr850q, 6bcvcloym3tzxss5hgsw4h1at, 6r271sec7c84p1vqi2b1p5td5",5006122255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5006122259,197,1154,5006122249,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683044977,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-05-05T12:31:50.120Z,2024-05-05T13:16:20Z,5006140511,130,8,5006140517,197,723,5006140513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5006140509,59,"1, 2, 15, 32, 6, 27, 9, 21, 23, 12, 24, 7, 10, 14, 19, 25, 26, 29, 62, 59",5006140515,194,6zaowm8oua2nzpobekogff1lh,5006140519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5006140507,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5006140505,30,"dib5a7vebmtxqcksi1tuteklx, n70i0c7uk1qxianxoiotqmeh, 6679bfd6bjylogbe4ebese85x, 30z4o4w3iw0frztn9isqwx2ei, 6zaowm8oua2nzpobekogff1lh, 3kfxvwa38a7oq0d126jm4o9ka, 3sn815dsm0i0rnw9nigjyb0et, 6ywketcafnc6x3tncvohzesx5, 5qxvej7pcqqr989sba7k0jv85, 1o0o6thivoulnmsklkpbwpiad, 5duflqiee345rp4s7uqkhcq95, e3fa1ou90dirp8yjjterhrs9h, 5m2ilglr6tlmgs2d4qzk5wno5, e0gysmymetthyhdkn2q54l51x, ddagc0khq0zh1ywynyci8nzrp, ec1vrqeqni3lmibeazgq62eol, 8lfnj5bvo97dimx52no42nmqd, f0afav75l1iz383ozx84b7i3u, 70axdagp6dkm3fvv79ofsxfro, 4payujvwgv750r4y1eeprn1g4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101327,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-05-05T13:15:40.296Z,2024-05-05T13:15:42Z,5006441289,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101291,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2024-05-05T13:15:40.296Z,2024-05-06T09:41:02Z,5006441145,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101391,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,50.3,50,2024-05-05T13:15:40.297Z,2024-05-05T13:15:43Z,5006441681,212,19.8,5006441675,56,Back,5006441677,140,32.8,5006441683,213,2.76,5006441687,279,S,5006441679,141,60.9,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101491,4,1,1,0,2,36tr17foeaf9ejjmt2txuoy3y,0,32.6,60.9,2024-05-05T13:15:43.022Z,2024-05-05T13:15:45Z,5006442233,213,5.67,5006442235,1,,5006442229,141,10.1,5006442223,157,,5006442227,140,79.2,5006442231,212,59.9,5006442225,56,Right,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101531,3,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,0,25.5,88.6,2024-05-05T13:15:45.927Z,2024-05-05T13:15:46Z,5006442453,213,6.19,5006442445,56,Back,5006442447,140,37.5,5006442451,212,12.7,5006442449,141,86.9,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101745,5,1,1,0,8,36tr17foeaf9ejjmt2txuoy3y,1,64.7,16.1,2024-05-05T13:15:48.837Z,2024-05-05T13:15:52Z,5006443639,140,79.9,5006443645,212,17.0,5006443635,56,Right,5006443643,141,7.6,5006443647,213,5.94,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101873,6,1,1,0,11,36tr17foeaf9ejjmt2txuoy3y,1,75.6,6.4,2024-05-05T13:15:52.077Z,2024-05-05T13:15:54Z,5006444305,212,21.3,5006444307,213,3.14,5006444303,141,6.5,5006444299,56,Right,5006444301,140,55.3,,,,,,,,,,brflebs8m00rgali2owyoyove,M. Fowler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683101909,7,1,1,0,14,36tr17foeaf9ejjmt2txuoy3y,1,55.4,7.9,2024-05-05T13:15:54.446Z,2024-05-05T13:15:55Z,5006444481,212,32.3,5006444475,140,24.6,5006444473,56,Back,5006444489,1,,5006444477,141,8.0,5006444485,213,3.14,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
