id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2619107391,6,1,1,0,9,5rurqie3qt1qav9ir5mkqinn,0,26.7,88.1,2023-11-19T14:00:15.501Z,2023-11-19T14:00:16Z,4663441171,56,Center,4663441179,213,5.89,4663441169,155,,4663441177,212,38.8,4663441173,140,60.8,4663441181,1,,4663441175,141,66.0,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107393,6,49,1,0,10,dcdnoyf6kzhj46iyfm7xq43fy,1,41.3,34.7,2023-11-19T14:00:16.821Z,2023-11-19T14:00:16Z,,,,,,,,,,,,,,,,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107395,7,1,1,0,11,dcdnoyf6kzhj46iyfm7xq43fy,0,41.4,34.7,2023-11-19T14:00:17.166Z,2023-11-19T14:00:20Z,4663441185,140,55.6,4663441187,141,8.1,4663441183,56,Right,4663441189,212,23.4,4663441191,213,5.40,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107401,7,1,1,0,14,5rurqie3qt1qav9ir5mkqinn,0,40.6,91.2,2023-11-19T14:00:20.436Z,2023-11-19T14:01:42Z,4663441201,140,56.6,4663441197,155,,4663441203,141,100.0,4663441207,213,0.38,4663441205,212,18.1,4663441199,56,Left,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107433,8,5,1,0,15,dcdnoyf6kzhj46iyfm7xq43fy,1,43.2,-1.5,2023-11-19T14:00:21.655Z,2023-11-19T14:00:36Z,4663441341,56,Back,4663441345,233,8,4663441343,347,,,,,,,,,,,,,,,,,589yqifloa5j7qwp2gnemyml1,M. Þórisdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107403,8,5,1,0,15,5rurqie3qt1qav9ir5mkqinn,0,56.8,101.5,2023-11-19T14:00:21.655Z,2023-11-19T14:49:35Z,4663441209,56,Left,4663441211,347,,4663441349,233,8,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107445,9,1,1,0,29,dcdnoyf6kzhj46iyfm7xq43fy,1,43.1,0,2023-11-19T14:00:35.941Z,2023-11-19T14:00:37Z,4663441381,141,5.8,4663441385,213,0.36,4663441383,212,15.1,4663441379,140,56.6,4663441375,107,,4663441377,56,Right,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107449,10,1,1,0,31,dcdnoyf6kzhj46iyfm7xq43fy,1,56.6,5.8,2023-11-19T14:00:37.742Z,2023-11-20T07:20:36Z,4663441415,141,3.7,4663441413,140,42.9,4663441417,212,14.5,4664391789,156,,4663441411,56,Back,4663441419,213,3.24,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107461,11,1,1,0,32,dcdnoyf6kzhj46iyfm7xq43fy,1,42.9,3.7,2023-11-19T14:00:38.726Z,2023-11-19T14:00:44Z,4663441517,56,Back,4663441525,213,2.50,4663441523,212,9.7,4663441519,140,35.5,4663441521,141,12.3,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107469,12,1,1,0,38,dcdnoyf6kzhj46iyfm7xq43fy,1,39.7,5.2,2023-11-19T14:00:44.902Z,2023-11-20T07:20:46Z,4663441555,140,45.9,4663441553,56,Back,4663441557,141,3.2,4663441559,212,6.7,4663441561,213,6.08,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107471,13,61,1,0,39,dcdnoyf6kzhj46iyfm7xq43fy,0,45.9,3.2,2023-11-19T14:00:45.718Z,2023-11-19T14:01:49Z,4663441565,56,Back,,,,,,,,,,,,,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107485,10,49,1,0,40,5rurqie3qt1qav9ir5mkqinn,1,56.5,87.1,2023-11-19T14:00:45.997Z,2023-11-19T14:01:13Z,,,,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107483,9,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,0,53.3,93.5,2023-11-19T14:00:47.085Z,2023-11-19T14:01:08Z,4663441591,140,56.1,4663441589,56,Left,4663441595,212,7.7,4663441593,141,83.0,4663441597,213,5.10,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107553,16,61,1,0,41,dcdnoyf6kzhj46iyfm7xq43fy,1,43.8,5.8,2023-11-19T14:00:47.601Z,2023-11-19T14:01:12Z,4663441937,56,Back,,,,,,,,,,,,,,,,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107481,14,83,1,0,42,dcdnoyf6kzhj46iyfm7xq43fy,0,40.2,9.5,2023-11-19T14:00:48.366Z,2023-11-20T13:25:20Z,4663442699,399,5qxvej7pcqqr989sba7k0jv85,,,,,,,,,,,,,,,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107501,11,61,1,0,47,5rurqie3qt1qav9ir5mkqinn,0,79.6,85.4,2023-11-19T14:00:53.909Z,2023-11-19T14:00:54Z,4663441673,56,Left,,,,,,,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107509,15,4,1,0,48,dcdnoyf6kzhj46iyfm7xq43fy,1,11,23.2,2023-11-19T14:00:54.924Z,2023-11-19T14:00:57Z,4663441781,233,12,4663441747,294,,4663441753,285,,4663441745,13,,4663441749,56,Back,4663441751,152,,,,,,,,8iu9bdow1xgzswzl78cbioyxh,J. Zigiotti Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107505,12,4,1,0,48,5rurqie3qt1qav9ir5mkqinn,0,89,76.8,2023-11-19T14:00:54.925Z,2023-11-19T14:00:57Z,4663441759,56,Center,4663441761,152,,4663441785,233,15,4663441755,13,,4663441763,286,,4663441757,294,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107615,17,1,1,1,16,dcdnoyf6kzhj46iyfm7xq43fy,0,10.9,25.5,2023-11-19T14:01:22.150Z,2023-11-19T14:01:24Z,4663442201,140,56.4,4663442207,213,6.06,4663442203,141,9.2,4663442199,56,Right,4663442205,212,49.0,4663442209,1,,4663442195,157,,4663442193,5,,el8c138wsa0bnop68caop5uxh,S. Baggaley,4663442197,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107621,13,1,1,1,19,5rurqie3qt1qav9ir5mkqinn,0,44.3,84.8,2023-11-19T14:01:25.805Z,2023-11-19T14:01:26Z,4663442279,212,13.0,4663442271,3,,4663442281,213,3.69,4663442277,141,74.8,4663442273,56,Back,4663442275,140,33.8,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107629,18,1,1,1,20,dcdnoyf6kzhj46iyfm7xq43fy,0,57.4,22.7,2023-11-19T14:01:26.184Z,2023-11-19T14:01:27Z,4663442325,140,55.7,4663442323,56,Center,4663442327,141,36.9,4663442331,213,1.75,4663442329,212,9.8,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619285551,992,8,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,43,58.2,2023-11-19T14:01:27.631Z,2023-11-20T07:23:22Z,4664392623,56,Back,4664392925,383,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619285561,993,1,1,1,22,5rurqie3qt1qav9ir5mkqinn,0,42.4,59.4,2023-11-19T14:01:28.886Z,2023-11-20T12:57:06Z,4664392669,213,1.64,4664392667,212,3.1,4664392663,140,42.2,4664392665,141,64.0,4664392661,56,Back,4664546453,233,19,4664392769,236,,4664392771,286,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107643,19,74,1,1,22,dcdnoyf6kzhj46iyfm7xq43fy,1,64,28.7,2023-11-19T14:01:28.887Z,2023-11-20T12:57:06Z,4663442385,56,Center,4663442387,285,,4664546457,233,993,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107637,15,43,1,1,23,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-11-19T14:01:29.829Z,2023-11-20T07:22:20Z,4663442399,233,19,4664392523,144,50,4663442361,286,0,4663442359,56,Back,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619285611,994,61,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,43,62.2,2023-11-19T14:01:30.139Z,2023-11-20T07:23:16Z,4664392871,56,Back,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107647,20,43,1,1,25,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2023-11-19T14:01:31.272Z,2023-11-19T14:51:43Z,4663442403,56,Center,4663538379,144,61,,,,,,,,,,,,,,,,,,,brs6i21j86k1w7cpgzorrxxwp,E. Terland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107667,16,61,1,1,26,5rurqie3qt1qav9ir5mkqinn,1,30.9,66.1,2023-11-19T14:01:32.294Z,2023-11-19T14:08:58Z,4663442485,56,Back,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107631,14,49,1,1,27,5rurqie3qt1qav9ir5mkqinn,1,36.6,63.9,2023-11-19T14:01:33.925Z,2023-11-19T14:03:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107671,17,1,1,1,28,5rurqie3qt1qav9ir5mkqinn,1,31.3,71.5,2023-11-19T14:01:34.349Z,2023-11-19T14:01:36Z,4663442505,141,90.2,4663442503,140,29.1,4663442507,212,12.9,4663442501,56,Back,4663442509,213,1.75,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107675,18,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,26.9,92.3,2023-11-19T14:01:35.916Z,2023-11-19T14:01:37Z,4663442527,140,30.1,4663442531,212,10.4,4663442525,56,Back,4663442529,141,77.9,4663442533,213,5.04,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107683,19,1,1,1,31,5rurqie3qt1qav9ir5mkqinn,1,28.5,76,2023-11-19T14:01:37.700Z,2023-11-19T14:01:40Z,4663442561,212,14.6,4663442559,141,84.7,4663442555,56,Back,4663442557,140,15.8,4663442563,213,2.72,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107689,20,1,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,15.6,87.8,2023-11-19T14:01:40.084Z,2023-11-19T14:01:41Z,4663442599,212,11.4,4663442597,141,75.4,4663442593,56,Back,4663442595,140,22.9,4663442601,213,5.45,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107713,21,1,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,23,75.3,2023-11-19T14:01:41.797Z,2023-11-19T14:01:46Z,4663442677,212,25.9,4663442673,140,12.5,4663442675,141,40.9,4663442671,56,Back,4663442679,213,4.27,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107739,22,1,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,12.6,41.5,2023-11-19T14:01:46.196Z,2023-11-19T14:44:21Z,4663442819,56,Back,4663442821,140,15.2,4663442825,212,20.3,4663442827,213,1.44,4663442823,141,71.1,,,,,,,,,,dz2s92nqmnrw691jia8e6phw5,A. Ilestedt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107751,23,1,1,1,46,5rurqie3qt1qav9ir5mkqinn,1,30.3,78.1,2023-11-19T14:01:52.317Z,2023-11-19T14:01:53Z,4663442867,212,22.8,4663442863,140,51.8,4663442865,141,83.0,4663442869,213,0.15,4663442861,56,Left,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107753,24,1,1,1,47,5rurqie3qt1qav9ir5mkqinn,1,51.8,83,2023-11-19T14:01:53.564Z,2023-11-20T07:23:48Z,4663442885,141,97.7,4664393181,156,,4663442883,140,41.5,4663442887,212,14.7,4663442889,213,2.40,4663442881,56,Back,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107761,25,1,1,1,48,5rurqie3qt1qav9ir5mkqinn,1,41.5,97.7,2023-11-19T14:01:54.605Z,2023-11-19T14:01:58Z,4663442941,56,Back,4663442949,213,3.32,4663442945,141,94.7,4663442943,140,30.6,4663442947,212,11.6,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107775,26,1,1,1,52,5rurqie3qt1qav9ir5mkqinn,1,30.6,87.2,2023-11-19T14:01:58.373Z,2023-11-19T14:02:02Z,4663443049,212,29.1,4663443051,213,4.30,4663443047,141,48.1,4663443043,56,Back,4663443045,140,19.4,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107781,27,1,1,1,56,5rurqie3qt1qav9ir5mkqinn,1,22.2,45.4,2023-11-19T14:02:02.500Z,2023-11-19T14:02:04Z,4663443081,56,Back,4663443089,213,1.49,4663443085,141,74.5,4663443083,140,23.8,4663443087,212,19.9,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107813,28,1,1,2,5,5rurqie3qt1qav9ir5mkqinn,0,24.9,74.8,2023-11-19T14:02:11.285Z,2023-11-19T14:02:11Z,4663443269,140,43.5,4663443271,141,100.0,4663443267,56,Back,4663443265,155,,4663443275,213,0.75,4663443273,212,26.7,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107879,21,5,1,2,5,dcdnoyf6kzhj46iyfm7xq43fy,1,54.6,-1.7,2023-11-19T14:02:11.848Z,2023-11-19T14:49:35Z,4663443643,56,Right,4663443647,233,29,4663443645,347,,,,,,,,,,,,,,,,,dld1dfaxrkcje24pmw72odzpw,J. Carabalí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107817,29,5,1,2,5,5rurqie3qt1qav9ir5mkqinn,0,45.4,101.7,2023-11-19T14:02:11.848Z,2023-11-19T14:02:32Z,4663443655,233,21,4663443283,56,Back,4663443287,347,,,,,,,,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107887,22,1,1,2,26,dcdnoyf6kzhj46iyfm7xq43fy,0,52.6,0,2023-11-19T14:02:32.223Z,2023-11-19T14:02:34Z,4663443685,56,Right,4663443693,213,0.33,4663443683,107,,4663443687,140,64.9,4663443689,141,4.8,4663443691,212,13.7,,,,,,,7oxif0j9hg9lpvrmqj8ocdnmd,Li Mengwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107889,30,61,1,2,28,5rurqie3qt1qav9ir5mkqinn,1,35.1,94.1,2023-11-19T14:02:34.913Z,2023-11-19T14:02:35Z,4663443695,56,Back,,,,,,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107893,31,49,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,31.6,85.4,2023-11-19T14:02:36.093Z,2023-11-19T14:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619107899,32,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,31.6,85.4,2023-11-19T14:02:36.244Z,2023-11-20T07:25:05Z,4663443743,213,4.13,4663443737,140,22.9,4663443735,56,Back,4663443741,212,16.6,4663443739,141,65.1,,,,,,,,,,30z4o4w3iw0frztn9isqwx2ei,K. Cooney-Cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
