id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2679646849,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-04-28T10:37:42.309Z,2024-04-28T11:30:30Z,4987727471,194,5m2ilglr6tlmgs2d4qzk5wno5,4987727469,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4987727465,59,"1, 2, 15, 10, 6, 7, 9, 21, 25, 23, 19, 11, 12, 24, 26, 27, 29, 32, 40, 62",4987727467,130,8,4987727463,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4987727461,30,"dib5a7vebmtxqcksi1tuteklx, n70i0c7uk1qxianxoiotqmeh, 6679bfd6bjylogbe4ebese85x, 5m2ilglr6tlmgs2d4qzk5wno5, 6zaowm8oua2nzpobekogff1lh, e3fa1ou90dirp8yjjterhrs9h, 3sn815dsm0i0rnw9nigjyb0et, 6ywketcafnc6x3tncvohzesx5, ec1vrqeqni3lmibeazgq62eol, 5qxvej7pcqqr989sba7k0jv85, ddagc0khq0zh1ywynyci8nzrp, wupxscyf4x7rsjidpmp0wnv9, 1o0o6thivoulnmsklkpbwpiad, 5duflqiee345rp4s7uqkhcq95, 8lfnj5bvo97dimx52no42nmqd, 3kfxvwa38a7oq0d126jm4o9ka, f0afav75l1iz383ozx84b7i3u, 30z4o4w3iw0frztn9isqwx2ei, dzcslji43ovtyyvy37dewv2fo, 70axdagp6dkm3fvv79ofsxfro",4987727473,197,723,4987727475,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679654697,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-04-28T10:49:38.306Z,2024-04-28T13:31:49Z,4987762777,130,11,4987762773,59,"1, 17, 23, 27, 20, 8, 11, 28, 18, 7, 25, 13, 15, 30, 39, 40, 42",4987762785,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4987762779,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4987762783,197,726,4987762765,30,"ds8eeciyv1vk6nwh26qgy1lg5, avttb0ne86ra4pqruk0d8al05, 24i5v2hlbeen8brcaa79oqjft, bdiuv7a7j50drm3gsc9ne28dl, e6s5iphbrws04dxrvw0xqd7f9, 1o571356wx95l3qbpbe00o991, 2hbrb48fqcvv05srmzclbyp2i, bqbs20rirfi1eh7k7ss4pt0ix, 162sfvdvwcsap2r0v4clllqz9, ekmg1wlig0qdtzhafm3lwsz4l, 27iu58a0k5jqsxidnaxbothbd, 5tgsck5a96gotwyrjlv03xafo, ef95d0tfenm94l9003z1ylxey, egxn1df9397tv24tzmbmjc44, 60yw6ejn1dnlz7ki0q05xsjdg, dkcbvcqk9uzamv07oe49uznys, ea9dttgvt5s0lzmm355ttbsic",4987762781,194,e6s5iphbrws04dxrvw0xqd7f9,4987762769,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674335,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2024-04-28T11:30:59.145Z,2024-04-28T11:31:00Z,4987864171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674323,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-04-28T11:30:59.145Z,2024-04-28T11:30:59Z,4987864115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674371,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50,50,2024-04-28T11:30:59.146Z,2024-04-28T11:31:02Z,4987864343,141,56.7,4987864347,213,2.98,4987864345,212,27.7,4987864339,56,Back,4987864341,140,24.0,4987864349,279,S,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674427,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,24.5,56.7,2024-04-28T11:31:02.718Z,2024-04-28T11:31:06Z,4987864607,56,Back,4987864615,213,4.75,4987864609,140,25.0,4987864613,212,15.6,4987864611,141,33.7,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674469,5,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,1,25,34.6,2024-04-28T11:31:06.614Z,2024-04-28T11:31:12Z,4987864835,141,56.3,4987864833,140,23.8,4987864837,212,14.8,4987864839,213,1.66,4987864831,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674547,6,1,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,26.3,61.8,2024-04-28T11:31:12.255Z,2024-04-28T11:31:19Z,4987865179,213,4.02,4987865171,56,Back,4987865175,141,48.7,4987865177,212,11.5,4987865173,140,19.3,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674585,7,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,20.5,48.8,2024-04-28T11:31:18.966Z,2024-04-28T11:35:30Z,4987865381,1,,4987865369,157,,4987865371,56,Back,4987865375,141,5.5,4987865377,212,40.7,4987865373,140,47.2,4987865379,213,5.47,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679674597,8,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,48.6,5.9,2024-04-28T11:31:22.887Z,2024-04-28T11:31:24Z,4987865439,213,0.63,4987865437,212,9.5,4987865433,140,55.9,4987865435,141,14.1,4987865431,56,Right,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
