id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist
2270086241,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-02-28T13:15:39.564Z,2021-02-28T14:01:49Z,2779805057,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",2779805063,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",2779805061,130,4,2779805069,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2779805065,194,1dbhha29epjmo8g4xfm5taaj9,2779805067,197,10246,2779805059,59,"18, 16, 15, 13, 6, 5, 7, 14, 9, 8, 11, 1, 3, 4, 17, 19, 20, 21, 24",2779805055,30,"88k3tmpcg5ov13cd8b9rxyggl, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, d9zt8e8lnk9a22we6o6wqyndh, 28yvc8jmyyfavb0hetafjdadx, 23kah59nbx1m7ro3imaaevoph, 3sn815dsm0i0rnw9nigjyb0et, 1dbhha29epjmo8g4xfm5taaj9, wupxscyf4x7rsjidpmp0wnv9, dib5a7vebmtxqcksi1tuteklx, bd1752qgxbodnsgdus42fc99l, 9cjjs4piq3t12iltsfon52h91, 19npqca9guxs7p2yl5sbjmbx1, ddagc0khq0zh1ywynyci8nzrp, c4ptt043q3lm4npuwpyviprdh, 4167ohgdcac1u3iqaygye52ax, 57evg5do7x9gpg9dn17p1tu22",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270086311,4,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2021-02-28T13:15:43.430Z,2021-02-28T14:27:17Z,2779805405,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",2779805397,30,"1r2f06zhqa678zqwq034m0fkl, ceww6vauxaqddgogso515rcru, 97pl91ffz5ac8khzqnixgu6wa, 34x2hiqlsa86ld8m535m5yjmd, aobk77cx9hxx5dkc1urqjwg5x, elxejx7hth8mta5wgi4s4c7h1, c7oqvui56w2cxz4fsjge28b85, akrrd6cqvl0ii64zdt9u3gtlh, 8jn3y4svhb3hzf4ix5cpu8fyt, e6pdkq17etv9k527m94sqqu39, d9cewkta4tz35v0p71n5mcvkl, 8dmqojrghbr0t868inj6yvxed, ep9qu0ntpit5kaoiemycf8mvp, awxp42fgnnmxrodrsjl0egw5x, dzwhmhd3jlg8yz0ijm6mz2ei1, eb7we8p5gqqiplruf94dhr6x, 5iqkq5z36m51o6xxodts4nyi2, 79ecym8dg7y8fcz3ght0zaj56",2779805411,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2779805403,130,10,2779805409,197,8381,2779805401,59,"29, 3, 12, 15, 6, 5, 23, 21, 9, 20, 8, 1, 7, 11, 13, 14, 18, 22",2779805399,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",2779805407,194,akrrd6cqvl0ii64zdt9u3gtlh,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126097,3,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-02-28T14:02:04.230Z,2021-02-28T14:02:04Z,2780010449,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126089,5,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2021-02-28T14:02:04.230Z,2021-02-28T14:02:04Z,2780010427,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126133,4,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.1,50.5,2021-02-28T14:02:05.056Z,2021-02-28T14:02:06Z,2780010593,140,51.1,2780010599,213,5.0,2780010591,56,Center,2780010595,141,45.7,2780010597,212,3.4,2780010603,278,,2780010601,279,S,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126141,5,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,51.1,45.7,2021-02-28T14:02:06.408Z,2021-02-28T14:02:07Z,2780010653,212,12.7,2780010651,141,47.9,2780010649,140,39.1,2780010655,213,3.0,2780010647,56,Back,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126179,6,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,39.1,47.9,2021-02-28T14:02:07.416Z,2021-02-28T14:02:09Z,2780010839,141,78.5,2780010843,213,2.0,2780010833,56,Back,2780010841,212,22.9,2780010835,140,30.0,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126273,7,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,30,78.5,2021-02-28T14:02:09.440Z,2021-02-28T14:02:14Z,2780011297,213,6.1,2780011293,141,76.0,2780011289,56,Back,2780011291,140,39.4,2780011295,212,10.0,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126351,8,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,0,47.2,82.3,2021-02-28T14:02:14.304Z,2021-02-28T14:12:15Z,2780011655,212,10.1,2780011649,56,Left,2780011651,140,53.5,2780011657,213,0.9,2780011653,141,93.6,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,
2270126301,6,79,1,0,11,8l30dsub3sutr6j3ruvk650xc,0,0,0,2021-02-28T14:02:15.299Z,2021-02-28T14:02:15Z,2780011397,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
