id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2241400475,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-12-06T13:03:40.258Z,2020-12-06T13:49:09Z,2631064801,59,"18, 20, 15, 21, 6, 5, 10, 14, 11, 9, 19, 1, 3, 7, 8, 12, 17, 30",2631064807,197,723,2631064797,30,"88k3tmpcg5ov13cd8b9rxyggl, c4ptt043q3lm4npuwpyviprdh, 6679bfd6bjylogbe4ebese85x, 4167ohgdcac1u3iqaygye52ax, 6zaowm8oua2nzpobekogff1lh, d9zt8e8lnk9a22we6o6wqyndh, 5m2ilglr6tlmgs2d4qzk5wno5, 23kah59nbx1m7ro3imaaevoph, wupxscyf4x7rsjidpmp0wnv9, 3sn815dsm0i0rnw9nigjyb0et, ddagc0khq0zh1ywynyci8nzrp, dib5a7vebmtxqcksi1tuteklx, bd1752qgxbodnsgdus42fc99l, 28yvc8jmyyfavb0hetafjdadx, 1dbhha29epjmo8g4xfm5taaj9, e3fa1ou90dirp8yjjterhrs9h, 19npqca9guxs7p2yl5sbjmbx1, 60q198d41n3y887jeiezr850q",2631064809,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2631064805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",2631265049,194,5m2ilglr6tlmgs2d4qzk5wno5,2631064799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",2631064803,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241408873,1,34,16,0,0,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2020-12-06T13:14:32.387Z,2020-12-06T13:14:31Z,2631108251,130,7,2631108245,30,"6bejfvxorcqyawi2fmk2kbco9, 7im4tbityqzp0jc19ds4s2f2t, amls5kykb1h1c9b1mpiue3i6t, 9i7w9e580arjgwi09oard5byt, 9bluldps4u93urd4x9p0xk4id, dw2a5y50m5vbzpy53w2e7n179, 7l34xmrhlyosdxfc7j3rru609, 3vbfpe1xg369v4jmvad7poel1, enjtkmi8hjldw767n70b6mxg5, 4sebfyyaauyg36blhkgkdex, d87s67fgowict7935vnwaovs9, 3rcfzycj03dewsl9vul79dyhh, 3tq6pmoghg0tz0potz2h8v1ed, 9j0citqjkkntkivtosr84c15h, 6ksf4xtzfcm8wr6j4twsr6gwk",2631108253,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0",2631108257,197,729,2631108247,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5",2631108255,194,9i7w9e580arjgwi09oard5byt,2631108249,59,"1, 3, 25, 10, 16, 4, 22, 8, 18, 23, 20, 7, 14, 19, 30",2631108259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453221,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-12-06T14:01:39.763Z,2020-12-06T14:01:40Z,2631329929,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453209,2,32,1,0,0,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2020-12-06T14:01:39.763Z,2020-12-06T14:01:39Z,2631329863,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453293,3,1,1,0,1,4s6f6ktui5q36clvqisqr6lvo,1,50,50,2020-12-06T14:01:40.765Z,2020-12-06T14:01:43Z,2631330299,279,S,2631330295,213,3.2,2631330291,140,38.2,2631330289,56,Back,2631330297,212,12.4,2631330293,141,48.5,,,,,,,7l34xmrhlyosdxfc7j3rru609,C. Scofield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453325,4,1,1,0,3,4s6f6ktui5q36clvqisqr6lvo,0,38.3,47.9,2020-12-06T14:01:43.457Z,2020-12-06T14:01:45Z,2631330445,155,,2631330451,141,61.8,2631330453,213,0.4,2631330447,56,Center,2631330449,140,61.9,2631330455,212,26.5,,,,,,,3vbfpe1xg369v4jmvad7poel1,M. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453453,3,1,1,0,6,5rurqie3qt1qav9ir5mkqinn,0,38.1,37.9,2020-12-06T14:01:46.406Z,2020-12-06T14:01:50Z,2631331119,212,11.8,2631331115,141,22.2,2631331113,140,42.8,2631331111,56,Back,2631331117,213,5.1,2631331109,3,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453769,4,4,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,44.4,29,2020-12-06T14:01:48.965Z,2020-12-06T14:05:31Z,2631358619,233,5,2631332561,265,,2631332563,286,,2631332559,152,,2631332555,13,,2631332557,56,Back,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453441,5,4,1,0,9,4s6f6ktui5q36clvqisqr6lvo,0,55.6,71,2020-12-06T14:01:48.966Z,2020-12-06T14:05:31Z,2631331053,152,,2631331049,13,,2631331051,56,Center,2631358661,233,4,2631331055,265,,2631331057,285,,,,,,,,d87s67fgowict7935vnwaovs9,J. Napier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241453837,5,1,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,44,31.9,2020-12-06T14:02:04.691Z,2020-12-06T14:02:07Z,2631332863,140,30.5,2631332859,152,,2631332869,212,17.6,2631332857,5,,2631332861,56,Back,2631332867,213,2.5,2631332865,141,47.3,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
