id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2233345103,10,5,1,0,29,spi3g782q7m4evjxn1sv6cfa,0,32.3,101.1,2020-11-15T14:32:55.728Z,2020-11-15T14:34:00Z,2588834851,233,12,2588832317,347,,2588832315,56,Back,,,,,,,,,,,,,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345165,12,5,1,0,29,5rurqie3qt1qav9ir5mkqinn,1,67.7,-1.1,2020-11-15T14:32:55.728Z,2020-11-15T14:34:00Z,2588832721,56,Right,2588834835,233,10,2588832723,347,,,,,,,,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345181,13,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,1,57.4,0,2020-11-15T14:33:06.042Z,2020-11-15T15:21:27Z,2588832803,107,,2588913859,189,,2588832809,141,11.2,2588832807,140,43.9,2588832811,213,2.6,2588832813,212,16.6,2588832805,56,Back,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345189,14,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,41.2,14.8,2020-11-15T14:33:07.378Z,2020-11-15T15:21:29Z,2588832849,213,2.5,2588832847,141,39.7,2588913901,189,,2588832851,212,27.1,2588832843,56,Back,2588832845,140,21.0,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345215,15,1,1,0,42,5rurqie3qt1qav9ir5mkqinn,1,21.5,39.4,2020-11-15T14:33:08.298Z,2020-11-15T14:33:10Z,2588832971,140,13.5,2588832977,212,14.2,2588832973,141,56.3,2588832975,213,2.2,2588832969,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345235,16,1,1,0,44,5rurqie3qt1qav9ir5mkqinn,1,13.6,56.4,2020-11-15T14:33:10.305Z,2020-11-15T14:33:12Z,2588833133,141,93.0,2588833135,213,1.0,2588833137,212,29.5,2588833131,140,28.6,2588833129,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345293,17,1,1,0,46,5rurqie3qt1qav9ir5mkqinn,0,31.7,93.2,2020-11-15T14:33:12.546Z,2020-11-15T14:33:20Z,2588833501,213,0.0,2588833503,212,69.0,2588833493,56,Left,2588833491,155,,2588833499,1,,2588833497,141,94.2,2588833495,140,97.4,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345291,11,49,1,0,54,spi3g782q7m4evjxn1sv6cfa,1,4.8,4.7,2020-11-15T14:33:20.546Z,2020-11-15T14:33:21Z,,,,,,,,,,,,,,,,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345335,12,1,1,0,55,spi3g782q7m4evjxn1sv6cfa,1,4.8,4.7,2020-11-15T14:33:21.842Z,2020-11-15T15:22:34Z,2588833707,212,18.6,2588833705,213,0.2,2588833699,56,Back,2588833703,141,10.0,2588833701,140,22.2,,,,,,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345347,13,1,1,0,57,spi3g782q7m4evjxn1sv6cfa,1,21.2,15.6,2020-11-15T14:33:24.018Z,2020-11-15T14:33:25Z,2588833779,141,27.0,2588833777,140,3.1,2588833775,56,Back,2588833783,212,20.5,2588833781,213,2.8,,,,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345365,14,1,1,0,59,spi3g782q7m4evjxn1sv6cfa,0,2.9,27,2020-11-15T14:33:25.763Z,2020-11-15T14:33:28Z,2588833877,1,,2588833871,56,Back,2588833881,212,41.3,2588833875,141,32.5,2588833869,157,,2588833879,213,0.1,2588833873,140,42.1,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345371,18,1,1,1,3,5rurqie3qt1qav9ir5mkqinn,0,57.7,68.6,2020-11-15T14:33:29.482Z,2020-11-15T14:33:30Z,2588833917,212,8.5,2588833913,141,70.1,2588833909,56,Center,2588833911,140,65.7,2588833915,213,0.1,2588833907,3,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345395,15,1,1,1,5,spi3g782q7m4evjxn1sv6cfa,1,37.2,32.5,2020-11-15T14:33:31.379Z,2020-11-15T15:23:14Z,2588834031,56,Center,2588834039,212,15.9,2588834033,140,52.3,2588834037,213,0.0,2588834035,141,33.1,2588834029,3,,,,,,,,1tbavyz1q1hq1fqcoc3gijutx,M. Leupolz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345399,16,61,1,1,6,spi3g782q7m4evjxn1sv6cfa,0,35.6,31.8,2020-11-15T14:33:32.586Z,2020-11-15T15:32:48Z,2588834055,56,Back,,,,,,,,,,,,,,,,,,,,,,7im1atd7ziav111a9o6mh9gid,Ji So-Yun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345407,19,1,1,1,7,5rurqie3qt1qav9ir5mkqinn,0,41.3,68.3,2020-11-15T14:33:33.539Z,2020-11-15T15:32:49Z,2588834093,213,0.2,2588834091,141,74.0,2588834095,212,19.9,2588834089,140,59.9,2588834085,3,,2588834087,56,Center,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345419,20,50,1,1,9,5rurqie3qt1qav9ir5mkqinn,1,46,74,2020-11-15T14:33:35.602Z,2020-11-15T15:32:19Z,2588834169,56,Back,2588834171,286,,2588834327,233,17,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345443,17,7,1,1,9,spi3g782q7m4evjxn1sv6cfa,0,54,26,2020-11-15T14:33:35.603Z,2020-11-15T15:23:12Z,2588834313,233,20,2588834285,56,Center,2588834287,285,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233360435,420,61,1,1,10,spi3g782q7m4evjxn1sv6cfa,0,54.4,28.2,2020-11-15T14:33:36.209Z,2020-11-15T15:23:11Z,2588915965,56,Center,,,,,,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345439,21,49,1,1,13,5rurqie3qt1qav9ir5mkqinn,1,45.3,69,2020-11-15T14:33:39.834Z,2020-11-15T15:22:28Z,,,,,,,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345489,22,1,1,1,16,5rurqie3qt1qav9ir5mkqinn,1,45.3,69.9,2020-11-15T14:33:42.578Z,2020-11-15T14:33:47Z,2588834565,140,29.0,2588834563,56,Back,2588834571,212,20.2,2588834569,213,2.6,2588834567,141,85.7,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345529,18,27,1,1,28,spi3g782q7m4evjxn1sv6cfa,1,0,0,2020-11-15T14:33:54.571Z,2020-11-15T14:34:02Z,2588834923,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345551,23,27,1,1,28,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-11-15T14:33:54.571Z,2020-11-15T14:34:01Z,2588834899,53,5m2ilglr6tlmgs2d4qzk5wno5,2588834917,233,18,2588834897,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345785,19,28,1,2,8,spi3g782q7m4evjxn1sv6cfa,1,0,0,2020-11-15T14:34:34.602Z,2020-11-15T14:34:35Z,2588836229,233,24,2588836215,55,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345781,24,28,1,2,8,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-11-15T14:34:34.602Z,2020-11-15T14:34:35Z,2588836223,233,19,2588836197,55,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345825,20,68,1,2,14,spi3g782q7m4evjxn1sv6cfa,0,0,0,2020-11-15T14:34:40.882Z,2020-11-15T14:34:43Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345835,25,68,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,0,0,2020-11-15T14:34:41.385Z,2020-11-15T14:34:41Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345859,26,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,34.8,78.9,2020-11-15T14:34:43.154Z,2020-11-15T14:34:45Z,2588836599,212,29.1,2588836589,140,11.6,2588836591,141,55.4,2588836595,213,3.7,2588836587,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345871,27,1,1,2,19,5rurqie3qt1qav9ir5mkqinn,1,11.6,55.4,2020-11-15T14:34:45.873Z,2020-11-15T14:34:47Z,2588836679,212,14.2,2588836673,140,13.2,2588836675,141,34.6,2588836671,56,Back,2588836677,213,4.8,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345895,28,1,1,2,21,5rurqie3qt1qav9ir5mkqinn,1,13.2,34.6,2020-11-15T14:34:47.393Z,2020-11-15T14:34:50Z,2588836831,141,7.0,2588836827,56,Back,2588836833,213,5.2,2588836835,212,20.9,2588836829,140,21.9,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345911,29,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,0,21.8,7.7,2020-11-15T14:34:50.586Z,2020-11-15T14:34:52Z,2588836931,213,0.8,2588836925,56,Back,2588836923,155,,2588836933,212,25.6,2588836929,141,34.3,2588836927,140,39.1,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345931,21,1,1,2,26,spi3g782q7m4evjxn1sv6cfa,1,61.6,65.2,2020-11-15T14:34:52.419Z,2020-11-15T14:34:54Z,2588837047,212,16.1,2588837041,141,41.6,2588837037,56,Center,2588837039,140,62.7,2588837043,1,,2588837045,213,4.8,2588837035,157,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345937,22,49,1,2,28,spi3g782q7m4evjxn1sv6cfa,1,62.7,41.6,2020-11-15T14:34:54.705Z,2020-11-15T14:34:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345955,23,1,1,2,28,spi3g782q7m4evjxn1sv6cfa,1,62.7,41.6,2020-11-15T14:34:55.122Z,2020-11-15T14:34:57Z,2588837173,140,53.6,2588837175,141,24.1,2588837177,213,4.0,2588837171,56,Center,2588837179,212,15.3,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233345987,24,1,1,2,31,spi3g782q7m4evjxn1sv6cfa,1,53.6,24.1,2020-11-15T14:34:57.234Z,2020-11-15T14:34:59Z,2588837337,140,37.6,2588837341,213,2.7,2588837339,141,36.0,2588837343,212,18.6,2588837335,56,Back,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233346027,25,1,1,2,33,spi3g782q7m4evjxn1sv6cfa,1,38.4,39.4,2020-11-15T14:34:59.778Z,2020-11-15T14:35:05Z,2588837573,212,39.4,2588837567,141,89.9,2588837565,140,56.7,2588837563,56,Left,2588837569,1,,2588837571,213,1.1,,,,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233346067,26,1,1,2,39,spi3g782q7m4evjxn1sv6cfa,1,61.2,86.8,2020-11-15T14:35:05.314Z,2020-11-15T14:35:10Z,2588837793,212,21.3,2588837791,213,3.8,2588837787,140,45.3,2588837785,56,Back,2588837789,141,67.3,,,,,,,,,,tjj9bi5fxsbn2xtdprqsaswl,J. Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233346089,27,1,1,2,44,spi3g782q7m4evjxn1sv6cfa,1,48.2,56.9,2020-11-15T14:35:10.370Z,2020-11-15T14:35:13Z,2588837885,140,60.4,2588837887,141,4.3,2588837891,213,5.1,2588837893,212,38.0,2588837883,56,Right,2588837889,1,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233346127,28,1,1,2,47,spi3g782q7m4evjxn1sv6cfa,1,61.2,4.1,2020-11-15T14:35:13.282Z,2020-11-15T14:35:17Z,2588838131,140,76.7,2588838129,56,Right,2588838135,213,6.2,2588838137,212,16.3,2588838133,141,2.5,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233346137,29,1,1,2,51,spi3g782q7m4evjxn1sv6cfa,0,81.8,8.5,2020-11-15T14:35:17.506Z,2020-11-15T14:35:20Z,2588838257,233,30,2588838191,141,11.0,2588838187,56,Right,2588838195,212,2.2,2588838251,236,,2588838255,286,,2588838189,140,80.4,2588838193,213,2.3,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233346139,30,74,1,2,51,5rurqie3qt1qav9ir5mkqinn,1,24,82.5,2020-11-15T14:35:17.507Z,2020-11-15T14:35:19Z,2588838273,233,29,2588838199,285,,2588838197,56,Back,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,
