id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2282506783,4,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,41.3,25.3,2021-04-04T13:01:46.635Z,2021-04-04T13:01:49Z,2845053211,212,14.3,2845053207,141,39.2,2845053213,213,2.4,2845053201,56,Back,2845053203,140,31.1,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
2282506859,5,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,31.1,39.2,2021-04-04T13:01:49.083Z,2021-04-04T13:01:54Z,2845053591,141,40.3,2845053595,213,0.1,2845053593,212,10.6,2845053587,56,Back,2845053589,140,41.2,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282506921,6,1,1,0,25,5rurqie3qt1qav9ir5mkqinn,1,48.2,66.3,2021-04-04T13:01:54.211Z,2021-04-04T13:01:57Z,2845053911,213,3.1,2845053909,212,19.0,2845053903,140,30.1,2845053901,56,Back,2845053905,141,66.4,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2282506963,7,1,1,0,28,5rurqie3qt1qav9ir5mkqinn,1,30.1,63.4,2021-04-04T13:01:57.827Z,2021-04-04T13:02:00Z,2845054105,56,Back,2845054109,141,33.3,2845054113,213,4.8,2845054107,140,31.8,2845054111,212,20.5,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507033,8,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,31.8,33.3,2021-04-04T13:02:00.051Z,2021-04-04T13:02:05Z,2845054439,213,1.7,2845054437,212,20.5,2845054433,140,28.6,2845054435,141,63.0,2845054431,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507143,9,1,1,0,35,5rurqie3qt1qav9ir5mkqinn,1,28.7,66.3,2021-04-04T13:02:04.955Z,2021-04-04T13:02:10Z,2845054991,213,4.9,2845054985,140,32.9,2845054983,56,Back,2845054989,212,24.7,2845054987,141,30.6,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507185,10,1,1,0,40,5rurqie3qt1qav9ir5mkqinn,0,37.4,26.4,2021-04-04T13:02:10.075Z,2021-04-04T13:02:11Z,2845055175,213,5.7,2845055163,56,Right,2845055173,212,25.4,2845055167,140,57.7,2845055169,141,6.1,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507215,8,49,1,0,44,9m7z1upwp3svfn611ejq7d36v,1,50.7,94.4,2021-04-04T13:02:13.589Z,2021-04-04T13:02:13Z,,,,,,,,,,,,,,,,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507319,9,3,1,0,49,9m7z1upwp3svfn611ejq7d36v,0,75.8,72.2,2021-04-04T13:02:19.053Z,2021-04-04T13:02:23Z,2845056233,233,11,2845055787,56,Center,2845055789,286,,,,,,,,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507387,11,7,1,0,49,5rurqie3qt1qav9ir5mkqinn,1,24.2,27.8,2021-04-04T13:02:19.054Z,2021-04-04T13:02:22Z,2845056155,56,Back,2845056157,285,,2845056205,233,9,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507399,12,49,1,0,53,5rurqie3qt1qav9ir5mkqinn,1,28,30.9,2021-04-04T13:02:22.148Z,2021-04-04T13:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507417,13,1,1,0,53,5rurqie3qt1qav9ir5mkqinn,1,28,30.9,2021-04-04T13:02:22.372Z,2021-04-04T13:02:24Z,2845056291,141,11.9,2845056295,213,5.4,2845056293,212,16.8,2845056289,140,38.2,2845056287,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507445,14,1,1,0,54,5rurqie3qt1qav9ir5mkqinn,1,38.2,11.9,2021-04-04T13:02:23.979Z,2021-04-04T13:02:25Z,2845056409,213,2.2,2845056401,56,Back,2845056405,141,29.2,2845056407,212,14.8,2845056403,140,29.7,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507549,15,1,1,0,56,5rurqie3qt1qav9ir5mkqinn,1,29.7,31.8,2021-04-04T13:02:25.635Z,2021-04-04T13:02:32Z,2845056909,212,9.8,2845056907,141,45.4,2845056903,56,Back,2845056905,140,26.7,2845056911,213,1.9,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507599,16,1,1,1,2,5rurqie3qt1qav9ir5mkqinn,1,30.1,53.1,2021-04-04T13:02:31.834Z,2021-04-04T13:02:34Z,2845057125,141,88.9,2845057121,56,Back,2845057123,140,34.6,2845057127,212,24.8,2845057129,213,1.4,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507627,17,1,1,1,5,5rurqie3qt1qav9ir5mkqinn,1,34.3,88.1,2021-04-04T13:02:34.851Z,2021-04-04T13:02:37Z,2845057321,56,Back,2845057323,140,26.3,2845057331,213,4.2,2845057327,141,68.5,2845057329,212,15.8,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507673,18,1,1,1,7,5rurqie3qt1qav9ir5mkqinn,1,26.3,68.4,2021-04-04T13:02:36.947Z,2021-04-04T13:02:39Z,2845057589,140,36.3,2845057587,56,Back,2845057595,213,6.2,2845057591,141,67.0,2845057593,212,10.5,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507767,19,1,1,1,10,5rurqie3qt1qav9ir5mkqinn,1,36.6,67.2,2021-04-04T13:02:39.555Z,2021-04-04T13:02:43Z,2845057979,212,9.7,2845057981,213,2.8,2845057975,140,27.9,2845057973,56,Back,2845057977,141,72.1,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507841,20,1,1,1,14,5rurqie3qt1qav9ir5mkqinn,1,28.6,74.4,2021-04-04T13:02:43.268Z,2021-04-04T13:02:47Z,2845058383,56,Center,2845058385,140,70.5,2845058381,155,,2845058391,213,0.0,2845058393,1,,2845058387,141,76.6,2845058389,212,44.0,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507849,21,44,1,1,17,5rurqie3qt1qav9ir5mkqinn,1,63.6,73.6,2021-04-04T13:02:46.923Z,2021-04-04T13:02:48Z,2845058439,286,,2845058437,56,Center,2845058545,233,10,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507859,10,44,1,1,17,9m7z1upwp3svfn611ejq7d36v,0,36.4,26.4,2021-04-04T13:02:46.924Z,2021-04-04T13:02:48Z,2845058577,233,21,2845058499,56,Back,2845058501,285,,,,,,,,,,,,,,,,,dzt32qmjdypjrjy924x76a6p6,K. Skeels,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507883,22,1,1,1,18,5rurqie3qt1qav9ir5mkqinn,0,70.5,76.6,2021-04-04T13:02:47.123Z,2021-04-04T13:02:49Z,2845058651,213,0.7,2845058639,3,,2845058649,212,25.3,2845058643,56,Left,2845058647,141,100.0,2845058641,168,,2845058645,140,88.6,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508219,11,5,1,1,20,9m7z1upwp3svfn611ejq7d36v,1,9.7,-1.6,2021-04-04T13:02:49.129Z,2021-04-04T13:16:56Z,2845060117,347,,2845060133,233,23,2845060111,56,Back,,,,,,,,,,,,,,,,dzt32qmjdypjrjy924x76a6p6,K. Skeels,,,,,,,,,,,,,,,,,,,,,,,,,,
2282507893,23,5,1,1,20,5rurqie3qt1qav9ir5mkqinn,0,90.3,101.6,2021-04-04T13:02:49.129Z,2021-04-04T13:03:01Z,2845058677,56,Left,2845058679,347,,2845060217,233,11,,,,,,,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508265,12,1,1,1,31,9m7z1upwp3svfn611ejq7d36v,0,9.7,0,2021-04-04T13:03:00.558Z,2021-04-04T13:03:02Z,2845060349,212,33.4,2845060353,1,,2845060351,213,0.1,2845060345,140,41.3,2845060341,107,,2845060343,56,Back,2845060347,141,3.4,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508311,13,8,1,1,32,9m7z1upwp3svfn611ejq7d36v,1,28.5,6.8,2021-04-04T13:03:01.590Z,2021-04-04T13:06:34Z,2845060573,56,Back,,,,,,,,,,,,,,,,,,,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508329,24,1,1,1,34,5rurqie3qt1qav9ir5mkqinn,1,61.3,95.4,2021-04-04T13:03:03.355Z,2021-04-04T13:03:05Z,2845060639,141,92.4,2845060645,213,6.1,2845060643,212,13.5,2845060637,140,74.0,2845060633,56,Left,,,,,,,,,,c4ptt043q3lm4npuwpyviprdh,L. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508385,25,1,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,74,92.4,2021-04-04T13:03:05.603Z,2021-04-04T13:03:07Z,2845060897,141,94.7,2845060901,212,5.9,2845060895,140,68.6,2845060891,56,Left,2845060903,213,2.9,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508391,26,49,1,1,38,5rurqie3qt1qav9ir5mkqinn,1,68.6,94.7,2021-04-04T13:03:07.371Z,2021-04-04T13:03:07Z,,,,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508435,27,1,1,1,38,5rurqie3qt1qav9ir5mkqinn,1,68.6,94.7,2021-04-04T13:03:07.675Z,2021-04-04T13:03:09Z,2845061135,141,79.7,2845061131,56,Left,2845061133,140,64.0,2845061137,212,11.3,2845061139,213,4.3,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508527,28,1,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,64.2,80,2021-04-04T13:03:09.867Z,2021-04-04T13:03:13Z,2845061575,56,Center,2845061583,213,5.3,2845061581,212,9.8,2845061577,140,69.6,2845061579,141,68.2,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508471,14,45,1,1,42,9m7z1upwp3svfn611ejq7d36v,0,35,33.6,2021-04-04T13:03:11.277Z,2021-04-04T13:03:15Z,2845061699,233,29,2845061311,285,,2845061293,56,Back,,,,,,,,,,,,,,,,en5gss0im4eenrtt3zctkpm8l,C. Humphrey,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508537,29,3,1,1,42,5rurqie3qt1qav9ir5mkqinn,1,65,66.4,2021-04-04T13:03:11.277Z,2021-04-04T13:03:14Z,2845061671,233,14,2845061619,56,Center,2845061621,286,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508595,30,1,1,1,45,5rurqie3qt1qav9ir5mkqinn,1,69,72.4,2021-04-04T13:03:14.283Z,2021-04-04T13:03:17Z,2845061919,56,Left,2845061921,140,74.0,2845061925,212,8.7,2845061927,213,0.9,2845061923,141,82.6,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508711,31,1,1,1,48,5rurqie3qt1qav9ir5mkqinn,0,73.6,82.4,2021-04-04T13:03:17.115Z,2021-04-04T13:03:23Z,2845062465,141,64.3,2845062461,56,Center,2845062467,212,12.8,2845062463,140,76.9,2845062469,213,5.0,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508673,15,49,1,1,51,9m7z1upwp3svfn611ejq7d36v,1,27.8,71.4,2021-04-04T13:03:20.638Z,2021-04-04T13:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508787,16,1,1,1,52,9m7z1upwp3svfn611ejq7d36v,1,26.5,62.6,2021-04-04T13:03:21.845Z,2021-04-04T13:03:28Z,2845062867,141,72.6,2845062869,212,15.1,2845062863,56,Back,2845062871,213,0.5,2845062865,140,39.3,,,,,,,,,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,
2282508837,17,1,1,1,58,9m7z1upwp3svfn611ejq7d36v,0,47.9,72,2021-04-04T13:03:28.030Z,2021-04-04T13:03:30Z,2845063129,212,34.2,2845063127,141,67.5,2845063131,213,6.2,2845063133,1,,2845063123,56,Center,2845063125,140,80.3,,,,,,,2hoa4v8810rmsbi85pfanyfl6,M. Pike,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509027,18,1,1,2,5,9m7z1upwp3svfn611ejq7d36v,1,46.9,90.8,2021-04-04T13:03:34.142Z,2021-04-04T13:03:40Z,2845064083,140,65.6,2845064087,212,19.8,2845064081,56,Left,2845064085,141,94.5,2845064089,213,0.1,2845064077,3,,,,,,,,3upyu7hn2q7voapvgtlnl1yad,J. Purfield,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509035,19,61,1,2,9,9m7z1upwp3svfn611ejq7d36v,0,64,96.5,2021-04-04T13:03:38.581Z,2021-04-04T13:06:29Z,2845064141,56,Left,,,,,,,,,,,,,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509095,20,5,1,2,10,9m7z1upwp3svfn611ejq7d36v,0,63.5,101.8,2021-04-04T13:03:39.842Z,2021-04-04T13:16:57Z,2845065987,233,32,2845064425,347,,2845064423,56,Left,,,,,,,,,,,,,,,,153m45p2fkc2q8x9zq105g45,Y. Daniëls,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509361,32,5,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,36.5,-1.8,2021-04-04T13:03:39.842Z,2021-04-04T13:03:59Z,2845065979,233,20,2845065891,56,Back,2845065893,347,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509449,33,1,1,2,29,5rurqie3qt1qav9ir5mkqinn,1,40.7,0,2021-04-04T13:03:59.083Z,2021-04-04T13:04:03Z,2845066363,140,48.4,2845066375,213,0.7,2845066371,212,10.9,2845066359,56,Back,2845066367,141,9.1,2845066355,107,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509605,34,1,1,2,34,5rurqie3qt1qav9ir5mkqinn,1,46.6,31.5,2021-04-04T13:04:03.655Z,2021-04-04T13:04:10Z,2845067061,155,,2845067071,213,1.1,2845067065,140,66.7,2845067063,56,Left,2845067073,1,,2845067069,212,45.7,2845067067,141,91.1,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509625,21,45,1,2,41,9m7z1upwp3svfn611ejq7d36v,0,31,14.2,2021-04-04T13:04:10.882Z,2021-04-04T13:04:14Z,2845067199,285,,2845067397,233,35,2845067197,56,Back,,,,,,,,,,,,,,,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509657,35,3,1,2,41,5rurqie3qt1qav9ir5mkqinn,1,69,85.8,2021-04-04T13:04:10.882Z,2021-04-04T13:04:13Z,2845067337,286,,2845067383,233,21,2845067335,56,Left,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509681,36,1,1,2,44,5rurqie3qt1qav9ir5mkqinn,0,72.5,69,2021-04-04T13:04:13.299Z,2021-04-04T13:04:15Z,2845067455,56,Center,2845067463,213,5.7,2845067457,140,81.0,2845067461,212,10.7,2845067459,141,60.2,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509769,22,1,1,2,47,9m7z1upwp3svfn611ejq7d36v,1,22.4,44.6,2021-04-04T13:04:16.269Z,2021-04-04T13:04:18Z,2845067961,212,8.1,2845067957,141,36.4,2845067963,213,5.5,2845067953,140,28.0,2845067951,56,Back,,,,,,,,,,2hoa4v8810rmsbi85pfanyfl6,M. Pike,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509773,23,49,1,2,49,9m7z1upwp3svfn611ejq7d36v,1,32.2,32.5,2021-04-04T13:04:18.877Z,2021-04-04T13:04:19Z,,,,,,,,,,,,,,,,,,,,,,,,,en5gss0im4eenrtt3zctkpm8l,C. Humphrey,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509847,24,1,1,2,49,9m7z1upwp3svfn611ejq7d36v,1,32.2,32.5,2021-04-04T13:04:19.021Z,2021-04-04T13:04:22Z,2845068291,140,7.6,2845068297,212,28.5,2845068289,56,Back,2845068293,141,14.7,2845068299,213,3.6,,,,,,,,,,en5gss0im4eenrtt3zctkpm8l,C. Humphrey,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509873,25,1,1,2,53,9m7z1upwp3svfn611ejq7d36v,0,7.1,7.1,2021-04-04T13:04:22.597Z,2021-04-04T13:04:24Z,2845068463,140,30.0,2845068465,141,3.5,2845068471,1,,2845068461,56,Back,2845068459,157,,2845068467,212,24.2,2845068469,213,6.2,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,
2282509893,37,49,1,2,56,5rurqie3qt1qav9ir5mkqinn,1,73.9,91.4,2021-04-04T13:04:25.515Z,2021-04-04T13:04:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,
