id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2291192129,1,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2021-04-25T12:11:17.183Z,2021-04-25T13:14:30Z,2890637371,197,5136,2890637369,194,an1ovi7c16xed4jqub6oxgclx,2890637367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",2890637361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",2890637365,130,2,2890637359,30,"czz8zqjv03gdbbxiadp90pq6t, 9t8eb24gwj56ucggp7x0n0ewa, 2wv3bsfv3jh5ar8xw97lpxr6d, 7m31qpkmuh3amb6navttdlvpx, 9jq5k7h3itkm7dnb8qw9vqvh1, an1ovi7c16xed4jqub6oxgclx, a1654m0k2rptsqkxj96s955n9, cluv8to27h67l6upuanv59bai, 7ucl8ew0on0yzcj6prwmnev9x, aope7yfid6ez33sha2ip7t04p, 23b90lntnrwvb0k45u7dva0np, af3x1ptiil8vti00lxf1x8ewa, 443w53obw86loztq18c4qwcfd, inh1nxqeze71x02fl5km7j3e, 8ojm3gdn5n6t8vw7by016uvh1, 7julfat1nytmjyt6ylz8xkh5h, 1yyfd17df158m5eymkechszpx, 51kuc7ba0zrbs82iok6sia76d, 8kwady40pewc9ecgsu9fszz6d, 96ai0x0bpkegwj977vsnfjzdh",2890637373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2890637363,59,"1, 6, 12, 7, 5, 20, 15, 32, 19, 16, 10, 24, 26, 2, 3, 8, 9, 11, 23, 25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291199839,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-04-25T12:23:07.110Z,2021-04-25T12:23:07Z,2890677061,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2890677053,130,4,2890677047,30,"dib5a7vebmtxqcksi1tuteklx, 9cjjs4piq3t12iltsfon52h91, 6679bfd6bjylogbe4ebese85x, 5m2ilglr6tlmgs2d4qzk5wno5, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 1dbhha29epjmo8g4xfm5taaj9, 28yvc8jmyyfavb0hetafjdadx, wupxscyf4x7rsjidpmp0wnv9, 3sn815dsm0i0rnw9nigjyb0et, 23kah59nbx1m7ro3imaaevoph, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, 8jooatan3cxd38v2jyf23pot1, 88k3tmpcg5ov13cd8b9rxyggl, ddagc0khq0zh1ywynyci8nzrp, c4ptt043q3lm4npuwpyviprdh, 4167ohgdcac1u3iqaygye52ax, f0afav75l1iz383ozx84b7i3u",2890677049,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",2890677057,194,5m2ilglr6tlmgs2d4qzk5wno5,2890677051,59,"1, 4, 15, 10, 6, 3, 8, 7, 11, 9, 14, 12, 13, 16, 18, 19, 20, 21, 29",2890677055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",2890677059,197,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225105,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-04-25T13:02:19.249Z,2021-04-25T13:02:19Z,2890805545,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225115,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2021-04-25T13:02:19.249Z,2021-04-25T13:02:19Z,2890805585,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225177,3,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,49.8,49.9,2021-04-25T13:02:20.816Z,2021-04-25T13:02:23Z,2890805955,212,18.8,2890805953,141,61.4,2890805951,140,33.5,2890805957,213,2.7,2890805949,56,Back,2890805959,279,S,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225209,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,33.5,61.4,2021-04-25T13:02:22.967Z,2021-04-25T13:02:24Z,2890806155,213,4.4,2890806151,141,29.8,2890806149,140,27.5,2890806153,212,22.4,2890806147,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225259,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,27.5,29.8,2021-04-25T13:02:24.600Z,2021-04-25T13:02:26Z,2890806419,140,28.6,2890806425,213,1.5,2890806417,56,Back,2890806421,141,80.2,2890806427,1,,2890806423,212,34.3,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225337,6,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,1,29.4,83.3,2021-04-25T13:02:26.583Z,2021-04-25T13:02:29Z,2890806823,212,13.9,2890806819,140,39.7,2890806825,213,0.7,2890806821,141,96.2,2890806817,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225399,7,1,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,42.4,81.2,2021-04-25T13:02:28.991Z,2021-04-25T13:02:31Z,2890807101,212,16.7,2890807099,141,70.5,2890807103,213,3.6,2890807097,140,28.1,2890807095,56,Back,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225509,8,1,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,27.3,67.8,2021-04-25T13:02:31.222Z,2021-04-25T13:02:36Z,2890807639,213,4.9,2890807633,140,31.1,2890807635,141,33.7,2890807637,212,23.5,2890807631,56,Back,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225605,9,1,1,0,17,5rurqie3qt1qav9ir5mkqinn,1,33.3,20.6,2021-04-25T13:02:36.782Z,2021-04-25T13:02:41Z,2890808111,212,34.3,2890808115,1,,2890808109,141,70.8,2890808113,213,1.5,2890808107,140,36.9,2890808105,56,Back,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225705,10,1,1,0,22,5rurqie3qt1qav9ir5mkqinn,0,40.6,77.9,2021-04-25T13:02:41.494Z,2021-04-25T13:02:54Z,2890808619,56,Back,2890808625,212,18.1,2890808623,141,100.0,2890808621,140,48.1,2890808627,213,1.1,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225933,3,5,1,0,25,dcdnoyf6kzhj46iyfm7xq43fy,1,55.1,-2,2021-04-25T13:02:45.244Z,2021-04-25T13:02:59Z,2890809771,233,11,2890809721,347,,2890809719,56,Right,,,,,,,,,,,,,,,,aope7yfid6ez33sha2ip7t04p,E. Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225727,11,5,1,0,25,5rurqie3qt1qav9ir5mkqinn,0,44.9,102,2021-04-25T13:02:45.244Z,2021-04-25T13:50:44Z,2890809811,233,3,2890808733,56,Back,2890808735,347,,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291225983,4,1,1,0,39,dcdnoyf6kzhj46iyfm7xq43fy,1,56,0,2021-04-25T13:02:58.994Z,2021-04-25T13:03:02Z,2890810013,140,45.5,2890810009,107,,2890810015,141,53.7,2890810017,212,39.4,2890810011,56,Back,2890810021,1,,2890810019,213,1.9,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
