id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2223135155,8,1,1,0,15,9ijyncrxsejz505dbadwr1dir,1,54.4,21.5,2020-10-18T13:32:11.844Z,2020-10-18T15:38:18Z,2534390365,212,13.4,2534390357,56,Right,2534390361,141,2.8,2534390359,140,58.5,2534390363,213,5.0,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135185,9,1,1,0,17,9ijyncrxsejz505dbadwr1dir,1,58.5,2.8,2020-10-18T13:32:13.221Z,2020-10-18T13:32:15Z,2534390557,212,19.3,2534390555,213,2.7,2534390549,56,Back,2534390553,141,16.0,2534390551,140,42.2,,,,,,,,,,5rj3vthrtst79mu39t2d7axud,R. Percival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135259,10,1,1,0,19,9ijyncrxsejz505dbadwr1dir,1,42.6,16.4,2020-10-18T13:32:15.749Z,2020-10-18T15:38:20Z,2534390917,141,34.1,2534390915,140,52.7,2534390921,212,16.0,2534390913,56,Center,2534390919,213,0.8,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135289,11,1,1,0,24,9ijyncrxsejz505dbadwr1dir,0,50.5,36.1,2020-10-18T13:32:20.149Z,2020-10-18T13:32:21Z,2534391095,1,,2534391093,141,100.0,2534391087,196,,2534391099,212,44.3,2534391089,56,Back,2534391091,140,47.4,2534391097,213,1.6,2534391085,155,,9b466g9nb282o8ozwq2hr8j8q,A. Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135505,4,5,1,0,24,5rurqie3qt1qav9ir5mkqinn,1,55.8,-0.9,2020-10-18T13:32:20.896Z,2020-10-18T13:32:36Z,2534392113,347,,2534392111,56,Right,2534392137,233,12,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135297,12,5,1,0,24,9ijyncrxsejz505dbadwr1dir,0,44.2,100.9,2020-10-18T13:32:20.896Z,2020-10-18T14:23:43Z,2534392167,233,4,2534391109,56,Back,2534391111,347,,,,,,,,,,,,,,,,,9b466g9nb282o8ozwq2hr8j8q,A. Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135577,5,1,1,0,39,5rurqie3qt1qav9ir5mkqinn,1,66.7,0,2020-10-18T13:32:35.657Z,2020-10-18T13:32:40Z,2534392463,140,74.8,2534392467,213,0.4,2534392461,56,Right,2534392459,107,,2534392469,212,9.2,2534392465,141,3.8,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135579,6,61,1,0,44,5rurqie3qt1qav9ir5mkqinn,0,75.4,4.7,2020-10-18T13:32:40.472Z,2020-10-18T13:32:40Z,2534392473,56,Right,,,,,,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135599,13,12,1,0,45,9ijyncrxsejz505dbadwr1dir,1,18.2,93.9,2020-10-18T13:32:41.540Z,2020-10-18T15:38:21Z,2534392589,212,5.8,2534392585,141,100.0,2534392715,167,,2534392581,56,Back,2534392587,213,1.1,2534392583,140,20.9,2534392637,15,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135905,7,5,1,0,45,5rurqie3qt1qav9ir5mkqinn,1,77.8,-0.9,2020-10-18T13:32:41.568Z,2020-10-18T13:33:01Z,2534394193,233,14,2534394169,347,,2534394167,56,Right,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135617,14,5,1,0,45,9ijyncrxsejz505dbadwr1dir,0,22.2,100.9,2020-10-18T13:32:41.568Z,2020-10-18T14:23:43Z,2534394197,233,7,2534392687,347,,2534392683,56,Back,,,,,,,,,,,,,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135949,8,1,1,1,4,5rurqie3qt1qav9ir5mkqinn,1,72.9,0,2020-10-18T13:33:00.953Z,2020-10-18T13:33:04Z,2534394443,212,11.3,2534394441,213,0.7,2534394437,140,81.3,2534394433,107,,2534394435,56,Right,2534394439,141,9.1,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223135953,9,1,1,1,8,5rurqie3qt1qav9ir5mkqinn,0,81.1,10.3,2020-10-18T13:33:04.321Z,2020-10-18T13:33:04Z,2534394457,212,7.0,2534394451,140,87.8,2534394455,213,0.1,2534394453,141,10.9,2534394449,56,Right,,,,,,,,,,4167ohgdcac1u3iqaygye52ax,M. Gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136037,15,1,1,1,8,9ijyncrxsejz505dbadwr1dir,0,9.8,90.9,2020-10-18T13:33:04.757Z,2020-10-18T15:38:23Z,2534394847,141,68.4,2534394851,213,6.0,2534394845,140,56.8,2534394849,1,,2534394853,212,51.7,2534394835,157,,2534394841,56,Center,,,,6bcvcloym3tzxss5hgsw4h1at,A. Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136063,10,1,1,1,13,5rurqie3qt1qav9ir5mkqinn,1,47.5,25.2,2020-10-18T13:33:09.129Z,2020-10-18T13:33:11Z,2534394983,56,Back,2534394989,213,2.1,2534394987,141,49.4,2534394991,212,18.7,2534394985,140,39.0,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136081,11,1,1,1,14,5rurqie3qt1qav9ir5mkqinn,1,38.5,50.9,2020-10-18T13:33:10.945Z,2020-10-18T13:33:12Z,2534395053,213,5.9,2534395047,56,Back,2534395055,212,10.5,2534395049,140,47.9,2534395051,141,45.5,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136101,12,1,1,1,16,5rurqie3qt1qav9ir5mkqinn,1,47.9,45.5,2020-10-18T13:33:12.361Z,2020-10-18T13:33:13Z,2534395185,141,25.9,2534395181,56,Back,2534395189,212,14.7,2534395183,140,41.9,2534395187,213,4.3,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136173,13,1,1,1,17,5rurqie3qt1qav9ir5mkqinn,1,42,25.3,2020-10-18T13:33:13.849Z,2020-10-18T13:33:17Z,2534395507,213,1.7,2534395503,140,38.4,2534395501,56,Back,2534395509,212,23.1,2534395505,141,58.8,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136217,14,1,1,1,21,5rurqie3qt1qav9ir5mkqinn,1,39.6,63.7,2020-10-18T13:33:17.097Z,2020-10-18T13:33:20Z,2534395715,213,0.9,2534395709,56,Left,2534395717,212,26.8,2534395713,141,95.1,2534395711,140,55.0,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136277,15,1,1,1,24,5rurqie3qt1qav9ir5mkqinn,1,57.5,94.2,2020-10-18T13:33:20.513Z,2020-10-18T13:33:25Z,2534396027,140,39.4,2534396033,212,20.7,2534396025,56,Back,2534396031,213,3.6,2534396029,141,82.1,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136341,16,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,40.7,79.4,2020-10-18T13:33:25.361Z,2020-10-18T13:33:29Z,2534396389,212,39.2,2534396385,1,,2534396383,141,21.8,2534396381,140,40.8,2534396379,56,Back,2534396387,213,4.7,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136413,17,1,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,44.9,18.5,2020-10-18T13:33:29.658Z,2020-10-18T13:33:34Z,2534396825,213,5.9,2534396821,140,70.5,2534396823,141,3.2,2534396827,212,28.8,2534396819,56,Right,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136451,18,1,1,1,38,5rurqie3qt1qav9ir5mkqinn,1,64.3,4,2020-10-18T13:33:34.649Z,2020-10-18T13:33:36Z,2534397019,212,6.6,2534397013,140,61.2,2534397011,56,Right,2534397015,141,12.5,2534397017,213,2.1,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136499,19,1,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,65.7,15.3,2020-10-18T13:33:36.466Z,2020-10-18T13:33:42Z,2534397307,213,5.8,2534397301,56,Right,2534397303,140,77.2,2534397309,212,13.7,2534397305,141,5.8,,,,,,,,,,4167ohgdcac1u3iqaygye52ax,M. Gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136465,16,45,1,1,42,9ijyncrxsejz505dbadwr1dir,0,21.4,83,2020-10-18T13:33:38.549Z,2020-10-18T13:33:43Z,2534397107,56,Back,2534397463,233,20,2534397109,285,,,,,,,,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136507,20,3,1,1,42,5rurqie3qt1qav9ir5mkqinn,1,78.6,17,2020-10-18T13:33:38.549Z,2020-10-18T13:33:43Z,2534397389,233,16,2534397343,286,,2534397341,56,Right,,,,,,,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136495,17,43,1,1,45,9ijyncrxsejz505dbadwr1dir,1,0,0,2020-10-18T13:33:41.270Z,2020-10-18T13:34:50Z,2534403089,144,45,2534397279,56,Back,2534397281,285,0,,,,,,,,,,,,,,,,9b466g9nb282o8ozwq2hr8j8q,A. Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136539,21,1,1,1,46,5rurqie3qt1qav9ir5mkqinn,0,92.9,6.1,2020-10-18T13:33:42.185Z,2020-10-18T13:33:44Z,2534397515,212,14.0,2534397511,141,26.5,2534397507,56,Center,2534397513,213,1.7,2534397509,140,90.8,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136585,22,1,1,1,52,5rurqie3qt1qav9ir5mkqinn,0,96.7,31.4,2020-10-18T13:33:48.113Z,2020-10-18T14:33:39Z,2534397781,140,95.6,2534397785,213,2.1,2534397783,141,34.5,2534397779,56,Center,2534397787,212,2.4,,,,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136663,18,12,1,1,53,9ijyncrxsejz505dbadwr1dir,1,8.6,49.7,2020-10-18T13:33:49.814Z,2020-10-18T15:38:24Z,2534398189,141,45.4,2534398193,212,17.9,2534398191,213,6.1,2534398185,56,Back,2534398187,140,25.4,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136665,23,15,1,1,55,5rurqie3qt1qav9ir5mkqinn,1,79.3,56.9,2020-10-18T13:33:51.480Z,2020-10-18T13:34:22Z,2534400679,146,85.1,2534400673,102,51.0,2534399931,82,,2534399917,20,,2534400677,328,,2534399963,233,19,2534400671,78,,2534398199,22,,6679bfd6bjylogbe4ebese85x,K. McCabe,2534398203,56,Center,2534400675,103,19,2534398197,18,2534400681,147,55.2,,,,,,,,,,,,,,,,,,
2223136673,19,10,1,1,55,9ijyncrxsejz505dbadwr1dir,1,10.2,40.4,2020-10-18T13:33:51.580Z,2020-10-18T15:39:13Z,2534398221,56,Back,2534400101,233,23,2534398219,94,,,,,,,,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136791,24,1,1,2,2,5rurqie3qt1qav9ir5mkqinn,1,68,90.2,2020-10-18T13:33:58.475Z,2020-10-18T13:34:00Z,2534398943,141,63.1,2534398947,212,25.7,2534398941,140,50.9,2534398945,213,3.9,2534398939,56,Center,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136865,25,1,1,2,4,5rurqie3qt1qav9ir5mkqinn,1,50.5,63,2020-10-18T13:34:00.410Z,2020-10-18T13:34:05Z,2534399339,213,5.3,2534399333,56,Center,2534399341,212,27.5,2534399335,140,65.6,2534399337,141,30.0,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136927,26,1,1,2,9,5rurqie3qt1qav9ir5mkqinn,1,68.1,33,2020-10-18T13:34:05.881Z,2020-10-18T13:34:10Z,2534399669,212,24.2,2534399665,141,10.9,2534399663,140,86.2,2534399667,213,5.6,2534399661,56,Right,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136933,27,4,1,2,13,5rurqie3qt1qav9ir5mkqinn,1,89.6,18,2020-10-18T13:34:09.450Z,2020-10-18T14:03:44Z,2534524335,233,20,2534399697,265,,2534399699,286,,2534399695,152,,2534399691,13,,2534399693,56,Right,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223136937,20,4,1,2,13,9ijyncrxsejz505dbadwr1dir,0,10.4,82,2020-10-18T13:34:09.451Z,2020-10-18T14:03:45Z,2534399723,56,Back,2534399721,13,,2534399725,152,,2534399729,285,,2534524341,233,27,2534399727,265,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223137801,28,16,1,3,5,5rurqie3qt1qav9ir5mkqinn,1,88.8,18.5,2020-10-18T13:35:01.569Z,2020-10-18T13:35:44Z,2534408143,281,8z3ceakcqfvv039p2fbm4rvmd,2534408145,282,6272,2534404203,66,,2534406777,375,03:04.079,2534408135,103,27.2,2534406771,72,,2534408137,230,99.3,2534408133,102,54.5,6679bfd6bjylogbe4ebese85x,K. McCabe,2534404207,56,Right,2534406775,374,2020-10-18 14:35:00.103,2534408139,231,2534408149,138,,46.9,2534404205,26,2534408147,274,2534408131,77,2534408141,280,FREE_KICK_WON,,,,,,,,
2223138535,21,1,1,3,46,9ijyncrxsejz505dbadwr1dir,1,49.9,50.3,2020-10-18T13:35:42.228Z,2020-10-18T14:32:45Z,2534408339,212,12.7,2534685939,279,G,2534408337,213,4.1,2534408335,141,34.6,2534408331,56,Back,2534408333,140,43.3,,,,,,,9b466g9nb282o8ozwq2hr8j8q,A. Addison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138551,22,1,1,3,50,9ijyncrxsejz505dbadwr1dir,1,42.7,13.4,2020-10-18T13:35:46.516Z,2020-10-18T13:35:47Z,2534408457,141,25.6,2534408461,212,16.8,2534408453,56,Back,2534408459,213,2.6,2534408455,140,28.8,,,,,,,,,,5rj3vthrtst79mu39t2d7axud,R. Percival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138597,23,1,1,3,51,9ijyncrxsejz505dbadwr1dir,1,28.8,25.6,2020-10-18T13:35:47.780Z,2020-10-18T13:35:50Z,2534408789,212,32.5,2534408785,1,,2534408783,141,73.1,2534408781,140,25.6,2534408787,213,1.7,2534408779,56,Back,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138653,24,1,1,3,54,9ijyncrxsejz505dbadwr1dir,1,27.5,74.1,2020-10-18T13:35:50.292Z,2020-10-18T13:35:54Z,2534409091,56,Back,2534409097,213,1.3,2534409093,140,31.8,2534409099,212,14.4,2534409095,141,94.2,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138681,25,1,1,3,57,9ijyncrxsejz505dbadwr1dir,1,31.8,94.2,2020-10-18T13:35:53.925Z,2020-10-18T13:35:55Z,2534409241,56,Back,2534409245,140,26.7,2534409251,212,13.9,2534409249,213,4.3,2534409247,141,75.3,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138699,26,1,1,3,59,9ijyncrxsejz505dbadwr1dir,1,26.7,75.3,2020-10-18T13:35:55.173Z,2020-10-18T13:35:55Z,2534409337,141,93.6,2534409335,140,30.3,2534409333,56,Back,2534409339,213,1.3,2534409341,212,13.0,,,,,,,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138719,27,1,1,3,59,9ijyncrxsejz505dbadwr1dir,1,30.3,93.6,2020-10-18T13:35:55.877Z,2020-10-18T13:35:57Z,2534409469,212,18.6,2534409465,141,68.3,2534409467,213,5.1,2534409457,56,Back,2534409461,140,37.0,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138735,28,1,1,4,1,9ijyncrxsejz505dbadwr1dir,0,37,68.3,2020-10-18T13:35:57.109Z,2020-10-18T13:35:58Z,2534409541,212,12.6,2534409535,140,46.4,2534409537,141,79.7,2534409539,213,0.7,2534409533,56,Back,,,,,,,,,,d2p1tysnc81sr0q6qeo7l5m95,A. Filbey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138773,29,8,1,4,4,5rurqie3qt1qav9ir5mkqinn,1,60.5,15.6,2020-10-18T13:36:00.266Z,2020-10-18T13:36:00Z,2534409729,56,Right,,,,,,,,,,,,,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138801,30,49,1,4,5,5rurqie3qt1qav9ir5mkqinn,1,68.8,36.9,2020-10-18T13:36:01.385Z,2020-10-18T13:36:01Z,,,,,,,,,,,,,,,,,,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138889,31,4,1,4,8,5rurqie3qt1qav9ir5mkqinn,1,73.2,47,2020-10-18T13:36:04.050Z,2020-10-18T13:36:07Z,2534410315,265,,2534410313,152,,2534410317,286,,2534410311,56,Center,2534410345,233,29,2534410309,13,,,,,,,,28yvc8jmyyfavb0hetafjdadx,D. van de Donk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223138851,29,4,1,4,8,9ijyncrxsejz505dbadwr1dir,0,26.8,53,2020-10-18T13:36:04.051Z,2020-10-18T13:36:08Z,2534410113,56,Back,2534410385,233,31,2534410117,265,,2534410115,152,,2534410121,285,,2534410111,13,,,,,,,,5rj3vthrtst79mu39t2d7axud,R. Percival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
