id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value
2219094273,20,61,1,1,55,9m7z1upwp3svfn611ejq7d36v,0,65.8,4.4,2020-10-04T13:03:32.494Z,2020-10-04T13:56:42Z,2512787341,56,Right,,,,,,,,,,,,,,,,,,,,,,3awdf1korplhzqtibwkezarit,A. Harrison,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094259,30,49,1,1,57,5rurqie3qt1qav9ir5mkqinn,1,22.9,88.3,2020-10-04T13:03:34.395Z,2020-10-04T13:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094343,31,1,1,1,57,5rurqie3qt1qav9ir5mkqinn,1,21.7,89,2020-10-04T13:03:34.635Z,2020-10-04T13:03:38Z,2512787697,141,50.9,2512787699,213,4.4,2512787701,212,27.1,2512787695,140,14.0,2512787693,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094429,32,1,1,2,1,5rurqie3qt1qav9ir5mkqinn,1,18,46.9,2020-10-04T13:03:37.915Z,2020-10-04T13:56:46Z,2512788171,56,Back,2512788181,141,47.2,2512788185,213,0.0,2512788177,140,22.8,2512788189,212,5.0,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094499,33,1,1,2,6,5rurqie3qt1qav9ir5mkqinn,1,24.8,40.7,2020-10-04T13:03:42.875Z,2020-10-04T13:03:47Z,2512788603,56,Back,2512788615,212,17.1,2512788607,141,65.5,2512788611,213,1.4,2512788605,140,27.5,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094557,34,1,1,2,10,5rurqie3qt1qav9ir5mkqinn,1,29.4,63.1,2020-10-04T13:03:47.131Z,2020-10-04T13:03:49Z,2512788873,140,29.3,2512788875,141,40.0,2512788879,212,15.7,2512788871,56,Back,2512788877,213,4.7,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094653,35,1,1,2,12,5rurqie3qt1qav9ir5mkqinn,1,30.9,31.5,2020-10-04T13:03:49.739Z,2020-10-04T13:03:55Z,2512789405,212,33.9,2512789399,141,3.5,2512789401,1,,2512789397,140,57.6,2512789403,213,5.7,2512789395,56,Right,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094689,36,1,1,2,18,5rurqie3qt1qav9ir5mkqinn,1,55.7,9.7,2020-10-04T13:03:54.923Z,2020-10-04T13:03:57Z,2512789633,212,13.3,2512789625,56,Back,2512789631,213,2.6,2512789627,140,45.1,2512789629,141,20.4,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094771,37,1,1,2,20,5rurqie3qt1qav9ir5mkqinn,1,44.6,20.4,2020-10-04T13:03:57.274Z,2020-10-04T13:04:01Z,2512790021,140,30.8,2512790027,212,23.3,2512790025,213,2.2,2512790023,141,47.3,2512790019,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094821,38,1,1,2,24,5rurqie3qt1qav9ir5mkqinn,1,31.4,53.4,2020-10-04T13:04:01.451Z,2020-10-04T13:13:09Z,2512790311,141,69.6,2512790315,213,1.0,2512790309,140,38.0,2512790307,56,Back,2512790319,212,13.0,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094875,39,1,1,2,26,5rurqie3qt1qav9ir5mkqinn,1,38.5,69.1,2020-10-04T13:04:03.835Z,2020-10-04T13:04:07Z,2512790631,213,1.3,2512790627,140,41.9,2512790629,141,90.6,2512790633,212,15.0,2512790621,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094947,40,1,1,2,30,5rurqie3qt1qav9ir5mkqinn,1,56.7,80.8,2020-10-04T13:04:06.891Z,2020-10-04T13:04:10Z,2512791021,141,65.8,2512791017,56,Center,2512791023,213,4.6,2512791025,212,10.3,2512791019,140,55.7,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,
2219094969,41,1,1,2,33,5rurqie3qt1qav9ir5mkqinn,0,58,74.1,2020-10-04T13:04:10.554Z,2020-10-04T13:04:11Z,2512791127,56,Left,2512791135,212,13.2,2512791133,213,0.7,2512791131,141,86.2,2512791129,140,67.8,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,
