id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2210487983,5,61,1,0,14,5rurqie3qt1qav9ir5mkqinn,0,32.9,53.7,2020-09-12T16:21:30.608Z,2020-09-12T16:21:31Z,2467783599,56,Back,,,,,,,,,,,,,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488003,7,1,1,0,15,cz26xwowfjp8ei14n9z2ac135,1,65.5,39.7,2020-09-12T16:21:31.841Z,2020-09-12T18:40:49Z,2467783703,140,58.6,2467783707,141,4.4,2467783713,212,25.1,2467783709,213,4.4,2467783699,56,Right,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488055,8,1,1,0,16,cz26xwowfjp8ei14n9z2ac135,1,56.3,13.2,2020-09-12T16:21:32.545Z,2020-09-12T16:21:37Z,2467783907,140,42.9,2467783911,1,,2467783905,56,Back,2467783913,213,1.9,2467783915,212,41.5,2467783909,141,70.6,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488119,9,1,1,0,21,cz26xwowfjp8ei14n9z2ac135,1,54.1,75.7,2020-09-12T16:21:37.505Z,2020-09-12T16:21:40Z,2467784029,141,95.6,2467784033,212,16.9,2467784025,56,Left,2467784027,140,63.7,2467784031,213,0.9,,,,,,,,,,7vpze6ixacfe1b96s9a93k6hh,L. Vetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488153,10,1,1,0,24,cz26xwowfjp8ei14n9z2ac135,1,58.3,96.2,2020-09-12T16:21:40.593Z,2020-09-12T16:21:43Z,2467784199,141,91.4,2467784203,212,17.7,2467784195,56,Back,2467784201,213,3.3,2467784197,140,41.7,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488195,11,1,1,0,27,cz26xwowfjp8ei14n9z2ac135,1,39.3,86.3,2020-09-12T16:21:43.921Z,2020-09-12T16:21:48Z,2467784467,56,Back,2467784471,141,53.0,2467784473,213,4.1,2467784475,212,28.0,2467784469,140,23.6,,,,,,,,,,7vpze6ixacfe1b96s9a93k6hh,L. Vetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488213,12,1,1,0,32,cz26xwowfjp8ei14n9z2ac135,1,22.7,51.8,2020-09-12T16:21:49.280Z,2020-09-12T16:21:51Z,2467784613,141,84.5,2467784615,213,1.3,2467784617,212,23.2,2467784611,140,29.1,2467784609,56,Back,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488263,13,1,1,0,38,cz26xwowfjp8ei14n9z2ac135,0,41.5,82.3,2020-09-12T16:21:55.105Z,2020-09-12T16:21:57Z,2467784879,141,42.1,2467784883,213,5.7,2467784885,212,49.4,2467784873,155,,2467784881,1,,2467784877,140,80.7,2467784875,56,Center,,,,7vpze6ixacfe1b96s9a93k6hh,L. Vetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488341,6,1,1,0,42,5rurqie3qt1qav9ir5mkqinn,1,19.3,55.2,2020-09-12T16:21:58.879Z,2020-09-12T16:22:03Z,2467785201,213,0.8,2467785197,140,32.5,2467785199,141,75.3,2467785195,56,Back,2467785193,3,,2467785203,212,19.5,,,,,,,8z3ceakcqfvv039p2fbm4rvmd,V. Schnaderbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488347,7,50,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,27.8,74.1,2020-09-12T16:22:02.528Z,2020-09-12T16:22:08Z,2467785231,233,14,2467785211,56,Back,2467785213,285,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488331,14,7,1,0,46,cz26xwowfjp8ei14n9z2ac135,1,72.2,25.9,2020-09-12T16:22:02.529Z,2020-09-12T16:22:03Z,2467785155,56,Center,2467785217,233,7,2467785159,286,,,,,,,,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488343,15,49,1,0,46,cz26xwowfjp8ei14n9z2ac135,1,74.1,24.3,2020-09-12T16:22:03.249Z,2020-09-12T16:22:03Z,,,,,,,,,,,,,,,,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488355,16,1,1,0,46,cz26xwowfjp8ei14n9z2ac135,1,74.1,24.3,2020-09-12T16:22:03.328Z,2020-09-12T16:22:04Z,2467785269,141,27.0,2467785271,213,2.8,2467785261,56,Center,2467785273,212,5.3,2467785265,140,69.4,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488365,17,1,1,0,48,cz26xwowfjp8ei14n9z2ac135,1,69.4,27,2020-09-12T16:22:04.401Z,2020-09-12T16:22:05Z,2467785311,212,11.9,2467785303,56,Right,2467785305,140,69.8,2467785307,141,9.5,2467785309,213,4.7,,,,,,,,,,7kx86ostcp0tfo53g9cpqn7px,Cho So-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488375,18,1,1,0,49,cz26xwowfjp8ei14n9z2ac135,1,70.2,10.9,2020-09-12T16:22:05.696Z,2020-09-12T16:22:06Z,2467785369,212,6.5,2467785365,141,19.7,2467785367,213,1.2,2467785363,140,72.7,2467785361,56,Right,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488395,19,1,1,0,50,cz26xwowfjp8ei14n9z2ac135,0,72.7,19.7,2020-09-12T16:22:06.784Z,2020-09-12T16:22:08Z,2467785459,141,18.6,2467785463,212,17.6,2467785461,213,6.2,2467785457,140,89.4,2467785455,56,Right,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488461,8,4,1,0,57,5rurqie3qt1qav9ir5mkqinn,1,6.5,96,2020-09-12T16:22:13.552Z,2020-09-12T17:11:34Z,2467785769,56,Back,2467785775,285,,2467785773,265,,2467785823,233,20,2467785771,152,,2467785767,13,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488465,20,4,1,0,57,cz26xwowfjp8ei14n9z2ac135,0,93.5,4,2020-09-12T16:22:13.553Z,2020-09-12T17:11:35Z,2467785803,13,,2467785811,286,,2467785807,152,,2467785805,56,Right,2467785867,233,8,2467785809,265,,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488563,9,1,1,1,12,5rurqie3qt1qav9ir5mkqinn,0,4.4,97.1,2020-09-12T16:22:28.672Z,2020-09-12T16:22:31Z,2467786435,141,93.8,2467786423,152,,2467786439,1,,2467786447,212,41.4,2467786427,56,Back,2467786419,5,,2467786421,155,,2467786431,140,43.8,e3fa1ou90dirp8yjjterhrs9h,S. Catley,2467786443,213,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488587,21,1,1,1,17,cz26xwowfjp8ei14n9z2ac135,1,52.6,6.1,2020-09-12T16:22:33.697Z,2020-09-12T16:22:34Z,2467786577,3,,2467786583,141,4.7,2467786585,213,6.2,2467786581,140,79.5,2467786587,212,28.3,2467786579,56,Right,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488593,22,1,1,1,18,cz26xwowfjp8ei14n9z2ac135,0,79.5,4.7,2020-09-12T16:22:35.345Z,2020-09-12T16:22:35Z,2467786625,141,16.8,2467786627,213,2.1,2467786623,140,74.8,2467786619,3,,2467786621,56,Right,2467786629,212,9.6,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488609,10,4,1,1,20,5rurqie3qt1qav9ir5mkqinn,1,26.6,79,2020-09-12T16:22:36.400Z,2020-09-12T17:23:41Z,2467786719,56,Back,2467786721,152,,2467786751,233,23,2467786725,285,,2467786723,265,,2467786717,13,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488613,23,4,1,1,20,cz26xwowfjp8ei14n9z2ac135,0,73.4,21,2020-09-12T16:22:36.401Z,2020-09-12T17:11:35Z,2467786745,265,,2467786747,286,,2467786743,152,,2467786739,13,,2467786741,56,Center,2467786971,233,10,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488681,11,1,1,1,29,5rurqie3qt1qav9ir5mkqinn,1,26.6,79.9,2020-09-12T16:22:46.106Z,2020-09-12T16:22:47Z,2467787095,141,64.8,2467787087,5,,2467787093,140,30.6,2467787099,212,11.1,2467787091,56,Back,2467787097,213,5.1,2467787089,152,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488705,12,1,1,1,31,5rurqie3qt1qav9ir5mkqinn,1,30.6,64.8,2020-09-12T16:22:47.808Z,2020-09-12T16:22:50Z,2467787229,213,1.8,2467787223,56,Back,2467787225,140,27.9,2467787227,141,86.5,2467787231,212,15.0,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488729,13,1,1,1,33,5rurqie3qt1qav9ir5mkqinn,1,28.1,87.1,2020-09-12T16:22:50.007Z,2020-09-12T16:22:52Z,2467787381,212,17.8,2467787375,140,39.2,2467787377,141,67.3,2467787373,56,Back,2467787379,213,5.4,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488759,14,1,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,35,65.4,2020-09-12T16:22:52.831Z,2020-09-12T16:22:56Z,2467787537,141,32.4,2467787543,212,23.4,2467787533,140,41.2,2467787541,213,5.0,2467787529,56,Back,,,,,,,,,,23kah59nbx1m7ro3imaaevoph,J. Roord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488805,15,1,1,1,40,5rurqie3qt1qav9ir5mkqinn,1,41.2,32.4,2020-09-12T16:22:56.775Z,2020-09-12T16:23:02Z,2467787787,155,,2467787795,1,,2467787793,141,3.8,2467787799,212,46.7,2467787791,140,81.6,2467787797,213,5.9,2467787789,56,Right,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488821,16,1,1,1,45,5rurqie3qt1qav9ir5mkqinn,0,89.1,14.9,2020-09-12T16:23:01.967Z,2020-09-12T16:23:03Z,2467787891,212,5.5,2467787883,141,22.8,2467787871,2,,2467787873,155,,2467787875,56,Center,2467787887,213,1.4,2467787879,140,90.2,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488929,17,5,1,1,47,5rurqie3qt1qav9ir5mkqinn,1,91.6,-1.5,2020-09-12T16:23:04.183Z,2020-09-12T16:23:18Z,2467788329,347,,2467788331,233,25,2467788327,56,Right,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488861,25,5,1,1,47,cz26xwowfjp8ei14n9z2ac135,0,8.4,101.5,2020-09-12T16:23:04.183Z,2020-09-12T18:01:23Z,2467787977,347,,2467787975,56,Back,2467788359,233,17,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488845,24,61,1,1,49,cz26xwowfjp8ei14n9z2ac135,1,8.5,87.8,2020-09-12T16:23:05.403Z,2020-09-12T16:23:05Z,2467787955,56,Back,,,,,,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488935,18,1,1,2,1,5rurqie3qt1qav9ir5mkqinn,0,83.5,0,2020-09-12T16:23:17.559Z,2020-09-12T16:23:18Z,2467788371,213,1.3,2467788367,140,86.7,2467788369,141,19.2,2467788363,107,,2467788373,212,14.1,2467788365,56,Right,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488977,26,1,1,2,3,cz26xwowfjp8ei14n9z2ac135,1,11.8,69.4,2020-09-12T16:23:20.066Z,2020-09-12T16:23:22Z,2467788573,140,38.7,2467788575,141,92.0,2467788581,212,32.2,2467788579,213,0.5,2467788569,157,,2467788577,1,,2467788571,56,Back,,,,7vpze6ixacfe1b96s9a93k6hh,L. Vetterlein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210488983,27,49,1,2,6,cz26xwowfjp8ei14n9z2ac135,1,38.9,91.4,2020-09-12T16:23:23.297Z,2020-09-12T16:23:23Z,,,,,,,,,,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489017,28,1,1,2,6,cz26xwowfjp8ei14n9z2ac135,1,38.9,91.4,2020-09-12T16:23:23.392Z,2020-09-12T16:23:26Z,2467788757,212,7.6,2467788755,213,3.9,2467788749,56,Back,2467788753,141,83.6,2467788751,140,33.7,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489045,29,1,1,2,10,cz26xwowfjp8ei14n9z2ac135,1,33.6,83.6,2020-09-12T16:23:27.329Z,2020-09-12T16:23:30Z,2467788927,141,94.7,2467788931,213,0.2,2467788923,56,Left,2467788933,212,40.0,2467788925,140,71.0,2467788929,1,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489057,30,1,1,2,14,cz26xwowfjp8ei14n9z2ac135,0,89.6,91.4,2020-09-12T16:23:30.784Z,2020-09-12T16:23:31Z,2467788991,212,20.4,2467788977,155,,2467788985,140,90.3,2467788989,213,4.7,2467788981,56,Center,2467788975,2,,2467788987,141,61.4,,,,321yjdo3gio1l33hc1pdps4wl,A. Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489133,19,12,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,8.3,42.7,2020-09-12T16:23:31.527Z,2020-09-12T16:23:37Z,2467789365,213,5.9,2467789367,212,28.0,2467789363,141,26.5,2467789361,140,32.8,2467789359,56,Back,,,,,,,,,,e3fa1ou90dirp8yjjterhrs9h,S. Catley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489151,20,1,1,2,21,5rurqie3qt1qav9ir5mkqinn,0,33.8,30.6,2020-09-12T16:23:37.591Z,2020-09-12T18:40:24Z,2467789479,141,48.7,2467789483,212,17.0,2467789477,140,45.0,2467789481,213,0.8,2467789475,56,Back,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489127,31,61,1,2,21,cz26xwowfjp8ei14n9z2ac135,0,66.1,65.5,2020-09-12T16:23:37.744Z,2020-09-12T16:23:59Z,2467789343,56,Center,,,,,,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489153,21,49,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,44.7,47.8,2020-09-12T16:23:39.479Z,2020-09-12T16:23:39Z,,,,,,,,,,,,,,,,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489213,22,1,1,2,23,5rurqie3qt1qav9ir5mkqinn,1,50.2,45.5,2020-09-12T16:23:40.031Z,2020-09-12T16:23:45Z,2467789799,141,13.1,2467789801,213,5.4,2467789797,140,68.9,2467789795,56,Right,2467789803,212,29.5,,,,,,,,,,1dbhha29epjmo8g4xfm5taaj9,J. Nobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489221,23,1,1,2,28,5rurqie3qt1qav9ir5mkqinn,0,78.7,35.2,2020-09-12T16:23:45.095Z,2020-09-12T16:23:47Z,2467789869,236,,2467789841,213,0.2,2467789829,56,Center,2467789833,140,84.7,2467789875,233,32,2467789873,286,,2467789843,212,6.4,2467789837,141,37.0,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489225,32,74,1,2,28,cz26xwowfjp8ei14n9z2ac135,1,15,71.2,2020-09-12T16:23:45.096Z,2020-09-12T17:04:35Z,2467789861,56,Back,2467789893,233,23,2467789863,285,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489231,33,49,1,2,30,cz26xwowfjp8ei14n9z2ac135,1,22.8,84.2,2020-09-12T16:23:47.264Z,2020-09-12T16:23:46Z,,,,,,,,,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489277,34,1,1,2,32,cz26xwowfjp8ei14n9z2ac135,1,25.5,88.3,2020-09-12T16:23:49.184Z,2020-09-12T16:23:51Z,2467790133,140,38.9,2467790135,141,92.4,2467790137,213,0.2,2467790131,56,Back,2467790139,212,14.3,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489283,24,45,1,2,35,5rurqie3qt1qav9ir5mkqinn,0,66.8,13.4,2020-09-12T16:23:51.552Z,2020-09-12T16:23:52Z,2467790157,56,Right,2467790207,233,35,2467790159,286,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489281,35,3,1,2,35,cz26xwowfjp8ei14n9z2ac135,1,33.2,86.6,2020-09-12T16:23:51.552Z,2020-09-12T16:23:52Z,2467790153,56,Back,2467790177,233,24,2467790181,285,,,,,,,,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210489295,36,1,1,2,35,cz26xwowfjp8ei14n9z2ac135,1,35.1,90,2020-09-12T16:23:51.968Z,2020-09-12T16:23:53Z,2467790219,212,22.3,2467790215,141,82.9,2467790213,140,14.4,2467790217,213,3.4,2467790211,56,Back,,,,,,,,,,9gquu0c64ha2dtrwt5jv2vdn9,K. Svitková,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
