id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value
2292477943,2,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-04-28T17:47:21.223Z,2021-04-28T18:49:21Z,2897439887,197,723,2897556007,194,5m2ilglr6tlmgs2d4qzk5wno5,2897439879,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",2897439877,30,"88k3tmpcg5ov13cd8b9rxyggl, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 3sn815dsm0i0rnw9nigjyb0et, 1dbhha29epjmo8g4xfm5taaj9, wupxscyf4x7rsjidpmp0wnv9, ddagc0khq0zh1ywynyci8nzrp, 5m2ilglr6tlmgs2d4qzk5wno5, dib5a7vebmtxqcksi1tuteklx, 9cjjs4piq3t12iltsfon52h91, 28yvc8jmyyfavb0hetafjdadx, e3fa1ou90dirp8yjjterhrs9h, 23kah59nbx1m7ro3imaaevoph, c4ptt043q3lm4npuwpyviprdh, 4167ohgdcac1u3iqaygye52ax, f0afav75l1iz383ozx84b7i3u",2897439883,130,6,2897439885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",2897439881,59,"18, 16, 15, 13, 6, 3, 9, 8, 11, 19, 10, 1, 4, 7, 12, 14, 20, 21, 29",2897439889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,
2292481007,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2021-04-28T17:55:17.197Z,2021-04-28T18:35:08Z,2897455961,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",2897455969,194,4vjejwvr5b6lphpjmuc0wlsr9,2897455973,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2897455965,130,17,2897455963,59,"1, 2, 3, 23, 22, 5, 26, 25, 12, 21, 32, 9, 11, 18, 27, 41, 42",2897455971,197,5224,2897455959,30,"68a0jc6cin6hxx0bkdch9hc5x, a51uz6926nu7t4jlummhrv3yt, b3i5okqaspq6w7w456ab4cxjp, stp0u46f1xc7a2mgvbkoy76x, 230r9tcwg89z5b9kxdqwi336d, 4vjejwvr5b6lphpjmuc0wlsr9, 7vpze6ixacfe1b96s9a93k6hh, 3vnw015vllv7vzi79h7bplolx, cvuaoz9c41od4r0j3sajszsut, dzfr9ktjmxqj2eh2xibt7konp, 9ov9x5gap2t34kv8clhwjqvh1, 9zdmc8v5sfrv9z7da49odn4a2, 45mx5l1akv572eezakkhw38mi, ds8eeciyv1vk6nwh26qgy1lg5, 7h5quc6im9csmkzex0u9cfzoq, f1xb9y38jfjmrhgv22svv9sa2, blxv2g26u03d8yg3grpp37t3o",2897455967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,
2292497953,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2021-04-28T18:31:54.999Z,2021-04-28T18:31:55Z,2897552129,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292497949,3,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-04-28T18:31:54.999Z,2021-04-28T18:31:55Z,2897552111,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292497963,4,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.7,50.1,2021-04-28T18:31:55.708Z,2021-04-28T18:31:57Z,2897552193,141,48.1,2897552195,212,21.3,2897552199,279,S,2897552191,140,29.5,2897552197,213,3.2,2897552189,56,Back,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
2292497969,5,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,31.1,46.6,2021-04-28T18:31:57.788Z,2021-04-28T18:31:59Z,2897552233,140,39.9,2897552231,56,Back,2897552239,213,5.1,2897552235,141,14.1,2897552237,212,24.0,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,
2292498017,6,1,1,0,4,5rurqie3qt1qav9ir5mkqinn,1,39.5,11.9,2021-04-28T18:31:59.788Z,2021-04-28T18:32:05Z,2897552513,56,Back,2897552519,212,17.3,2897552515,140,27.9,2897552521,213,2.4,2897552517,141,30.0,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,
2292498027,7,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,47,19.5,2021-04-28T18:32:05.180Z,2021-04-28T18:32:07Z,2897552567,213,5.7,2897552559,56,Right,2897552563,141,8.2,2897552561,140,57.5,2897552565,212,13.4,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2292498033,8,1,1,0,12,5rurqie3qt1qav9ir5mkqinn,1,61.2,9.8,2021-04-28T18:32:07.836Z,2021-04-28T18:32:10Z,2897552609,212,11.3,2897552605,140,71.7,2897552603,56,Right,2897552611,213,6.1,2897552607,141,6.4,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,
2292498059,9,1,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,71,6.7,2021-04-28T18:32:10.412Z,2021-04-28T18:32:13Z,2897552759,212,10.8,2897552755,140,60.8,2897552753,56,Right,2897552757,141,5.0,2897552761,213,3.2,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,,
2292498085,10,1,1,0,18,5rurqie3qt1qav9ir5mkqinn,1,61.3,12.5,2021-04-28T18:32:13.307Z,2021-04-28T18:32:18Z,2897552947,141,24.6,2897552951,213,2.7,2897552949,212,18.3,2897552945,140,45.7,2897552943,56,Back,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,
2292498101,11,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,56,24.9,2021-04-28T18:32:18.683Z,2021-04-28T18:32:22Z,2897553087,141,45.7,2897553091,213,2.1,2897553085,140,47.2,2897553089,212,16.9,2897553083,56,Back,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,
2292498111,12,1,1,0,27,5rurqie3qt1qav9ir5mkqinn,1,34.2,40.1,2021-04-28T18:32:22.476Z,2021-04-28T18:32:25Z,2897553163,1,,2897553157,141,84.2,2897553161,213,1.2,2897553155,140,45.5,2897553159,212,32.2,2897553153,56,Back,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,
2292498131,13,1,1,0,30,5rurqie3qt1qav9ir5mkqinn,1,58.9,76.3,2021-04-28T18:32:25.883Z,2021-04-28T18:32:30Z,2897553277,141,63.6,2897553281,213,4.8,2897553273,56,Center,2897553275,140,60.0,2897553279,212,8.7,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,
2292498133,14,1,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,63.2,70.2,2021-04-28T18:32:29.900Z,2021-04-28T18:32:31Z,2897553309,212,17.0,2897553305,140,65.5,2897553303,56,Left,2897553311,213,1.4,2897553307,141,95.0,,,,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,
2292498157,15,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,65.3,95,2021-04-28T18:32:31.899Z,2021-04-28T18:32:34Z,2897553429,140,76.8,2897553435,213,5.5,2897553431,141,79.0,2897553427,56,Left,2897553433,212,16.3,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
2292498171,16,1,1,0,38,5rurqie3qt1qav9ir5mkqinn,1,76.5,77.8,2021-04-28T18:32:33.980Z,2021-04-28T18:32:36Z,2897553515,141,96.5,2897553511,56,Left,2897553519,213,2.0,2897553513,140,71.6,2897553517,212,13.7,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,
2292498209,17,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,71.9,97.4,2021-04-28T18:32:36.028Z,2021-04-28T18:32:41Z,2897553707,56,Left,2897553715,213,5.8,2897553711,141,89.4,2897553709,140,81.0,2897553713,212,11.0,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,
