id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2460595705,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-09-16T17:52:47.612Z,2022-09-16T19:30:23Z,3783437571,197,723,3783437563,59,"1, 26, 15, 10, 6, 2, 9, 13, 25, 11, 19, 3, 5, 7, 8, 12, 16, 17, 18, 23",3783437573,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783437569,194,5m2ilglr6tlmgs2d4qzk5wno5,3783437559,30,"dib5a7vebmtxqcksi1tuteklx, 8lfnj5bvo97dimx52no42nmqd, 6679bfd6bjylogbe4ebese85x, 5m2ilglr6tlmgs2d4qzk5wno5, 6zaowm8oua2nzpobekogff1lh, bilgoekg6gqwr3qbp6dp0j1zp, 3sn815dsm0i0rnw9nigjyb0et, e8ivbfq0irn8f2p8krhkikzx1, ec1vrqeqni3lmibeazgq62eol, wupxscyf4x7rsjidpmp0wnv9, ddagc0khq0zh1ywynyci8nzrp, bd1752qgxbodnsgdus42fc99l, d9zt8e8lnk9a22we6o6wqyndh, e3fa1ou90dirp8yjjterhrs9h, 1dbhha29epjmo8g4xfm5taaj9, 1o0o6thivoulnmsklkpbwpiad, 8jooatan3cxd38v2jyf23pot1, 3i4ljm3hqc6wg8s6l4onlagut, 8wvdn1f18jaxmjg4zkizons6i, e6pdkq17etv9k527m94sqqu39",3783437567,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3783437565,130,8,3783437561,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460631897,29,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-09-16T18:30:17.252Z,2022-09-16T18:35:52Z,3783640837,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5",3783640843,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3783640835,30,"czz8zqjv03gdbbxiadp90pq6t, 1vo1ye9ofjtt7avoll1cmc9re, 8lf62k2iwmb23gywex08s6m09, 8iu9bdow1xgzswzl78cbioyxh, an1ovi7c16xed4jqub6oxgclx, 7b1gryih37fohrff85f13o4ph, cluv8to27h67l6upuanv59bai, 1yyfd17df158m5eymkechszpx, a1654m0k2rptsqkxj96s955n9, brs6i21j86k1w7cpgzorrxxwp, 6kitz3oodxt3ejj5u0fwzhhat, 8vr66twomklrat7c94k2knkr9, 5ye5h1o9ndhfeqdi8mh4f9une, 4xv7k9sjbppk1pr2e53bz1slw, dn7zvdh0a5gsnrgjca32j2luc, 6r271sec7c84p1vqi2b1p5td5",3783640839,59,"1, 2, 3, 10, 20, 16, 12, 9, 15, 11, 7, 14, 22, 23, 24, 40",3783640845,194,an1ovi7c16xed4jqub6oxgclx,3783640841,130,2,3783640847,197,5135,3783640849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627377,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-09-16T18:31:17.252Z,2022-09-16T18:31:17Z,3783614799,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627385,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-09-16T18:31:17.252Z,2022-09-16T18:31:19Z,3783614835,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627411,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.9,49.7,2022-09-16T18:31:17.352Z,2022-09-16T18:31:20Z,3783615051,279,S,3783615043,140,40.0,3783615047,212,11.7,3783615045,141,41.8,3783615041,56,Back,3783615049,213,3.6,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627459,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,39.6,42.8,2022-09-16T18:31:19.682Z,2022-09-16T18:31:23Z,3783615279,140,21.5,3783615277,56,Back,3783615285,213,3.4,3783615281,141,36.6,3783615283,212,19.5,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627489,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,21.3,38.8,2022-09-16T18:31:23.026Z,2022-09-16T18:31:25Z,3783615521,141,77.3,3783615525,213,1.5,3783615517,56,Back,3783615519,140,22.0,3783615523,212,26.2,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627551,6,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,23,77.8,2022-09-16T18:31:25.409Z,2022-09-16T18:31:28Z,3783615853,56,Back,3783615855,140,33.2,3783615857,141,97.2,3783615861,213,0.9,3783615859,212,17.0,,,,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627571,7,1,1,0,11,5rurqie3qt1qav9ir5mkqinn,0,33.7,96.2,2022-09-16T18:31:28.369Z,2022-09-16T18:31:29Z,3783616023,56,Left,3783616021,155,,3783616025,140,59.5,3783616027,141,96.5,3783616031,213,0.0,3783616029,212,27.1,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460627589,3,8,1,0,14,dcdnoyf6kzhj46iyfm7xq43fy,1,25,24.1,2022-09-16T18:31:31.338Z,2022-09-16T18:31:32Z,3783616219,15,,3783616143,56,Back,,,,,,,,,,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
